check,comparisons,max_absolute_error,tolerance,passed
finite_gradient_Q_A_topsis_0_1,1,2.0122792321330962e-16,2e-10,True
finite_hull_09_from_13,17,2.914335439641036e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.0408340855860843e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,4.163336342344337e-17,2e-10,True
finite_hull_09_from_13,17,8.326672684688674e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.5847379792054426e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.740863092043355e-16,2e-10,True
finite_hull_09_from_13,17,1.3877787807814457e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.1163626406917047e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.0408340855860843e-16,2e-10,True
finite_hull_09_from_13,17,3.3306690738754696e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.0122792321330962e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.3592239273284576e-16,2e-10,True
finite_hull_09_from_13,17,6.938893903907228e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,6.158268339717665e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,6.938893903907228e-17,2e-10,True
finite_hull_09_from_13,17,1.3877787807814457e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,3.469446951953614e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,3.469446951953614e-16,2e-10,True
finite_hull_09_from_13,17,2.914335439641036e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.5265566588595902e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.942890293094024e-16,2e-10,True
finite_hull_09_from_13,17,8.326672684688674e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.249000902703301e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,9.71445146547012e-17,2e-10,True
finite_hull_09_from_13,17,1.3877787807814457e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,2.0469737016526324e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.942890293094024e-16,2e-10,True
finite_hull_09_from_13,17,3.3306690738754696e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,2.7755575615628914e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,5.551115123125783e-17,2e-10,True
finite_hull_09_from_14,17,5.551115123125783e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.6176296413483726e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.3400738851920835e-16,2e-10,True
finite_hull_09_from_14,17,2.636779683484747e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.0816681711721685e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.1684043449710089e-16,2e-10,True
finite_hull_09_from_14,17,5.134781488891349e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.1796119636642288e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.0408340855860843e-17,2e-10,True
finite_hull_09_from_14,17,1.3877787807814457e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,6.591949208711867e-17,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,9.194034422677078e-17,2e-10,True
finite_hull_09_from_14,17,3.0531133177191805e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.7582103268031233e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.6020852139652106e-16,2e-10,True
finite_hull_09_from_14,17,5.828670879282072e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.3877787807814457e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,7.632783294297951e-17,2e-10,True
finite_hull_09_from_14,17,5.551115123125783e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.5265566588595902e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.8301332671555315e-16,2e-10,True
finite_hull_09_from_14,17,2.636779683484747e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.734723475976807e-18,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,2.7755575615628914e-17,2e-10,True
finite_hull_09_from_14,17,5.134781488891349e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,3.469446951953614e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,5.551115123125783e-17,2e-10,True
finite_hull_09_from_14,17,1.3877787807814457e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,4.7704895589362195e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,3.0357660829594124e-17,2e-10,True
finite_hull_09_from_14,17,3.0531133177191805e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,5.0306980803327406e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,6.071532165918825e-17,2e-10,True
finite_hull_09_from_14,17,5.828670879282072e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.457167719820518e-16,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,1.214306433183765e-16,2e-10,True
finite_hull_09_from_15,17,8.326672684688674e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.0928757898653885e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,1.682681771697503e-16,2e-10,True
finite_hull_09_from_15,17,4.85722573273506e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,1.0755285551056204e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,4.5102810375396984e-17,2e-10,True
finite_hull_09_from_15,17,1.1102230246251565e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,3.469446951953614e-17,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,9.020562075079397e-17,2e-10,True
finite_hull_09_from_15,17,5.551115123125783e-17,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,2.8449465006019636e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,3.0878077872387166e-16,2e-10,True
finite_hull_09_from_15,17,1.0408340855860843e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,3.122502256758253e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,2.706168622523819e-16,2e-10,True
finite_hull_09_from_15,17,2.0816681711721685e-16,2e-08,True
finite_decomposition_Q_A_topsis_0_1,1,3.0531133177191805e-16,2e-10,True
finite_gradient_Q_A_topsis_0_1,1,3.469446951953614e-16,2e-10,True
finite_hull_09_from_15,17,8.326672684688674e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,1.734723475976807e-18,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,8.673617379884035e-18,2e-10,True
finite_hull_09_from_15,17,4.85722573273506e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,4.163336342344337e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,4.5102810375396984e-17,2e-10,True
finite_hull_09_from_15,17,1.1102230246251565e-16,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,7.632783294297951e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,9.020562075079397e-17,2e-10,True
finite_hull_09_from_15,17,5.551115123125783e-17,2e-08,True
finite_decomposition_quality_score_soft_proxy_0_1,1,4.163336342344337e-17,2e-10,True
finite_gradient_quality_score_soft_proxy_0_1,1,2.7755575615628914e-17,2e-10,True
finite_hull_09_from_15,17,1.0408340855860843e-16,2e-08,True
