direction_id,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17
00_from_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
00_from_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
01_from_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
02_from_00,-0.08169463544221744,-0.04688782122319377,0.9183053645577826,-0.014072181207103348,-0.047695696257850764,-0.07748069724986828,-0.03902359053255628,0.2141658842805904,-0.03717208030832414,0.7470549221941375,-0.07073314222159668,-0.041201872845531985,-0.015230840657305511,0.049884550876140354,-0.24720951948222414,-0.08029033972110146,-0.041872207135011746,-0.0
02_from_01,-0.08641095686942991,-0.054592668372300146,0.9454073316276999,-0.01460461577441179,-0.05172796931680234,-0.08655471853733959,-0.04019434062409229,0.28612029558101265,-0.035734147994034085,0.5511218841346723,-0.05736564812514633,-0.038163248450239606,-0.016450996145162877,0.014426018661149342,-0.27666140807719974,-0.07642895449943297,-0.043506642580600795,-0.0
02_from_03,-0.048650753832613906,-0.04856680610155702,0.9297735182101142,-0.07022648178988578,-0.045930640749130267,-0.06871868063794731,-0.0397788207475325,0.328119167886518,-0.04136976632863547,0.6012657973407582,-0.06794007824991889,-0.041994003263944604,-0.02247199055883184,0.050155560933670185,-0.22033504814581836,-0.07926924216988102,-0.04401944831144253,-0.0
02_from_04,-0.08494203554965324,-0.051997734932414975,0.9225209507744268,-0.01335149100336611,-0.07747904922557325,-0.023537242930548617,-0.03949504691053487,0.2971923607741656,-0.008640255400712005,0.5839470992220412,-0.06246676186654575,-0.034806238855849006,-0.04632643370009587,0.08933134522483768,-0.4974056811270501,-0.07444115331699865,-0.04889725524706101,-0.0
02_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
02_from_06,-0.0853360122534976,-0.04897775312642581,0.9592370100945355,-0.014699420854533143,-0.04982163759305702,-0.08093424609992782,-0.04076298990546445,0.2237119050268163,-0.038828952274629625,0.780353417936284,-0.07388593215058659,-0.043038364844656535,-0.01590972525830201,0.052108056077163845,-0.25822839491875343,-0.08386912282782097,-0.04373857795940202,-0.0
02_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
02_from_08,-0.08550137513048804,-0.049072661500412784,0.9610958055493051,-0.014727905177369527,-0.049918181234026415,-0.08109107929881754,-0.04084197983137607,0.22414541068586102,-0.03890419445069493,0.7818655753813466,-0.07402910722974598,-0.04312176395886108,-0.015940554891319514,0.05220903030644715,-0.25872878612730127,-0.08403164318792765,-0.043823333936343654,-0.0
02_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
02_from_10,-0.051962374564352265,-0.04186879828207906,0.7111559058128116,-0.011671873908919026,-0.04179999842345084,-0.04214751395043633,-0.03023210050070228,-0.03140377493958674,-0.020492698988255183,0.13398162739845154,-0.28884409418718837,-0.0362461987061512,0.08806487034614499,0.1699858565336768,-0.13469677166769042,-0.0516556794065297,-0.02535361193969643,-0.0
02_from_11,0.004142506570374904,0.04039136562757163,1.032469481019321,0.07199011152828608,0.018079827530175712,-0.0,0.046271247585194505,0.254569958745514,0.06465847289812321,1.0793452971697324,0.010139867527888508,0.0324694810193209,0.09625151851410552,0.16343920838065928,-0.16339239165433897,0.002306974587895226,0.04038588720485705,-0.08644514948625177
02_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
02_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
02_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
02_from_15,-0.08180952020138249,-0.04695375818490319,0.9195967503394364,-0.014091970500979982,-0.047762769310422025,-0.07758965607189283,-0.039078468258319204,0.2144670594545029,-0.03722435430980253,0.7481054835235856,-0.07083261215576246,-0.0412598138255412,-0.015252259339833492,0.04995470205047914,-0.24755716294688296,-0.08040324966056356,-0.0419310907863846,-0.0
02_from_16,-0.0850828407689105,-0.048832447877875884,0.9563911839127937,-0.014655811197812174,-0.049673828741659765,-0.08069413359996477,-0.040642055889472235,0.22304820545122142,-0.03871375608450195,0.7780382964758058,-0.07366673030790977,-0.04291068033686006,-0.01586252491864957,0.051953463970411784,-0.2574622931947835,-0.083620303252397,-0.04360881608720635,-0.0
03_from_00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
03_from_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
04_from_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_03,0.011308202303755907,0.00419729551818562,-0.010653263155049587,-0.9610773995895892,0.009564006948103491,0.038922600410410874,0.00531635308828919,0.011315586112766937,0.007163674760673846,-0.034238647829030855,0.006643388173514231,0.00472066800282959,0.013318078710499405,0.015207230015413763,0.027054267341784136,-0.0,0.013232815019406437,-0.011324550897920605
05_from_04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
05_from_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
06_from_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
07_from_00,0.03442020566743076,0.03579012414019806,0.30985111349621175,0.02524819176545137,0.05515618657534914,-0.08719155340545276,0.021097902477706515,1.0344202056674308,0.053541048657693366,0.050065959983156993,0.05346297546161438,0.042810673114178285,0.012260333890389913,0.08076056583829311,0.12090004476282121,-0.0,0.01170146083825821,-0.07872000874695641
07_from_01,-0.04204358689482969,-0.048330640194430785,0.10239694377756045,-0.052226611990934216,-0.021694559552462352,-0.1449325230153996,-0.05750923094848927,0.9516693598055692,-0.029617709610995524,-0.2375209817135467,-0.022258297129558673,-0.034701648470208554,-0.07397315461747744,-0.005882499562432948,0.06422619337279714,-0.062913427126216,-0.07053091965913888,-0.0
07_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
07_from_03,-0.0435335658402928,-0.04038097833287776,0.2298005963223984,-0.05394421349993894,-0.024070462880643066,-0.1667758687486478,-0.05695033444356682,0.9460557865000611,-0.025647088154928638,-0.01968391371438897,-0.025888969948497466,-0.03592580452879013,-0.06521605155659499,0.00859630628382213,0.03513378110509968,-0.07843381020885491,-0.06490121444736327,-0.0
07_from_04,0.02566555176285567,0.024803799259621236,0.2522216323040041,0.014539288699906023,0.031737986169966925,-0.09141137177910323,0.011858134046815247,1.031737986169967,0.04194228339414503,0.3977695270488297,0.04174184165001228,0.03140044048723667,-0.0407012129377568,0.018088476477160144,0.13694100401828682,-0.0,0.016371087763151385,-0.06919788958233848
07_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
07_from_06,-0.043717386797940884,-0.04236547885270471,0.2280923887905199,-0.05276881483135918,-0.023254025000173532,-0.16373029748793136,-0.056864539631534594,0.9431354603684654,-0.02484792845277835,-0.02827732960540108,-0.02492497520861664,-0.035437230109061205,-0.06558591935395608,0.002013729575390033,0.041625488635837656,-0.07768506476089866,-0.066137444816657,-0.0
07_from_08,-0.0,0.0017390761135470778,0.27601855812660325,-0.010973213236192839,0.019028113698539902,-0.11573818536542389,-0.014156237253339612,1.0062589738750114,0.006258973875011398,-0.001798065020477014,0.012430486685119601,0.0071166649578567505,-0.020627969451508577,0.10288218978865585,0.08809160915216237,-0.03570880728123305,-0.020534034197690787,-0.043820253556863545
07_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
07_from_10,0.03662889479349688,0.011343180134124747,0.2799611533349523,0.006769145237740757,0.031252401811252134,-0.05274719514762825,0.0074100172376014226,0.8678740888085407,0.028783606548244748,0.7903445143346431,-0.13212591119145933,0.020775376093378747,-0.10358188750865267,0.10985438754768162,0.03055487037198822,-0.0,0.032222410366129564,-0.05581727224832857
07_from_11,-0.046732467417427606,-0.045350957430082356,0.23102898886834639,-0.05598208997638353,-0.025821029772686344,-0.16937323989947572,-0.06016749678369582,0.961728995659821,-0.027449834120194524,-0.030954327129137857,-0.02752856792974222,-0.03827100434017905,-0.06907984413131511,-0.0,0.04047911764338605,-0.0814439183842296,-0.06964344606713366,0.002057823189815393
07_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
07_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
07_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
07_from_15,-0.04146002220365021,-0.043957131801994495,0.3511639961805981,-0.04824492480186782,-0.022887085280979658,-0.15253114092951858,-0.05516459304048853,0.9115310220659831,-0.022471070285933578,-0.14525111652364237,-0.0318659221261238,-0.03492381208888797,-0.054462212966668554,0.04931780425955026,-0.06319986304848751,-0.08846897793401687,-0.057518413945833374,-0.0
