axis,lambda_Q,lambda_p,direction_id,to_index,from_index,slope_per_fraction,sign,all_effects_disabled
Q_A_topsis_0_1,0.0,0.0,02_from_04,2,4,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_05,2,5,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_06,2,6,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_07,2,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_08,2,8,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_09,2,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_10,2,10,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_11,2,11,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_12,2,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_13,2,13,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_14,2,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_15,2,15,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,02_from_16,2,16,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_00,3,0,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_01,3,1,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_02,3,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_04,3,4,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_05,3,5,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_06,3,6,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_07,3,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_08,3,8,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_09,3,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_10,3,10,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_11,3,11,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_12,3,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_13,3,13,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_14,3,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_15,3,15,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,03_from_16,3,16,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_00,4,0,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_01,4,1,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_02,4,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_03,4,3,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_05,4,5,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_06,4,6,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_07,4,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_08,4,8,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_09,4,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_10,4,10,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_11,4,11,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_12,4,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_13,4,13,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_14,4,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_15,4,15,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,04_from_16,4,16,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_00,5,0,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_01,5,1,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_02,5,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_03,5,3,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_04,5,4,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_06,5,6,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_07,5,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_08,5,8,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_09,5,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_10,5,10,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_11,5,11,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_12,5,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_13,5,13,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_14,5,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_15,5,15,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,05_from_16,5,16,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_00,6,0,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_01,6,1,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_02,6,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_03,6,3,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_04,6,4,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_05,6,5,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_07,6,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_08,6,8,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_09,6,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_10,6,10,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_11,6,11,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_12,6,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_13,6,13,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_14,6,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_15,6,15,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,06_from_16,6,16,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_00,7,0,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_01,7,1,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_02,7,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_03,7,3,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_04,7,4,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_05,7,5,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_06,7,6,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_08,7,8,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_09,7,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_10,7,10,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_11,7,11,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_12,7,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_13,7,13,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_14,7,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_15,7,15,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,07_from_16,7,16,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_00,8,0,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_01,8,1,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_02,8,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_03,8,3,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_04,8,4,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_05,8,5,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_06,8,6,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_07,8,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_09,8,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_10,8,10,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_11,8,11,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_12,8,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_13,8,13,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_14,8,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_15,8,15,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,08_from_16,8,16,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_00,9,0,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_01,9,1,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_02,9,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_03,9,3,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_04,9,4,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_05,9,5,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_06,9,6,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_07,9,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_08,9,8,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_10,9,10,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_11,9,11,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_12,9,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_13,9,13,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_14,9,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_15,9,15,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,09_from_16,9,16,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_00,10,0,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_01,10,1,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_02,10,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_03,10,3,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_04,10,4,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_05,10,5,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_06,10,6,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_07,10,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_08,10,8,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_09,10,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_11,10,11,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_12,10,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_13,10,13,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_14,10,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_15,10,15,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,10_from_16,10,16,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_00,11,0,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_01,11,1,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_02,11,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_03,11,3,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_04,11,4,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_05,11,5,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_06,11,6,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_07,11,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_08,11,8,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_09,11,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_10,11,10,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_12,11,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_13,11,13,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_14,11,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_15,11,15,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,11_from_16,11,16,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_00,12,0,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_01,12,1,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_02,12,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_03,12,3,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_04,12,4,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_05,12,5,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_06,12,6,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_07,12,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_08,12,8,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_09,12,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_10,12,10,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_11,12,11,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_13,12,13,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_14,12,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_15,12,15,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,12_from_16,12,16,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_00,13,0,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_01,13,1,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_02,13,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_03,13,3,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_04,13,4,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_05,13,5,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_06,13,6,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_07,13,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_08,13,8,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_09,13,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_10,13,10,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_11,13,11,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_12,13,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_14,13,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_15,13,15,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,13_from_16,13,16,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_00,14,0,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_01,14,1,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_02,14,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_03,14,3,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_04,14,4,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_05,14,5,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_06,14,6,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_07,14,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_08,14,8,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_09,14,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_10,14,10,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_11,14,11,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_12,14,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_13,14,13,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_15,14,15,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,14_from_16,14,16,-0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_00,15,0,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_01,15,1,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_02,15,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_03,15,3,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_04,15,4,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_05,15,5,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_06,15,6,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_07,15,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_08,15,8,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_09,15,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_10,15,10,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_11,15,11,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_12,15,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_13,15,13,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_14,15,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,15_from_16,15,16,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_00,16,0,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_01,16,1,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_02,16,2,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_03,16,3,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_04,16,4,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_05,16,5,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_06,16,6,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_07,16,7,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_08,16,8,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_09,16,9,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_10,16,10,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_11,16,11,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_12,16,12,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_13,16,13,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_14,16,14,0.0,0,True
Q_A_topsis_0_1,0.0,0.0,16_from_15,16,15,0.0,0,True
Q_A_topsis_0_1,0.0,0.5,00_from_01,0,1,-0.01608111403196344,-1,False
Q_A_topsis_0_1,0.0,0.5,00_from_02,0,2,1.1436962566831628,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_03,0,3,0.036253019613172066,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_04,0,4,0.11256428295536236,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_05,0,5,0.708061927657051,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_06,0,6,0.04751025398278563,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_07,0,7,2.2232635204926803,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_08,0,8,0.17587999522996745,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_09,0,9,2.3081295826392916,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_10,0,10,0.26494465841294534,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_11,0,11,0.059814750928870675,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_12,0,12,1.1725510957792,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_13,0,13,0.683887307038924,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_14,0,14,1.0240111401593182,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_15,0,15,0.17578476105300678,1,False
Q_A_topsis_0_1,0.0,0.5,00_from_16,0,16,0.11170499186763672,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_00,1,0,0.01608111403196344,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_02,1,2,1.1597773707151262,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_03,1,3,0.052334133645135505,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_04,1,4,0.1286453969873258,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_05,1,5,0.7241430416890144,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_06,1,6,0.06359136801474907,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_07,1,7,2.2393446345246435,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_08,1,8,0.19196110926193088,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_09,1,9,2.324210696671255,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_10,1,10,0.2810257724449088,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_11,1,11,0.07589586496083411,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_12,1,12,1.1886322098111635,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_13,1,13,0.6999684210708874,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_14,1,14,1.0400922541912818,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_15,1,15,0.19186587508497022,1,False
Q_A_topsis_0_1,0.0,0.5,01_from_16,1,16,0.12778610589960016,1,False
Q_A_topsis_0_1,0.0,0.5,02_from_00,2,0,-1.1436962566831628,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_01,2,1,-1.1597773707151262,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_03,2,3,-1.1074432370699907,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_04,2,4,-1.0311319737278004,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_05,2,5,-0.43563432902611177,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_06,2,6,-1.0961860027003771,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_07,2,7,1.0795672638095173,1,False
Q_A_topsis_0_1,0.0,0.5,02_from_08,2,8,-0.9678162614531953,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_09,2,9,1.1644333259561286,1,False
Q_A_topsis_0_1,0.0,0.5,02_from_10,2,10,-0.8787515982702174,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_11,2,11,-1.083881505754292,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_12,2,12,0.02885483909603731,1,False
Q_A_topsis_0_1,0.0,0.5,02_from_13,2,13,-0.4598089496442387,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_14,2,14,-0.11968511652384445,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_15,2,15,-0.967911495630156,-1,False
Q_A_topsis_0_1,0.0,0.5,02_from_16,2,16,-1.031991264815526,-1,False
Q_A_topsis_0_1,0.0,0.5,03_from_00,3,0,-0.036253019613172066,-1,False
Q_A_topsis_0_1,0.0,0.5,03_from_01,3,1,-0.052334133645135505,-1,False
Q_A_topsis_0_1,0.0,0.5,03_from_02,3,2,1.1074432370699907,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_04,3,4,0.0763112633421903,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_05,3,5,0.6718089080438789,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_06,3,6,0.011257234369613567,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_07,3,7,2.187010500879508,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_08,3,8,0.13962697561679538,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_09,3,9,2.2718765630261193,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_10,3,10,0.22869163879977328,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_11,3,11,0.02356173131569861,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_12,3,12,1.136298076166028,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_13,3,13,0.6476342874257519,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_14,3,14,0.9877581205461462,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_15,3,15,0.1395317414398347,1,False
Q_A_topsis_0_1,0.0,0.5,03_from_16,3,16,0.07545197225446465,1,False
Q_A_topsis_0_1,0.0,0.5,04_from_00,4,0,-0.11256428295536236,-1,False
Q_A_topsis_0_1,0.0,0.5,04_from_01,4,1,-0.1286453969873258,-1,False
Q_A_topsis_0_1,0.0,0.5,04_from_02,4,2,1.0311319737278004,1,False
Q_A_topsis_0_1,0.0,0.5,04_from_03,4,3,-0.0763112633421903,-1,False
Q_A_topsis_0_1,0.0,0.5,04_from_05,4,5,0.5954976447016886,1,False
Q_A_topsis_0_1,0.0,0.5,04_from_06,4,6,-0.06505402897257673,-1,False
Q_A_topsis_0_1,0.0,0.5,04_from_07,4,7,2.1106992375373177,1,False
Q_A_topsis_0_1,0.0,0.5,04_from_08,4,8,0.06331571227460508,1,False
