train_position,source_recipe_id,coef_0,coef_1,coef_2,coef_3,coef_4,coef_5,coef_6,coef_7,coef_8,coef_9,coef_10,coef_11,coef_12,coef_13,coef_14,coef_15,coef_16
43,44,0.0022080013933021077,0.011219671033786714,-0.028804041441325035,0.023133803201351055,0.00183541238986949,0.03109756118589108,0.005037728114437154,-0.03979221205964934,0.009071695389311355,-0.09762719666696053,-0.000600624709754073,0.0035121464003095514,-0.012185935200504433,0.11312062393942389,-0.023643760172593148,0.0010141152281082696,0.0014030119749976577
44,45,0.03476808712379631,-0.002394664341911407,0.14837162669072052,-0.004379674509221159,-0.004214593012900588,-0.00855723858020445,-0.0003793735465461901,-0.04418741427896862,-0.0012624973947960563,-0.01958089753301671,-0.010101599221274363,-0.0019768678375279,-0.016289989598004307,-0.026395754842470916,-0.03557955374751214,-0.00510468558841176,-0.002734909781752005
45,46,0.00842953783235845,0.00821919977733422,-0.10388954879092455,0.022314134271638367,0.03071420205985935,-0.004344331151140322,0.00997695416315983,0.06898264425894331,0.010111867052120775,-0.19846585791222054,0.013051838417090187,0.012968362573666629,0.02149267256272555,-0.029193733423690887,0.11441477454913662,0.01088166359354839,0.004335620166398761
46,47,0.0016524658325835413,0.0011782468274070118,0.13808965761891565,0.0009542229878669415,0.044592792228232134,-0.009385518323942977,0.0027749140544952693,-0.055909621661299626,0.002906089454683905,-0.17141165326808303,-0.010194055017138668,0.0011207670037583965,-0.011187834671578837,-0.02404852106604995,0.05767845812732664,-0.0027766510500232162,0.033966240922847266
47,48,0.017143621540724612,0.0121394460807789,0.0016353551591697655,0.020091823082222897,0.014385063500837613,0.0027252489011021248,0.013183515777143546,-0.05401604874924327,0.030506080897455205,-0.09085481270365701,0.009951131767821163,0.012669318901267889,-0.003588869679992988,-0.0179199305498466,-0.014703897035680709,0.008319033278727973,0.038333919831170404
48,49,0.03848403780914723,0.016207491517587398,0.09547269404658952,0.007511804556634692,0.00769380801189744,0.0002514563541500962,0.011032178990131371,-0.048572093107887,0.008306018743644488,-0.13033969891541922,0.002470419236524172,0.01230294548445712,-0.0022703165653785986,-0.01720566748268465,-0.021040848012061714,0.0067827374104734,0.012913031922194894
49,50,-0.053859964325482894,-0.07651965206428878,-0.2802431356698098,-0.07601878650862018,-0.06871242849580919,-0.08138263912591497,-0.07858364647432448,0.014996000250865832,-0.07790002353011836,1.055880923124911,-0.08740434636396402,-0.07531287846453603,-0.1015423754335461,-0.11285393533132373,0.25150293784874,-0.0815061474975369,-0.07053990193925308
50,51,0.01770365176941283,0.017333783188845285,-0.010001932553289452,0.016628220173794735,0.018284105751989806,0.003319984829468551,0.04363761420611986,-0.029901546655487225,0.02187101854127039,-0.13470356489600058,0.012523638368526525,0.01713291564674,0.0004363005015744276,-0.019469600718245196,-0.027174516933937624,0.0375025022856875,0.014877426493532455
51,52,0.005674596449375017,0.03273533371451792,0.10370289591325081,0.0035906366849727347,0.0030438258513256385,-0.001885993576495497,0.005518759375553674,-0.0714058905453334,0.0065295566935543526,-0.04521456170369804,0.004225922652079429,0.004806970458998031,-0.00970073995357734,-0.029894663377105484,-0.04201482387571197,0.018484514777932632,0.011803660460360878
52,53,0.004864284670410566,0.036773181744952366,-0.03300208581482911,0.0044227314155431555,0.003042552236399695,-0.00813625683984213,0.006746840566271528,-0.08181782563251797,0.005278185633663203,-0.0033227254478850003,-0.001477830093790829,0.005004331477423139,-0.003069946628101599,0.06095756263380848,-0.030809255890743643,0.0026833632028167684,0.03186289276642209
53,54,0.02474220032560773,0.02051154244591089,-0.05152803642849288,0.01998779623484863,0.019544522814625737,0.013279152501858018,0.020181682996328297,-0.044899997750013486,0.020310249410964206,-0.1462688908691068,0.015289649680596765,0.051255787995162345,0.002757495283417028,-0.020195517938599833,0.013631016786783743,0.018474885334964667,0.022926461175147992
54,55,0.007841033775006608,0.0285565052624947,-0.061340869643805127,0.003366026920299107,0.004448384825912109,-0.007967375577763565,0.004853323039861067,-0.04644363148532598,0.007632431963257533,0.06695383462631758,0.007168863623517266,0.005811230570904634,-0.012205220468852645,-0.032554535762501724,-0.008686137969583443,0.03140615405658816,0.0011599822436738952
55,56,-0.0030677239904565146,-0.00507607619658515,0.14995801193501904,-0.0026695739951178984,-0.009503854043059468,-0.021479587328415456,-0.0046572216485508315,0.10320823061700832,-0.0002798307586793981,-0.25525027138909284,0.03808182530335352,0.00496264966262548,0.029769094887980446,-0.052160040001433004,0.02269309729256988,-0.0036334302189530987,0.009104699871788226
56,57,0.023757099396810474,0.02398505184302847,-0.0666890288231246,0.024650180635082633,0.022870330466443333,0.01158522921491334,0.02288421533403706,-0.056413958337528027,0.02419145512163725,-0.18270979106715357,0.05552482902544027,0.05586695371400961,0.005541324004560289,-0.024274817701683063,0.018254787913342067,0.022222113771061834,0.018754025489126497
57,58,0.021726899609389342,0.021125346585333285,-0.04475226626300891,0.020332463524005636,0.02983964016224939,0.010046402741455743,0.02603103169688989,-0.04393494853921115,0.020772058698475402,-0.15056095149908244,0.016999917640586053,0.047892867472555264,0.0010546365506750805,-0.02079296618514313,0.008251907447194092,0.019460167102165825,0.01650779325547367
58,59,-0.0004479331043411788,-0.010453768161223025,0.43421973226800115,0.01341761510181362,-0.01252646718130276,-0.017958619150442535,-0.007549569071215367,-0.04396357659491116,-0.009093696713761317,-0.18109406102719147,-0.015285577928663339,-0.009267778536327962,-0.02773514385277249,-0.033158849443540125,-0.06657753605126678,-0.00016298501331162007,-0.01236178553954744
59,60,0.024640055224727366,0.011136234400569905,-0.0554614648469273,0.015300119527644788,0.012014981595600814,0.0024311050692051705,0.012355340128788861,-0.05570975731601924,0.03002516359627569,-0.1499969326033076,0.03393405295364855,0.012287564873325583,-0.0041637641533499,0.09757017995790132,-0.013244102011773366,0.01654503337547298,0.01033619022821937
60,61,0.0030744832928721925,0.013584315954599782,-0.16233612036768943,0.0018200990817773164,0.003195529945569663,-0.00580629199060068,6.86034267742692e-05,-0.06688437023819518,0.014042557586497566,-0.08842010624405067,0.0003511424187807114,0.005404001098376507,-0.018023445017095942,-0.03842697016020018,0.30998538578467977,0.029676572211239236,-0.0013053867833315923
61,62,-0.0335919666182125,-0.03716402415326869,-0.07877120409051915,-0.02616181991149217,-0.039651375471628045,-0.04634513819270118,-0.03453055248787984,0.01680643708483506,-0.02726022896588131,0.4369528686713204,-0.0495556098747654,-0.0388658814167696,-0.0522928980597563,0.13922607428812395,-0.06571346466652962,-0.042659528586040836,-0.020421687548840228
62,63,0.009994458712321498,0.010817944502801869,0.10408571197649807,0.009660411755471493,0.010309656006710457,0.0012881869295820504,0.009952871433730937,-0.009926170564080452,0.020889380472950247,-0.1999842398886681,0.007007273385672032,0.012646157997925307,-0.02079424470435921,-0.004971831260308878,-0.038963957197545585,0.07082476339579201,0.0071636270455076555
63,64,0.03055687623278256,0.005008978995584182,0.10405551688941857,0.016724307455455414,0.0038775466333379853,-0.0013491196838042382,0.008945168642684983,-0.04038764486355697,0.004848424194047553,-0.16925586831471462,0.0003027724031767785,0.006624198052108814,0.006614380025593876,0.037179172716011635,-0.02400832572446733,0.003784707664437623,0.006478908681904139
64,65,0.024282556429965206,0.0214902979158443,-0.07546759065451253,0.02049160229282084,0.01968508360227653,0.00990124067201318,0.019461293326093317,-0.0535583917075713,0.0203955014898902,-0.15955391429798554,0.03344872446715008,0.050070387364113456,0.0031490406610206866,-0.026834763385353858,0.05727234006517138,0.018614240835956815,0.017152350923110814
65,66,0.009541550950266342,0.008765114142967989,-0.05784065645964579,0.00970564458714658,0.007291587663125817,0.0003775740959060855,0.008310158459169915,-0.04727920833057336,0.010765924803592196,-0.1613251204487552,-0.001320086428785989,0.029386851650827387,-0.011891557897331014,0.15662483525106635,-0.0032393242867179164,0.018164811824779324,0.023961900422964248
66,67,0.014740338755653596,0.01797182319330811,0.00619445617217528,0.014528453851988005,0.052336729546611005,0.03422308067436841,0.018242823177597747,-0.07403063746336813,0.015443131695760746,-0.15060343696504838,0.022544882031241827,0.014313904672204822,-0.01863681245276061,-0.02572477010009095,0.01344088742816336,0.01257355534260913,0.03244159043958834
67,68,-0.09095419716905996,-0.08670935059962478,0.0921718570366986,-0.08833193130942953,-0.09341884996791985,0.06419605990935251,-0.09055518093938339,-0.2961213584687771,-0.08279167354577341,1.391173732229218,-0.07140401316862297,-0.07364278888829666,-0.1381391526075602,-0.13544848311152888,-0.1183673421300547,-0.08718891431238715,-0.09446841295687093
68,69,0.007628138391950213,0.007691691181368934,-0.059432884192364796,0.007319011465682648,0.0047085419795696555,-0.006233471101374961,0.006081137932300009,-0.03117556437386917,0.006775817774411093,-0.18734736302315622,-0.0022838909076956754,0.039882343611372696,0.053381169865046894,0.10936025589192237,0.037755218986935145,0.003487057349362944,0.002402789168541659
69,70,0.011270113443691521,0.010726169311456403,-0.05883630950675878,0.0468980194544292,0.011186582073748601,0.006381244329253662,0.012162523944775759,-0.02194902506654731,0.010893529224809441,-0.15806231251412103,0.015769183819951217,0.014006404185186866,-0.0025551816733956926,-0.016594624495693377,0.08352927486423237,0.02465211317587398,0.010522295429110328
70,71,0.006477978849003503,0.004528263937774379,-0.12108145087450257,0.008848806493157549,0.003408222497109111,-0.008652336068230303,0.023074539152121393,-0.022876543549509507,0.003282763613054176,-0.11624074410207309,-0.0008089970848770813,0.005506661910415697,-0.008368465546526023,-0.02026871155906001,0.21103250198707746,0.0019732960365322705,0.030164214308536268
71,72,0.0072638995504590315,0.0046877044281972225,-0.08670832149096906,0.020653923968107207,0.003068505130219789,0.09292354044276928,0.011096154106404528,-0.05645724181856777,0.005000303459041323,-0.16653754616824681,0.017819622624805586,0.006990194724689193,0.03392182824260275,0.03488208822462878,0.06361566489513047,0.004287092108785841,0.003492587571946337
72,73,0.011632290214942189,0.02788981620376906,-0.07609228873795407,0.010922878327367045,0.026824958899807006,0.08003460653035947,0.01527043487777358,-0.07806831370062703,0.010774397823773124,-0.09484042832578383,0.00464698636446031,0.012693886930718806,-0.019193754187416937,-0.022670775347269495,0.0469234702075256,0.03586871847064911,0.007383115447908734
73,74,0.04400568619576239,0.016320687625802896,-0.066854228905341,0.016746170237102904,0.021783108544785122,0.025259564547424864,0.018352879391109363,-0.04598567409281878,0.026425575350264126,-0.13487265989857197,0.013865351023038947,0.02131293752935068,0.0017444611639624392,-0.010587685645673047,0.019872519354238467,0.015482007186068588,0.017129300393497082
74,75,-0.04675522302420257,-0.027988133871585344,-0.08411812538044423,-0.041307891494884015,-0.04966816647683755,-0.055985752851008194,-0.045705346091199445,-0.1807580613567646,-0.040315553941811445,0.675698245605471,-0.0008340395839047384,-0.0453852898012421,-0.047706291749060215,0.15679893559218466,-0.07654061911584777,-0.05214885123873282,-0.03727983522013892
75,76,0.03890736009691883,0.03309127397892784,-0.06201533496054294,0.013950964433707377,0.015027553903367788,0.023638195100360478,0.016861761824826425,-0.05985771884311566,0.014546951975863948,-0.08200163574394902,0.016579771831426563,0.016565500703354573,0.005396446653148399,-0.013791455009168783,-0.006975266690933128,0.01500833368348597,0.015067297062323721
76,77,0.010972854044979207,0.028622717463791972,-0.043140868255645684,0.025682316204808153,0.011526217547727232,0.0017797580778942256,0.012414754600162435,-0.03993890664976738,0.013932709239061297,-0.08719241883064037,0.010814952798397342,0.013128203161740001,-0.0022962721367056948,-0.013329517522353755,0.012867808686160697,0.03083115101763892,0.013324540552753457
77,78,0.03441152000748318,0.03407393493494162,-0.05703889224027238,0.01688946598383431,0.015029937383440268,0.0038765396153535047,0.01654849122348201,-0.054526446089708525,0.014304807950851282,-0.08102515271310701,0.01945238565663875,0.01610772930903489,0.011254382701955563,-0.009118073796298589,-0.008462530688950072,0.013729395672163245,0.014492505089160244
78,79,0.040278913809264,0.012271158640095195,-0.079959496439122,0.01078966954709097,0.007271182713166365,0.011255013626621827,0.013539963037061429,-0.059702447539174155,0.018562694125840433,-0.19722463549563835,0.006647378096308209,0.012061701937493091,0.18248028785344733,0.010927768544437182,-0.006419968112182539,0.00572931923501044,0.011491496420284854
79,80,-0.041245471711118344,-0.04149690130613877,-0.11445613611487687,-0.04165596649240584,-0.02239592197229259,-0.029714256990921725,-0.034051893120239075,0.5824146812641694,-0.04271084245885385,0.09518904049962218,-0.05603368973506083,-0.029957340459739416,0.009289690198868699,-0.0754486913852652,-0.06939709439179091,-0.041684175648423256,-0.04664503017553443
80,81,-0.008094558847636189,0.01661765195371529,0.1917416293914808,-0.005611729507105478,-0.007938303308407764,-0.022474160741413046,-0.005274081774579318,-0.014639991618269982,0.007345158694177959,-0.02965293419783493,-0.01458444652817194,-0.006267725064064923,-0.01835073278022978,-0.033605368581647345,-0.04858391603121294,-0.010799231981090066,0.010172740922287347
81,82,-0.02379791105504289,-0.02150721681701723,-0.12352253590208115,-0.023498150625316037,0.023444115844357447,-0.03865139324581345,-0.022140687245909882,-0.12198771375585296,-0.02143732124256205,0.5595501969234915,-0.0342058237874456,-0.024423029122524295,0.007027094548021932,-0.060552494041644665,-0.045522360790701426,-0.029030134658035618,0.0002553649740706104
82,83,0.008296255432560906,0.009875233551422839,-0.01236197340614129,0.00865192499319157,0.011362408472471951,-0.00028295605162137575,0.009101703858160915,-0.07439104427642682,0.0582852951524559,-0.024500317216116722,0.009301995345221125,0.011043497829251625,-0.006195707064508068,-0.02278418275382826,0.0004898121330478856,0.004953750244505869,0.009154303756352693
