dataset,role,scale,loss_observed,index,q_low_0_100,q_high_0_100,q_range_width_0_100
A4_A5_train_1m,train,1m,True,58,62.12913637558805,62.12913637558805,0.0
A4_A5_train_1m,train,1m,True,59,61.87338076768469,64.16267580715318,2.289295039468485
A4_A5_train_1m,train,1m,True,60,61.26936461705358,62.07981068108913,0.8104460640355455
A4_A5_train_1m,train,1m,True,61,59.78541593168792,63.32512939325473,3.539713461566805
A4_A5_train_1m,train,1m,True,62,59.36773985274076,62.54815505627285,3.1804152035320925
A4_A5_train_1m,train,1m,True,63,61.05546478062996,63.44170813621536,2.3862433555853926
A4_A5_train_1m,train,1m,True,64,62.28423236898092,63.5966572034336,1.3124248344526848
A4_A5_train_1m,train,1m,True,65,63.373571393843264,63.72424306339328,0.3506716695500103
A4_A5_train_1m,train,1m,True,66,61.68975521244023,64.15546689181042,2.4657116793701874
A4_A5_train_1m,train,1m,True,67,58.46281834058299,61.28667185946824,2.823853518885251
A4_A5_train_1m,train,1m,True,68,61.80228553131769,62.78036526237992,0.9780797310622232
A4_A5_train_1m,train,1m,True,69,63.74949729636999,64.33428990248855,0.5847926061185618
A4_A5_train_1m,train,1m,True,70,61.10414172345806,64.33570995356357,3.231568230105502
A4_A5_train_1m,train,1m,True,71,54.90364520953321,57.98245264438796,3.0788074348547525
A4_A5_train_1m,train,1m,True,72,58.93882689152532,61.2344912623008,2.295664370775484
A4_A5_train_1m,train,1m,True,73,58.26310756591922,62.34077532376334,4.077667757844118
A4_A5_train_1m,train,1m,True,74,63.13247227004087,63.26870763473006,0.1362353646891918
A4_A5_train_1m,train,1m,True,75,57.42069273641875,62.130116143574575,4.709423407155825
A4_A5_train_1m,train,1m,True,76,60.62041321802656,63.87519596118487,3.2547827431583016
A4_A5_train_1m,train,1m,True,77,59.12422906723224,64.14711538005903,5.022886312826792
A4_A5_train_1m,train,1m,True,78,60.19680302901612,63.83271943989904,3.635916410882928
A4_A5_train_1m,train,1m,True,79,62.92808053299776,63.51964959332253,0.5915690603247654
A4_A5_train_1m,train,1m,True,80,59.9724275160909,60.87648783243746,0.904060316346559
A4_A5_train_1m,train,1m,True,81,57.82340299599946,63.51507066020426,5.6916676642048
A4_A5_train_1m,train,1m,True,82,59.66981814517983,62.37448024377274,2.7046620985929053
A4_A5_train_1m,train,1m,True,83,61.38287812677995,61.412020496447866,0.029142369667916
A4_A5_train_1m,train,1m,True,84,62.31632370449055,63.08835790432402,0.7720341998334703
A4_A5_train_1m,train,1m,True,85,53.84227875849193,54.85939406267602,1.0171153041840952
A4_A5_train_1m,train,1m,True,86,55.8783200293734,62.063542891118,6.185222861744599
A4_A5_train_1m,train,1m,True,87,59.6154045967514,61.03129981876867,1.4158952220172765
A4_A5_train_1m,train,1m,True,88,61.99347233750154,63.4533756278728,1.4599032903712654
A4_A5_train_1m,train,1m,True,89,58.410778633696566,61.9822788438838,3.5715002101872315
A4_A5_train_1m,train,1m,True,90,62.15565912522413,62.60976210274515,0.4541029775210177
A4_A5_train_1m,train,1m,True,91,60.86902149644442,62.74384727841365,1.8748257819692355
A4_A5_train_1m,train,1m,True,92,57.24688322733956,60.17733747210534,2.930454244765784
A4_A5_train_1m,train,1m,True,93,54.40181399825443,58.32214144588423,3.920327447629795
A4_A5_train_1m,train,1m,True,94,55.73111426220196,56.9123781557314,1.1812638935294402
A4_A5_train_1m,train,1m,True,95,59.45623663471214,61.959686028046285,2.503449393334144
A4_A5_train_1m,train,1m,True,96,61.33019361696584,62.7710493954669,1.44085577850106
A4_A5_train_1m,train,1m,True,97,61.39053477655389,63.09159317462351,1.7010583980696197
A4_A5_train_1m,train,1m,True,98,60.12629244008012,62.22283296147302,2.096540521392896
A4_A5_train_1m,train,1m,True,99,60.87533671360598,61.91692842022138,1.0415917066153997
A4_A5_train_1m,train,1m,True,100,60.38560024342749,62.0174164359185,1.6318161924910086
A4_A5_train_1m,train,1m,True,101,61.4124752427639,64.29791580017684,2.8854405574129416
A4_A5_train_1m,train,1m,True,102,58.28505327658034,62.53964080777397,4.254587531193621
A4_A5_train_1m,train,1m,True,103,61.12807385592117,64.20129831597596,3.0732244600547887
A4_A5_train_1m,train,1m,True,104,57.86171933984805,57.99931052235926,0.1375911825112155
A4_A5_train_1m,train,1m,True,105,59.77079473449617,62.94181191057508,3.171017176078905
A4_A5_train_1m,train,1m,True,106,59.923821236007946,62.79561677663608,2.871795540628135
A4_A5_train_1m,train,1m,True,107,60.30097700938294,62.47265629708748,2.171679287704542
A4_A5_train_1m,train,1m,True,108,62.18192841336702,64.11532309645406,1.9333946830870443
A4_A5_train_1m,train,1m,True,109,58.325681833196334,63.23031640187783,4.904634568681495
A4_A5_train_1m,train,1m,True,110,59.72439493990247,64.32529624568015,4.600901305777683
A4_A5_train_1m,train,1m,True,111,54.72530451970694,55.37883626431199,0.653531744605047
A4_A5_train_1m,train,1m,True,112,58.97839529705637,64.23873199759197,5.260336700535596
A4_A5_train_1m,train,1m,True,113,61.35424631385053,61.456254662997225,0.1020083491467005
A4_A5_train_1m,train,1m,True,114,54.82211543839595,55.61617281285714,0.7940573744611896
A4_A5_train_1m,train,1m,True,115,59.27106785118539,62.63903268451381,3.367964833328415
A4_A5_train_1m,train,1m,True,116,52.56022836211231,52.80774635340515,0.2475179912928382
A4_A5_train_1m,train,1m,True,117,57.81264534836957,63.79331516792056,5.980669819550982
A4_A5_train_1m,train,1m,True,118,60.03889683641553,60.54827488596592,0.509378049550385
A4_A5_train_1m,train,1m,True,119,59.19278174724808,62.96982149856988,3.7770397513217935
A4_A5_train_1m,train,1m,True,120,52.59288542729317,52.83861082175801,0.2457253944648414
A4_A5_train_1m,train,1m,True,121,59.11985359279888,61.97628399237235,2.856430399573469
A4_A5_train_1m,train,1m,True,122,57.869118882462,59.25025077419543,1.381131891733432
A4_A5_train_1m,train,1m,True,123,60.89839313009959,63.11809829681371,2.219705166714121
A4_A5_train_1m,train,1m,True,124,63.34289861961467,63.628468679523415,0.2855700599087427
A4_A5_train_1m,train,1m,True,125,60.57984601963604,63.50801660783985,2.9281705882038125
A4_A5_train_1m,train,1m,True,126,61.30946399427316,63.86371567714088,2.554251682867715
A4_A5_train_1m,train,1m,True,127,53.56638449550707,54.06715537810082,0.5007708825937485
A4_A5_train_1m,train,1m,True,128,59.351254004808,64.0434773608765,4.692223356068496
A4_A5_train_1m,train,1m,True,129,61.15249145299902,62.36250830468416,1.2100168516851326
A4_A5_train_1m,train,1m,True,130,60.41412068080812,60.59221293988983,0.1780922590817084
A4_A5_train_1m,train,1m,True,131,60.32974101569593,64.33570995356357,4.005968937867635
A4_A5_train_1m,train,1m,True,132,59.33887221153948,62.53198658731946,3.1931143757799774
A4_A5_train_1m,train,1m,True,133,57.93175748049527,63.999199026238,6.067441545742732
A4_A5_train_1m,train,1m,True,134,60.35852183111883,63.01287873679726,2.654356905678433
A4_A5_train_1m,train,1m,True,135,62.25686916837422,63.29215889829504,1.0352897299208197
A4_A5_train_1m,train,1m,True,136,59.63710321354278,61.50796638635561,1.8708631728128324
A4_A5_train_1m,train,1m,True,137,62.21626515211192,63.00838630029248,0.7921211481805557
A4_A5_train_1m,train,1m,True,138,54.41607858907864,54.58008468792191,0.1640060988432736
A4_A5_train_1m,train,1m,True,139,60.09452118738336,62.10397868774248,2.009457500359119
A4_A5_train_1m,train,1m,True,140,60.54552980785288,62.732414712876015,2.1868849050231347
A4_A5_train_1m,train,1m,True,141,57.40967666849584,63.248377811344,5.838701142848166
A4_A5_train_1m,train,1m,True,142,58.8988533742321,62.43610085346111,3.5372474792290163
A4_A5_train_1m,train,1m,True,143,58.28129943332981,60.37936803619126,2.098068602861453
A4_A5_train_1m,train,1m,True,144,59.95252412228508,63.06382668372875,3.111302561443672
A4_A5_train_1m,train,1m,True,145,61.100906920424926,63.98276347647437,2.881856556049442
A4_A5_train_1m,train,1m,True,146,62.32835441411592,62.914918005167145,0.586563591051231
A4_A5_train_1m,train,1m,True,147,59.39293475601423,63.20727227200523,3.8143375159909993
A4_A5_train_1m,train,1m,True,148,58.69483492506895,59.95808668845979,1.2632517633908336
A4_A5_train_1m,train,1m,True,149,61.16080025533425,63.624708696212736,2.463908440878484
A4_A5_train_1m,train,1m,True,150,57.24386483986398,64.33570995356358,7.091845113699598
A4_A5_train_1m,train,1m,True,151,59.862176600099545,63.293673111574535,3.4314965114749896
A4_A5_train_1m,train,1m,True,152,58.3343051978764,63.264743059472536,4.930437861596133
A4_A5_train_1m,train,1m,True,153,57.35233950414306,63.4603060915107,6.107966587367642
A4_A5_train_1m,train,1m,True,154,57.95880193241867,61.77338050864427,3.8145785762256
A4_A5_train_1m,train,1m,True,155,59.497050253512086,61.75269822550513,2.2556479719930422
A4_A5_train_1m,train,1m,True,156,57.96691067566599,62.36629454081026,4.399383865144273
A4_A5_train_1m,train,1m,True,157,58.432917139267225,59.65921823690584,1.2263010976386184
A4_A5_train_1m,train,1m,True,158,52.81395134265465,52.84906082566084,0.0351094830061882
A4_A5_train_1m,train,1m,True,159,61.970985474606735,62.34653836131068,0.375552886703943
A4_A5_train_1m,train,1m,True,160,60.29602967729023,60.9550107021375,0.6589810248472716
A4_A5_train_1m,train,1m,True,161,56.66114011070411,63.741199523000056,7.080059412295945
A4_A5_train_1m,train,1m,True,162,57.58128460892195,58.701631143784766,1.1203465348628183
A4_A5_train_1m,train,1m,True,163,60.8228223998011,62.504727311960366,1.6819049121592684
A4_A5_train_1m,train,1m,True,164,62.37188414100508,62.7275286462718,0.3556445052667172
A4_A5_train_1m,train,1m,True,165,56.62639894318069,59.41801130131382,2.791612358133129
A4_A5_train_1m,train,1m,True,166,56.02822732983912,56.75154269040368,0.7233153605645555
A4_A5_train_1m,train,1m,True,167,59.97056409510196,63.226771286039664,3.256207190937701
A4_A5_train_1m,train,1m,True,168,60.98555910676773,61.32666288921792,0.3411037824501903
A4_A5_train_1m,train,1m,True,169,60.788294445058135,60.965027416245455,0.1767329711873202
A4_A5_train_1m,train,1m,True,170,59.35307464006274,63.22210123552238,3.869026595459644
A4_A5_train_1m,train,1m,True,171,61.44412340779352,62.04317687302088,0.5990534652273567
A4_A5_train_1m,train,1m,True,172,58.62210569503791,60.59762002829388,1.9755143332559728
A4_A5_train_1m,train,1m,True,173,60.81407630222803,63.91550930863615,3.101433006408115
A4_A5_train_1m,train,1m,True,174,56.929721423854375,58.973321124077934,2.0435997002235595
A4_A5_train_1m,train,1m,True,175,61.18927482465182,61.93809084199689,0.7488160173450709
A4_A5_train_1m,train,1m,True,176,54.03475213038064,54.739807831769646,0.7050557013890071
A4_A5_train_1m,train,1m,True,177,60.74637924366776,62.177923683562256,1.431544439894502
A4_A5_train_1m,train,1m,True,178,52.38560065364585,52.40822165387759,0.0226210002317372
A4_A5_train_1m,train,1m,True,179,55.93708932280998,58.14021255395519,2.203123231145206
A4_A5_train_1m,train,1m,True,180,61.19656239227215,63.35309774769791,2.15653535542576
A4_A5_train_1m,train,1m,True,181,60.72360849178772,63.36237834112385,2.638769849336136
A4_A5_train_1m,train,1m,True,182,60.77477589190766,62.3375672425725,1.5627913506648383
A4_A5_train_1m,train,1m,True,183,62.64481099167993,62.72625056220204,0.0814395705221073
A4_A5_train_1m,train,1m,True,184,62.49187279383139,62.77689947977362,0.2850266859422277
A4_A5_train_1m,train,1m,True,185,57.84669531429423,63.19606830515011,5.349372990855883
A4_A5_train_1m,train,1m,True,186,62.17796423168226,63.70542371407976,1.5274594823974963
A4_A5_train_1m,train,1m,True,187,63.61093449222522,64.0183112688827,0.4073767766574789
A4_A5_train_1m,train,1m,True,188,62.79858324262097,63.45030386023854,0.6517206176175705
A4_A5_train_1m,train,1m,True,189,61.10774015902591,61.56721801928165,0.4594778602557454
A4_A5_train_1m,train,1m,True,190,59.8274475638216,61.33875441063015,1.5113068468085444
A4_A5_train_1m,train,1m,True,191,57.89023743614318,64.20515725928321,6.314919823140031
A4_A5_train_1m,train,1m,True,192,56.33000328125355,62.43068572484167,6.10068244358812
A4_A5_train_1m,train,1m,True,193,57.94283081711117,58.528330166109264,0.5854993489980913
A4_A5_train_1m,train,1m,True,194,58.01648022387072,59.05589140869304,1.0394111848223275
A4_A5_train_1m,train,1m,True,195,59.64290484790693,62.86221972343221,3.219314875525278
A4_A5_train_1m,train,1m,True,196,62.09017261452189,62.60101356250909,0.510840947987198
A4_A5_train_1m,train,1m,True,197,62.151925448908784,63.50959884258216,1.3576733936733802
A4_A5_train_1m,train,1m,True,198,60.59424084719852,63.762621349042455,3.1683805018439344
A4_A5_train_1m,train,1m,True,199,59.57302700579379,59.63395177135648,0.0609247655626887
A4_A5_train_1m,train,1m,True,200,61.20483674630523,63.77113427534727,2.566297529042032
A4_A5_train_1m,train,1m,True,201,58.91371926251614,62.397707423322345,3.4839881608062058
A4_A5_train_1m,train,1m,True,202,57.97809727386276,59.05147440221935,1.07337712835659
A4_A5_train_1m,train,1m,True,203,64.15257788067947,64.32095601653856,0.1683781358590863
A4_A5_train_1m,train,1m,True,204,58.55547180253855,60.05626494573541,1.5007931431968586
A4_A5_train_1m,train,1m,True,205,56.55463583061362,64.0122638603645,7.457628029750879
A4_A5_train_1m,train,1m,True,206,58.02919798041038,63.43239818025725,5.403200199846872
A4_A5_train_1m,train,1m,True,207,58.64081840391795,64.22376457057354,5.582946166655589
A4_A5_train_1m,train,1m,True,208,61.74022872412959,62.36234581749412,0.6221170933645297
A4_A5_train_1m,train,1m,True,209,60.578942355625415,64.27119480048837,3.692252444862959
A4_A5_train_1m,train,1m,True,210,60.99283334390358,64.03935370891149,3.0465203650079147
A4_A5_train_1m,train,1m,True,211,60.456728364493976,63.87838740884965,3.421659044355671
A4_A5_train_1m,train,1m,True,212,60.5334459513324,61.14995713298327,0.6165111816508713
A4_A5_train_1m,train,1m,True,213,58.87191920500575,63.16189120198743,4.289971996981684
A4_A5_train_1m,train,1m,True,214,60.002281290461056,60.51884325701971,0.5165619665586547
A4_A5_train_1m,train,1m,True,215,57.801998603603536,58.29929908125125,0.4973004776477125
A4_A5_train_1m,train,1m,True,216,61.15141039983563,63.159399375857845,2.007988976022212
A4_A5_train_1m,train,1m,True,217,62.76543666834559,63.006229163055984,0.2407924947103907
A4_A5_train_1m,train,1m,True,218,61.000927770298375,62.64629702920509,1.6453692589067188
A4_A5_train_1m,train,1m,True,219,58.0385938667641,60.28852728054634,2.2499334137822373
A4_A5_train_1m,train,1m,True,220,54.25779726336999,57.01903459424752,2.7612373308775275
A4_A5_train_1m,train,1m,True,221,58.65729108046303,60.89659052447259,2.239299444009568
A4_A5_train_1m,train,1m,True,222,56.22517221110568,64.32982017011182,8.104647959006137
A4_A5_train_1m,train,1m,True,223,60.370237043186776,64.32924681064021,3.9590097674534377
A4_A5_train_1m,train,1m,True,224,60.258240078082686,63.70565085158397,3.447410773501282
A4_A5_train_1m,train,1m,True,225,60.14510770334362,62.0815240575332,1.936416354189582
A4_A5_train_1m,train,1m,True,226,59.97624831875657,63.612803279817896,3.6365549610613286
A4_A5_train_1m,train,1m,True,227,61.61545248002964,63.29093903300229,1.67548655297265
A4_A5_train_1m,train,1m,True,228,60.52140501717037,61.56450238877992,1.0430973716095409
A4_A5_train_1m,train,1m,True,229,62.166227252367406,63.385513084274336,1.2192858319069302
A4_A5_train_1m,train,1m,True,230,61.89763431549303,64.15531030485263,2.257675989359605
A4_A5_train_1m,train,1m,True,231,62.18650364821997,63.05149314940753,0.8649895011875586
A4_A5_train_1m,train,1m,True,232,56.05541084669327,56.71798398924072,0.6625731425474513
A4_A5_train_1m,train,1m,True,233,60.07753396549414,63.6687955070758,3.591261541581659
A4_A5_train_1m,train,1m,True,234,58.75543212769269,59.97412887532144,1.2186967476287478
A4_A5_train_1m,train,1m,True,235,60.32127966970963,64.28273313621621,3.961453466506576
A4_A5_train_1m,train,1m,True,236,57.60580722071494,58.4872286175899,0.8814213968749627
A4_A5_train_1m,train,1m,True,237,62.855570563055885,63.666464841502766,0.8108942784468809
A4_A5_train_1m,train,1m,True,238,60.92931923160852,64.05953512469988,3.1302158930913606
A4_A5_train_1m,train,1m,True,239,61.748854443985465,63.699638662492056,1.9507842185065911
A4_A5_train_1m,train,1m,True,240,63.29045451039146,64.2874719878919,0.9970174775004425
A4_A5_train_1m,train,1m,True,241,53.37693754620273,53.83833906389247,0.4614015176897368
A4_A5_train_1m,train,1m,True,242,59.25978453470526,64.24851727675522,4.988732742049962
A4_A5_train_1m,train,1m,True,243,60.89483032034511,63.82159707591053,2.926766755565424
A4_A5_train_1m,train,1m,True,244,61.11790828216683,63.08305018889018,1.965141906723353
A4_A5_train_1m,train,1m,True,245,63.09322601521476,63.93920813642233,0.8459821212075695
A4_A5_train_1m,train,1m,True,246,60.48421672162882,62.22209664160244,1.737879919973622
A4_A5_train_1m,train,1m,True,247,56.967877292487714,58.57217772588881,1.604300433401093
A4_A5_train_1m,train,1m,True,248,57.681868483752766,58.4175290053234,0.7356605215706296
A4_A5_train_1m,train,1m,True,249,61.41266003192554,62.09081716139683,0.6781571294712876
A4_A5_train_1m,train,1m,True,250,62.92765867012669,63.86844421196468,0.9407855418379896
A4_A5_train_1m,train,1m,True,251,59.04942825055558,64.3205627420968,5.271134491541218
A4_A5_train_1m,train,1m,True,252,58.28774857371207,61.27972925259881,2.991980678886748
A4_A5_train_1m,train,1m,True,253,60.87423595236927,61.46189712026662,0.5876611678973518
A4_A5_train_1m,train,1m,True,254,61.46275083362824,64.04682196503906,2.584071131410824
A4_A5_train_1m,train,1m,True,255,61.05301761652314,62.96478620910807,1.9117685925849277
A4_A5_train_1m,train,1m,True,256,59.18612340586063,61.23466600529152,2.0485425994308883
A4_A5_train_1m,train,1m,True,257,55.617008277885205,56.17942147192553,0.5624131940403245
A4_A5_train_1m,train,1m,True,258,61.69651973596426,62.14182810827282,0.4453083723085598
A4_A5_train_1m,train,1m,True,259,60.04948579386114,64.18532763821834,4.135841844357202
A4_A5_train_1m,train,1m,True,260,62.98989601469292,62.98989601469292,0.0
A4_A5_train_1m,train,1m,True,261,59.798892992288046,63.571400980643375,3.772507988355329
A4_A5_train_1m,train,1m,True,262,60.221450458988144,63.18946039586783,2.9680099368796817
A4_A5_train_1m,train,1m,True,263,59.9764636241584,60.47413593286316,0.4976723087047645
A4_A5_train_1m,train,1m,True,264,59.00026469829567,63.13416790277159,4.133903204475921
A4_A5_train_1m,train,1m,True,265,55.77852583101822,55.80947264172296,0.0309468107047408
A4_A5_train_1m,train,1m,True,266,58.60592678116558,63.59340435675684,4.987477575591264
A4_A5_train_1m,train,1m,True,267,62.738509563973366,64.29121501987991,1.5527054559065476
A4_A5_train_1m,train,1m,True,268,62.201614979172064,63.81843409387742,1.6168191147053577
A4_A5_train_1m,train,1m,True,269,63.20995094613687,64.25808049479633,1.0481295486594604
A4_A5_train_1m,train,1m,True,270,60.50050625755321,63.644502620607184,3.143996363053972
A4_A5_train_1m,train,1m,True,271,61.33749713129938,61.97998046772478,0.6424833364253999
A4_A5_train_1m,train,1m,True,272,58.848033836363385,62.37994086592763,3.5319070295642447
A4_A5_train_1m,train,1m,True,273,61.21368089341972,63.16465849960368,1.9509776061839617
A4_A5_train_1m,train,1m,True,274,58.62153068352456,64.20932540788765,5.587794724363086
A4_A5_train_1m,train,1m,True,275,63.83890856613881,64.03319103059158,0.1942824644527689
A4_A5_train_1m,train,1m,True,276,61.28393385699409,61.40988291871231,0.1259490617182237
A4_A5_train_1m,train,1m,True,277,63.53529653412019,64.31032703478691,0.7750305006667162
A4_A5_train_1m,train,1m,True,278,61.25057690281533,61.25057690281533,0.0
A4_A5_train_1m,train,1m,True,279,63.41569632442343,63.80011205007498,0.3844157256515501
A4_A5_train_1m,train,1m,True,280,62.462768559055874,64.33570995356357,1.8729413945076916
A4_A5_train_1m,train,1m,True,281,61.17488932516823,62.741064523640496,1.5661751984722656
A4_A5_train_1m,train,1m,True,282,58.64943673380035,62.286737329233446,3.637300595433096
A4_A5_train_1m,train,1m,True,283,61.522672492873575,61.83536359835481,0.3126911054812353
A4_A5_train_1m,train,1m,True,284,55.43318170363428,61.15383364923654,5.720651945602256
A4_A5_train_1m,train,1m,True,285,62.37425771686701,62.78273171362596,0.4084739967589428
A4_A5_train_1m,train,1m,True,286,60.015603695237296,63.36463114614634,3.349027450909041
A4_A5_train_1m,train,1m,True,287,57.79424250044667,64.0861889565521,6.291946456105436
A4_A5_train_1m,train,1m,True,288,60.18527775551844,63.66413271275974,3.4788549572413032
A4_A5_train_1m,train,1m,True,289,58.44609955731583,62.06229818143307,3.616198624117239
A4_A5_train_1m,train,1m,True,290,61.06195333875065,64.16144726450263,3.099493925751979
A4_A5_train_1m,train,1m,True,291,64.27815087746598,64.3090479596402,0.0308970821742207
A4_A5_train_1m,train,1m,True,292,52.11120402473981,52.28116539271255,0.1699613679727392
A4_A5_train_1m,train,1m,True,293,61.76264571470178,63.78462128834261,2.0219755736408302
A4_A5_train_1m,train,1m,True,294,61.123573207944425,64.33570995356357,3.2121367456191408
A4_A5_train_1m,train,1m,True,295,60.56191265123015,61.63029314790442,1.0683804966742727
A4_A5_train_1m,train,1m,True,296,61.19626333362655,64.19559701873084,2.9993336851042898
A4_A5_train_1m,train,1m,True,297,58.40703253047597,63.43475154213407,5.0277190116580925
A4_A5_train_1m,train,1m,True,298,54.35560960841037,55.902990575588255,1.5473809671778866
A4_A5_train_1m,train,1m,True,299,54.971844567972525,56.87153962253167,1.899695054559146
A4_A5_train_1m,train,1m,True,300,63.59367582027279,63.87960022179245,0.285924401519658
A4_A5_train_1m,train,1m,True,301,58.6041908163292,59.67044263831211,1.066251821982917
A4_A5_train_1m,train,1m,True,302,59.38824313576939,60.60646717377899,1.2182240380095948
A4_A5_train_1m,train,1m,True,303,62.34247713955556,63.97939416830906,1.636917028753501
A4_A5_train_1m,train,1m,True,304,59.169333268698736,63.72886906417572,4.559535795476982
A4_A5_train_1m,train,1m,True,305,58.806402410253554,62.509624915109846,3.703222504856292
A4_A5_train_1m,train,1m,True,306,60.81940813341656,61.79412825823246,0.974720124815903
A4_A5_train_1m,train,1m,True,307,62.41927478245356,63.70672638964274,1.2874516071891762
A4_A5_train_1m,train,1m,True,308,61.0969071284705,62.97581116192856,1.878904033458056
A4_A5_train_1m,train,1m,True,309,58.99100037735063,59.04928511668646,0.0582847393358321
A4_A5_train_1m,train,1m,True,310,59.85727495512701,60.44336038955953,0.5860854344325261
A4_A5_train_1m,train,1m,True,311,60.225971907508544,62.82437120454617,2.5983992970376235
A4_A5_train_1m,train,1m,True,312,62.861630800169095,64.10792314965452,1.2462923494854294
