candidate_index,mapping_scenario,Q_A_0_100,Q_B_hypothetical_0_1,mapped_mass,unmapped_mass,cost_family,Lctx,budget_flops,N_B,D_B,Q_star,loss,total_cost_flops,quality_cost_flops,quality_cost_share,budget_slack_flops,budget_active,Q_at_fixed_bound,support_status,q_scale_status
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,2048,1e+19,0.25012225129425336,6.23758882820877,0.1,3.395163301880361,1.0000000000000004e+19,0.0,0.0,-4096.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,2048,1e+22,8.093962068979566,192.75600096259842,0.1,2.4140431656075667,9.999999999999998e+21,0.0,0.0,2097152.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,2048,1e+24,11.965825000000002,299.89299999999986,0.1,2.347952589064767,2.3000639087744553e+22,0.0,0.0,9.769993609122555e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,4096,1e+19,0.24244393537050798,6.048605319435288,0.1,3.4089693057798365,1.0000000000000004e+19,0.0,0.0,-4096.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,4096,1e+22,7.8454889608884075,186.91603346298277,0.1,2.4192754835370196,1.0000000000000002e+22,0.0,0.0,-2097152.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,4096,1e+24,11.965825000000002,299.89299999999986,0.1,2.347952589064767,2.4470475235139114e+22,0.0,0.0,9.755295247648608e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,8192,1e+19,0.22898787812710078,5.717222706195269,0.1,3.434567037961379,1.0000000000002025e+19,0.0,0.0,-2025472.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,8192,1e+22,7.410052470377299,176.67549609197602,0.1,2.4289767319230324,1.0000000000000086e+22,0.0,0.0,-85983232.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,8192,1e+24,11.965825000000002,299.89299999999986,0.1,2.347952589064767,2.741014752992823e+22,0.0,0.0,9.725898524700717e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,32768,1e+19,0.1783239395969165,4.467062855108157,0.1,3.5515997981585463,1e+19,0.0,0.0,0.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,32768,1e+22,5.770566889654044,138.0426328959325,0.1,2.4733308125079394,1e+22,0.0,0.0,0.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,32768,1e+24,11.965825000000002,299.89299999999986,0.1,2.347952589064767,4.5048181298662946e+22,0.0,0.0,9.54951818701337e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,131072,1e+19,0.11096942892653056,2.7973486730981887,0.1,3.797337848918724,1e+19,0.0,0.0,0.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,131072,1e+22,3.590971437530318,86.44462652023026,0.1,2.5664627294843103,1.0000000000000925e+22,0.0,0.0,-924844032.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,power,131072,1e+24,11.965825000000002,299.89299999999986,0.1,2.347952589064767,1.156003163736018e+23,0.0,0.0,8.843996836263981e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,2048,1e+19,0.25012225129425336,6.23758882820877,0.1,3.395163301880361,1.0000000000000004e+19,0.0,0.0,-4096.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,2048,1e+22,8.093962068979566,192.75600096259842,0.1,2.4140431656075667,9.999999999999998e+21,0.0,0.0,2097152.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,2048,1e+24,11.965825000000002,299.89299999999986,0.1,2.347952589064767,2.3000639087744553e+22,0.0,0.0,9.769993609122555e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,4096,1e+19,0.24244393537050798,6.048605319435288,0.1,3.4089693057798365,1.0000000000000004e+19,0.0,0.0,-4096.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,4096,1e+22,7.8454889608884075,186.91603346298277,0.1,2.4192754835370196,1.0000000000000002e+22,0.0,0.0,-2097152.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,4096,1e+24,11.965825000000002,299.89299999999986,0.1,2.347952589064767,2.4470475235139114e+22,0.0,0.0,9.755295247648608e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,8192,1e+19,0.22898787812710078,5.717222706195269,0.1,3.434567037961379,1.0000000000002025e+19,0.0,0.0,-2025472.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,8192,1e+22,7.410052470377299,176.67549609197602,0.1,2.4289767319230324,1.0000000000000086e+22,0.0,0.0,-85983232.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,8192,1e+24,11.965825000000002,299.89299999999986,0.1,2.347952589064767,2.741014752992823e+22,0.0,0.0,9.725898524700717e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,32768,1e+19,0.1783239395969165,4.467062855108157,0.1,3.5515997981585463,1e+19,0.0,0.0,0.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,32768,1e+22,5.770566889654044,138.0426328959325,0.1,2.4733308125079394,1e+22,0.0,0.0,0.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,32768,1e+24,11.965825000000002,299.89299999999986,0.1,2.347952589064767,4.5048181298662946e+22,0.0,0.0,9.54951818701337e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,131072,1e+19,0.11096942892653056,2.7973486730981887,0.1,3.797337848918724,1e+19,0.0,0.0,0.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,131072,1e+22,3.590971437530318,86.44462652023026,0.1,2.5664627294843103,1.0000000000000925e+22,0.0,0.0,-924844032.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_raw,30.929725204939345,0.1,0.511,0.4900000000000001,logarithmic,131072,1e+24,11.965825000000002,299.89299999999986,0.1,2.347952589064767,1.156003163736018e+23,0.0,0.0,8.843996836263981e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,2048,1e+19,0.36140717638726416,3.2355572245086535,0.7287476057662158,3.2498350774301525,1.0000000000016873e+19,2.5049111619374525e+18,0.2504911161933226,-16873472.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,2048,1e+22,8.245609317566013,186.47935261573278,0.7287476057662158,2.1875210582186133,1.000000000000547e+22,1.4436901572926264e+20,0.014436901572918368,-5469372416.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,2048,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,2.3232810942841626e+22,2.321718550970722e+20,0.009993274411274275,9.767671890571584e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,4096,1e+19,0.3477283090989616,3.1792345683812604,0.7287476057662158,3.2623064189375883,1.000000000001787e+19,2.461307157985739e+18,0.24613071579813403,-17870848.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,4096,1e+22,7.988097299163635,181.0065634896751,0.7287476057662158,2.192726743878838,1.000000000000563e+22,1.4013207920873066e+20,0.014013207920865176,-5630853120.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,4096,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,2.4702647090236187e+22,2.321718550970722e+20,0.009398662995466546,9.752973529097637e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,8192,1e+19,0.32408802626415684,3.0772106413164417,0.7287476057662158,3.285496676322164,1.000000000000789e+19,2.382322038590063e+18,0.23823220385881833,-7890944.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,8192,1e+22,7.537474095928235,171.38423351549986,0.7287476057662158,2.202380661106042,1.0000000000003794e+22,1.3268264157443965e+20,0.013268264157438932,-3793747968.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,8192,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,2.7642319385025304e+22,2.321718550970722e+20,0.008399145233190772,9.723576806149747e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,32768,1e+19,0.23902918395951173,2.6491055184095065,0.7287476057662158,3.3925530928002523,1.0000000000004327e+19,2.0508906261800924e+18,0.20508906261792048,-4327424.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,32768,1e+22,5.848352327040651,134.78531609185725,0.7287476057662158,2.246547914449018,1.0000000000009337e+22,1.0434840718820301e+20,0.010434840718810559,-9336520704.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,32768,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,4.528035315376002e+22,2.321718550970722e+20,0.005127430307548141,9.5471964684624e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,131072,1e+19,0.1364926542796258,1.9337829140050546,0.7287476057662158,3.6219155369506266,1.0000000000001464e+19,1.4971005208510228e+18,0.14971005208508037,-1464320.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,131072,1e+22,3.62141890644501,85.15274989866532,0.7287476057662158,2.3394028112612375,1.0000000000001938e+22,6.592375250702804e+19,0.0065923752507015265,-1937768448.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,exponential,131072,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,1.1583248822869887e+23,2.321718550970722e+20,0.0020043759626286683,8.84167511771301e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,2048,1e+19,0.4256602961246251,2.4166233072321712,0.7287476057662158,3.2990802317613275,1.0000000000000414e+19,3.4066970658117166e+18,0.3406697065811576,-413696.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,2048,1e+22,8.366537741609498,181.69973555170486,0.7287476057662158,2.1885177258672646,1.0000000000006308e+22,2.5614085327667878e+20,0.02561408532765172,-6308233216.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,2048,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,2.342339616374395e+22,4.227570759994001e+20,0.01804849617212073,9.76576603836256e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,4096,1e+19,0.40878288166878257,2.382503691206574,0.7287476057662158,3.3109980159937917,1.0000000000001522e+19,3.3585988804415887e+18,0.33585988804410777,-1521664.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,4096,1e+22,8.101912280653758,176.49679302124792,0.7287476057662158,2.1937026045722394,1.000000000000254e+22,2.4880630138394073e+20,0.024880630138387753,-2539651072.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,4096,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,2.4893232311138513e+22,4.227570759994001e+20,0.01698281166203703,9.751067676888615e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,8192,1e+19,0.3796807337825813,2.320268325808773,0.7287476057662158,3.3331754193380183,1.0000000000008851e+19,3.2708661187588265e+18,0.3270866118755931,-8851456.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,8192,1e+22,7.63931778586572,167.33080816801615,0.7287476057662158,2.2033194697882656,1.0000000000009613e+22,2.358850762963026e+20,0.023588507629607583,-9613344768.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,8192,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,2.783290460592763e+22,4.227570759994001e+20,0.015189110945659789,9.721670953940724e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,32768,1e+19,0.275786641789031,2.0526259506678546,0.7287476057662158,3.4358263508461215,1.0000000000012616e+19,2.8935725242830996e+18,0.2893572524279449,-12615680.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,32768,1e+22,5.910871458194802,132.2534242025573,0.7287476057662158,2.24733956593767,1.0000000000000243e+22,1.8643673212372897e+20,0.018643673212372442,-243269632.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,32768,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,4.5470938374662345e+22,4.227570759994001e+20,0.00929730265331344,9.545290616253377e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,131072,1e+19,0.15298909963197363,1.5777486709535928,0.7287476057662158,3.657133345877488,1.0000000000001808e+19,2.2241413263873477e+18,0.22241413263869456,-1808384.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,131072,1e+22,3.6460774129326414,84.12842458568625,0.7287476057662158,2.339973722330395,1.0000000000002122e+22,1.1859525492852711e+20,0.011859525492850194,-2122317824.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,power,131072,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,1.160230734496012e+23,4.227570759994001e+20,0.003643732780299428,8.839769265503988e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,logarithmic,2048,1e+19,0.5385627600277327,1.5885198462104673,0.7287476057662158,3.384774909395925,1.0000000000001085e+19,4.516474181229632e+18,0.4516474181229142,-1085440.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,logarithmic,2048,1e+22,8.628816920194781,171.96768076182136,0.7287476057662158,2.1907011543338806,1.0000000000009936e+22,4.889379204292298e+20,0.0488937920428744,-9936306176.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,logarithmic,2048,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,2.3853293837298145e+22,8.526547495535926e+20,0.03574578653034245,9.761467061627019e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,logarithmic,4096,1e+19,0.5162092170858602,1.5715041132703567,0.7287476057662158,3.3959384248057933,1.0000000000015593e+19,4.4680951076649907e+18,0.44680951076580233,-15593472.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,logarithmic,4096,1e+22,8.349017966558497,167.28892601696475,0.7287476057662158,2.1958421579846292,1.0000000000025946e+22,4.756353009776308e+20,0.04756353009763967,-25945964544.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,logarithmic,4096,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,2.5323129984692706e+22,8.526547495535926e+20,0.03367098577739025,9.746768700153073e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,logarithmic,8192,1e+19,0.4777446988449291,1.540262062250621,0.7287476057662158,3.4167282393255913,1.0000000000000238e+19,4.3792678153048044e+18,0.43792678153047004,-237568.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,logarithmic,8192,1e+22,7.8608385517136075,159.0143002090975,0.7287476057662158,2.205380694819334,1.0000000000031115e+22,4.521089132464842e+20,0.04521089132450774,-31115444224.0,True,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
46,M2_partial_renorm,60.527837974440985,0.7287476057662158,0.511,0.4900000000000001,logarithmic,8192,1e+24,11.965825000000002,299.89299999999986,0.7287476057662158,2.1201903816101324,2.8262802279481823e+22,8.526547495535926e+20,0.03016879717453217,9.717371977205181e+23,False,True,inside_B1_B6_support,HYPOTHETICAL_Q1_0_100_TO_B6_0.1_1.0
