domain,quality_score,density
c4,69.4892317029,0.0468884046639
c4,69.6172959843,0.0468892942052
c4,69.7453602657,0.0468601368817
c4,69.8734245472,0.046801018666
c4,70.0014888286,0.0467125600643
c4,70.12955311,0.0465958846742
c4,70.2576173914,0.0464525716621
c4,70.3856816729,0.0462845932832
c4,70.5137459543,0.0460942390618
c4,70.6418102357,0.0458840289067
c4,70.7698745172,0.0456566182101
c4,70.8979387986,0.0454146987537
c4,71.02600308,0.0451608999004
c4,71.1540673615,0.0448976949411
c4,71.2821316429,0.0446273174866
c4,71.4101959243,0.0443516923727
c4,71.5382602057,0.0440723846649
c4,71.6663244872,0.0437905690703
c4,71.7943887686,0.0435070204887
c4,71.92245305,0.0432221247295
c4,72.0505173315,0.0429359067786
c4,72.1785816129,0.0426480726008
c4,72.3066458943,0.042358059494
c4,72.4347101758,0.0420650895964
c4,72.5627744572,0.0417682213421
c4,72.6908387386,0.0414663944763
c4,72.81890302,0.0411584655679
c4,72.9469673015,0.0408432326652
c4,73.0750315829,0.0405194495925
c4,73.2030958643,0.0401858321677
c4,73.3311601458,0.0398410600682
c4,73.4592244272,0.0394837789966
c4,73.5872887086,0.0391126080308
c4,73.7153529901,0.038726156537
c4,73.8434172715,0.0383230538023
c4,73.9714815529,0.0379019927486
c4,74.0995458343,0.0374617869355
c4,74.2276101158,0.0370014378299
c4,74.3556743972,0.0365202073166
c4,74.4837386786,0.036017688929
c4,74.6118029601,0.0354938705188
c4,74.7398672415,0.0349491811896
c4,74.8679315229,0.034384516313
c4,74.9959958044,0.0338012362271
c4,75.1240600858,0.0332011365835
c4,75.2521243672,0.0325863909875
c4,75.3801886486,0.0319594692418
c4,75.5082529301,0.0313230368497
c4,75.6363172115,0.0306798431962
c4,75.7643814929,0.0300326068126
c4,75.8924457744,0.0293839062657
c4,76.0205100558,0.0287360845137
c4,76.1485743372,0.0280911731531
c4,76.2766386187,0.027450841043
c4,76.4047029001,0.0268163695621
c4,76.5327671815,0.0261886544862
c4,76.6608314629,0.0255682323826
c4,76.7888957444,0.0249553276954
c4,76.9169600258,0.0243499154538
c4,77.0450243072,0.0237517938248
c4,77.1730885887,0.0231606605555
c4,77.3011528701,0.022576187637
c4,77.4292171515,0.0219980891879
c4,77.557281433,0.0214261784931
c4,77.6853457144,0.0208604112282
c4,77.8134099958,0.0203009130609
c4,77.9414742772,0.0197479909637
c4,78.0695385587,0.0192021286351
c4,78.1976028401,0.0186639673722
c4,78.3256671215,0.0181342745342
c4,78.453731403,0.0176139023628
c4,78.5817956844,0.0171037403757
c4,78.7098599658,0.016604664801
c4,78.8379242473,0.0161174885773
c4,78.9659885287,0.0156429152918
c4,79.0940528101,0.0151815000789
c4,79.2221170915,0.0147336199654
c4,79.350181373,0.0142994554533
c4,79.4782456544,0.0138789843176
c4,79.6063099358,0.0134719877283
c4,79.7343742173,0.0130780679292
c4,79.8624384987,0.0126966759063
c4,79.9905027801,0.0123271468064
c4,80.1185670615,0.0119687403805
c4,80.246631343,0.0116206834618
c4,80.3746956244,0.0112822114649
c4,80.5027599058,0.0109526060984
c4,80.6308241873,0.0106312269012
c4,80.7588884687,0.0103175347887
c4,80.8869527501,0.0100111064767
c4,81.0150170316,0.00971163937752
c4,81.143081313,0.00941894726307
c4,81.2711455944,0.0091329476199
c4,81.3992098758,0.00885364212601
c4,81.5272741573,0.008581092041
c4,81.6553384387,0.00831539050135
c4,81.7834027201,0.00805663375801
c4,81.9114670016,0.0078048933011
c4,82.039531283,0.00756019061123
c4,82.1675955644,0.0073224759915
c4,82.2956598459,0.00709161259889
c4,82.4237241273,0.0068673664389
c4,82.5517884087,0.00664940273534
c4,82.6798526901,0.00643728875489
c4,82.8079169716,0.00623050286369
c4,82.935981253,0.00602844932321
c4,83.0640455344,0.00583047809648
c4,83.1921098159,0.00563590873053
c4,83.3201740973,0.00544405720542
c4,83.4482383787,0.00525426449676
c4,83.5763026602,0.00506592549022
c4,83.7043669416,0.00487851682189
c4,83.832431223,0.00469162220803
c4,83.9604955044,0.00450495388112
c4,84.0885597859,0.00431836887777
c4,84.2166240673,0.00413187913019
c4,84.3446883487,0.00394565459851
c4,84.4727526302,0.00376001903467
c4,84.6008169116,0.00357543837437
c4,84.728881193,0.00339250218625
c4,84.8569454745,0.00321189903575
c4,84.9850097559,0.00303438701182
c4,85.1130740373,0.00286076098265
c4,85.2411383187,0.00269181836408
c4,85.3692026002,0.00252832527721
c4,85.4972668816,0.00237098493093
c4,85.625331163,0.00222040988979
c4,85.7533954445,0.00207709959432
c4,85.8814597259,0.00194142411326
c4,86.0095240073,0.00181361466277
c4,86.1375882888,0.00169376096507
c4,86.2656525702,0.00158181508078
c4,86.3937168516,0.0014776009726
c4,86.521781133,0.00138082877156
c4,86.6498454145,0.0012911125395
c4,86.7779096959,0.00120799025778
c4,86.9059739773,0.00113094481407
c4,87.0340382588,0.00105942488879
c4,87.1621025402,0.000992864832768
c4,87.2901668216,0.00093070284956
c4,87.4182311031,0.000872397017955
c4,87.5462953845,0.000817438890573
c4,87.6743596659,0.000765364563638
c4,87.8024239473,0.000715763224728
c4,87.9304882288,0.000668283250055
c4,88.0585525102,0.00062263594993
c4,88.1866167916,0.000578597064485
c4,88.3146810731,0.000536006107604
c4,88.4427453545,0.00049476366001
c4,88.5708096359,0.000454826733218
c4,88.6988739174,0.000416202369479
commoncrawl,29.205628818,8.13907522422e-05
commoncrawl,29.3461420186,8.31446791967e-05
commoncrawl,29.4866552191,8.4120247013e-05
commoncrawl,29.6271684197,8.43282886294e-05
commoncrawl,29.7676816202,8.38028982206e-05
commoncrawl,29.9081948208,8.25975222847e-05
commoncrawl,30.0487080213,8.07803628635e-05
commoncrawl,30.1892212219,7.84296391331e-05
commoncrawl,30.3297344224,7.56292094832e-05
commoncrawl,30.470247623,7.24649457039e-05
commoncrawl,30.6107608235,6.90220936892e-05
commoncrawl,30.7512740241,6.53836774082e-05
commoncrawl,30.8917872247,6.1629833029e-05
commoncrawl,31.0323004252,5.78378236025e-05
commoncrawl,31.1728136258,5.40824005697e-05
commoncrawl,31.3133268263,5.04361562483e-05
commoncrawl,31.4538400269,4.69695509481e-05
commoncrawl,31.5943532274,4.3750389722e-05
commoncrawl,31.734866428,4.08426501863e-05
commoncrawl,31.8753796285,3.83047035744e-05
commoncrawl,32.0158928291,3.61871048213e-05
commoncrawl,32.1564060296,3.45302350108e-05
commoncrawl,32.2969192302,3.33621465517e-05
commoncrawl,32.4374324308,3.2696979598e-05
commoncrawl,32.5779456313,3.2534285422e-05
commoncrawl,32.7184588319,3.28595126264e-05
commoncrawl,32.8589720324,3.36457942336e-05
commoncrawl,32.999485233,3.48570306495e-05
commoncrawl,33.1399984335,3.64521105711e-05
commoncrawl,33.2805116341,3.83899655089e-05
commoncrawl,33.4210248346,4.06350298229e-05
commoncrawl,33.5615380352,4.31625914613e-05
commoncrawl,33.7020512357,4.59634803171e-05
commoncrawl,33.8425644363,4.90475583951e-05
commoncrawl,33.9830776368,5.24455506024e-05
commoncrawl,34.1235908374,5.6208882855e-05
commoncrawl,34.264104038,6.04073653117e-05
commoncrawl,34.4046172385,6.51247576457e-05
commoncrawl,34.5451304391,7.0452461169e-05
commoncrawl,34.6856436396,7.64817782662e-05
commoncrawl,34.8261568402,8.32953422481e-05
commoncrawl,34.9666700407,9.09584324949e-05
commoncrawl,35.1071832413,9.95109375865e-05
commoncrawl,35.2476964418,0.000108960706448
commoncrawl,35.3882096424,0.000119278935061
commoncrawl,35.5287228429,0.000130398081911
commoncrawl,35.6692360435,0.000142212603294
commoncrawl,35.809749244,0.00015458256892
commoncrawl,35.9502624446,0.000167339980776
commoncrawl,36.0907756452,0.000180297396237
commoncrawl,36.2312888457,0.000193258270618
commoncrawl,36.3718020463,0.000206028301538
commoncrawl,36.5123152468,0.00021842698908
commoncrawl,36.6528284474,0.000230298626646
commoncrawl,36.7933416479,0.000241522005448
commoncrawl,36.9338548485,0.000252018241716
commoncrawl,37.074368049,0.000261756305205
commoncrawl,37.2148812496,0.000270756021135
commoncrawl,37.3553944501,0.000279088514425
commoncrawl,37.4959076507,0.000286874244177
commoncrawl,37.6364208513,0.000294278920486
commoncrawl,37.7769340518,0.000301507692736
commoncrawl,37.9174472524,0.00030879804353
commoncrawl,38.0579604529,0.000316411818136
commoncrawl,38.1984736535,0.0003246267757
commoncrawl,38.338986854,0.000333727981062
commoncrawl,38.4795000546,0.000343999283323
commoncrawl,38.6200132551,0.00035571506755
commoncrawl,38.7605264557,0.000369132433596
commoncrawl,38.9010396562,0.000384483958902
commoncrawl,39.0415528568,0.000401971239549
commoncrawl,39.1820660573,0.000421759466039
commoncrawl,39.3225792579,0.000443973359455
commoncrawl,39.4630924585,0.000468694846969
commoncrawl,39.603605659,0.000495962868628
commoncrawl,39.7441188596,0.000525775659247
commoncrawl,39.8846320601,0.000558095726884
commoncrawl,40.0251452607,0.000592857551505
commoncrawl,40.1656584612,0.000629977766286
commoncrawl,40.3061716618,0.000669367285748
commoncrawl,40.4466848623,0.000710944546782
commoncrawl,40.5871980629,0.000754648775003
commoncrawl,40.7277112634,0.000800452024363
commoncrawl,40.868224464,0.000848368701072
commoncrawl,41.0087376645,0.000898461398527
commoncrawl,41.1492508651,0.000950842144455
commoncrawl,41.2897640657,0.00100566857901
commoncrawl,41.4302772662,0.00106313510493
commoncrawl,41.5707904668,0.00112345962098
commoncrawl,41.7113036673,0.0011868669972
commoncrawl,41.8518168679,0.00125357090152
commoncrawl,41.9923300684,0.00132375587343
commoncrawl,42.132843269,0.00139756161146
commoncrawl,42.2733564695,0.00147507127126
commoncrawl,42.4138696701,0.00155630516653
commoncrawl,42.5543828706,0.00164122066474
commoncrawl,42.6948960712,0.00172971834189
commoncrawl,42.8354092718,0.00182165369595
commoncrawl,42.9759224723,0.00191685301517
commoncrawl,43.1164356729,0.00201513145108
commoncrawl,43.2569488734,0.00211631103046
commoncrawl,43.397462074,0.00222023630345
commoncrawl,43.5379752745,0.00232678557173
commoncrawl,43.6784884751,0.00243587614359
commoncrawl,43.8190016756,0.00254746275557
commoncrawl,43.9595148762,0.00266152909839
commoncrawl,44.1000280767,0.00277807318868
commoncrawl,44.2405412773,0.00289708804672
commoncrawl,44.3810544778,0.00301853969697
commoncrawl,44.5215676784,0.00314234485026
commoncrawl,44.662080879,0.0032683507331
commoncrawl,44.8025940795,0.0033963194018
commoncrawl,44.9431072801,0.00352591854465
commoncrawl,45.0836204806,0.00365672027108
commoncrawl,45.2241336812,0.00378820876136
commoncrawl,45.3646468817,0.00391979695006
commoncrawl,45.5051600823,0.0040508516902
commoncrawl,45.6456732828,0.0041807261378
commoncrawl,45.7861864834,0.00430879745513
commoncrawl,45.9266996839,0.00443450740284
commoncrawl,46.0672128845,0.00455740302302
commoncrawl,46.207726085,0.00467717445244
commoncrawl,46.3482392856,0.00479368698054
commoncrawl,46.4887524862,0.00490700479824
commoncrawl,46.6292656867,0.00501740446076
commoncrawl,46.7697788873,0.00512537687069
commoncrawl,46.9102920878,0.0052316175051
commoncrawl,47.0508052884,0.00533700556393
commoncrawl,47.1913184889,0.00544257359589
commoncrawl,47.3318316895,0.0055494698527
commoncrawl,47.47234489,0.00565891604494
commoncrawl,47.6128580906,0.00577216327106
commoncrawl,47.7533712911,0.00589044866437
commoncrawl,47.8938844917,0.00601495479893
commoncrawl,48.0343976923,0.00614677321128
commoncrawl,48.1749108928,0.00628687265491
commoncrawl,48.3154240934,0.00643607204546
commoncrawl,48.4559372939,0.00659501759408
commoncrawl,48.5964504945,0.00676416344761
commoncrawl,48.736963695,0.00694375528424
commoncrawl,48.8774768956,0.00713381671969
commoncrawl,49.0179900961,0.00733413897293
commoncrawl,49.1585032967,0.00754427489396
commoncrawl,49.2990164972,0.00776353902117
commoncrawl,49.4395296978,0.00799101567517
commoncrawl,49.5800428983,0.00822557710508
commoncrawl,49.7205560989,0.0084659133299
commoncrawl,49.8610692995,0.0087105745722
commoncrawl,50.0015825,0.00895802613534
commoncrawl,50.1420957006,0.00920671434699
commoncrawl,50.2826089011,0.00945514093168
commoncrawl,50.4231221017,0.00970194203714
commoncrawl,50.5636353022,0.00994596726263
commoncrawl,50.7041485028,0.010186353527
commoncrawl,50.8446617033,0.0104225885282
commoncrawl,50.9851749039,0.0106545588972
commoncrawl,51.1256881044,0.010882578905
commoncrawl,51.266201305,0.0111073966806
commoncrawl,51.4067145055,0.0113301762494
commoncrawl,51.5472277061,0.0115524552167
commoncrawl,51.6877409067,0.0117760794947
commoncrawl,51.8282541072,0.0120031180114
commoncrawl,51.9687673078,0.0122357617509
commoncrawl,52.1092805083,0.012476212667
commoncrawl,52.2497937089,0.0127265689046
commoncrawl,52.3903069094,0.0129887132732
commoncrawl,52.53082011,0.0132642119887
commoncrawl,52.6713333105,0.0135542302949
commoncrawl,52.8118465111,0.0138594706907
commoncrawl,52.9523597116,0.0141801381582
commoncrawl,53.0928729122,0.014515935096
commoncrawl,53.2333861128,0.014866086725
commoncrawl,53.3738993133,0.0152293956961
commoncrawl,53.5144125139,0.0156043226559
commoncrawl,53.6549257144,0.0159890877584
commoncrawl,53.795438915,0.016381786692
commoncrawl,53.9359521155,0.0167805138002
commoncrawl,54.0764653161,0.0171834843852
commoncrawl,54.2169785166,0.0175891482958
commoncrawl,54.3574917172,0.0179962874146
commoncrawl,54.4980049177,0.0184040906253
commoncrawl,54.6385181183,0.0188122012154
commoncrawl,54.7790313188,0.0192207333838
commoncrawl,54.9195445194,0.0196302565072
commoncrawl,55.06005772,0.0200417479806
commoncrawl,55.2005709205,0.0204565176802
commoncrawl,55.3410841211,0.0208761092545
commoncrawl,55.4815973216,0.0213021853781
commoncrawl,55.6221105222,0.0217364056087
commoncrawl,55.7626237227,0.0221803064019
commoncrawl,55.9031369233,0.0226351929948
commoncrawl,56.0436501238,0.0231020521783
commoncrawl,56.1841633244,0.0235814934047
commoncrawl,56.3246765249,0.0240737233158
commoncrawl,56.4651897255,0.0245785557911
commoncrawl,56.605702926,0.0250954562902
commoncrawl,56.7462161266,0.0256236159223
commoncrawl,56.8867293272,0.0261620476897
commoncrawl,57.0272425277,0.0267096950443
commoncrawl,57.1677557283,0.0272655415502
commoncrawl,57.3082689288,0.027828710213
commoncrawl,57.4487821294,0.0283985419695
commoncrawl,57.5892953299,0.0289746448212
commoncrawl,57.7298085305,0.0295569079492
commoncrawl,57.870321731,0.0301454785622
commoncrawl,58.0108349316,0.0307407028604
commoncrawl,58.1513481321,0.0313430360067
commoncrawl,58.2918613327,0.0319529290572
commoncrawl,58.4323745333,0.0325707031716
commoncrawl,58.5728877338,0.0331964229093
commoncrawl,58.7134009344,0.0338297809331
commoncrawl,58.8539141349,0.0344700059457
commoncrawl,58.9944273355,0.0351158042305
commoncrawl,59.134940536,0.0357653428264
commoncrawl,59.2754537366,0.0364162792913
commoncrawl,59.4159669371,0.0370658393659
commoncrawl,59.5564801377,0.0377109398799
commoncrawl,59.6969933382,0.0383483502099
commoncrawl,59.8375065388,0.0389748818336
commoncrawl,59.9780197393,0.0395875923637
commoncrawl,60.1185329399,0.0401839882367
commoncrawl,60.2590461405,0.0407622092819
commoncrawl,60.399559341,0.0413211789085
commoncrawl,60.5400725416,0.0418607057184
commoncrawl,60.6805857421,0.0423815258801
commoncrawl,60.8210989427,0.0428852803339
commoncrawl,60.9616121432,0.0433744264078
commoncrawl,61.1021253438,0.0438520891666
commoncrawl,61.2426385443,0.0443218631934
commoncrawl,61.3831517449,0.0447875799323
commoncrawl,61.5236649454,0.0452530587355
commoncrawl,61.664178146,0.0457218610273
commoncrawl,61.8046913465,0.0461970664243
commoncrawl,61.9452045471,0.0466810873221
commoncrawl,62.0857177477,0.0471755346635
commoncrawl,62.2262309482,0.0476811427855
commoncrawl,62.3667441488,0.0481977559022
commoncrawl,62.5072573493,0.0487243734815
commoncrawl,62.6477705499,0.0492592469972
commoncrawl,62.7882837504,0.0498000167174
commoncrawl,62.928796951,0.0503438746149
commoncrawl,63.0693101515,0.0508877383308
commoncrawl,63.2098233521,0.0514284214177
commoncrawl,63.3503365526,0.0519627867292
commoncrawl,63.4908497532,0.0524878725994
commoncrawl,63.6313629538,0.0530009850426
commoncrawl,63.7718761543,0.0534997532126
commoncrawl,63.9123893549,0.0539821493577
commoncrawl,64.0529025554,0.0544464780593
commoncrawl,64.193415756,0.0548913422518
commoncrawl,64.3339289565,0.055315595105
commoncrawl,64.4744421571,0.0557182871354
commoncrawl,64.6149553576,0.0560986169202
commoncrawl,64.7554685582,0.0564558916927
commoncrawl,64.8959817587,0.0567895012429
commoncrawl,65.0364949593,0.0570989054017
commoncrawl,65.1770081598,0.057383632435
commoncrawl,65.3175213604,0.0576432834194
commoncrawl,65.458034561,0.0578775364527
commoncrawl,65.5985477615,0.0580861445934
commoncrawl,65.7390609621,0.0582689226914
commoncrawl,65.8795741626,0.0584257205593
commoncrawl,66.0200873632,0.0585563828423
commoncrawl,66.1606005637,0.0586606989637
commoncrawl,66.3011137643,0.0587383491347
commoncrawl,66.4416269648,0.0587888541427
commoncrawl,66.5821401654,0.0588115371704
commoncrawl,66.7226533659,0.0588055051015
commoncrawl,66.8631665665,0.0587696547511
commoncrawl,67.003679767,0.0587027064932
commoncrawl,67.1441929676,0.0586032642855
commoncrawl,67.2847061682,0.0584698976279
commoncrawl,67.4252193687,0.058301238026
commoncrawl,67.5657325693,0.0580960804917
commoncrawl,67.7062457698,0.0578534797592
commoncrawl,67.8467589704,0.0575728313263
commoncrawl,67.9872721709,0.057253929044
commoncrawl,68.1277853715,0.0568969935355
commoncrawl,68.268298572,0.0565026688613
commoncrawl,68.4088117726,0.0560719881501
commoncrawl,68.5493249731,0.0556063119871
commoncrawl,68.6898381737,0.0551072458546
commoncrawl,68.8303513742,0.054576544608
commoncrawl,68.9708645748,0.0540160127386
commoncrawl,69.1113777754,0.0534274090219
commoncrawl,69.2518909759,0.0528123631888
commoncrawl,69.3924041765,0.0521723106769
commoncrawl,69.532917377,0.0515084495645
commoncrawl,69.6734305776,0.0508217216895
commoncrawl,69.8139437781,0.050112817942
commoncrawl,69.9544569787,0.0493822059611
commoncrawl,70.0949701792,0.0486301770647
commoncrawl,70.2354833798,0.0478569082503
commoncrawl,70.3759965803,0.047062534497
commoncrawl,70.5165097809,0.0462472263236
commoncrawl,70.6570229815,0.0454112675306
commoncrawl,70.797536182,0.0445551282093
commoncrawl,70.9380493826,0.0436795283763
commoncrawl,71.0785625831,0.0427854879875
commoncrawl,71.2190757837,0.0418743596127
commoncrawl,71.3595889842,0.0409478407708
commoncrawl,71.5001021848,0.0400079638871
commoncrawl,71.6406153853,0.03905706309
commoncrawl,71.7811285859,0.0380977186001
commoncrawl,71.9216417864,0.0371326812279
commoncrawl,72.062154987,0.0361647813432
commoncrawl,72.2026681875,0.0351968284243
commoncrawl,72.3431813881,0.0342315086952
commoncrawl,72.4836945887,0.0332712891872
