source_row_dataset,source_row_index,quality_axis,N_params_B,D_tokens_B,Q_A,Q_B_assumed,p_effect_centered,Q_effect_centered,scenario_variant,predicted_loss,observed_joint_row,interpretation
A10_A11_test_1b,0,Q_A_topsis_0_1,0.070542,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.941842679166755,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.070542,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.842021681345007,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.070542,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.6946201247807724,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.070542,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.5947991269590243,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.070542,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.8660780731445024,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.070542,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.766257075322754,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.070542,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.6428371015995804,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.070542,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.5430161037778323,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.070542,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.8142950499633104,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.070542,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.7144740521415622,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,3.906772177268656,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,3.8069511794469078,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,4.078230125632386,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,3.9784091278106377,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.791362555122208,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.69154155730046,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.962820503485938,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.86299950566419,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.657093805440415,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.557272807618667,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.828551753804145,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.728730755982397,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.5813291994181617,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.4815082015964136,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.7527871477818917,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.6529661499601436,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.5295461762369698,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.4297251784152216,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.7010041246006997,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.162405,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.6011831267789516,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,3.781286666671478,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,3.68146566884973,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,3.952744615035208,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,3.85292361721346,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.6658770445250304,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.5660560467032822,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.8373349928887603,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.737513995067012,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.5316082948432372,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.431787297021489,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.703066243206967,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.603245245385219,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.455843688820984,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.356022690999236,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.627301637184714,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.527480639362966,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.4040606656397925,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.3042396678180443,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.5755186140035224,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,0.409009,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.4756976161817743,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,3.6543843903426003,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,3.554563392520852,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,3.8258423387063303,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,3.726021340884582,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.5389747681961525,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.4391537703744044,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.7104327165598825,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.6106117187381344,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.4047060185143594,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.3048850206926113,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.5761639668780894,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.476342969056341,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.3289414124921066,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.2291204146703585,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.5003993608558366,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.4005783630340884,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.2771583893109146,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.1773373914891665,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.4486163376746446,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.040867,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.3487953398528965,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,3.6125517301248005,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,3.5127307323030523,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,3.7840096784885304,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,3.6841886806667823,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.4971421079783527,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.3973211101566045,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.6686000563420826,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.5687790585203345,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.3628733582965595,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.2630523604748114,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.5343313066602895,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.4345103088385414,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.2871087522743068,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.1872877544525586,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.4585667006380367,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.3587457028162886,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.2353257290931143,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.135504731271366,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.4067836774568443,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,1.416184,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.306962679635096,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,3.5207784691390414,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,3.420957471317293,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,3.6922364175027713,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,3.592415419681023,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.4053688469925936,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.3055478491708454,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.5768267953563235,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.4770057975345754,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.2711000973108004,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.1712790994890523,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.4425580456745304,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.3427370478527823,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.195335491288547,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.095514493466799,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.366793439652277,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.266972441830529,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.1435524681073552,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.043731470285607,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.315010416471085,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,2.782831,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.215189418649337,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,3.3981804642644415,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,3.2983594664426934,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,3.5696384126281715,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,0.134,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,3.4698174148064234,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.282770842117994,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.182949844296246,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.454228790481724,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,69.206,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.354407792659976,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.1485020924362006,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,2.0486810946144525,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.3199600407999306,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,146.801,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.2201390429781824,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.072737486413948,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,1.9729164885922,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.244195434777678,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,224.395,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.14437443695593,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_only,2.020954463232756,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q,1.921133465411008,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_p,2.192412411596486,False,model_based_scenario
A10_A11_test_1b,0,Q_A_topsis_0_1,6.86104,299.893,0.618984600433442,0.8257522034911179,0.17145794836372996,-0.09982099782174801,scale_plus_Q_plus_p,2.0925914137747377,False,model_based_scenario
