axis,quality_case,lambda_Q,N_params_B,D_tokens_B,scale_loss,quality_increment_loss,predicted_loss,quality_gain,relative_to_scale,N_in_B1_range,D_in_B1_range,observed_joint_row
Q_A_topsis_0_1,reference,0.0,10.0,100.0,2.1934068133874915,-0.0,2.1934068133874915,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,0.0,10.0,1000.0,2.0310362043335832,-0.0,2.0310362043335832,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.0,10.0,10000.0,1.94579898151469,-0.0,1.94579898151469,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.0,10.0,36000.0,1.9174206624829608,-0.0,1.9174206624829608,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.0,100.0,0.1,4.126452968545447,-0.0,4.126452968545447,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.0,100.0,1.0,3.0040680941764153,-0.0,3.0040680941764153,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.0,100.0,10.0,2.414866820728054,-0.0,2.414866820728054,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.0,100.0,100.0,2.105562812307295,-0.0,2.105562812307295,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.0,100.0,1000.0,1.943192203253387,-0.0,1.943192203253387,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.0,100.0,10000.0,1.8579549804344937,-0.0,1.8579549804344937,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.0,100.0,36000.0,1.8295766614027644,-0.0,1.8295766614027644,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.0,1000.0,0.1,4.086298347956808,-0.0,4.086298347956808,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.0,1000.0,1.0,2.963913473587776,-0.0,2.963913473587776,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.0,1000.0,10.0,2.3747122001394145,-0.0,2.3747122001394145,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.0,1000.0,100.0,2.0654081917186558,-0.0,2.0654081917186558,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.0,1000.0,1000.0,1.9030375826647477,-0.0,1.9030375826647477,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.0,1000.0,10000.0,1.8178003598458543,-0.0,1.8178003598458543,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.0,1000.0,36000.0,1.789422040814125,-0.0,1.789422040814125,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.0,10000.0,0.1,4.067943155401934,-0.0,4.067943155401934,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.0,10000.0,1.0,2.945558281032902,-0.0,2.945558281032902,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.0,10000.0,10.0,2.3563570075845406,-0.0,2.3563570075845406,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.0,10000.0,100.0,2.047052999163782,-0.0,2.047052999163782,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.0,10000.0,1000.0,1.8846823901098737,-0.0,1.8846823901098737,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.0,10000.0,10000.0,1.7994451672909804,-0.0,1.7994451672909804,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.0,10000.0,36000.0,1.771066848259251,-0.0,1.771066848259251,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,0.1,0.1,4.826870824491312,-0.0,4.826870824491312,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,0.1,1.0,3.7044859501222813,-0.0,3.7044859501222813,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,0.5,0.1,10.0,3.1152846766739195,-0.0,3.1152846766739195,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,0.5,0.1,100.0,2.805980668253161,-0.0,2.805980668253161,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,0.5,0.1,1000.0,2.643610059199253,-0.0,2.643610059199253,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,0.1,10000.0,2.5583728363803595,-0.0,2.5583728363803595,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,0.1,36000.0,2.52999451734863,-0.0,2.52999451734863,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,1.0,0.1,4.4064683415040955,-0.0,4.4064683415040955,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,1.0,1.0,3.2840834671350643,-0.0,3.2840834671350643,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,0.5,1.0,10.0,2.6948821936867025,-0.0,2.6948821936867025,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,0.5,1.0,100.0,2.3855781852659437,-0.0,2.3855781852659437,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,0.5,1.0,1000.0,2.223207576212036,-0.0,2.223207576212036,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,1.0,10000.0,2.1379703533931425,-0.0,2.1379703533931425,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,1.0,36000.0,2.109592034361413,-0.0,2.109592034361413,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,10.0,0.1,4.214296969625643,-0.0,4.214296969625643,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,10.0,1.0,3.091912095256612,-0.0,3.091912095256612,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,0.5,10.0,10.0,2.5027108218082503,-0.0,2.5027108218082503,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,0.5,10.0,100.0,2.1934068133874915,-0.0,2.1934068133874915,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,0.5,10.0,1000.0,2.0310362043335832,-0.0,2.0310362043335832,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,10.0,10000.0,1.94579898151469,-0.0,1.94579898151469,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,10.0,36000.0,1.9174206624829608,-0.0,1.9174206624829608,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,0.5,100.0,0.1,4.126452968545447,-0.0,4.126452968545447,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,100.0,1.0,3.0040680941764153,-0.0,3.0040680941764153,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.5,100.0,10.0,2.414866820728054,-0.0,2.414866820728054,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.5,100.0,100.0,2.105562812307295,-0.0,2.105562812307295,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.5,100.0,1000.0,1.943192203253387,-0.0,1.943192203253387,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,100.0,10000.0,1.8579549804344937,-0.0,1.8579549804344937,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,100.0,36000.0,1.8295766614027644,-0.0,1.8295766614027644,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,1000.0,0.1,4.086298347956808,-0.0,4.086298347956808,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,1000.0,1.0,2.963913473587776,-0.0,2.963913473587776,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.5,1000.0,10.0,2.3747122001394145,-0.0,2.3747122001394145,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.5,1000.0,100.0,2.0654081917186558,-0.0,2.0654081917186558,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.5,1000.0,1000.0,1.9030375826647477,-0.0,1.9030375826647477,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,1000.0,10000.0,1.8178003598458543,-0.0,1.8178003598458543,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,1000.0,36000.0,1.789422040814125,-0.0,1.789422040814125,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,10000.0,0.1,4.067943155401934,-0.0,4.067943155401934,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,10000.0,1.0,2.945558281032902,-0.0,2.945558281032902,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.5,10000.0,10.0,2.3563570075845406,-0.0,2.3563570075845406,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.5,10000.0,100.0,2.047052999163782,-0.0,2.047052999163782,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,0.5,10000.0,1000.0,1.8846823901098737,-0.0,1.8846823901098737,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,10000.0,10000.0,1.7994451672909804,-0.0,1.7994451672909804,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,0.5,10000.0,36000.0,1.771066848259251,-0.0,1.771066848259251,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,0.1,0.1,4.826870824491312,-0.0,4.826870824491312,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,0.1,1.0,3.7044859501222813,-0.0,3.7044859501222813,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,1.0,0.1,10.0,3.1152846766739195,-0.0,3.1152846766739195,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,1.0,0.1,100.0,2.805980668253161,-0.0,2.805980668253161,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,1.0,0.1,1000.0,2.643610059199253,-0.0,2.643610059199253,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,0.1,10000.0,2.5583728363803595,-0.0,2.5583728363803595,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,0.1,36000.0,2.52999451734863,-0.0,2.52999451734863,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,1.0,0.1,4.4064683415040955,-0.0,4.4064683415040955,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,1.0,1.0,3.2840834671350643,-0.0,3.2840834671350643,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,1.0,1.0,10.0,2.6948821936867025,-0.0,2.6948821936867025,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,1.0,1.0,100.0,2.3855781852659437,-0.0,2.3855781852659437,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,1.0,1.0,1000.0,2.223207576212036,-0.0,2.223207576212036,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,1.0,10000.0,2.1379703533931425,-0.0,2.1379703533931425,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,1.0,36000.0,2.109592034361413,-0.0,2.109592034361413,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,10.0,0.1,4.214296969625643,-0.0,4.214296969625643,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,10.0,1.0,3.091912095256612,-0.0,3.091912095256612,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,1.0,10.0,10.0,2.5027108218082503,-0.0,2.5027108218082503,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,1.0,10.0,100.0,2.1934068133874915,-0.0,2.1934068133874915,0.0,0.0,True,True,False
Q_A_topsis_0_1,reference,1.0,10.0,1000.0,2.0310362043335832,-0.0,2.0310362043335832,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,10.0,10000.0,1.94579898151469,-0.0,1.94579898151469,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,10.0,36000.0,1.9174206624829608,-0.0,1.9174206624829608,0.0,0.0,True,False,False
Q_A_topsis_0_1,reference,1.0,100.0,0.1,4.126452968545447,-0.0,4.126452968545447,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,100.0,1.0,3.0040680941764153,-0.0,3.0040680941764153,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,1.0,100.0,10.0,2.414866820728054,-0.0,2.414866820728054,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,1.0,100.0,100.0,2.105562812307295,-0.0,2.105562812307295,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,1.0,100.0,1000.0,1.943192203253387,-0.0,1.943192203253387,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,100.0,10000.0,1.8579549804344937,-0.0,1.8579549804344937,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,100.0,36000.0,1.8295766614027644,-0.0,1.8295766614027644,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,1000.0,0.1,4.086298347956808,-0.0,4.086298347956808,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,1000.0,1.0,2.963913473587776,-0.0,2.963913473587776,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,1.0,1000.0,10.0,2.3747122001394145,-0.0,2.3747122001394145,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,1.0,1000.0,100.0,2.0654081917186558,-0.0,2.0654081917186558,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,1.0,1000.0,1000.0,1.9030375826647477,-0.0,1.9030375826647477,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,1000.0,10000.0,1.8178003598458543,-0.0,1.8178003598458543,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,1000.0,36000.0,1.789422040814125,-0.0,1.789422040814125,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,10000.0,0.1,4.067943155401934,-0.0,4.067943155401934,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,10000.0,1.0,2.945558281032902,-0.0,2.945558281032902,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,1.0,10000.0,10.0,2.3563570075845406,-0.0,2.3563570075845406,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,1.0,10000.0,100.0,2.047052999163782,-0.0,2.047052999163782,0.0,0.0,False,True,False
Q_A_topsis_0_1,reference,1.0,10000.0,1000.0,1.8846823901098737,-0.0,1.8846823901098737,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,10000.0,10000.0,1.7994451672909804,-0.0,1.7994451672909804,0.0,0.0,False,False,False
Q_A_topsis_0_1,reference,1.0,10000.0,36000.0,1.771066848259251,-0.0,1.771066848259251,0.0,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,0.1,0.1,4.826870824491312,-0.03770499482670329,4.826870824491312,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,0.1,1.0,3.7044859501222813,-0.03770499482670329,3.7044859501222813,0.03770499482670329,0.0,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,0.1,10.0,3.1152846766739195,-0.03770499482670329,3.1152846766739195,0.03770499482670329,0.0,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,0.1,100.0,2.805980668253161,-0.03770499482670329,2.805980668253161,0.03770499482670329,0.0,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,0.1,1000.0,2.643610059199253,-0.03770499482670329,2.643610059199253,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,0.1,10000.0,2.5583728363803595,-0.03770499482670329,2.5583728363803595,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,0.1,36000.0,2.52999451734863,-0.03770499482670329,2.52999451734863,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,1.0,0.1,4.4064683415040955,-0.03770499482670329,4.4064683415040955,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,1.0,1.0,3.2840834671350643,-0.03770499482670329,3.2840834671350643,0.03770499482670329,0.0,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,1.0,10.0,2.6948821936867025,-0.03770499482670329,2.6948821936867025,0.03770499482670329,0.0,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,1.0,100.0,2.3855781852659437,-0.03770499482670329,2.3855781852659437,0.03770499482670329,0.0,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,1.0,1000.0,2.223207576212036,-0.03770499482670329,2.223207576212036,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,1.0,10000.0,2.1379703533931425,-0.03770499482670329,2.1379703533931425,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,1.0,36000.0,2.109592034361413,-0.03770499482670329,2.109592034361413,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,10.0,0.1,4.214296969625643,-0.03770499482670329,4.214296969625643,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,10.0,1.0,3.091912095256612,-0.03770499482670329,3.091912095256612,0.03770499482670329,0.0,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,10.0,10.0,2.5027108218082503,-0.03770499482670329,2.5027108218082503,0.03770499482670329,0.0,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,10.0,100.0,2.1934068133874915,-0.03770499482670329,2.1934068133874915,0.03770499482670329,0.0,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,10.0,1000.0,2.0310362043335832,-0.03770499482670329,2.0310362043335832,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,10.0,10000.0,1.94579898151469,-0.03770499482670329,1.94579898151469,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,10.0,36000.0,1.9174206624829608,-0.03770499482670329,1.9174206624829608,0.03770499482670329,0.0,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,100.0,0.1,4.126452968545447,-0.03770499482670329,4.126452968545447,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,100.0,1.0,3.0040680941764153,-0.03770499482670329,3.0040680941764153,0.03770499482670329,0.0,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,100.0,10.0,2.414866820728054,-0.03770499482670329,2.414866820728054,0.03770499482670329,0.0,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,100.0,100.0,2.105562812307295,-0.03770499482670329,2.105562812307295,0.03770499482670329,0.0,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,100.0,1000.0,1.943192203253387,-0.03770499482670329,1.943192203253387,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,100.0,10000.0,1.8579549804344937,-0.03770499482670329,1.8579549804344937,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,100.0,36000.0,1.8295766614027644,-0.03770499482670329,1.8295766614027644,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,1000.0,0.1,4.086298347956808,-0.03770499482670329,4.086298347956808,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,1000.0,1.0,2.963913473587776,-0.03770499482670329,2.963913473587776,0.03770499482670329,0.0,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,1000.0,10.0,2.3747122001394145,-0.03770499482670329,2.3747122001394145,0.03770499482670329,0.0,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,1000.0,100.0,2.0654081917186558,-0.03770499482670329,2.0654081917186558,0.03770499482670329,0.0,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,1000.0,1000.0,1.9030375826647477,-0.03770499482670329,1.9030375826647477,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,1000.0,10000.0,1.8178003598458543,-0.03770499482670329,1.8178003598458543,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,1000.0,36000.0,1.789422040814125,-0.03770499482670329,1.789422040814125,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,10000.0,0.1,4.067943155401934,-0.03770499482670329,4.067943155401934,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,10000.0,1.0,2.945558281032902,-0.03770499482670329,2.945558281032902,0.03770499482670329,0.0,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,10000.0,10.0,2.3563570075845406,-0.03770499482670329,2.3563570075845406,0.03770499482670329,0.0,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,10000.0,100.0,2.047052999163782,-0.03770499482670329,2.047052999163782,0.03770499482670329,0.0,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.0,10000.0,1000.0,1.8846823901098737,-0.03770499482670329,1.8846823901098737,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,10000.0,10000.0,1.7994451672909804,-0.03770499482670329,1.7994451672909804,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.0,10000.0,36000.0,1.771066848259251,-0.03770499482670329,1.771066848259251,0.03770499482670329,0.0,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,0.1,0.1,4.826870824491312,-0.03770499482670329,4.808018327077961,0.03770499482670329,-0.0039057389557007882,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,0.1,1.0,3.7044859501222813,-0.03770499482670329,3.6856334527089296,0.03770499482670329,-0.005089099450553802,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,0.1,10.0,3.1152846766739195,-0.03770499482670329,3.096432179260568,0.03770499482670329,-0.006051613053058125,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,0.1,100.0,2.805980668253161,-0.03770499482670329,2.7871281708398095,0.03770499482670329,-0.0067186839975943435,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,0.1,1000.0,2.643610059199253,-0.03770499482670329,2.624757561785901,0.03770499482670329,-0.007131345770057362,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,0.1,10000.0,2.5583728363803595,-0.03770499482670329,2.539520338967008,0.03770499482670329,-0.007368940580226191,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,0.1,36000.0,2.52999451734863,-0.03770499482670329,2.5111420199352783,0.03770499482670329,-0.007451596153302598,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,1.0,0.1,4.4064683415040955,-0.03770499482670329,4.387615844090744,0.03770499482670329,-0.004278368968586799,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,1.0,1.0,3.2840834671350643,-0.03770499482670329,3.2652309697217126,0.03770499482670329,-0.005740565854070123,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,1.0,10.0,2.6948821936867025,-0.03770499482670329,2.6760296962733507,0.03770499482670329,-0.00699566662228035,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,1.0,100.0,2.3855781852659437,-0.03770499482670329,2.366725687852592,0.03770499482670329,-0.007902695258445336,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,1.0,1000.0,2.223207576212036,-0.03770499482670329,2.204355078798684,0.03770499482670329,-0.008479863785581854,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,1.0,10000.0,2.1379703533931425,-0.03770499482670329,2.1191178559797907,0.03770499482670329,-0.008817941457154088,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,1.0,36000.0,2.109592034361413,-0.03770499482670329,2.0907395369480613,0.03770499482670329,-0.008936560769228774,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,10.0,0.1,4.214296969625643,-0.03770499482670329,4.195444472212292,0.03770499482670329,-0.004473462014952911,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,10.0,1.0,3.091912095256612,-0.03770499482670329,3.0730595978432604,0.03770499482670329,-0.006097358796931518,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,10.0,10.0,2.5027108218082503,-0.03770499482670329,2.4838583243948986,0.03770499482670329,-0.007532830900427556,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,10.0,100.0,2.1934068133874915,-0.03770499482670329,2.17455431597414,0.03770499482670329,-0.008595075614010628,True,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,10.0,1000.0,2.0310362043335832,-0.03770499482670329,2.0121837069202315,0.03770499482670329,-0.00928220647821365,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,10.0,10000.0,1.94579898151469,-0.03770499482670329,1.9269464841013384,0.03770499482670329,-0.009688820681094223,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,10.0,36000.0,1.9174206624829608,-0.03770499482670329,1.8985681650696091,0.03770499482670329,-0.009832217719474623,True,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,100.0,0.1,4.126452968545447,-0.03770499482670329,4.107600471132096,0.03770499482670329,-0.004568693150523551,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,100.0,1.0,3.0040680941764153,-0.03770499482670329,2.9852155967630636,0.03770499482670329,-0.006275655818154924,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,100.0,10.0,2.414866820728054,-0.03770499482670329,2.396014323314702,0.03770499482670329,-0.007806847670244532,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,100.0,100.0,2.105562812307295,-0.03770499482670329,2.0867103148939434,0.03770499482670329,-0.008953661844309013,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,100.0,1000.0,1.943192203253387,-0.03770499482670329,1.9243397058400353,0.03770499482670329,-0.00970181816383775,False,False,False
