scenario_id,target_mixture_domain,target_quality_domain,lambda,dataset,role,loss_observed,index,baseline_q_0_100,scenario_q_0_100,delta_q_0_100,baseline_q_low_0_100,baseline_q_high_0_100,target_anchor_q_0_100
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,16,61.05976135968973,61.34002118324344,0.28025982355370616,59.41461245975787,62.18920144094669,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,17,62.26359342605269,62.423470042970095,0.1598766169174084,61.362583720702304,63.48503350555324,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,18,63.10885587615659,63.18420624806361,0.07535037190702099,62.12932773940608,63.6046909794799,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,19,62.69683978480785,62.813391765849744,0.11655198104189424,61.73917796499478,63.860108355587975,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,20,62.09218714016537,62.269204385671515,0.17701724550614273,60.83037461762391,62.67410821822585,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,21,63.21923853615276,63.28355064206016,0.06431210590740477,62.754954086523604,63.61147835072133,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,22,57.13954537422548,57.81182679632561,0.6722814221001343,55.4877122376181,58.74547385567387,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,23,61.81622170279383,62.02083549203713,0.20461378924329665,59.262758790573216,63.69037794277657,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,24,59.43683040993596,59.87938332846504,0.4425529185290813,56.02394220461786,64.14708390046518,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,25,61.01350524992364,61.298390684453956,0.2848854345303167,59.70699221657228,62.7026108883598,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,26,63.35576542534766,63.406424842335575,0.05065941698791221,62.072327111023434,63.961299214499185,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,27,60.755435559185756,61.066127962789864,0.3106924036041079,58.854740132384485,62.592759899480754,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,28,60.62404105271286,60.94787290696426,0.32383185425139516,58.89668560604888,62.518412838252765,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,29,59.033319995173656,59.51622395517897,0.48290396000531643,56.14953500157945,61.838000930565535,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,30,57.99532325402376,58.582026888144064,0.5867036341203047,56.213058575050276,59.74118841039629,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,31,59.94234873663173,60.334349822491234,0.3920010858595049,59.54330816395079,60.1734131484803,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,32,59.407359183685585,59.852859224839705,0.44550004115411923,56.30075672735322,64.33570995356357,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,33,56.14924942645502,56.9205604433322,0.7713110168771777,56.14699292927934,56.15022773231248,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,34,53.78397506413352,54.79181351724285,1.0078384531093292,53.12988793398893,54.26559173039828,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,35,61.68474017899067,61.90250212061429,0.21776194162361406,61.228606975340966,61.81285083974961,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,36,62.86942556143751,62.96871896481644,0.09929340337892967,62.39385573799926,63.12093362924484,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,37,61.506153756904496,61.741774340736725,0.2356205838322296,59.77334223303141,62.737119776639005,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,38,62.98920461198908,63.076520110312856,0.08731549832377539,61.52949988209613,64.33144553592089,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,39,61.279434204947314,61.53772674397526,0.25829253902794846,60.820719870513344,61.68767026711922,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,40,61.31411564364491,61.5689400388031,0.2548243951581881,58.883301960078285,64.189691632636,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,41,53.68345056911369,54.701341471725,1.0178909026113132,53.39960227973745,53.84003833082601,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,42,57.61329385546286,58.23820042943925,0.6249065739763964,55.924176261634464,58.98035807384598,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,43,61.33077858394175,61.583936685070256,0.25315810112850556,60.90311152448663,61.540140827558766,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,44,61.496543495719166,61.73312510566993,0.23658160995076116,59.41518996456877,63.13483402166377,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,45,63.62109913001988,63.64522517654057,0.024126046520692057,63.49217832347737,63.76599505618487,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,46,61.77273999632626,61.98170195621631,0.20896195989005406,60.65646154121735,62.38710247612599,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,47,60.90818406340212,61.203601616584585,0.29541755318246743,59.16671748991552,62.56567597662198,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,48,61.75095317224685,61.96209381454485,0.21114064229799823,60.16839209187844,63.04664471949547,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,49,62.96854177786141,63.05792355959795,0.08938178173654165,62.23469685312691,64.00057789986114,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,50,62.93628722732703,63.02889446411701,0.09260723678998062,62.070546390705914,63.647269256436914,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,51,55.264355581401304,56.124155982783854,0.8598004013825502,54.828415686601204,55.45335761392428,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,52,60.356080809761664,60.706708688308176,0.35062787854651134,57.67451532291773,63.93117403073837,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,53,59.513443280489966,59.94833491196365,0.4348916314736826,56.09358724082557,64.07966346417332,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,54,63.935838049043255,63.92849020366161,-0.007347845381644902,63.66532535323887,64.19617979360754,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,55,60.973093751373824,61.262020335759125,0.28892658438530106,58.795409639615244,63.78391264744594,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,56,61.20695965922683,61.472499652826826,0.2655399935999938,59.988393492064,62.24757576464368,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,57,63.17617007790169,63.2447890296342,0.06861895173251042,63.16612981803825,63.18271960719464,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,58,62.12913637558805,62.30245869755192,0.1733223219638731,62.12913637558805,62.12913637558805,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,59,63.47197959596951,63.51101759589524,0.03903799992573198,61.873380767684694,64.16267580715318,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,60,61.805564387274515,62.011243908069744,0.2056795207952291,61.26936461705358,62.07981068108913,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,61,61.48158512167624,61.71966256903129,0.2380774473550531,59.78541593168792,63.32512939325473,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,62,61.2277943610364,61.49125088445544,0.2634565234190376,59.36773985274076,62.548155056272854,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,63,62.57951735260513,62.7078015768673,0.1282842242621669,61.05546478062996,63.441708136215354,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,64,63.15011537529491,63.221339797288095,0.07122442199318613,62.284232368980916,63.5966572034336,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,65,63.52697450053651,63.56051301000554,0.03353850946903236,63.373571393843264,63.724243063393274,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,66,63.06151663621826,63.14160093211911,0.08008429590085342,61.68975521244023,64.15546689181042,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,67,59.85553608951519,60.25621844008635,0.4006823505711594,58.46281834058299,61.28667185946824,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,68,62.528528771581094,62.66191185394567,0.13338308236457408,61.80228553131769,62.78036526237992,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,69,64.09172655393992,64.06878985806861,-0.022936695871308643,63.74949729636999,64.33428990248855,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,70,63.34317743826378,63.395095653960084,0.05191821569630406,61.10414172345806,64.33570995356357,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,71,56.52684703937477,57.26039829495998,0.7335512555852048,54.90364520953321,57.98245264438796,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,72,60.45087521298373,60.79202365120804,0.34114843822430885,58.938826891525316,61.2344912623008,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,73,60.18698733053559,60.55452455700471,0.3675372264691248,58.26310756591922,62.34077532376334,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,74,63.23001963503725,63.29325363105621,0.0632339960189583,63.13247227004087,63.26870763473006,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,75,59.59491271212727,60.02165740043722,0.4267446883099524,57.42069273641875,62.130116143574575,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,76,61.90842084244496,62.10381471772315,0.1953938752781852,60.62041321802656,63.875195961184865,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,77,61.63885006357113,61.86120101673669,0.22235095316556652,59.12422906723224,64.14711538005903,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,78,61.68143128851822,61.899524119189074,0.21809283067085516,60.19680302901612,63.832719439899044,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,79,63.268273615752705,63.327682213700115,0.05940859794741016,62.92808053299776,63.51964959332253,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,80,60.5532361433906,60.88414848857422,0.33091234518362,59.9724275160909,60.87648783243746,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,81,60.269906560796095,60.62915186423916,0.3592453034430676,57.82340299599946,63.51507066020426,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,82,61.06636984621087,61.345968821112464,0.2795989749015959,59.66981814517983,62.37448024377274,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,83,61.3995330926767,61.64581574293171,0.2462826502550115,61.38287812677995,61.412020496447866,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,84,62.82257597783308,62.926554339572455,0.10397836173937236,62.31632370449055,63.08835790432402,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,85,54.53763082025139,55.470103697748925,0.9324728774975384,53.84227875849193,54.859394062676024,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,86,59.041754499852985,59.52381500939037,0.48206050953738355,55.8783200293734,62.063542891118,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,87,60.49919230436824,60.8355090334541,0.3363167290858584,59.6154045967514,61.03129981876867,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,88,62.6164108978097,62.741005767551414,0.12459486974171341,61.99347233750154,63.4533756278728,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,89,60.048515873607265,60.42990024576922,0.3813843721619534,58.410778633696566,61.9822788438838,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,90,62.36628625452937,62.51589358859911,0.14960733406974214,62.15565912522413,62.60976210274515,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,91,62.121205157276194,62.29532060107125,0.17411544379505983,60.86902149644442,62.743847278413654,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,92,58.973381637864605,59.46227943360083,0.4888977957362215,57.24688322733956,60.17733747210534,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,93,56.110284154891005,56.88549169892458,0.7752075440335773,54.40181399825443,58.32214144588423,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,94,56.533655692573696,57.26652608283901,0.7328703902653118,55.731114262201956,56.912378155731396,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,95,60.67650190637408,60.99508767525935,0.3185857688852707,59.45623663471214,61.959686028046285,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,96,62.22594337326871,62.389584995464524,0.16364162219581146,61.33019361696584,62.7710493954669,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,97,62.395212683444264,62.54192737462252,0.14671469117825353,61.39053477655389,63.09159317462351,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,98,61.19314082426284,61.460062701359234,0.2669218770963937,60.12629244008012,62.22283296147302,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,99,61.46256354364893,61.70254314880672,0.23997960515778516,60.87533671360598,61.91692842022138,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,100,61.27991055723218,61.53815546103164,0.25824490379946496,60.38560024342749,62.0174164359185,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,101,63.05743639362379,63.13792871378409,0.08049232016030317,61.4124752427639,64.29791580017684,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,102,60.516715735793625,60.85128012173694,0.3345643859433167,58.28505327658034,62.539640807773964,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,103,63.263572085741785,63.323450836690284,0.05987875094849926,61.12807385592117,64.20129831597596,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,104,57.93775820904112,58.53021834765969,0.5924601386185699,57.861719339848044,57.99931052235926,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,105,61.34253794029104,61.59452010578462,0.25198216549357966,59.77079473449617,62.941811910575076,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,106,61.45493511142293,61.695677559803315,0.24074244838038794,59.923821236007946,62.79561677663608,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,107,61.73332137089404,61.946225193327315,0.212903822433276,60.30097700938294,62.47265629708748,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,108,63.17807036084173,63.24649928428024,0.06842892343851048,62.18192841336702,64.11532309645406,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,109,60.306806135000265,60.66236148102292,0.3555553460226548,58.325681833196334,63.23031640187783,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,110,62.108162007241354,62.2835817660399,0.17541975879854732,59.72439493990247,64.32529624568015,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,111,55.1834529144771,56.05134358255207,0.8678906680749705,54.72530451970694,55.378836264311985,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,112,61.64444201672539,61.866233774575534,0.22179175785014138,58.97839529705637,64.23873199759197,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,113,61.41350158325436,61.6583873844516,0.2448858011972419,61.354246313850524,61.456254662997225,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,114,55.36106453438232,56.21119404046677,0.8501295060844498,54.82211543839595,55.61617281285714,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,115,60.7409317144098,61.0530745024915,0.31214278808170093,59.27106785118539,62.63903268451381,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,116,52.73500024665137,53.847736181508914,1.1127359348575467,52.56022836211231,52.80774635340515,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,117,60.14866318690353,60.52003282773586,0.37136964083232726,57.81264534836957,63.793315167920554,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,118,60.38334886630643,60.73124993919846,0.34790107289203576,60.03889683641553,60.54827488596592,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,119,60.654584188519884,60.975361729190574,0.3207775406706901,59.192781747248084,62.96982149856988,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,120,52.7381936031355,53.85061020234463,1.1124165992091335,52.59288542729317,52.83861082175801,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,121,60.319840877551826,60.67409274931932,0.3542518717674952,59.11985359279888,61.97628399237235,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,122,58.57854327460089,59.10692490666348,0.5283816320625903,57.869118882462,59.25025077419543,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,123,62.242219783360426,62.404233764547065,0.16201398118663946,60.89839313009959,63.11809829681371,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,124,63.509101014600866,63.54442687266346,0.03532585806259192,63.34289861961467,63.628468679523415,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,125,62.62212795827546,62.7461511219706,0.124023163695135,60.57984601963604,63.50801660783985,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,126,62.62519603926705,62.74891239486303,0.12371635559597394,61.30946399427316,63.863715677140874,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,127,53.88124867155049,54.87935976391812,0.9981110923676297,53.56638449550707,54.06715537810082,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,128,61.80153107972831,62.007613931278165,0.2060828515498514,59.351254004808,64.0434773608765,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,129,61.9165932495937,62.111169884157015,0.19457663456331176,61.15249145299902,62.362508304684155,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,130,60.508825707632425,60.84417909639186,0.33535338875943665,60.41412068080812,60.592212939889826,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,131,62.87769561826572,62.976162015961826,0.09846639769610732,60.32974101569593,64.33570995356357,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,132,60.74489599635116,61.056642356238726,0.3117463598875645,59.33887221153948,62.53198658731946,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,133,61.14270216627013,61.4146679091658,0.27196574289566655,57.93175748049527,63.999199026238,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,134,62.09568810458024,62.272355253644896,0.17666714906465586,60.35852183111883,63.01287873679726,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,135,62.9214630128317,63.01555267107121,0.09408965823951121,62.25686916837422,63.29215889829504,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,136,60.85468816542876,61.15545530840856,0.3007671429798009,59.63710321354278,61.50796638635561,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,137,62.660535469012366,62.78071788163381,0.12018241262144613,62.21626515211192,63.00838630029248,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,138,54.5260352227115,55.45966765996303,0.9336324372515321,54.41607858907864,54.58008468792191,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,139,61.11753276275533,61.39201544600248,0.2744826832471503,60.094521187383364,62.10397868774248,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,140,62.04100859213905,62.22314369244783,0.182135100308777,60.54552980785288,62.732414712876015,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,141,60.52716220859045,60.86068194725408,0.3335197386636324,57.409676668495834,63.248377811344,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,142,60.80885782641517,61.11420800329633,0.30535017688116284,58.8988533742321,62.43610085346111,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,143,59.418758867516075,59.86311894028715,0.4443600727710759,58.28129943332981,60.37936803619126,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,144,61.7696309303889,61.97890379687269,0.2092728664837935,59.95252412228508,63.06382668372875,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,145,63.111199699554966,63.18631568912215,0.07511598956718046,61.100906920424926,63.98276347647437,63.862359595226806
toward_arxiv_lambda_01,arxiv,arxiv,0.1,A4_A5_train_1m,train,True,146,62.68637747971489,62.80397569126608,0.11759821155118999,62.328354414115914,62.914918005167145,63.862359595226806
