dataset,role,scale,loss_observed,index,mixture_domain,proportion_raw,proportion_normalized,mapping_type_A16,mapping_status,q_soft_0_100,q_low_0_100,q_high_0_100,weighted_soft_contribution_0_100
A4_A5_train_1m,train,1m,True,31,arxiv,0.082,0.082,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,5.236713486808599
A4_A5_train_1m,train,1m,True,32,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,33,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,34,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,35,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,36,arxiv,0.577,0.5775775775775776,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,36.885466953399266
A4_A5_train_1m,train,1m,True,37,arxiv,0.005,0.005010020040080159,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.31995170137889173
A4_A5_train_1m,train,1m,True,38,arxiv,0.009,0.009009009009009009,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.5753365729299712
A4_A5_train_1m,train,1m,True,39,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,40,arxiv,0.041,0.04095904095904095,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,2.6157410024018968
A4_A5_train_1m,train,1m,True,41,arxiv,0.034,0.034,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,2.1713202262377114
A4_A5_train_1m,train,1m,True,42,arxiv,0.006,0.005994005994005993,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.38279136620515564
A4_A5_train_1m,train,1m,True,43,arxiv,0.327,0.3266733266733267,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,20.862129458180988
A4_A5_train_1m,train,1m,True,44,arxiv,0.003,0.002999999999999999,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.19158707878568038
A4_A5_train_1m,train,1m,True,45,arxiv,0.904,0.903096903096903,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,57.67389917491012
A4_A5_train_1m,train,1m,True,46,arxiv,0.008,0.007992007992007992,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.5103884882735409
A4_A5_train_1m,train,1m,True,47,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,48,arxiv,0.118,0.11800000000000001,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,7.535758432236763
A4_A5_train_1m,train,1m,True,49,arxiv,0.708,0.708,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,45.214550593420576
A4_A5_train_1m,train,1m,True,50,arxiv,0.546,0.5459999999999999,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,34.86884833899383
A4_A5_train_1m,train,1m,True,51,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,52,arxiv,0.064,0.06406406406406406,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,4.091282296390906
A4_A5_train_1m,train,1m,True,53,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,54,arxiv,0.099,0.09890109890109891,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,6.316057542385069
A4_A5_train_1m,train,1m,True,55,arxiv,0.108,0.108,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,6.897134836284495
A4_A5_train_1m,train,1m,True,56,arxiv,0.053,0.052894211576846296,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,3.3779491602265668
A4_A5_train_1m,train,1m,True,57,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,58,arxiv,0.019,0.019,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,1.2133848323093093
A4_A5_train_1m,train,1m,True,59,arxiv,0.278,0.2782782782782783,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,17.771507474948
A4_A5_train_1m,train,1m,True,60,arxiv,0.311,0.311,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,19.861193834115536
A4_A5_train_1m,train,1m,True,61,arxiv,0.022,0.022022022022022022,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,1.4063782893843741
A4_A5_train_1m,train,1m,True,62,arxiv,0.11,0.11,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,7.024859555474949
A4_A5_train_1m,train,1m,True,63,arxiv,0.029,0.029,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,1.8520084282615774
A4_A5_train_1m,train,1m,True,64,arxiv,0.601,0.6003996003996003,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,38.342935181549755
A4_A5_train_1m,train,1m,True,65,arxiv,0.091,0.091,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,5.811474723165639
A4_A5_train_1m,train,1m,True,66,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,67,arxiv,0.003,0.0029970029970029966,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.19139568310257782
A4_A5_train_1m,train,1m,True,68,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,69,arxiv,0.001,0.001,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0638623595952268
A4_A5_train_1m,train,1m,True,70,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,71,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,72,arxiv,0.038,0.038,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,2.4267696646186185
A4_A5_train_1m,train,1m,True,73,arxiv,0.001,0.0009990009990009992,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.06379856103419262
A4_A5_train_1m,train,1m,True,74,arxiv,0.626,0.6266266266266266,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,40.017854961573555
A4_A5_train_1m,train,1m,True,75,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,76,arxiv,0.561,0.5615615615615616,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,35.86264637930154
A4_A5_train_1m,train,1m,True,77,arxiv,0.001,0.001,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0638623595952268
A4_A5_train_1m,train,1m,True,78,arxiv,0.471,0.471,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,30.079171369351823
A4_A5_train_1m,train,1m,True,79,arxiv,0.659,0.659,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,42.08529497325447
A4_A5_train_1m,train,1m,True,80,arxiv,0.001,0.001,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0638623595952268
A4_A5_train_1m,train,1m,True,81,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,82,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,83,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,84,arxiv,0.154,0.15384615384615385,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,9.824978399265664
A4_A5_train_1m,train,1m,True,85,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,86,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,87,arxiv,0.179,0.17882117882117884,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,11.41994242512048
A4_A5_train_1m,train,1m,True,88,arxiv,0.716,0.716,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,45.72544947018239
A4_A5_train_1m,train,1m,True,89,arxiv,0.064,0.06406406406406406,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,4.091282296390906
A4_A5_train_1m,train,1m,True,90,arxiv,0.576,0.5765765765765766,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,36.82154066751816
A4_A5_train_1m,train,1m,True,91,arxiv,0.169,0.16916916916916916,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,10.803542313907236
A4_A5_train_1m,train,1m,True,92,arxiv,0.018,0.018018018018018018,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,1.1506731458599424
A4_A5_train_1m,train,1m,True,93,arxiv,0.007,0.007007007007007006,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.44748400116775533
A4_A5_train_1m,train,1m,True,94,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,95,arxiv,0.002,0.002002002002002002,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.12785257176221582
A4_A5_train_1m,train,1m,True,96,arxiv,0.553,0.5535535535535535,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,35.35123609225268
A4_A5_train_1m,train,1m,True,97,arxiv,0.046,0.04590818363273453,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,2.9318049315173984
A4_A5_train_1m,train,1m,True,98,arxiv,0.013,0.012987012987012984,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.8293812934445038
A4_A5_train_1m,train,1m,True,99,arxiv,0.068,0.06793206793206794,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,4.338302150325098
A4_A5_train_1m,train,1m,True,100,arxiv,0.232,0.23223223223223222,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,14.830898324417035
A4_A5_train_1m,train,1m,True,101,arxiv,0.009,0.00899100899100899,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.5741870493077335
A4_A5_train_1m,train,1m,True,102,arxiv,0.01,0.01,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.638623595952268
A4_A5_train_1m,train,1m,True,103,arxiv,0.004,0.003996003996003997,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.2551942441367705
A4_A5_train_1m,train,1m,True,104,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,105,arxiv,0.009,0.00899100899100899,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.5741870493077335
A4_A5_train_1m,train,1m,True,106,arxiv,0.028,0.028028028028028028,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,1.7899360046710215
A4_A5_train_1m,train,1m,True,107,arxiv,0.009,0.008991008991008992,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.5741870493077336
A4_A5_train_1m,train,1m,True,108,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,109,arxiv,0.005,0.004995004995004994,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.318992805170963
A4_A5_train_1m,train,1m,True,110,arxiv,0.001,0.001,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0638623595952268
A4_A5_train_1m,train,1m,True,111,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,112,arxiv,0.148,0.14814814814814814,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,9.461090310403971
A4_A5_train_1m,train,1m,True,113,arxiv,0.005,0.005,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.319311797976134
A4_A5_train_1m,train,1m,True,114,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,115,arxiv,0.109,0.10910910910910909,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,6.967965161040762
A4_A5_train_1m,train,1m,True,116,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,117,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,118,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,119,arxiv,0.351,0.35064935064935066,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,22.39329492300161
A4_A5_train_1m,train,1m,True,120,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,121,arxiv,0.132,0.13186813186813187,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,8.421410056513425
A4_A5_train_1m,train,1m,True,122,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,123,arxiv,0.018,0.017982017982017984,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,1.1483740986154671
A4_A5_train_1m,train,1m,True,124,arxiv,0.714,0.7132867132867133,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,45.55217257841353
A4_A5_train_1m,train,1m,True,125,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,126,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,127,arxiv,0.059,0.059059059059059046,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,3.7716508669853663
A4_A5_train_1m,train,1m,True,128,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,129,arxiv,0.228,0.22822822822822822,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,14.575193180892605
A4_A5_train_1m,train,1m,True,130,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,131,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,132,arxiv,0.041,0.041,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,2.6183567434042994
A4_A5_train_1m,train,1m,True,133,arxiv,0.011,0.011022044088176352,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.7038937430335619
A4_A5_train_1m,train,1m,True,134,arxiv,0.01,0.01,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.638623595952268
A4_A5_train_1m,train,1m,True,135,arxiv,0.46,0.4604604604604604,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,29.406091505309636
A4_A5_train_1m,train,1m,True,136,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,137,arxiv,0.106,0.10589410589410587,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,6.762647469624416
A4_A5_train_1m,train,1m,True,138,arxiv,0.008,0.008,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.5108988767618144
A4_A5_train_1m,train,1m,True,139,arxiv,0.157,0.157,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,10.026390456450608
A4_A5_train_1m,train,1m,True,140,arxiv,0.052,0.05194805194805194,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,3.3175251737780154
A4_A5_train_1m,train,1m,True,141,arxiv,0.034,0.034,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,2.1713202262377114
A4_A5_train_1m,train,1m,True,142,arxiv,0.001,0.001002004008016032,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.06399034027577835
A4_A5_train_1m,train,1m,True,143,arxiv,0.002,0.0020020020020020016,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.1278525717622158
A4_A5_train_1m,train,1m,True,144,arxiv,0.001,0.001002004008016032,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.06399034027577835
A4_A5_train_1m,train,1m,True,145,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,146,arxiv,0.031,0.030969030969030965,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,1.9777553920599706
A4_A5_train_1m,train,1m,True,147,arxiv,0.006,0.006,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.38317415757136086
A4_A5_train_1m,train,1m,True,148,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,149,arxiv,0.234,0.23376623376623382,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,14.928863282001075
A4_A5_train_1m,train,1m,True,150,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,151,arxiv,0.056,0.05605605605605605,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,3.5798720093420426
A4_A5_train_1m,train,1m,True,152,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,153,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,154,arxiv,0.056,0.056,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,3.5762921373327012
A4_A5_train_1m,train,1m,True,155,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,156,arxiv,0.008,0.008,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.5108988767618144
A4_A5_train_1m,train,1m,True,157,arxiv,0.116,0.11588411588411587,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,7.400633079966343
A4_A5_train_1m,train,1m,True,158,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,159,arxiv,0.094,0.09409409409409408,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,6.009070872824143
A4_A5_train_1m,train,1m,True,160,arxiv,0.001,0.001001001001001001,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.06392628588110791
A4_A5_train_1m,train,1m,True,161,arxiv,0.008,0.008008008008008008,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.5114102870488633
A4_A5_train_1m,train,1m,True,162,arxiv,0.261,0.261,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,16.668075854354196
A4_A5_train_1m,train,1m,True,163,arxiv,0.237,0.23723723723723722,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,15.150529753822575
A4_A5_train_1m,train,1m,True,164,arxiv,0.486,0.4864864864864864,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,31.06817493821844
A4_A5_train_1m,train,1m,True,165,arxiv,0.001,0.001002004008016032,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.06399034027577835
A4_A5_train_1m,train,1m,True,166,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,167,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,168,arxiv,0.212,0.2122122122122122,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,13.552372606794878
A4_A5_train_1m,train,1m,True,169,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,170,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,171,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,172,arxiv,0.026,0.02597402597402597,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,1.6587625868890077
A4_A5_train_1m,train,1m,True,173,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,174,arxiv,0.001,0.001001001001001001,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.06392628588110791
A4_A5_train_1m,train,1m,True,175,arxiv,0.001,0.001,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0638623595952268
A4_A5_train_1m,train,1m,True,176,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,177,arxiv,0.002,0.002,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.1277247191904536
A4_A5_train_1m,train,1m,True,178,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,179,arxiv,0.001,0.001002004008016032,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.06399034027577835
A4_A5_train_1m,train,1m,True,180,arxiv,0.0,0.0,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,0.0
A4_A5_train_1m,train,1m,True,181,arxiv,0.083,0.08308308308308308,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,5.305881728131957
A4_A5_train_1m,train,1m,True,182,arxiv,0.057,0.05694305694305694,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,3.6365179789489788
A4_A5_train_1m,train,1m,True,183,arxiv,0.235,0.23476523476523478,direct,official_candidate,63.862359595226806,63.862359595226806,63.862359595226806,14.992661843035265
