scenario,compute_multiplier,type_shift,forecast_form,horizon_months,N_scale,D_scale,profile_n,q95_point,weighted_mean,profile_min,profile_max,interval_note
overall_stock_2_3x,2.3,pretrained_plus_10pp,platform,12,1.4565591604057573,1.5790639079563928,117,61.27867077611943,52.22420692775099,34.57225973308398,69.60166887555897,profile reweighting range; not a temporal forecast interval
overall_stock_2_3x,2.3,pretrained_plus_10pp,trend,12,1.4565591604057573,1.5790639079563928,117,72.78333837039172,63.72887452202329,46.07692732735627,81.10633646983126,profile reweighting range; not a temporal forecast interval
overall_stock_2_3x,2.3,pretrained_minus_10pp,platform,12,1.4565591604057573,1.5790639079563928,117,61.27867077611943,52.54891490106999,34.57225973308398,69.60166887555897,profile reweighting range; not a temporal forecast interval
overall_stock_2_3x,2.3,pretrained_minus_10pp,trend,12,1.4565591604057573,1.5790639079563928,117,72.78333837039172,64.0535824953423,46.07692732735627,81.10633646983126,profile reweighting range; not a temporal forecast interval
overall_stock_2_3x,2.3,chat_plus_10pp,platform,12,1.4565591604057573,1.5790639079563928,117,61.27867077611943,52.43108003061066,34.57225973308398,69.60166887555897,profile reweighting range; not a temporal forecast interval
overall_stock_2_3x,2.3,chat_plus_10pp,trend,12,1.4565591604057573,1.5790639079563928,117,72.78333837039172,63.93574762488295,46.07692732735627,81.10633646983126,profile reweighting range; not a temporal forecast interval
overall_stock_2_3x,2.3,chat_minus_10pp,platform,12,1.4565591604057573,1.5790639079563928,117,61.27867077611943,52.440648056044,34.57225973308398,69.60166887555897,profile reweighting range; not a temporal forecast interval
overall_stock_2_3x,2.3,chat_minus_10pp,trend,12,1.4565591604057573,1.5790639079563928,117,72.78333837039172,63.9453156503163,46.07692732735627,81.10633646983126,profile reweighting range; not a temporal forecast interval
frontier_low_4x,4.0,baseline,platform,12,1.870007806057846,2.1390285040747363,117,63.35979255498492,54.36437080016498,35.53116684520494,71.71819491815602,profile reweighting range; not a temporal forecast interval
frontier_low_4x,4.0,baseline,trend,12,1.870007806057846,2.1390285040747363,117,74.86446014925721,65.86903839443727,47.03583443947724,83.2228625124283,profile reweighting range; not a temporal forecast interval
frontier_low_4x,4.0,pretrained_plus_10pp,platform,12,1.870007806057846,2.1390285040747363,117,63.35979255498492,54.14393871900077,35.53116684520494,71.71819491815602,profile reweighting range; not a temporal forecast interval
frontier_low_4x,4.0,pretrained_plus_10pp,trend,12,1.870007806057846,2.1390285040747363,117,74.86446014925721,65.64860631327305,47.03583443947724,83.2228625124283,profile reweighting range; not a temporal forecast interval
frontier_low_4x,4.0,pretrained_minus_10pp,platform,12,1.870007806057846,2.1390285040747363,117,63.35979255498492,54.478039148331135,35.53116684520494,71.71819491815602,profile reweighting range; not a temporal forecast interval
frontier_low_4x,4.0,pretrained_minus_10pp,trend,12,1.870007806057846,2.1390285040747363,117,74.86446014925721,65.98270674260343,47.03583443947724,83.2228625124283,profile reweighting range; not a temporal forecast interval
frontier_low_4x,4.0,chat_plus_10pp,platform,12,1.870007806057846,2.1390285040747363,117,63.35979255498492,54.35727101748943,35.53116684520494,71.71819491815602,profile reweighting range; not a temporal forecast interval
frontier_low_4x,4.0,chat_plus_10pp,trend,12,1.870007806057846,2.1390285040747363,117,74.86446014925721,65.86193861176172,47.03583443947724,83.2228625124283,profile reweighting range; not a temporal forecast interval
frontier_low_4x,4.0,chat_minus_10pp,platform,12,1.870007806057846,2.1390285040747363,117,63.35979255498492,54.366498197756925,35.53116684520494,71.71819491815602,profile reweighting range; not a temporal forecast interval
frontier_low_4x,4.0,chat_minus_10pp,trend,12,1.870007806057846,2.1390285040747363,117,74.86446014925721,65.87116579202922,47.03583443947724,83.2228625124283,profile reweighting range; not a temporal forecast interval
frontier_high_5x,5.0,baseline,platform,12,2.068237634664749,2.417517173170705,117,64.20241134612623,55.15220535752124,35.95535066691589,72.57283568764626,profile reweighting range; not a temporal forecast interval
frontier_high_5x,5.0,baseline,trend,12,2.068237634664749,2.417517173170705,117,75.70707894039852,66.65687295179356,47.46001826118818,84.07750328191855,profile reweighting range; not a temporal forecast interval
frontier_high_5x,5.0,pretrained_plus_10pp,platform,12,2.068237634664749,2.417517173170705,117,64.20241134612623,54.929547977532,35.95535066691589,72.57283568764626,profile reweighting range; not a temporal forecast interval
frontier_high_5x,5.0,pretrained_plus_10pp,trend,12,2.068237634664749,2.417517173170705,117,75.70707894039852,66.43421557180429,47.46001826118818,84.07750328191855,profile reweighting range; not a temporal forecast interval
frontier_high_5x,5.0,pretrained_minus_10pp,platform,12,2.068237634664749,2.417517173170705,117,64.20241134612623,55.267021206723925,35.95535066691589,72.57283568764626,profile reweighting range; not a temporal forecast interval
frontier_high_5x,5.0,pretrained_minus_10pp,trend,12,2.068237634664749,2.417517173170705,117,75.70707894039852,66.77168880099623,47.46001826118818,84.07750328191855,profile reweighting range; not a temporal forecast interval
frontier_high_5x,5.0,chat_plus_10pp,platform,12,2.068237634664749,2.417517173170705,117,64.20241134612623,55.1452069859,35.95535066691589,72.57283568764626,profile reweighting range; not a temporal forecast interval
frontier_high_5x,5.0,chat_plus_10pp,trend,12,2.068237634664749,2.417517173170705,117,75.70707894039852,66.6498745801723,47.46001826118818,84.07750328191855,profile reweighting range; not a temporal forecast interval
frontier_high_5x,5.0,chat_minus_10pp,platform,12,2.068237634664749,2.417517173170705,117,64.20241134612623,55.15430236803763,35.95535066691589,72.57283568764626,profile reweighting range; not a temporal forecast interval
frontier_high_5x,5.0,chat_minus_10pp,trend,12,2.068237634664749,2.417517173170705,117,75.70707894039852,66.65896996230991,47.46001826118818,84.07750328191855,profile reweighting range; not a temporal forecast interval
