id,dataset,domain,Q_candidate,score_status
BkiUdb45qdmDD94KRNW6,A1,arxiv,78.56563512,candidate_not_validated
BkiUc_I5qYVBWXyireYI,A1,arxiv,68.15018728,candidate_not_validated
BkiUav3xK6nrxqmoxKc4,A1,arxiv,68.22225406,candidate_not_validated
BkiUfHs5qhLBvG9b_Ccl,A1,arxiv,78.03602425,candidate_not_validated
BkiUfBXxK3YB9i3RNEBb,A1,arxiv,73.25924852,candidate_not_validated
BkiUdl84uBhjAAuFmfLG,A1,arxiv,78.62669427,candidate_not_validated
BkiUf13xK1fBGwCLPSMO,A1,arxiv,74.60289338,candidate_not_validated
BkiUbEHxK7ICUubsx6Ic,A1,arxiv,76.83305656,candidate_not_validated
BkiUbVQ5qhLACAkw_leP,A1,arxiv,67.68666139,candidate_not_validated
BkiUd9zxK2li-F6JzCsS,A1,arxiv,73.45978168,candidate_not_validated
BkiUbck4uBhhxKZ5uaCF,A1,arxiv,71.71994022,candidate_not_validated
BkiUd5s25V5jBFwBuKof,A1,arxiv,74.1356801,candidate_not_validated
BkiUdeo5qX_BnmUhN6EM,A1,arxiv,73.2196388,candidate_not_validated
BkiUcvY4eIXhokFxRhFy,A1,arxiv,70.51155878,candidate_not_validated
BkiUdGM4ubnjow-6Mjh5,A1,arxiv,74.01031182,candidate_not_validated
BkiUcnnxK4sA-46xNddg,A1,arxiv,75.15693315,candidate_not_validated
BkiUbIA5qWTD6fM1V7xu,A1,arxiv,82.74805429,candidate_not_validated
BkiUeL04dbghYS8bBLKb,A1,arxiv,69.30897277,candidate_not_validated
BkiUc_Q5qoYAlE7mUWSI,A1,arxiv,36.27589575,candidate_not_validated
BkiUbKs5qU2ApuiOWGYO,A1,arxiv,70.40454439,candidate_not_validated
BkiUc2zxK6wB9k0iLNKt,A1,arxiv,76.28448429,candidate_not_validated
BkiUdYM4ukPiEUwWDEcV,A1,arxiv,80.03503271,candidate_not_validated
BkiUd3U4eIOjSJ68LGD2,A1,arxiv,76.78004008,candidate_not_validated
BkiUfHg5qsFCifBZHZLT,A1,arxiv,75.3387714,candidate_not_validated
BkiUe-bxK4tBVhat5pTg,A1,arxiv,72.47958703,candidate_not_validated
BkiUdTA4uBhivVgojJ1E,A1,arxiv,76.88873743,candidate_not_validated
BkiUbovxK4sA-9F9jBrS,A1,arxiv,76.63018638,candidate_not_validated
BkiUdq45qoYA2zk0vrSH,A1,arxiv,75.32976904,candidate_not_validated
BkiUdV45i7PA9OlIEcJP,A1,arxiv,67.30962265,candidate_not_validated
BkiUa5w5qX_AYzDLroyZ,A1,arxiv,72.37676119,candidate_not_validated
BkiUeGjxK7FjYEXSFtkH,A1,arxiv,71.45358738,candidate_not_validated
BkiUdQs4eIXhqTbAZ6vi,A1,arxiv,72.94491855,candidate_not_validated
BkiUc-vxK6nrxpQc1A6q,A1,arxiv,69.7849895,candidate_not_validated
BkiUeyY25V5jJ1pbbnv0,A1,arxiv,76.78377207,candidate_not_validated
BkiUfovxK7kjXIK5t9Ch,A1,arxiv,67.95956573,candidate_not_validated
BkiUaHLxK0-nUGYe3P7a,A1,arxiv,69.95195548,candidate_not_validated
BkiUc7w4eIXhwh1BwyuE,A1,arxiv,70.56943132,candidate_not_validated
BkiUa1LxK6-gDz87Nvcz,A1,arxiv,76.91592007,candidate_not_validated
BkiUdZDxK4tBVicoC6ij,A1,arxiv,67.09310508,candidate_not_validated
BkiUdqw25V5jEEL8tP0l,A1,arxiv,75.99222038,candidate_not_validated
BkiUdvbxaKgQL0dMaDiQ,A1,arxiv,68.75900526,candidate_not_validated
BkiUdZM4dbghZzegCCP7,A1,arxiv,79.03138358,candidate_not_validated
BkiUdTvxK6wB9mpb2KKI,A1,arxiv,73.03168668,candidate_not_validated
BkiUd0c5qWTBLNsCq9jW,A1,arxiv,75.36722088,candidate_not_validated
BkiUfCLxK0iCl4WD5TiB,A1,arxiv,60.960274,candidate_not_validated
BkiUdvU5qsBDHTHZ3jMg,A1,arxiv,79.34200614,candidate_not_validated
BkiUbAU5qsJBjjX4UzLd,A1,arxiv,69.60242726,candidate_not_validated
BkiUdqE4eIOjRwMTjGno,A1,arxiv,68.01615777,candidate_not_validated
BkiUdVw4eIZijW5EQLXO,A1,arxiv,77.35016386,candidate_not_validated
BkiUdJc5qsBC_MvyfL35,A1,arxiv,70.00603071,candidate_not_validated
BkiUervxK1Thg9qFezh8,A1,arxiv,77.48597097,candidate_not_validated
BkiUfxXxK1ThhCdy-5v3,A1,arxiv,72.25978627,candidate_not_validated
BkiUfTHxK0fkXPSOrRn8,A1,arxiv,77.80390301,candidate_not_validated
BkiUcKvxK6-gDz87O8I5,A1,arxiv,79.32868769,candidate_not_validated
BkiUduE4eIXgu5sT-Z3g,A1,arxiv,72.21499799,candidate_not_validated
BkiUdV84c3aisLf0PuG9,A1,arxiv,68.620164,candidate_not_validated
BkiUcY3xK1fBGsWmup8P,A1,arxiv,76.17708077,candidate_not_validated
BkiUdMXxK3xgpZzQoFCv,A1,arxiv,80.40444015,candidate_not_validated
BkiUgBDxK7IADzpkVqhY,A1,arxiv,69.93961974,candidate_not_validated
BkiUckPxK7Dgs_cY5WH1,A1,arxiv,71.76716413,candidate_not_validated
BkiUbAE5i7PA9OgJC22W,A1,arxiv,72.80467189,candidate_not_validated
BkiUbybxK19JmejM8HP8,A1,arxiv,74.36967694,candidate_not_validated
BkiUgKbxK7Tt522WdVLV,A1,arxiv,74.55462539,candidate_not_validated
BkiUdZE5qsMAI4khReue,A1,arxiv,79.2286963,candidate_not_validated
BkiUcO7xK0iCl7UGWjGg,A1,arxiv,72.69994973,candidate_not_validated
BkiUfYQ5qhDCjWqnQ3hH,A1,arxiv,76.43183741,candidate_not_validated
BkiUeZrxK4tBVicoD6Ga,A1,arxiv,77.22742499,candidate_not_validated
BkiUfe85qhLBfzo2pOli,A1,arxiv,68.64392476,candidate_not_validated
BkiUdu85qYVBhn-WmWnJ,A1,arxiv,80.07576598,candidate_not_validated
BkiUddg5qhLBXQtDHM5m,A1,arxiv,71.98719991,candidate_not_validated
BkiUeJk25YjgKNDlWMnH,A1,arxiv,76.84798726,candidate_not_validated
BkiUdmg5qYVBXTJ3BsEF,A1,arxiv,79.24013396,candidate_not_validated
BkiUdd05qWTA8JC6STHR,A1,arxiv,61.67173037,candidate_not_validated
BkiUd4g4dbghUyoCIbIC,A1,arxiv,80.02593798,candidate_not_validated
BkiUfs_xK6mkyCfOErHR,A1,arxiv,74.54856725,candidate_not_validated
BkiUfK425V5jQ-dgBK4F,A1,arxiv,73.09224979,candidate_not_validated
BkiUdZI5qWTA_H8tsybT,A1,arxiv,70.02908574,candidate_not_validated
BkiUd3E5qoTBB2nxJLAl,A1,arxiv,74.34033639,candidate_not_validated
BkiUdx05qsBDH65QVtNl,A1,arxiv,72.68264263,candidate_not_validated
BkiUcD_xK7kjXIdG9gHx,A1,arxiv,70.85037501,candidate_not_validated
BkiUdKzxK6Ot9WA5hefz,A1,arxiv,58.8671875,candidate_not_validated
BkiUd1E5qsMAIzZBdsn6,A1,arxiv,59.73996235,candidate_not_validated
BkiUdbA5qhLBWAiyVCvb,A1,arxiv,70.01586672,candidate_not_validated
BkiUczvxK3YB9i3RKhUS,A1,arxiv,49.37195592,candidate_not_validated
BkiUbZjxK5YsWR0Kh47-,A1,arxiv,73.97973983,candidate_not_validated
BkiUa5U4ubnjoqNEqD9W,A1,arxiv,81.05449443,candidate_not_validated
BkiUd1U25V5jB4AVSE0P,A1,arxiv,65.52679233,candidate_not_validated
BkiUcunxK4tBVhat3gJO,A1,arxiv,71.90872224,candidate_not_validated
BkiUalHxK7DgtAAQGwWA,A1,arxiv,75.18981836,candidate_not_validated
BkiUd4c4uzlh5TJwJHWa,A1,arxiv,72.2118408,candidate_not_validated
BkiUak3xK2li-F6JwYSJ,A1,arxiv,74.529163,candidate_not_validated
BkiUd3U5qoTBG9o64jwL,A1,arxiv,76.9152088,candidate_not_validated
BkiUc_s5qsBC-ZU-Hmyc,A1,arxiv,68.63376778,candidate_not_validated
BkiUeArxK6wB9mn4_v06,A1,arxiv,76.20678797,candidate_not_validated
BkiUairxK6wB9mpbzooS,A1,arxiv,71.38339734,candidate_not_validated
BkiUdYU25YjgKOpQ6oY3,A1,arxiv,75.22623407,candidate_not_validated
BkiUdso25V5jCst-SORs,A1,arxiv,75.62949215,candidate_not_validated
BkiUatDxK4sA-9F9iLym,A1,arxiv,77.0075391,candidate_not_validated
BkiUebXxK6Ot9V_E5ERu,A1,arxiv,65.93234214,candidate_not_validated
BkiUeH04dbghfPG8YJBu,A1,arxiv,70.57490138,candidate_not_validated
BkiUdJXxK6nrxl9bNU3t,A1,arxiv,76.56797368,candidate_not_validated
BkiUaV7xK0fkXPSOneXZ,A1,arxiv,76.70409278,candidate_not_validated
BkiUfDnxK6nrxq6DpSrb,A1,arxiv,75.79621392,candidate_not_validated
BkiUfvnxK3YB9ohkPj9J,A1,arxiv,74.11792439,candidate_not_validated
BkiUdvc4eIOjR_CK1Z2j,A1,arxiv,77.18600263,candidate_not_validated
BkiUdQY4ubnhAvmH63ED,A1,arxiv,71.86684011,candidate_not_validated
BkiUddU5qsBB3YgznBVN,A1,arxiv,65.14872467,candidate_not_validated
BkiUdiY4eIfiUYvU09Vw,A1,arxiv,74.21358023,candidate_not_validated
BkiUdqc4eIOjRvCHtF0k,A1,arxiv,76.95655592,candidate_not_validated
BkiUdOk5qWTA8xMZTlnM,A1,arxiv,75.5839802,candidate_not_validated
BkiUe7a6NNjgBtyghHQJ,A1,arxiv,77.12526376,candidate_not_validated
BkiUdtY5qsBDCrvnORH5,A1,arxiv,71.93630236,candidate_not_validated
BkiUeILxK4sA-5fmyDe0,A1,arxiv,75.25279182,candidate_not_validated
BkiUdIfxK1yAga6Jr2zw,A1,arxiv,72.1170513,candidate_not_validated
BkiUfZs5qhLBmqyw59dW,A1,arxiv,78.54983011,candidate_not_validated
BkiUdO8241xiEnW_4uiy,A1,arxiv,75.49368947,candidate_not_validated
BkiUc9c5qsBC5lINcD2t,A1,arxiv,65.62008794,candidate_not_validated
BkiUc9DxK0zjCsHeaflN,A1,arxiv,75.48456435,candidate_not_validated
BkiUcanxK7Tt52mM8ZKt,A1,arxiv,71.41065025,candidate_not_validated
BkiUdsw4ukPiEUQBmYD_,A1,arxiv,73.77616259,candidate_not_validated
BkiUdng5qhDACudDNyT7,A1,arxiv,73.72335383,candidate_not_validated
BkiUc5zxK6EuM_Ubqfdi,A1,arxiv,75.20413926,candidate_not_validated
BkiUc5E5qoTAmkNrkwkS,A1,arxiv,73.64498843,candidate_not_validated
BkiUc9I5ixsDMB_MitkG,A1,arxiv,72.95755179,candidate_not_validated
BkiUa9o4uBhhxDSKxoGn,A1,arxiv,72.27414171,candidate_not_validated
BkiUcV_xK4sA-9F9jqWm,A1,arxiv,69.56386814,candidate_not_validated
BkiUc2I4ubngyA6kKubo,A1,arxiv,74.23017614,candidate_not_validated
BkiUaEE25V5hRtaNitmg,A1,arxiv,75.96193643,candidate_not_validated
BkiUe0W6NNjgB1scZ_gZ,A1,arxiv,72.99183231,candidate_not_validated
BkiUahnxK1UJ-rRH9zmm,A1,arxiv,74.71570493,candidate_not_validated
BkiUb_A5qsNCPeN2FHd8,A1,arxiv,56.95068238,candidate_not_validated
BkiUc4LxK0zjCobCOFe2,A1,arxiv,76.06235479,candidate_not_validated
BkiUepXxK7IDND_hDgzg,A1,arxiv,75.24392179,candidate_not_validated
BkiUe2zxK0fkXPSOq-FE,A1,arxiv,75.1263383,candidate_not_validated
BkiUdds4eIXh0sNxw2Ig,A1,arxiv,71.76615577,candidate_not_validated
BkiUb7_xK1UJ-rWoIn0Y,A1,arxiv,63.30334812,candidate_not_validated
BkiUd_e6NNjgBpvICM3T,A1,arxiv,67.78034872,candidate_not_validated
BkiUdbs5qoTA_-bStJGz,A1,arxiv,72.77053192,candidate_not_validated
BkiUgD_xK6Ot9WA5kRT_,A1,arxiv,72.35163458,candidate_not_validated
BkiUdtE4uzlhfMbxUQMX,A1,arxiv,71.24868721,candidate_not_validated
BkiUd7E5qoTBC5y2MUa5,A1,arxiv,80.07051966,candidate_not_validated
BkiUdyk4uzlh5xHhzVik,A1,arxiv,78.16254615,candidate_not_validated
BkiUfQM5qhLBeyJsPR3P,A1,arxiv,71.84881944,candidate_not_validated
BkiUczc5qhDACrbibYto,A1,arxiv,73.56141616,candidate_not_validated
BkiUbrU4uzqh_Kly7amc,A1,arxiv,78.47707817,candidate_not_validated
BkiUbRY4eIfiURL9QzlY,A1,arxiv,70.56302409,candidate_not_validated
BkiUbgw5qsFAf4WX2WDt,A1,arxiv,73.36795835,candidate_not_validated
BkiUgqXxK02iP5rWMwfQ,A1,arxiv,75.61575892,candidate_not_validated
BkiUf5k5qhDBLPWJMGyD,A1,arxiv,67.47696829,candidate_not_validated
BkiUc9c25V5ioeHBl6dH,A1,arxiv,70.43467669,candidate_not_validated
BkiUbbDxK7ICUmfbyc3i,A1,arxiv,67.33386361,candidate_not_validated
BkiUdObxK7IDBOV4sdC7,A1,arxiv,77.89860518,candidate_not_validated
BkiUfaA5qhLBrnqN0YOS,A1,arxiv,77.19164353,candidate_not_validated
BkiUd9g4eIfiUUgeh0VY,A1,arxiv,75.46041339,candidate_not_validated
BkiUeATxK4sA-7sDf1HS,A1,arxiv,75.18974136,candidate_not_validated
BkiUe2c5qhDCNj5tiQd0,A1,arxiv,78.37187651,candidate_not_validated
BkiUfP3xK03BfL1dWd7s,A1,arxiv,75.10385461,candidate_not_validated
BkiUc5Q5qWTA5dUDj6cR,A1,arxiv,65.56972456,candidate_not_validated
BkiUdVw5qsFAfoQ6RPbj,A1,arxiv,75.41504728,candidate_not_validated
BkiUdjM4ukPiEekASt6Y,A1,arxiv,75.86375631,candidate_not_validated
BkiUbB04eILhQCVbc-NL,A1,arxiv,68.71562972,candidate_not_validated
BkiUd7A5qoaAwj4XOuFT,A1,arxiv,71.31116388,candidate_not_validated
BkiUfza6NNjgBpvIEAyi,A1,arxiv,73.36381628,candidate_not_validated
BkiUdfw5qoTAjdlTMp-x,A1,arxiv,69.58085942,candidate_not_validated
BkiUbLTxaJJQn1aABSu7,A1,arxiv,73.69070702,candidate_not_validated
BkiUbU7xK0iCl7DT6sRT,A1,arxiv,73.65380269,candidate_not_validated
BkiUd-k5qX_Bw5o9Imfb,A1,arxiv,67.89828599,candidate_not_validated
BkiUc-o4dbgg3WyiswoA,A1,arxiv,65.99655637,candidate_not_validated
BkiUblY5qU2Ap2IpcyL5,A1,arxiv,77.20186385,candidate_not_validated
BkiUdZfxaKgQKN2tUZY1,A1,arxiv,65.65714907,candidate_not_validated
BkiUe4vxK7Dgs_cY6wtW,A1,arxiv,72.39964991,candidate_not_validated
BkiUfz45qhDCjszB7VNQ,A1,arxiv,76.57347702,candidate_not_validated
BkiUfmbxK6wB9lIs_Mx6,A1,arxiv,78.07583677,candidate_not_validated
BkiUbmrxaL3SuhzLmt7Y,A1,arxiv,77.92482925,candidate_not_validated
BkiUa0w25V5hd-428LQo,A1,arxiv,67.38341991,candidate_not_validated
BkiUbhvxaL3Sug5GKihy,A1,arxiv,79.1897737,candidate_not_validated
BkiUeKs5qoYDgaG4SBYQ,A1,arxiv,72.47476257,candidate_not_validated
BkiUfBHxK7ICUmfb0iHq,A1,arxiv,75.41838173,candidate_not_validated
BkiUdw85qhLA-t92JkvO,A1,arxiv,68.00803683,candidate_not_validated
BkiUff3xK6-gDyrT_jbl,A1,arxiv,71.52865996,candidate_not_validated
BkiUcD3xK7DgtAAQIHKP,A1,arxiv,69.37420393,candidate_not_validated
BkiUbWU5qoaAwnMw70bx,A1,arxiv,77.43905104,candidate_not_validated
