dataset,role_plot,index,pc1,pc2,nearest_train_aitchison
A4_A5_train_1m,train,149,4.104069213913871,5.8615877498645474,0.0
A4_A5_train_1m,train,150,3.1884027095454512,4.510751171071226,0.0
A4_A5_train_1m,train,151,1.7429505787518225,-3.4784154237740608,0.0
A4_A5_train_1m,train,152,-1.29358400166157,6.3043127769750065,0.0
A4_A5_train_1m,train,153,-1.5167788072870674,2.1660513786020914,0.0
A4_A5_train_1m,train,154,5.204638187591184,3.8513736390261992,0.0
A4_A5_train_1m,train,155,-6.134129968526855,-2.442031261795526,0.0
A4_A5_train_1m,train,156,-0.08875268241989914,3.4709125118394057,0.0
A4_A5_train_1m,train,157,-0.5569658656568035,-3.288499638957714,0.0
A4_A5_train_1m,train,158,-3.9155520832009048,-2.275189100267116,0.0
A4_A5_train_1m,train,159,-0.9062327372750407,-3.4369657482656977,0.0
A4_A5_train_1m,train,160,-4.3904046200044755,0.55564171655356,0.0
A4_A5_train_1m,train,161,1.8364982177959377,3.680718178781442,0.0
A4_A5_train_1m,train,162,5.15563644143544,-3.770730375849908,0.0
A4_A5_train_1m,train,163,1.1257375005985961,-3.1445250706164645,0.0
A4_A5_train_1m,train,164,7.372447949867237,-0.44926163667280555,0.0
A4_A5_train_1m,train,165,-1.1298255525007381,2.0320461344475107,0.0
A4_A5_train_1m,train,166,-8.584349561739014,-0.22823910092559047,0.0
A4_A5_train_1m,train,167,-2.089801063733321,4.329392354976315,0.0
A4_A5_train_1m,train,168,3.961704531904216,-6.527019867389876,0.0
A4_A5_train_1m,train,169,-5.003563113467695,-5.466844266999437,0.0
A4_A5_train_1m,train,170,-1.7186180006564777,2.398981576584154,0.0
A4_A5_train_1m,train,171,-5.362735915752289,2.637230189471045,0.0
A4_A5_train_1m,train,172,-1.3521381984061847,1.9155321564702872,0.0
A4_A5_train_1m,train,173,-0.5808923233535281,-2.380494440486231,0.0
A4_A5_train_1m,train,174,-0.14028464915412672,-1.0750934568438817,0.0
A4_A5_train_1m,train,175,-8.377949215709604,-0.6781376073008821,0.0
A4_A5_train_1m,train,176,-5.590383103533974,1.7103335896440728,0.0
A4_A5_train_1m,train,177,2.0204619400217547,-3.2943703892934084,0.0
A4_A5_train_1m,train,178,-7.069347759675516,-3.5288938846019247,0.0
A4_A5_train_1m,train,179,2.0650617802779645,-0.05213444523948879,0.0
A4_A5_train_1m,train,180,5.818483238487777,-5.000665512829935,0.0
A4_A5_train_1m,train,181,3.703583529571516,-1.0324394484699027,0.0
A4_A5_train_1m,train,182,-0.3970928269563236,-0.3984491901368802,0.0
A4_A5_train_1m,train,183,-0.004546233584996062,-4.905610245229775,0.0
A4_A5_train_1m,train,184,-1.3891850412079207,-1.9494732412860536,0.0
A4_A5_train_1m,train,185,-0.8595522094390683,4.897663016383405,0.0
A4_A5_train_1m,train,186,-1.2387005203980173,-0.8202698718533148,0.0
A4_A5_train_1m,train,187,-3.6184959278256126,0.128755689866851,0.0
A4_A5_train_1m,train,188,-1.6758250408986646,0.7053366878776461,0.0
A4_A5_train_1m,train,189,0.35541839102343076,-3.773415997107629,0.0
A4_A5_train_1m,train,190,-5.044893163221809,2.2508652361739636,0.0
A4_A5_train_1m,train,191,-0.6936958123426749,3.6629156022743397,0.0
A4_A5_train_1m,train,192,-4.893957242453078,3.569548308313257,0.0
A4_A5_train_1m,train,193,0.6189037492622111,-8.447272523208023,0.0
A4_A5_train_1m,train,194,-3.014150412561555,-7.966668955684492,0.0
A4_A5_train_1m,train,195,3.9670328442630844,-1.8578797334799502,0.0
A4_A5_train_1m,train,196,7.07448252014233,-4.0024171807101,0.0
A4_A5_train_1m,train,197,-1.829441726512664,0.33371473982025246,0.0
A4_A5_train_1m,train,198,2.3863933426083737,2.579196260503697,0.0
A4_A5_train_1m,train,199,-0.722486500301989,-7.286955329025234,0.0
A4_A5_train_1m,train,200,-0.37753408359086527,3.159667058102859,0.0
A4_A5_train_1m,train,201,-1.6740155880067293,-0.30531230957066086,0.0
A4_A5_train_1m,train,202,1.5834343485940954,-6.076388857927077,0.0
A4_A5_train_1m,train,203,-4.675904155506032,-4.542522125115126,0.0
A4_A5_train_1m,train,204,-1.3286667250912576,3.1415036967441567,0.0
A4_A5_train_1m,train,205,1.8720645491643109,7.375092540438914,0.0
A4_A5_train_1m,train,206,1.759045719860564,4.861447789706973,0.0
A4_A5_train_1m,train,207,5.974858911072755,2.705275842126986,0.0
A4_A5_train_1m,train,208,-2.83949402124653,-4.142651715718429,0.0
A4_A5_train_1m,train,209,-1.6005593030588332,4.338004334068105,0.0
A4_A5_train_1m,train,210,5.894998671559646,4.638053244884451,0.0
A4_A5_train_1m,train,211,2.458982493020089,2.7540499314127866,0.0
A4_A5_train_1m,train,212,1.7237142083000183,-6.078315045483424,0.0
A4_A5_train_1m,train,213,-1.3238411540224688,0.38015287236200823,0.0
A4_A5_train_1m,train,214,1.203408795921468,-3.534781522212091,0.0
A4_A5_train_1m,train,215,3.010020109172143,0.28256070232864927,0.0
A4_A5_train_1m,train,216,2.7321097737591096,-5.854653083149573,0.0
A4_A5_train_1m,train,217,3.7410782471907615,4.058365944624869,0.0
A4_A5_train_1m,train,218,0.5545313517448118,-2.935584316735152,0.0
A4_A5_train_1m,train,219,3.2929568615393148,-1.7908069423904236,0.0
A4_A5_train_1m,train,220,-0.05397581187675704,5.487826893140891,0.0
A4_A5_train_1m,train,221,0.31079954512109564,-2.0144588659109175,0.0
A4_A5_train_1m,train,222,-3.3459404458526656,5.599096150922287,0.0
A4_A5_train_1m,train,223,-1.912953029686272,3.074418499654277,0.0
A4_A5_train_1m,train,224,-1.443886610406859,-3.6218364501743094,0.0
A4_A5_train_1m,train,225,2.010530586275332,2.6661024830556026,0.0
A4_A5_train_1m,train,226,2.373016179850376,2.505489872967666,0.0
A4_A5_train_1m,train,227,-0.041534801540185656,4.989574063688209,0.0
A4_A5_train_1m,train,228,-1.544760468199619,-3.4968043410507073,0.0
A4_A5_train_1m,train,229,-8.029216279230141,-3.997093341724996,0.0
A4_A5_train_1m,train,230,6.3086854515986825,-2.135252416499858,0.0
A4_A5_train_1m,train,231,-4.888175704752005,-1.0613903271356369,0.0
A4_A5_train_1m,train,232,-7.080254790327573,0.33497055077235105,0.0
A4_A5_train_1m,train,233,4.608479881686099,4.871470129707373,0.0
A4_A5_train_1m,train,234,-1.7732888229749555,-7.072824590032976,0.0
A4_A5_train_1m,train,235,-0.5491333680520358,5.655238108628822,0.0
A4_A5_train_1m,train,236,-1.7473149436224908,3.476142683516506,0.0
A4_A5_train_1m,train,237,2.447238132762834,-0.40233918806653873,0.0
A4_A5_train_1m,train,238,5.738050968908126,1.3065394384572424,0.0
A4_A5_train_1m,train,239,5.887437042337623,-2.5618484905335515,0.0
A4_A5_train_1m,train,240,-4.946456895572627,-1.8739924383118542,0.0
A4_A5_train_1m,train,241,-4.001577570495501,-2.3204443020881054,0.0
A4_A5_train_1m,train,242,1.5680494514019307,-2.23102964556349,0.0
A4_A5_train_1m,train,243,5.972344050003948,0.7941768178206989,0.0
A4_A5_train_1m,train,244,3.166016007072936,-4.737375273757162,0.0
A4_A5_train_1m,train,245,-1.6920855994631139,2.582369323441964,0.0
A4_A5_train_1m,train,246,6.377358242213313,1.8419152619671304,0.0
A4_A5_train_1m,train,247,-2.3211418452292283,3.591753126999591,0.0
A4_A5_train_1m,train,248,0.3361292523035856,-4.707224986860323,0.0
A4_A5_train_1m,train,249,-6.802636564060024,-0.8390149685141884,0.0
A4_A5_train_1m,train,250,4.620535441175959,0.7669500070224605,0.0
A4_A5_train_1m,train,251,-1.1854437943844085,7.0735029636493865,0.0
A4_A5_train_1m,train,252,-0.8997242759015238,2.395446678547743,0.0
A4_A5_train_1m,train,253,1.9539814930732202,1.2418137772762865,0.0
A4_A5_train_1m,train,254,1.5042311398081085,-1.6792010872468155,0.0
A4_A5_train_1m,train,255,4.761746625775636,-0.2760447905806296,0.0
A4_A5_train_1m,train,256,0.18781364896863934,0.9834508497098318,0.0
A4_A5_train_1m,train,257,1.577612742698879,-0.8232552811860239,0.0
A4_A5_train_1m,train,258,5.733409804815385,-5.12478581856722,0.0
A4_A5_train_1m,train,259,1.0256440142369212,-0.6742809222459762,0.0
A4_A5_train_1m,train,260,5.847505600863908,-3.5143780866646654,0.0
A4_A5_train_1m,train,261,-0.8326250264897279,-0.2843807376773308,0.0
A4_A5_train_1m,train,262,-2.521311473583615,0.09026948133116142,0.0
A4_A5_train_1m,train,263,-0.16643918245785708,1.45299587755827,0.0
A4_A5_train_1m,train,264,2.8483381957245673,-2.2057950207517383,0.0
A4_A5_train_1m,train,265,-2.019921902126508,-4.187660924564614,0.0
A4_A5_train_1m,train,266,6.587570445440884,0.5261087070496989,0.0
A4_A5_train_1m,train,267,1.3635491688585444,-0.05112048373855865,0.0
A4_A5_train_1m,train,268,-0.09562988239811397,-0.6503468810367196,0.0
A4_A5_train_1m,train,269,-6.539161191199775,0.37225520248971844,0.0
A4_A5_train_1m,train,270,-0.4674396437792268,2.6627583547590468,0.0
A4_A5_train_1m,train,271,6.175253496505352,-4.45451956235313,0.0
A4_A5_train_1m,train,272,0.25578932488136086,-2.865798491747642,0.0
A4_A5_train_1m,train,273,0.020473188741508497,-3.9328564717288557,0.0
A4_A5_train_1m,train,274,3.3236380809398476,5.8779570889988415,0.0
A4_A5_train_1m,train,275,-0.8852486360158668,-4.008739065838694,0.0
A4_A5_train_1m,train,276,0.1940414120277703,-2.5056098114533785,0.0
A4_A5_train_1m,train,277,-6.340122596595689,-2.5274480612534993,0.0
A4_A5_train_1m,train,278,-2.1226593617446063,-5.539304209661362,0.0
A4_A5_train_1m,train,279,-7.89142488430579,-1.8860276306893229,0.0
A4_A5_train_1m,train,280,-4.797501389733629,0.8149738036778454,0.0
A4_A5_train_1m,train,281,1.9957365929260433,-1.315041703844785,0.0
A4_A5_train_1m,train,282,0.41252203143313104,-1.1028071473863335,0.0
A4_A5_train_1m,train,283,3.8261978560199483,-1.537835846643798,0.0
A4_A5_train_1m,train,284,-1.6485180768197618,3.6579126057533196,0.0
A4_A5_train_1m,train,285,3.254356647366783,-0.522814943267177,0.0
A4_A5_train_1m,train,286,-1.9699179992603122,0.19534482242106865,0.0
A4_A5_train_1m,train,287,3.0204198883288353,1.3740476480135315,0.0
A4_A5_train_1m,train,288,-5.4904474194226225,1.8230636430313654,0.0
A4_A5_train_1m,train,289,-5.001461566315385,-0.751141448174202,0.0
A4_A5_train_1m,train,290,4.355800030902579,1.8226200559999697,0.0
A4_A5_train_1m,train,291,-7.530575186292296,-0.7361524955030991,0.0
A4_A5_train_1m,train,292,-3.0532316874565377,-1.6771238045452774,0.0
A4_A5_train_1m,train,293,-5.3901574836280615,0.05180299214940276,0.0
A4_A5_train_1m,train,294,1.687658955948892,-1.068545078354731,0.0
A4_A5_train_1m,train,295,5.667441229870701,-4.204560370485006,0.0
A4_A5_train_1m,train,296,5.4868903104900335,1.3070786402326147,0.0
A4_A5_train_1m,train,297,3.2011440639389943,-5.9112660532034,0.0
A4_A5_train_1m,train,298,-0.8574461157742982,2.673944814276498,0.0
A4_A5_train_1m,train,299,-1.925648979749728,0.47314239115972245,0.0
A4_A5_train_1m,train,300,4.571918297708203,0.9614619055071666,0.0
A4_A5_train_1m,train,301,0.050645965558252654,-2.866706971693003,0.0
A4_A5_train_1m,train,302,1.5866520455736828,-1.7799040415738494,0.0
A4_A5_train_1m,train,303,6.08648351056989,4.567772498127648,0.0
A4_A5_train_1m,train,304,4.229496066127109,0.6504466221870849,0.0
A4_A5_train_1m,train,305,-0.750208423959106,7.019350856823331,0.0
A4_A5_train_1m,train,306,8.28917813640723,0.9432438649916169,0.0
A4_A5_train_1m,train,307,5.517739531637703,-0.049620823858164964,0.0
A4_A5_train_1m,train,308,1.183315281296421,1.7189656210353261,0.0
A4_A5_train_1m,train,309,-8.79409819058311,-1.8273700235887405,0.0
A4_A5_train_1m,train,310,-0.898594109499874,-10.303868127918335,0.0
A4_A5_train_1m,train,311,2.8089598651900785,0.0727395642347212,0.0
A4_A5_train_1m,train,312,-5.77309375589975,0.11918881995483399,0.0
A4_A5_train_1m,train,313,3.100013741095979,-0.24863344031872503,0.0
A4_A5_train_1m,train,314,-2.3685182155401057,-4.396021758834757,0.0
A4_A5_train_1m,train,315,3.4279271173777404,2.083160703485721,0.0
A4_A5_train_1m,train,316,0.9675155263453277,1.2804692972833291,0.0
A4_A5_train_1m,train,317,-6.388279307573612,3.370236276875655,0.0
A4_A5_train_1m,train,318,2.717369496079232,-2.056286587543211,0.0
A4_A5_train_1m,train,319,-2.0615968568817316,0.5422522228119679,0.0
A4_A5_train_1m,train,320,4.764626804942813,-0.6019485516957691,0.0
A4_A5_train_1m,train,321,-3.637347070695678,0.6377171793214675,0.0
A4_A5_train_1m,train,322,-3.8669715156115307,-0.07607196256053039,0.0
A4_A5_train_1m,train,323,-2.023517768452712,5.105475660259951,0.0
A4_A5_train_1m,train,324,-5.60305537742672,-6.282395156610607,0.0
A4_A5_train_1m,train,325,1.1600921423188286,4.466031828203366,0.0
A4_A5_train_1m,train,326,4.44143029049903,1.176524479491375,0.0
A4_A5_train_1m,train,327,7.184878525247117,3.549253185616334,0.0
A4_A5_train_1m,train,328,0.3072051730009373,6.40619183746427,0.0
A4_A5_train_1m,train,329,-3.2683121069261256,5.485063884874328,0.0
A4_A5_train_1m,train,330,-5.799264958507691,1.952595081958696,0.0
A4_A5_train_1m,train,331,0.3236796298531166,5.960647591219597,0.0
A4_A5_train_1m,train,332,4.0899980036725605,5.558916318391011,0.0
A4_A5_train_1m,train,333,4.385251725578271,1.267066924086223,0.0
A4_A5_train_1m,train,334,6.47867533868883,-2.6804184227095775,0.0
A4_A5_train_1m,train,335,3.446844903288024,2.383592406859495,0.0
A4_A5_train_1m,train,336,-1.2991318388312312,2.1360362232726433,0.0
A4_A5_train_1m,train,337,-5.41982777166239,-3.510165657687736,0.0
A4_A5_train_1m,train,338,-1.1384092472489873,3.3513535268165247,0.0
A4_A5_train_1m,train,339,-0.33940606100004533,-3.6337950206979475,0.0
A4_A5_train_1m,train,340,-0.19323102678823256,2.545636380857844,0.0
A4_A5_train_1m,train,341,0.38768532699161884,5.443289125798248,0.0
A4_A5_train_1m,train,342,-5.56471810656387,4.414356607073262,0.0
A4_A5_train_1m,train,343,3.925690665528192,1.6202638636588118,0.0
A4_A5_train_1m,train,344,-7.220072737686259,-3.298739801749649,0.0
A4_A5_train_1m,train,345,3.6320514052310435,-4.404535968210193,0.0
A4_A5_train_1m,train,346,-2.661763985902011,-4.458057029654155,0.0
A4_A5_train_1m,train,347,4.631986231353751,-3.0732209978578036,0.0
A4_A5_train_1m,train,348,3.201704533435631,2.597186768007537,0.0
A4_A5_train_1m,train,349,1.0869799816750132,2.2182974577814543,0.0
A4_A5_train_1m,train,350,-1.8788330331009968,-3.67642039840526,0.0
A4_A5_train_1m,train,351,1.8316808926696382,-1.9782642632958998,0.0
A4_A5_train_1m,train,352,-2.936094713032682,3.0044347290436475,0.0
A4_A5_train_1m,train,353,-0.44183408164364385,-2.5146232405119338,0.0
A4_A5_train_1m,train,354,1.2763137210299504,-0.9553719479935466,0.0
A4_A5_train_1m,train,355,-2.2109610568465627,-4.137126939273019,0.0
A4_A5_train_1m,train,356,-0.4876160897483812,-3.9401924682526848,0.0
A4_A5_train_1m,train,357,1.11843949802999,2.9828555234153753,0.0
A4_A5_train_1m,train,358,6.231966279411943,-0.8621483093873776,0.0
A4_A5_train_1m,train,359,2.3817917038336303,3.2027539773179905,0.0
A4_A5_train_1m,train,360,-1.9539205966362165,-5.110529869948451,0.0
A4_A5_train_1m,train,361,-3.477569379130922,-0.024487304664017634,0.0
A4_A5_train_1m,train,362,0.23745185197273744,-2.465010917008776,0.0
A4_A5_train_1m,train,363,3.5511608371299035,-6.4416514206747255,0.0
A4_A5_train_1m,train,364,4.623830254455955,1.8085679984227736,0.0
A4_A5_train_1m,train,365,-6.139010527035211,-0.1353497844694081,0.0
A4_A5_train_1m,train,366,-1.5453319612505576,-2.6897664303667757,0.0
A4_A5_train_1m,train,367,1.0164133971204696,0.028159565582456497,0.0
A4_A5_train_1m,train,368,4.123522678403151,3.4053779363999475,0.0
A4_A5_train_1m,train,369,-9.326580353954673,-0.28878798516368465,0.0
A4_A5_train_1m,train,370,5.039755583938047,5.657543359871024,0.0
A4_A5_train_1m,train,371,3.7880228958129423,-0.24741096818184916,0.0
A4_A5_train_1m,train,372,3.983866282366452,0.24238076178592133,0.0
A4_A5_train_1m,train,373,-7.441070387511977,-2.7172375865234653,0.0
A4_A5_train_1m,train,374,-5.205801828541271,-0.5422773449620678,0.0
A4_A5_train_1m,train,375,1.9074790320368928,-2.8992350700537073,0.0
A4_A5_train_1m,train,376,-3.520715109111536,3.4971164239426837,0.0
