dataset_x,scale,index,model,loss_mean_observed,loss_mean_pred,abs_error_mean,dataset_key,dataset_y,nearest_train_aitchison
train,1m,52,M1_Q_proxy_scale_p,5.145880625798152,5.511634865779091,0.36575423998093903,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,53,M1_Q_proxy_scale_p,5.5614226047809305,5.556075700405326,0.005346904375604922,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,54,M1_Q_proxy_scale_p,5.299323155329778,5.4827635243082415,0.18344036897846383,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,55,M1_Q_proxy_scale_p,5.317342171302209,5.485544391026796,0.16820221972458693,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,56,M1_Q_proxy_scale_p,4.808996420640212,5.187249748301604,0.3782533276613922,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,57,M1_Q_proxy_scale_p,5.887269716996413,5.43501484823669,0.45225486875972365,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,58,M1_Q_proxy_scale_p,5.4202854083134575,5.49179033830597,0.07150492999251234,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,59,M1_Q_proxy_scale_p,5.7707441953512335,5.449099395729967,0.32164479962126613,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,60,M1_Q_proxy_scale_p,5.324331246889555,5.373303809497433,0.048972562607877634,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,61,M1_Q_proxy_scale_p,5.112476293857281,5.252375465445025,0.13989917158774468,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,62,M1_Q_proxy_scale_p,4.98912211564871,5.340777307550534,0.35165519190182337,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,63,M1_Q_proxy_scale_p,5.187093367943397,5.301837057806576,0.11474368986317973,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,64,M1_Q_proxy_scale_p,5.274854494975164,5.504268772198671,0.2294142772235066,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,65,M1_Q_proxy_scale_p,5.458681143247164,5.448113777520243,0.010567365726920741,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,66,M1_Q_proxy_scale_p,5.32672276863685,5.382792866422241,0.056070097785390516,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,67,M1_Q_proxy_scale_p,5.0674561720628,5.373800864583138,0.30634469252033725,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,68,M1_Q_proxy_scale_p,5.173592264835651,5.0474403943273805,0.12615187050827092,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,69,M1_Q_proxy_scale_p,5.631533072544978,5.30708961587939,0.3244434566655885,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,70,M1_Q_proxy_scale_p,6.022816988138052,5.455628695579792,0.5671882925582601,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,71,M1_Q_proxy_scale_p,5.365188855391282,5.417831220056101,0.052642364664818864,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,72,M1_Q_proxy_scale_p,4.787480858656076,5.205123848019884,0.4176429893638076,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,73,M1_Q_proxy_scale_p,5.179639073518606,5.35109139821246,0.17145232469385352,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,74,M1_Q_proxy_scale_p,5.226524077928984,5.477958516107792,0.2514344381788085,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,75,M1_Q_proxy_scale_p,4.9586097827324505,5.30316875158295,0.3445589688504995,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,76,M1_Q_proxy_scale_p,5.651923748163076,5.572625979785958,0.07929776837711877,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,77,M1_Q_proxy_scale_p,5.3520875710707445,5.498258308434509,0.1461707373637644,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,78,M1_Q_proxy_scale_p,5.554785545055683,5.5894406167816735,0.03465507172599036,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,79,M1_Q_proxy_scale_p,5.4707560906043415,5.220503567928129,0.25025252267621223,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,80,M1_Q_proxy_scale_p,5.09033621274508,5.109242286608128,0.018906073863048434,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,81,M1_Q_proxy_scale_p,5.297927673046406,5.460226708102575,0.1622990350561695,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,82,M1_Q_proxy_scale_p,5.424900385049673,5.294944634876846,0.1299557501728268,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,83,M1_Q_proxy_scale_p,5.750808275662935,5.302498440392388,0.448309835270547,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,84,M1_Q_proxy_scale_p,4.950157734063955,5.079843110132315,0.12968537606835984,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,85,M1_Q_proxy_scale_p,5.716571239324717,5.283432804622408,0.4331384347023084,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,86,M1_Q_proxy_scale_p,5.235661506652832,5.251074233335232,0.015412726682400013,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,87,M1_Q_proxy_scale_p,5.10342132128202,5.167434043678681,0.06401272239666156,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,88,M1_Q_proxy_scale_p,5.470787085019625,5.484391182501209,0.013604097481584532,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,89,M1_Q_proxy_scale_p,4.961350642717802,5.277077610427922,0.31572696771011977,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,90,M1_Q_proxy_scale_p,5.33156681060791,5.551321692752497,0.21975488214458672,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,91,M1_Q_proxy_scale_p,5.31988525390625,5.1894265470316725,0.1304587068745775,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,92,M1_Q_proxy_scale_p,5.012554086171663,5.299969313824736,0.2874152276530726,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,93,M1_Q_proxy_scale_p,5.421647585355318,5.600030059020276,0.17838247366495796,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,94,M1_Q_proxy_scale_p,5.098412843850943,5.339334739154856,0.24092189530391295,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,95,M1_Q_proxy_scale_p,5.005955879504864,5.267147089200681,0.26119120969581733,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,96,M1_Q_proxy_scale_p,5.560164378239558,5.492339934120281,0.06782444411927724,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,97,M1_Q_proxy_scale_p,5.086579616253193,4.975599735738801,0.11097988051439156,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,98,M1_Q_proxy_scale_p,4.968219261903029,5.326752789486477,0.3585335275834476,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,99,M1_Q_proxy_scale_p,5.034334586216853,5.2650305772862005,0.23069599106934735,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,100,M1_Q_proxy_scale_p,5.14715836598323,5.193835030776635,0.04667666479340582,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,101,M1_Q_proxy_scale_p,5.508998687450703,5.401080511421911,0.10791817602879128,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,102,M1_Q_proxy_scale_p,5.058160011584942,5.390741681729971,0.3325816701450295,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,103,M1_Q_proxy_scale_p,5.707575486256526,5.462174198426437,0.24540128783008885,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,104,M1_Q_proxy_scale_p,5.525642706797673,5.397554862966429,0.12808784383124383,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,105,M1_Q_proxy_scale_p,5.0328695223881645,5.117786630053355,0.08491710766519045,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,106,M1_Q_proxy_scale_p,5.289851610477154,5.328961960223743,0.039110349746589,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,107,M1_Q_proxy_scale_p,4.989442605238694,5.003697153068976,0.014254547830281794,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,108,M1_Q_proxy_scale_p,5.295009301258967,5.400278574029551,0.10526927277058373,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,109,M1_Q_proxy_scale_p,5.334094707782452,5.506094162608031,0.17199945482557943,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,110,M1_Q_proxy_scale_p,5.449594552700336,5.544446684593412,0.09485213189307551,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,111,M1_Q_proxy_scale_p,5.312416535157424,5.525627377959212,0.21321084280178848,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,112,M1_Q_proxy_scale_p,5.569669283353365,5.4761603450638745,0.09350893828949047,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,113,M1_Q_proxy_scale_p,5.79182611978971,5.291211995009608,0.5006141247801024,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,114,M1_Q_proxy_scale_p,5.115278867574839,5.461962109934453,0.3466832423596147,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,115,M1_Q_proxy_scale_p,5.0793792467850905,5.346285639331796,0.2669063925467059,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,116,M1_Q_proxy_scale_p,5.581812601823073,5.58251949025245,0.0007068884293763844,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,117,M1_Q_proxy_scale_p,5.493302418635442,5.516058610550658,0.022756191915216384,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,118,M1_Q_proxy_scale_p,5.253312000861535,5.305048822905247,0.051736822043712216,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,119,M1_Q_proxy_scale_p,5.23164596924415,5.5556525185017325,0.3240065492575823,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,120,M1_Q_proxy_scale_p,5.474159240722656,5.515692413809381,0.04153317308672477,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,121,M1_Q_proxy_scale_p,4.878322711357703,5.371868075410943,0.4935453640532401,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,122,M1_Q_proxy_scale_p,5.401022837712215,5.491200263814515,0.09017742610229984,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,123,M1_Q_proxy_scale_p,5.233468826000507,5.451531593401892,0.21806276740138486,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,124,M1_Q_proxy_scale_p,5.488834692881658,5.479135246908426,0.009699445973232024,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,125,M1_Q_proxy_scale_p,4.976043426073515,4.847646364768962,0.12839706130455308,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,126,M1_Q_proxy_scale_p,5.585982726170466,5.411631113973829,0.17435161219663708,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,127,M1_Q_proxy_scale_p,5.2504966259002686,5.476444764347333,0.2259481384470643,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,128,M1_Q_proxy_scale_p,5.531904037182148,5.289967819046879,0.2419362181352689,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,129,M1_Q_proxy_scale_p,5.114644875893226,5.210426154603086,0.0957812787098602,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,130,M1_Q_proxy_scale_p,5.506486379183256,5.369402407351796,0.13708397183146026,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,131,M1_Q_proxy_scale_p,5.957377782234778,5.509803600492622,0.4475741817421568,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,132,M1_Q_proxy_scale_p,5.082580731465266,5.480042034108669,0.3974613026434026,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,133,M1_Q_proxy_scale_p,5.319046313946064,5.2990362026304405,0.02001011131562347,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,134,M1_Q_proxy_scale_p,4.923890682367178,5.225738080273903,0.3018473979067249,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,135,M1_Q_proxy_scale_p,4.972090299312885,5.315821174153461,0.34373087484057585,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,136,M1_Q_proxy_scale_p,4.926703443894019,4.730582856862308,0.19612058703171087,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,137,M1_Q_proxy_scale_p,4.777031256602361,5.231952345378047,0.45492108877568604,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,138,M1_Q_proxy_scale_p,5.449319784457867,5.540489705371919,0.0911699209140524,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,139,M1_Q_proxy_scale_p,4.83827004982875,5.135178193963073,0.2969081441343233,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,140,M1_Q_proxy_scale_p,5.102373728385339,5.458490693872268,0.3561169654869296,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,141,M1_Q_proxy_scale_p,5.222839227089515,5.200593364349994,0.02224586273952056,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,142,M1_Q_proxy_scale_p,5.015156672551082,5.101836408352866,0.08667973580178412,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,143,M1_Q_proxy_scale_p,4.806556151463435,5.3345670050174245,0.5280108535539894,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,144,M1_Q_proxy_scale_p,4.959281939726609,5.4107378539396,0.4514559142129908,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,145,M1_Q_proxy_scale_p,5.952231370485746,5.519419924836697,0.4328114456490493,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,146,M1_Q_proxy_scale_p,5.150994777679443,5.285249602614116,0.1342548249346729,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,147,M1_Q_proxy_scale_p,5.291426695310152,5.185280444162865,0.10614625114728682,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,148,M1_Q_proxy_scale_p,4.931557105137752,5.081921739803772,0.1503646346660208,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,149,M1_Q_proxy_scale_p,5.27410074380728,5.507682483523125,0.23358173971584506,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,150,M1_Q_proxy_scale_p,5.937332300039438,5.458092833628829,0.47923946641060944,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,151,M1_Q_proxy_scale_p,5.100791674393874,5.095124101869451,0.005667572524423292,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,152,M1_Q_proxy_scale_p,5.498166927924523,5.166796148691993,0.33137077923253067,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,153,M1_Q_proxy_scale_p,5.385987942035381,5.328120297407485,0.05786764462789673,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,154,M1_Q_proxy_scale_p,5.031752347946167,5.389751013455543,0.35799866550937587,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,155,M1_Q_proxy_scale_p,5.387985853048471,5.081806302377583,0.30617955067088864,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,156,M1_Q_proxy_scale_p,5.079572989390447,5.553580716580987,0.4740077271905401,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,157,M1_Q_proxy_scale_p,5.245475769042969,5.402915885118795,0.15744011607582653,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,158,M1_Q_proxy_scale_p,5.923797717461219,5.502773113483197,0.42102460397802144,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,159,M1_Q_proxy_scale_p,5.11954140663147,5.33012861448006,0.2105872078485902,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,160,M1_Q_proxy_scale_p,5.644763946533203,5.331477063807061,0.3132868827261417,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,161,M1_Q_proxy_scale_p,5.495572090148926,5.596348699249829,0.1007766091009028,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,162,M1_Q_proxy_scale_p,5.367383810190054,5.494007776815514,0.12662396662546005,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,163,M1_Q_proxy_scale_p,5.3949007254380446,5.094643074410657,0.3002576510273878,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,164,M1_Q_proxy_scale_p,5.122750318967379,5.426445810331278,0.3036954913638992,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,165,M1_Q_proxy_scale_p,5.165469132936918,5.190243610694126,0.02477447775720787,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,166,M1_Q_proxy_scale_p,5.544644575852614,5.295395657739214,0.2492489181134001,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,167,M1_Q_proxy_scale_p,5.240923624772292,5.287137274050847,0.0462136492785552,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,168,M1_Q_proxy_scale_p,5.24033796787262,5.253622882999644,0.013284915127024455,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,169,M1_Q_proxy_scale_p,5.386430887075571,5.301985075985351,0.08444581109022042,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,170,M1_Q_proxy_scale_p,4.753428780115568,5.103457920543719,0.35002914042815103,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,171,M1_Q_proxy_scale_p,5.758380779853234,5.22510497764492,0.5332758022083146,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,172,M1_Q_proxy_scale_p,4.881629925507766,4.910973916903203,0.02934399139543764,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,173,M1_Q_proxy_scale_p,5.508442255166861,5.036204100888018,0.47223815427884297,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,174,M1_Q_proxy_scale_p,5.495788207420936,5.426589412821716,0.0691987945992194,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,175,M1_Q_proxy_scale_p,5.148220539093018,5.175034749642655,0.026814210549637174,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,176,M1_Q_proxy_scale_p,5.556494043423579,5.370568865177154,0.18592517824642485,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,177,M1_Q_proxy_scale_p,5.095407596001258,5.172621710462783,0.07721411446152526,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,178,M1_Q_proxy_scale_p,5.937310732327974,5.624289033205305,0.3130216991226691,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,179,M1_Q_proxy_scale_p,4.976028167284452,5.424056995653069,0.44802882836861624,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,180,M1_Q_proxy_scale_p,5.494938593644362,5.386009777663175,0.1089288159811872,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,181,M1_Q_proxy_scale_p,5.141839816020085,5.323625226563144,0.18178541054305875,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,182,M1_Q_proxy_scale_p,5.295228261214036,5.398654189663771,0.10342592844973542,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,183,M1_Q_proxy_scale_p,5.253902343603281,5.383344129992352,0.1294417863890711,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,184,M1_Q_proxy_scale_p,5.191439298483042,5.38292609182165,0.1914867933386084,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,185,M1_Q_proxy_scale_p,5.2902715022747335,5.359958796031562,0.0696872937568287,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,186,M1_Q_proxy_scale_p,4.878201521359957,5.24902834769112,0.3708268263311636,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,187,M1_Q_proxy_scale_p,5.423074575570913,5.436934660890237,0.013860085319323368,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,188,M1_Q_proxy_scale_p,5.185021583850567,5.456856351868727,0.2718347680181603,A4_A5_train_1m,A4_A5_train_1m,0.0
train,1m,189,M1_Q_proxy_scale_p,5.652520766625037,5.270837816012271,0.3816829506127659,A4_A5_train_1m,A4_A5_train_1m,0.0
