axis,lambda_Q,lambda_p,source_recipe_id,predicted_loss,Q_A,quality_kink,N_marginal_benefit,D_marginal_benefit,elasticity_N,elasticity_D,dL_dQA_fixed_residual,observed_joint_row
Q_A_topsis_0_1,0.0,0.0,11,2.3855781852659437,0.5933406197395692,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,12,2.3855781852659437,0.5962533670628624,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,13,2.3855781852659437,0.634803515062813,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,14,2.3855781852659437,0.616114523981373,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,15,2.3855781852659437,0.6063985637368567,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,16,2.3855781852659437,0.6105976135968972,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,17,2.3855781852659437,0.6226359342605267,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,18,2.3855781852659437,0.6310885587615656,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,19,2.3855781852659437,0.6269683978480781,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,20,2.3855781852659437,0.6209218714016536,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,21,2.3855781852659437,0.6321923853615271,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,22,2.3855781852659437,0.5713954537422546,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,23,2.3855781852659437,0.6181622170279382,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,24,2.3855781852659437,0.5943683040993595,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,25,2.3855781852659437,0.6101350524992362,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,26,2.3855781852659437,0.6335576542534765,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,27,2.3855781852659437,0.6075543555918573,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,28,2.3855781852659437,0.6062404105271283,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,29,2.3855781852659437,0.5903331999517362,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,30,2.3855781852659437,0.5799532325402372,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,31,2.3855781852659437,0.5994234873663171,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,32,2.3855781852659437,0.5940735918368558,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,33,2.3855781852659437,0.5614924942645502,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,34,2.3855781852659437,0.5378397506413348,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,35,2.3855781852659437,0.6168474017899066,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,36,2.3855781852659437,0.6286942556143749,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,37,2.3855781852659437,0.6150615375690442,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,38,2.3855781852659437,0.6298920461198907,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,39,2.3855781852659437,0.6127943420494731,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,40,2.3855781852659437,0.6131411564364488,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,41,2.3855781852659437,0.5368345056911369,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,42,2.3855781852659437,0.5761329385546279,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,43,2.3855781852659437,0.613307785839417,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,44,2.3855781852659437,0.614965434957191,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,45,2.3855781852659437,0.6362109913001984,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,46,2.3855781852659437,0.6177273999632621,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,47,2.3855781852659437,0.6090818406340205,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,48,2.3855781852659437,0.6175095317224684,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,49,2.3855781852659437,0.6296854177786141,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,50,2.3855781852659437,0.6293628722732695,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,51,2.3855781852659437,0.552643555814013,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,52,2.3855781852659437,0.6035608080976165,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,53,2.3855781852659437,0.5951344328048995,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,54,2.3855781852659437,0.6393583804904324,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,55,2.3855781852659437,0.6097309375137382,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,56,2.3855781852659437,0.612069596592268,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,57,2.3855781852659437,0.6317617007790168,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,58,2.3855781852659437,0.6212913637558805,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,59,2.3855781852659437,0.6347197959596949,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,60,2.3855781852659437,0.618055643872745,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,61,2.3855781852659437,0.6148158512167622,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,62,2.3855781852659437,0.6122779436103639,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,63,2.3855781852659437,0.6257951735260513,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,64,2.3855781852659437,0.6315011537529485,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,65,2.3855781852659437,0.6352697450053651,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,66,2.3855781852659437,0.6306151663621823,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,67,2.3855781852659437,0.5985553608951513,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,68,2.3855781852659437,0.6252852877158109,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,69,2.3855781852659437,0.6409172655393993,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,70,2.3855781852659437,0.6334317743826376,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,71,2.3855781852659437,0.5652684703937477,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,72,2.3855781852659437,0.6045087521298372,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,73,2.3855781852659437,0.6018698733053556,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,74,2.3855781852659437,0.6323001963503722,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,75,2.3855781852659437,0.5959491271212726,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,76,2.3855781852659437,0.6190842084244494,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,77,2.3855781852659437,0.616388500635711,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,78,2.3855781852659437,0.6168143128851822,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,79,2.3855781852659437,0.6326827361575269,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,80,2.3855781852659437,0.6055323614339059,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,81,2.3855781852659437,0.6026990656079608,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,82,2.3855781852659437,0.6106636984621086,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,83,2.3855781852659437,0.6139953309267667,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,84,2.3855781852659437,0.6282257597783304,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,85,2.3855781852659437,0.5453763082025134,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,86,2.3855781852659437,0.5904175449985294,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,87,2.3855781852659437,0.6049919230436817,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,88,2.3855781852659437,0.6261641089780972,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,89,2.3855781852659437,0.6004851587360726,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,90,2.3855781852659437,0.6236628625452936,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,91,2.3855781852659437,0.6212120515727618,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,92,2.3855781852659437,0.5897338163786457,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,93,2.3855781852659437,0.5611028415489099,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,94,2.3855781852659437,0.5653365569257368,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,95,2.3855781852659437,0.6067650190637405,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,96,2.3855781852659437,0.622259433732687,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,97,2.3855781852659437,0.6239521268344423,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,98,2.3855781852659437,0.6119314082426279,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,99,2.3855781852659437,0.6146256354364888,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,100,2.3855781852659437,0.6127991055723214,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,101,2.3855781852659437,0.6305743639362376,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,102,2.3855781852659437,0.6051671573579361,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,103,2.3855781852659437,0.6326357208574174,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,104,2.3855781852659437,0.5793775820904111,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,105,2.3855781852659437,0.6134253794029096,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,106,2.3855781852659437,0.6145493511142289,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,107,2.3855781852659437,0.61733321370894,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,108,2.3855781852659437,0.631780703608417,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,109,2.3855781852659437,0.603068061350002,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,110,2.3855781852659437,0.6210816200724134,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,111,2.3855781852659437,0.5518345291447708,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,112,2.3855781852659437,0.6164444201672539,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,113,2.3855781852659437,0.6141350158325434,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,114,2.3855781852659437,0.5536106453438231,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,115,2.3855781852659437,0.6074093171440975,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,116,2.3855781852659437,0.5273500024665136,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,117,2.3855781852659437,0.6014866318690351,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,118,2.3855781852659437,0.6038334886630639,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,119,2.3855781852659437,0.6065458418851984,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,120,2.3855781852659437,0.5273819360313551,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,121,2.3855781852659437,0.6031984087755173,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,122,2.3855781852659437,0.5857854327460085,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,123,2.3855781852659437,0.6224221978336039,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,124,2.3855781852659437,0.6350910101460081,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,125,2.3855781852659437,0.6262212795827544,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,126,2.3855781852659437,0.6262519603926705,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,127,2.3855781852659437,0.5388124867155046,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,128,2.3855781852659437,0.618015310797283,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,129,2.3855781852659437,0.6191659324959367,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,130,2.3855781852659437,0.6050882570763242,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,131,2.3855781852659437,0.628776956182657,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,132,2.3855781852659437,0.6074489599635114,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,133,2.3855781852659437,0.6114270216627008,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,134,2.3855781852659437,0.6209568810458022,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,135,2.3855781852659437,0.6292146301283167,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,136,2.3855781852659437,0.6085468816542873,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,137,2.3855781852659437,0.6266053546901231,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,138,2.3855781852659437,0.5452603522271151,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,139,2.3855781852659437,0.6111753276275533,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,140,2.3855781852659437,0.6204100859213897,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,141,2.3855781852659437,0.6052716220859045,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,142,2.3855781852659437,0.6080885782641513,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,143,2.3855781852659437,0.5941875886751603,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,144,2.3855781852659437,0.6176963093038885,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,145,2.3855781852659437,0.6311119969955494,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,146,2.3855781852659437,0.6268637747971485,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,147,2.3855781852659437,0.6165321692559571,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,148,2.3855781852659437,0.5945329440892536,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,149,2.3855781852659437,0.625979100470183,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,150,2.3855781852659437,0.6036421798792108,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,151,2.3855781852659437,0.6173995223922203,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,152,2.3855781852659437,0.6084556024688723,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,153,2.3855781852659437,0.6040937787436867,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,154,2.3855781852659437,0.5963449350344225,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
Q_A_topsis_0_1,0.0,0.0,155,2.3855781852659437,0.609755189166465,False,0.12034501947858552,0.0009566242876972288,-0.05044689804001099,-0.040100311681488005,-0.0,False
