axis,lambda_Q,normalized_Q_position,Q_A,Q_B_assumed,mapping_region,QA_in_domain_score_hull,independent_Q_intervention_observed,predicted_loss_fixed_residual,dL_dQA,left_dL_dQA,right_dL_dQA,fd_left,fd_right,elasticity_QA_defined,elasticity_QA,formal_dL_dQB,formal_elasticity_QB
Q_A_topsis_0_1,0.0,0.020000000000000018,0.5206520187203911,0.11800000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.030000000000000027,0.5219024468095613,0.12700000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.04000000000000001,0.5231528748987316,0.136,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.05000000000000002,0.5244033029879019,0.14500000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.060000000000000026,0.5256537310770723,0.15400000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.07000000000000003,0.5269041591662426,0.16300000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.08000000000000004,0.5281545872554128,0.17200000000000004,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.09000000000000002,0.5294050153445831,0.18100000000000005,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.10000000000000003,0.5306554434337534,0.19000000000000006,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.11000000000000004,0.5319058715229237,0.19900000000000007,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.12000000000000002,0.533156299612094,0.20800000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.13000000000000003,0.5344067277012642,0.21700000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.14000000000000004,0.5356571557904345,0.22600000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.15000000000000005,0.5369075838796048,0.23500000000000004,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.16000000000000006,0.5381580119687751,0.24400000000000005,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.17000000000000007,0.5394084400579454,0.25300000000000006,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.18000000000000002,0.5406588681471156,0.262,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.19000000000000003,0.5419092962362859,0.271,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.20000000000000004,0.5431597243254562,0.28,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.21000000000000005,0.5444101524146265,0.28900000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.22000000000000006,0.5456605805037968,0.29800000000000004,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.23000000000000007,0.546911008592967,0.30700000000000005,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.24000000000000007,0.5481614366821373,0.31600000000000006,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.2500000000000001,0.5494118647713077,0.3250000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.2600000000000001,0.550662292860478,0.33400000000000013,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.27,0.5519127209496483,0.343,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.28,0.5531631490388185,0.3520000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.29000000000000004,0.5544135771279888,0.3610000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.30000000000000004,0.5556640052171591,0.3700000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.31000000000000005,0.5569144333063294,0.3790000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.32000000000000006,0.5581648613954997,0.3880000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.33000000000000007,0.55941528948467,0.39700000000000013,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.3400000000000001,0.5606657175738402,0.40600000000000014,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.3500000000000001,0.5619161456630105,0.41500000000000015,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.3600000000000001,0.5631665737521808,0.42400000000000015,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.3700000000000001,0.5644170018413511,0.43300000000000016,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.3800000000000001,0.5656674299305213,0.44200000000000017,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.3900000000000001,0.5669178580196916,0.4510000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.40000000000000013,0.5681682861088619,0.4600000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.41000000000000014,0.5694187141980322,0.4690000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.42000000000000015,0.5706691422872026,0.4780000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.43000000000000016,0.5719195703763729,0.4870000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.44000000000000017,0.5731699984655431,0.4960000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.4500000000000002,0.5744204265547134,0.5050000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.4600000000000001,0.5756708546438837,0.5140000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.4700000000000001,0.576921282733054,0.5230000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.4800000000000001,0.5781717108222242,0.5320000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.4900000000000001,0.5794221389113945,0.5410000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.5000000000000001,0.5806725670005648,0.5500000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.5100000000000001,0.5819229950897351,0.5590000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.5200000000000001,0.5831734231789054,0.5680000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.5300000000000001,0.5844238512680757,0.5770000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.5400000000000001,0.5856742793572459,0.5860000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.5500000000000002,0.5869247074464162,0.5950000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.5600000000000002,0.5881751355355865,0.6040000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.5700000000000002,0.5894255636247568,0.6130000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.5800000000000002,0.5906759917139272,0.6220000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.5900000000000002,0.5919264198030973,0.6310000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.6000000000000002,0.5931768478922677,0.6400000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.6100000000000002,0.594427275981438,0.6490000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.6200000000000002,0.5956777040706083,0.6580000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.6300000000000001,0.5969281321597786,0.6670000000000001,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.6400000000000001,0.5981785602489488,0.6760000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.6500000000000001,0.5994289883381191,0.6850000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.6600000000000001,0.6006794164272894,0.6940000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.6700000000000002,0.6019298445164597,0.7030000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.6800000000000002,0.60318027260563,0.7120000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.6900000000000002,0.6044307006948002,0.7210000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.7000000000000002,0.6056811287839705,0.7300000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.7100000000000002,0.6069315568731408,0.7390000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.7200000000000002,0.6081819849623111,0.7480000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.7300000000000002,0.6094324130514814,0.7570000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.7400000000000002,0.6106828411406517,0.7660000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.7500000000000002,0.6119332692298219,0.7750000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.7600000000000002,0.6131836973189922,0.7840000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.7700000000000002,0.6144341254081626,0.7930000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.7800000000000001,0.6156845534973328,0.8020000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.7900000000000001,0.6169349815865031,0.8110000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.8000000000000002,0.6181854096756734,0.8200000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.8100000000000002,0.6194358377648437,0.8290000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.8200000000000002,0.620686265854014,0.8380000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.8300000000000002,0.6219366939431843,0.8470000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.8400000000000002,0.6231871220323545,0.8560000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.8500000000000002,0.6244375501215248,0.8650000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.8600000000000002,0.6256879782106951,0.8740000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.8700000000000002,0.6269384062998654,0.8830000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.8800000000000002,0.6281888343890357,0.8920000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.8900000000000002,0.6294392624782059,0.9010000000000002,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.9000000000000002,0.6306896905673762,0.9100000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.9100000000000003,0.6319401186565465,0.9190000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.9200000000000003,0.6331905467457168,0.9280000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.9300000000000003,0.6344409748348872,0.9370000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.9400000000000003,0.6356914029240575,0.9460000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.9500000000000003,0.6369418310132277,0.9550000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.9600000000000003,0.638192259102398,0.9640000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.9700000000000003,0.6394426871915683,0.9730000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.9800000000000003,0.6406931152807386,0.9820000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,0.9900000000000003,0.6419435433699089,0.9910000000000003,interior,True,False,2.3855781852659437,-0.0,-0.0,-0.0,0.0,0.0,True,-0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,1.0000000000000002,0.6431939714590791,1.0,upper_kink,True,False,2.3855781852659437,0.0,-0.0,0.0,0.0,0.0,True,0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,1.0100000000000002,0.6444443995482494,1.0,clipped,False,False,2.3855781852659437,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,1.02,0.6456948276374197,1.0,clipped,False,False,2.3855781852659437,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,1.03,0.64694525572659,1.0,clipped,False,False,2.3855781852659437,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,1.04,0.6481956838157602,1.0,clipped,False,False,2.3855781852659437,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,1.05,0.6494461119049305,1.0,clipped,False,False,2.3855781852659437,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,1.06,0.6506965399941008,1.0,clipped,False,False,2.3855781852659437,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,1.07,0.6519469680832711,1.0,clipped,False,False,2.3855781852659437,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,1.08,0.6531973961724413,1.0,clipped,False,False,2.3855781852659437,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,1.09,0.6544478242616116,1.0,clipped,False,False,2.3855781852659437,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.0,-0.0
Q_A_topsis_0_1,0.0,1.1,0.6556982523507819,1.0,clipped,False,False,2.3855781852659437,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.0,-0.0
Q_A_topsis_0_1,0.5,-0.1,0.5056468816503477,0.1,clipped,False,False,2.5031172850336665,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.18099764309764313,-0.007230889426549932
Q_A_topsis_0_1,0.5,-0.09,0.506897309739518,0.1,clipped,False,False,2.5031172850336665,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.18099764309764313,-0.007230889426549932
Q_A_topsis_0_1,0.5,-0.08,0.5081477378286883,0.1,clipped,False,False,2.5031172850336665,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.18099764309764313,-0.007230889426549932
Q_A_topsis_0_1,0.5,-0.07,0.5093981659178585,0.1,clipped,False,False,2.5031172850336665,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.18099764309764313,-0.007230889426549932
Q_A_topsis_0_1,0.5,-0.06,0.5106485940070288,0.1,clipped,False,False,2.5031172850336665,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.18099764309764313,-0.007230889426549932
Q_A_topsis_0_1,0.5,-0.049999999999999996,0.5118990220961991,0.1,clipped,False,False,2.5031172850336665,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.18099764309764313,-0.007230889426549932
Q_A_topsis_0_1,0.5,-0.039999999999999994,0.5131494501853694,0.1,clipped,False,False,2.5031172850336665,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.18099764309764313,-0.007230889426549932
Q_A_topsis_0_1,0.5,-0.03,0.5143998782745397,0.1,clipped,False,False,2.5031172850336665,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.18099764309764313,-0.007230889426549932
Q_A_topsis_0_1,0.5,-0.01999999999999999,0.5156503063637099,0.1,clipped,False,False,2.5031172850336665,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.18099764309764313,-0.007230889426549932
Q_A_topsis_0_1,0.5,-0.009999999999999981,0.5169007344528802,0.1,clipped,False,False,2.5031172850336665,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.18099764309764313,-0.007230889426549932
Q_A_topsis_0_1,0.5,1.3877787807814457e-17,0.5181511625420505,0.10000000000000002,lower_kink,True,False,2.5031172850336665,,0.0,-1.3027368802628927,0.0,-1.302736880247736,False,,-0.18099764309764313,-0.007230889426549934
Q_A_topsis_0_1,0.5,0.010000000000000009,0.5194015906312208,0.10900000000000001,interior,True,False,2.5014883062457876,-1.3027368802628927,-1.3027368802628927,-1.3027368802628927,-1.302736880247736,-1.302736880247736,True,-0.2704964105141078,-0.18099764309764313,-0.007886802048358095
Q_A_topsis_0_1,0.5,0.020000000000000018,0.5206520187203911,0.11800000000000002,interior,True,False,2.4998593274579086,-1.3027368802628927,-1.3027368802628927,-1.3027368802628927,-1.3027368806028858,-1.302736880247736,True,-0.27132430177985684,-0.18099764309764313,-0.008543569492464372
Q_A_topsis_0_1,0.5,0.030000000000000027,0.5219024468095613,0.12700000000000003,interior,True,False,2.49823034867003,-1.3027368802628927,-1.3027368802628927,-1.3027368802628927,-1.302736880247736,-1.302736880247736,True,-0.2721532727037016,-0.18099764309764313,-0.00920119343103729
Q_A_topsis_0_1,0.5,0.04000000000000001,0.5231528748987316,0.136,interior,True,False,2.496601369882151,-1.3027368802628927,-1.3027368802628927,-1.3027368802628927,-1.302736880247736,-1.302736880247736,True,-0.27298332539900344,-0.18099764309764313,-0.0098596755406096
Q_A_topsis_0_1,0.5,0.05000000000000002,0.5244033029879019,0.14500000000000002,interior,True,False,2.4949723910942727,-1.3027368802628927,-1.3027368802628927,-1.3027368802628927,-1.302736880247736,-1.3027368806028858,True,-0.2738144619846427,-0.18099764309764313,-0.010519017502092512
