N_params_B,D_tokens_B,predicted_loss,N_term,D_term,dL_dN_B,dL_dD_B,N_marginal_benefit,D_marginal_benefit,d2L_dN_B2,d2L_dD_B2,elasticity_N,elasticity_D,dL_dN_individual,dL_dD_individual,fit
10.0,1.0,3.091932338953476,0.16173489616845155,1.240361257852329,-0.005500064867080926,-0.3471285401596461,0.005500064867080926,0.3471285401596461,0.0007370453648892796,0.4442762240545852,-0.017788438633629767,-0.11226912561648696,-5.500064867080926e-12,-3.471285401596461e-10,leave_N_0.070542
10.0,10.0,2.502730542825521,0.16173489616845155,0.6511594617243747,-0.005500064867080926,-0.018223403216487258,0.005500064867080926,0.018223403216487258,0.0007370453648892796,0.0023323420098853432,-0.0219762566243807,-0.07281408407600079,-5.500064867080926e-12,-1.8223403216487257e-11,leave_N_0.070542
10.0,100.0,2.193413944951428,0.16173489616845155,0.3418428638502814,-0.005500064867080926,-0.0009566843009737756,0.005500064867080926,0.0009566843009737756,0.0007370453648892796,1.2244227704626505e-05,-0.025075361993300006,-0.043616222244586896,-5.500064867080926e-12,-9.566843009737755e-13,leave_N_0.070542
0.1,1.0,3.7044548406717572,0.7743479869369231,1.240270037562486,-2.6327330046262603,-0.3471284738871145,2.6327330046262603,0.3471284738871145,35.27845175197838,0.44428326577422106,-0.07106937775893758,-0.09370568378265533,-2.6327330046262603e-09,-3.4712847388711446e-10,leave_N_0.162405
0.1,10.0,3.1152655977726442,0.7743479869369231,0.6510807946633729,-2.6327330046262603,-0.0182225383008432,2.6327330046262603,0.0182225383008432,35.27845175197838,0.002332268723546786,-0.08451070773896821,-0.05849433291938886,-2.6327330046262603e-09,-1.8222538300843202e-11,leave_N_0.162405
0.1,100.0,2.805970211400353,0.7743479869369231,0.34178540829108145,-2.6327330046262603,-0.0009565936738271812,2.6327330046262603,0.0009565936738271812,35.27845175197838,1.2243264191721383e-05,-0.09382612095915172,-0.034091369535593954,-2.6327330046262603e-09,-9.565936738271812e-13,leave_N_0.162405
1.0,1.0,3.2840574515656,0.3539505978307657,1.240270037562486,-0.1203409108871565,-0.3471284738871145,0.1203409108871565,0.3471284738871145,0.16125604119603307,0.44428326577422106,-0.036643972482815944,-0.10570109658758524,-1.203409108871565e-10,-3.4712847388711446e-10,leave_N_0.162405
1.0,10.0,2.694868208666487,0.3539505978307657,0.6510807946633729,-0.1203409108871565,-0.0182225383008432,0.1203409108871565,0.0182225383008432,0.16125604119603307,0.002332268723546786,-0.044655582970680896,-0.06761940432649334,-1.203409108871565e-10,-1.8222538300843202e-11,leave_N_0.162405
1.0,100.0,2.3855728222941956,0.3539505978307657,0.34178540829108145,-0.1203409108871565,-0.0009565936738271812,0.1203409108871565,0.0009565936738271812,0.16125604119603307,1.2243264191721383e-05,-0.05044528918275701,-0.04009911853821461,-1.203409108871565e-10,-9.565936738271812e-13,leave_N_0.162405
10.0,1.0,3.0918959044177567,0.16178905068292196,1.240270037562486,-0.005500722939888992,-0.3471284738871145,0.005500722939888992,0.3471284738871145,0.0007370933113797562,0.44428326577422106,-0.01779077663005879,-0.11227042714831734,-5.500722939888992e-12,-3.4712847388711446e-10,leave_N_0.162405
10.0,10.0,2.5027066615186433,0.16178905068292196,0.6510807946633729,-0.005500722939888992,-0.0182225383008432,0.005500722939888992,0.0182225383008432,0.0007370933113797562,0.002332268723546786,-0.021979095770461376,-0.0728113229609808,-5.500722939888992e-12,-1.8222538300843202e-11,leave_N_0.162405
10.0,100.0,2.193411275146352,0.16178905068292196,0.34178540829108145,-0.005500722939888992,-0.0009565936738271812,0.005500722939888992,0.0009565936738271812,0.0007370933113797562,1.2243264191721383e-05,-0.02507839274019399,-0.04361214354400334,-5.500722939888992e-12,-9.565936738271812e-13,leave_N_0.162405
0.1,1.0,3.704481815019908,0.7743847562000097,1.2402844187226056,-2.632714714504836,-0.34713747142900053,2.632714714504836,0.34713747142900053,35.2777194703384,0.44429617329694,-0.07106836653456991,-0.09370743028661217,-2.632714714504836e-09,-3.471374714290005e-10,leave_N_0.409009
0.1,10.0,3.1152797298831034,0.7743847562000097,0.6510823335858015,-2.632714714504836,-0.018222842403022826,2.632714714504836,0.018222842403022826,35.2777194703384,0.0023323149508831364,-0.08450973725571749,-0.05849504372985027,-2.632714714504836e-09,-1.8222842403022827e-11,leave_N_0.409009
0.1,100.0,2.8059804572698206,0.7743847562000097,0.3417830609725184,-2.632714714504836,-0.0009566008068170333,2.632714714504836,0.0009566008068170333,35.2777194703384,1.2243393837374904e-05,-0.09382512653229348,-0.03409149925968452,-2.632714714504836e-09,-9.566008068170334e-13,leave_N_0.409009
1.0,1.0,3.2840795466860877,0.3539824878661894,1.2402844187226056,-0.12034520269425919,-0.34713747142900053,0.12034520269425919,0.34713747142900053,0.16125956514994402,0.44429617329694,-0.036645032796388144,-0.10570312518138954,-1.203452026942592e-10,-3.471374714290005e-10,leave_N_0.409009
1.0,10.0,2.694877461549283,0.3539824878661894,0.6510823335858015,-0.12034520269425919,-0.018222842403022826,0.12034520269425919,0.018222842403022826,0.16125956514994402,0.0023323149508831364,-0.044657022225074686,-0.0676203006000374,-1.203452026942592e-10,-1.8222842403022827e-11,leave_N_0.409009
1.0,100.0,2.3855781889360004,0.3539824878661894,0.3417830609725184,-0.12034520269425919,-0.0009566008068170333,0.12034520269425919,0.0009566008068170333,0.16125956514994402,1.2243393837374904e-05,-0.05044697476377195,-0.04009932733513505,-1.203452026942592e-10,-9.566008068170334e-13,leave_N_0.409009
10.0,1.0,3.0919075809314327,0.16181052211153454,1.2402844187226056,-0.00550115351721514,-0.34713747142900053,0.00550115351721514,0.34713747142900053,0.0007371408283410671,0.44429617329694,-0.01779210203804968,-0.1122729131911588,-5.50115351721514e-12,-3.471374714290005e-10,leave_N_0.409009
10.0,10.0,2.502705495794628,0.16181052211153454,0.6510823335858015,-0.00550115351721514,-0.018222842403022826,0.00550115351721514,0.018222842403022826,0.0007371408283410671,0.0023323149508831364,-0.021980826455445496,-0.07281257196918782,-5.50115351721514e-12,-1.8222842403022827e-11,leave_N_0.409009
10.0,100.0,2.1934062231813454,0.16181052211153454,0.3417830609725184,-0.00550115351721514,-0.0009566008068170333,0.00550115351721514,0.0009566008068170333,0.0007371408283410671,1.2243393837374904e-05,-0.02508041355529754,-0.04361256919521122,-5.50115351721514e-12,-9.566008068170334e-13,leave_N_0.409009
0.1,1.0,3.7045032815003354,0.7744006635541454,1.2402922361648314,-2.6326399488585364,-0.3471530633005211,2.6326399488585364,0.3471530633005211,35.27627960428245,0.4443198808011988,-0.07106593647805623,-0.09371109617695439,-2.6326399488585364e-09,-3.471530633005211e-10,leave_N_1.040867
0.1,10.0,3.1152812811437083,0.7744006635541454,0.6510702358082042,-2.6326399488585364,-0.018223207417914784,2.6326399488585364,0.018223207417914784,35.27627960428245,0.0023323813624925786,-0.08450729520937576,-0.05849618629372859,-2.6326399488585364e-09,-1.8223207417914783e-11,leave_N_1.040867
0.1,100.0,2.805979250920737,0.7744006635541454,0.3417682055852331,-2.6326399488585364,-0.0009565961637759394,2.6326399488585364,0.0009565961637759394,35.27627960428245,1.2243437791469763e-05,-0.09382250235794432,-0.03409134844678726,-2.6326399488585364e-09,-9.565961637759394e-13,leave_N_1.040867
1.0,1.0,3.2841059392465755,0.3540033213003856,1.2402922361648314,-0.12034639554758558,-0.3471530633005211,0.12034639554758558,0.3471530633005211,0.16125916119083875,0.4443198808011988,-0.03664510152044453,-0.10570702337944779,-1.2034639554758557e-10,-3.471530633005211e-10,leave_N_1.040867
1.0,10.0,2.6948839388899484,0.3540033213003856,0.6510702358082042,-0.12034639554758558,-0.018223207417914784,0.12034639554758558,0.018223207417914784,0.16125916119083875,0.0023323813624925786,-0.04465735752507307,-0.06762149254346411,-1.2034639554758557e-10,-1.8223207417914783e-11,leave_N_1.040867
1.0,100.0,2.385581908666977,0.3540033213003856,0.3417682055852331,-0.12034639554758558,-0.0009565961637759394,0.12034639554758558,0.0009565961637759394,0.16125916119083875,1.2243437791469763e-05,-0.050447396130210063,-0.04009907018076228,-1.2034639554758557e-10,-9.565961637759394e-13,leave_N_1.040867
10.0,1.0,3.091928862924532,0.16182624497834242,1.2402922361648314,-0.005501418804943531,-0.3471530633005211,0.005501418804943531,0.3471530633005211,0.0007371672228387721,0.4443198808011988,-0.01779283757434173,-0.1122771831730187,-5.501418804943531e-12,-3.471530633005211e-10,leave_N_1.040867
10.0,10.0,2.502706862567905,0.16182624497834242,0.6510702358082042,-0.005501418804943531,-0.018223207417914784,0.005501418804943531,0.018223207417914784,0.0007371672228387721,0.0023323813624925786,-0.02198187445452079,-0.07281399068533677,-5.501418804943531e-12,-1.8223207417914783e-11,leave_N_1.040867
10.0,100.0,2.1934048323449336,0.16182624497834242,0.3417682055852331,-0.005501418804943531,-0.0009565961637759394,0.005501418804943531,0.0009565961637759394,0.0007371672228387721,1.2243437791469763e-05,-0.025081638937861066,-0.043612385168006494,-5.501418804943531e-12,-9.565961637759394e-13,leave_N_1.040867
0.1,1.0,3.704474837468769,0.7743876386451428,1.240321772292512,-2.632691699837289,-0.3471193828010622,2.632691699837289,0.3471193828010622,35.27729952064383,0.4442650337183099,-0.07106787912848077,-0.09370272387603676,-2.632691699837289e-09,-3.471193828010622e-10,leave_N_1.416184
0.1,10.0,3.1152895095617765,0.7743876386451428,0.6511364443855199,-2.632691699837289,-0.018222858434276987,2.632691699837289,0.018222858434276987,35.27729952064383,0.002332275066698834,-0.0845087331933919,-0.05849491155908772,-2.632691699837289e-09,-1.8222858434276987e-11,leave_N_1.416184
0.1,100.0,2.8059826441437927,0.7743876386451428,0.3418295789675359,-2.632691699837289,-0.000956652339134903,2.632691699837289,0.000956652339134903,35.27729952064383,1.2243833238953524e-05,-0.09382423320870607,-0.03409330920600945,-2.632691699837289e-09,-9.56652339134903e-13,leave_N_1.416184
1.0,1.0,3.2840744581626935,0.3539872593390676,1.240321772292512,-0.12034532487380872,-0.3471193828010622,0.12034532487380872,0.3471193828010622,0.1612592189106277,0.4442650337183099,-0.03664512677984075,-0.10569778098005166,-1.2034532487380872e-10,-3.471193828010622e-10,leave_N_1.416184
1.0,10.0,2.694889130255701,0.3539872593390676,0.6511364443855199,-0.12034532487380872,-0.018222858434276987,0.12034532487380872,0.018222858434276987,0.1612592189106277,0.002332275066698834,-0.04465687420038312,-0.06762006729585916,-1.2034532487380872e-10,-1.8222858434276987e-11,leave_N_1.416184
1.0,100.0,2.3855822648377174,0.3539872593390676,0.3418295789675359,-0.12034532487380872,-0.000956652339134903,0.12034532487380872,0.000956652339134903,0.1612592189106277,1.2243833238953524e-05,-0.0504469397880921,-0.040101418979989804,-1.2034532487380872e-10,-9.56652339134903e-13,leave_N_1.416184
10.0,1.0,3.0919014808718517,0.1618142820482253,1.240321772292512,-0.005501212777735302,-0.3471193828010622,0.005501212777735302,0.3471193828010622,0.0007371464379933112,0.4442650337183099,-0.01779232880403445,-0.11226728437129302,-5.5012127777353014e-12,-3.471193828010622e-10,leave_N_1.416184
10.0,10.0,2.5027161529648594,0.1618142820482253,0.6511364443855199,-0.005501212777735302,-0.018222858434276987,0.005501212777735302,0.018222858434276987,0.0007371464379933112,0.002332275066698834,-0.02198096964059729,-0.07281232597108209,-5.5012127777353014e-12,-1.8222858434276987e-11,leave_N_1.416184
10.0,100.0,2.1934092875468756,0.1618142820482253,0.3418295789675359,-0.005501212777735302,-0.000956652339134903,0.005501212777735302,0.000956652339134903,0.0007371464379933112,1.2243833238953524e-05,-0.02508064869137076,-0.043614857681432986,-5.5012127777353014e-12,-9.56652339134903e-13,leave_N_1.416184
0.1,1.0,3.704491997122064,0.7743850518415277,1.2402987021024872,-2.6327378454420236,-0.34714173664182046,2.6327378454420236,0.34714173664182046,35.27810464204446,0.44430170715087725,-0.07106879559970268,-0.09370832408640835,-2.6327378454420238e-09,-3.4714173664182047e-10,leave_N_2.782831
0.1,10.0,3.115282803268011,0.7743850518415277,0.651089508248434,-2.6327378454420236,-0.01822305725382868,2.6327378454420236,0.01822305725382868,35.27810464204446,0.0023323428423526714,-0.08451039638135628,-0.05849567568861559,-2.6327378454420238e-09,-1.822305725382868e-11,leave_N_2.782831
0.1,100.0,2.805979952566332,0.7743850518415277,0.3417866575467552,-2.6327378454420236,-0.0009566116102569276,2.6327378454420236,0.0009566116102569276,35.27810464204446,1.224353417221165e-05,-0.0938259677526968,-0.034091890406487635,-2.6327378454420238e-09,-9.566116102569275e-13,leave_N_2.782831
1.0,1.0,3.284087239453254,0.3539802941727185,1.2402987021024872,-0.1203454682903578,-0.34714173664182046,0.1203454682903578,0.34714173664182046,0.16126026489470993,0.44430170715087725,-0.03664502783135363,-0.1057041763298632,-1.2034546829035782e-10,-3.4714173664182047e-10,leave_N_2.782831
1.0,10.0,2.694878045599201,0.3539802941727185,0.651089508248434,-0.1203454682903578,-0.01822305725382868,0.1203454682903578,0.01822305725382868,0.16126026489470993,0.0023323428423526714,-0.044657111102628474,-0.06762108320110204,-1.2034546829035782e-10,-1.822305725382868e-11,leave_N_2.782831
1.0,100.0,2.3855751948975223,0.3539802941727185,0.3417866575467552,-0.1203454682903578,-0.0009566116102569276,0.1203454682903578,0.0009566116102569276,0.16126026489470993,1.224353417221165e-05,-0.05044714941191678,-0.04009983052737187,-1.2034546829035782e-10,-9.566116102569275e-13,leave_N_2.782831
10.0,1.0,3.0919154000855835,0.16180845480504763,1.2402987021024872,-0.005501129466080162,-0.34714173664182046,0.005501129466080162,0.34714173664182046,0.0007371391773388923,0.44430170715087725,-0.017791979256379046,-0.11227400873653,-5.501129466080162e-12,-3.4714173664182047e-10,leave_N_2.782831
10.0,10.0,2.5027062062315304,0.16180845480504763,0.651089508248434,-0.005501129466080162,-0.01822305725382868,0.005501129466080162,0.01822305725382868,0.0007371391773388923,0.0023323428423526714,-0.021980724115290905,-0.07281340977400697,-5.501129466080162e-12,-1.822305725382868e-11,leave_N_2.782831
10.0,100.0,2.1934033555298518,0.16180845480504763,0.3417866575467552,-0.005501129466080162,-0.0009566116102569276,0.005501129466080162,0.0009566116102569276,0.0007371391773388923,1.224353417221165e-05,-0.02508033669325392,-0.04361311875652906,-5.501129466080162e-12,-9.566116102569275e-13,leave_N_2.782831
0.1,1.0,3.704493753395224,0.7743747025148059,1.2403297825182136,-2.6327290215445363,-0.34713353804455876,2.6327290215445363,0.34713353804455876,35.27807602801563,0.44428648473159327,-0.0710685237120889,-0.09370606651081695,-2.632729021544536e-09,-3.4713353804455875e-10,leave_N_6.86104
0.1,10.0,3.115290219599809,0.7743747025148059,0.6511262487227988,-2.6327290215445363,-0.01822319850886169,2.6327290215445363,0.01822319850886169,35.27807602801563,0.0023323360951164884,-0.08450991194915823,-0.05849598985741574,-2.632729021544536e-09,-1.8223198508861687e-11,leave_N_6.86104
0.1,100.0,2.805980637501798,0.7743747025148059,0.34181666662478793,-2.6327290215445363,-0.000956649034155702,2.6327290215445363,0.000956649034155702,35.27807602801563,1.2243882826797148e-05,-0.09382563038241384,-0.03409321580377758,-2.632729021544536e-09,-9.56649034155702e-13,leave_N_6.86104
1.0,1.0,3.2840918396172762,0.353972788736858,1.2403297825182136,-0.12034412161427252,-0.34713353804455876,0.12034412161427252,0.34713353804455876,0.16125887005804967,0.44428648473159327,-0.03664456644071722,-0.10570153180765288,-1.2034412161427253e-10,-3.4713353804455875e-10,leave_N_6.86104
1.0,10.0,2.6948883058218613,0.353972788736858,0.6511262487227988,-0.12034412161427252,-0.01822319850886169,0.12034412161427252,0.01822319850886169,0.16125887005804967,0.0023323360951164884,-0.044656441365042446,-0.06762134990713149,-1.2034412161427253e-10,-1.8223198508861687e-11,leave_N_6.86104
1.0,100.0,2.3855787237238504,0.353972788736858,0.34181666662478793,-0.12034412161427252,-0.000956649034155702,0.12034412161427252,0.000956649034155702,0.16125887005804967,1.2243882826797148e-05,-0.050446510281755556,-0.04010133996594286,-1.2034412161427253e-10,-9.56649034155702e-13,leave_N_6.86104
10.0,1.0,3.091922806554826,0.16180375567440833,1.2403297825182136,-0.005501024787812867,-0.34713353804455876,0.005501024787812867,0.34713353804455876,0.00073712702336,0.44428648473159327,-0.01779159808307887,-0.11227108817485396,-5.5010247878128676e-12,-3.4713353804455875e-10,leave_N_6.86104
10.0,10.0,2.5027192727594114,0.16180375567440833,0.6511262487227988,-0.005501024787812867,-0.01822319850886169,0.005501024787812867,0.01822319850886169,0.00073712702336,0.0023323360951164884,-0.02198019109729246,-0.07281359402634648,-5.5010247878128676e-12,-1.8223198508861687e-11,leave_N_6.86104
10.0,100.0,2.1934096906614005,0.16180375567440833,0.34181666662478793,-0.005501024787812867,-0.000956649034155702,0.005501024787812867,0.000956649034155702,0.00073712702336,1.2243882826797148e-05,-0.02507978701486492,-0.043614698988005025,-5.5010247878128676e-12,-9.56649034155702e-13,leave_N_6.86104
0.1,1.0,3.7044777356433976,0.774411638698425,1.2402864671431608,-2.6326710843617778,-0.3471330382615726,2.6326710843617778,0.3471330382615726,35.27667581326062,0.4442890981275403,-0.07106726702744058,-0.09370633677226897,-2.6326710843617776e-09,-3.471330382615726e-10,leave_N_11.965825
0.1,10.0,3.115280728933533,0.774411638698425,0.6510894604332961,-2.6326710843617778,-0.018222779056913645,2.6326710843617778,0.018222779056913645,35.27667581326062,0.0023322994875736762,-0.0845083096335601,-0.058494821630896573,-2.6326710843617776e-09,-1.8222779056913646e-11,leave_N_11.965825
0.1,100.0,2.805981247442569,0.774411638698425,0.34178997894233226,-2.6326710843617778,-0.000956606372646295,2.6326710843617778,0.000956606372646295,35.27667581326062,1.2243426459622252e-05,-0.0938235452129714,-0.03409168801531252,-2.6326710843617776e-09,-9.56606372646295e-13,leave_N_11.965825
1.0,1.0,3.2840750853511538,0.3540089884061811,1.2402864671431608,-0.12034803982899028,-0.3471330382615726,0.12034803982899028,0.3471330382615726,0.16126126848990227,0.4442890981275403,-0.03664594648454023,-0.10570191887815956,-1.203480398289903e-10,-3.471330382615726e-10,leave_N_11.965825
1.0,10.0,2.694878078641289,0.3540089884061811,0.6510894604332961,-0.12034803982899028,-0.018222779056913645,0.12034803982899028,0.018222779056913645,0.16126126848990227,0.0023322994875736762,-0.04465806478698572,-0.06762005005473663,-1.203480398289903e-10,-1.8222779056913646e-11,leave_N_11.965825
1.0,100.0,2.3855785971503254,0.3540089884061811,0.34178997894233226,-0.12034803982899028,-0.000956606372646295,0.12034803982899028,0.000956606372646295,0.16126126848990227,1.2243426459622252e-05,-0.050448155417201976,-0.0400995537849393,-1.203480398289903e-10,-9.56606372646295e-13,leave_N_11.965825
10.0,1.0,3.091895229682441,0.16182913273746818,1.2402864671431608,-0.005501504071934385,-0.3471330382615726,0.005501504071934385,0.3471330382615726,0.0007371782095521852,0.4442890981275403,-0.017793306898369346,-0.11227192788716374,-5.501504071934385e-12,-3.471330382615726e-10,leave_N_11.965825
10.0,10.0,2.502698222972576,0.16182913273746818,0.6510894604332961,-0.005501504071934385,-0.018222779056913645,0.005501504071934385,0.018222779056913645,0.0007371782095521852,0.0023322994875736762,-0.021982291038669385,-0.07281253045071318,-5.501504071934385e-12,-1.8222779056913646e-11,leave_N_11.965825
10.0,100.0,2.1933987414816123,0.16182913273746818,0.34178997894233226,-0.005501504071934385,-0.000956606372646295,0.005501504071934385,0.000956606372646295,0.0007371782095521852,1.2243426459622252e-05,-0.025082097330912986,-0.04361297171166059,-5.501504071934385e-12,-9.56606372646295e-13,leave_N_11.965825
