N_params_B,D_tokens_B,predicted_loss,N_term,D_term,dL_dN_B,dL_dD_B,N_marginal_benefit,D_marginal_benefit,d2L_dN_B2,d2L_dD_B2,elasticity_N,elasticity_D,dL_dN_individual,dL_dD_individual,varying
1.7453481403267475,1.0,3.2230203503290262,0.292917203862254,1.240305583546645,-0.05705737866625555,-0.3471344055473152,0.05705737866625555,0.3471344055473152,0.04380532999149014,0.44428973332558125,-0.030898033187069976,-0.1077046893333694,-5.705737866625555e-11,-3.4713440554731517e-10,N
1.984355318681537,1.0,3.2105144256482783,0.2804112791815063,1.240305583546645,-0.04804243842983957,-0.3471344055473152,0.04804243842983957,0.3471344055473152,0.03244164078228066,0.44428973332558125,-0.029694078761671475,-0.10812423167269232,-4.804243842983957e-11,-3.4713440554731517e-10,N
2.2560920310388806,1.0,3.1985424339358177,0.2684392874690458,1.240305583546645,-0.04045183890738308,-0.3471344055473152,0.04045183890738308,0.3471344055473152,0.024025844728278314,0.44428973332558125,-0.02853270615750937,-0.10852893551271886,-4.045183890738308e-11,-3.4713440554731517e-10,N
2.565040244858492,1.0,3.1870815792431717,0.2569784327763998,1.240305583546645,-0.03406053740129312,-0.3471344055473152,0.03406053740129312,0.3471344055473152,0.017793218868961253,0.44428973332558125,-0.027412743296194968,-0.1089192092879368,-3.406053740129312e-11,-3.4713440554731517e-10,N
2.916295686179978,1.0,3.1761100388812427,0.24600689241447032,1.240305583546645,-0.02867904746483965,-0.3471344055473152,0.02867904746483965,0.3471344055473152,0.013177419620385851,0.44428973332558125,-0.026333024165284578,-0.10929545931903237,-2.867904746483965e-11,-3.4713440554731517e-10,N
3.315651887442858,1.0,3.16560692186758,0.23550377540080758,1.240305583546645,-0.02414782109278463,-0.3471344055473152,0.02414782109278463,0.3471344055473152,0.009759020508348705,0.44428973332558125,-0.025292391178083556,-0.10965808899056864,-2.414782109278463e-11,-3.4713440554731517e-10,N
3.7696957447767265,1.0,3.155552229147724,0.22544908268095212,1.240305583546645,-0.02033251851352569,-0.3471344055473152,0.02033251851352569,0.3471344055473152,0.007227399902711902,0.44428973332558125,-0.024289697319233833,-0.11000749800331205,-2.033251851352569e-11,-3.4713440554731517e-10,N
4.285916160863152,1.0,3.1459268155148754,0.2158236690481035,1.240305583546645,-0.017120025343669302,-0.3471344055473152,0.017120025343669302,0.3471344055473152,0.005352515583816372,0.44428973332558125,-0.023323808085093725,-0.11034408169806764,-1.71200253436693e-11,-3.4713440554731517e-10,N
4.872827565301537,1.0,3.1367123531553776,0.20660920668860533,1.240305583546645,-0.014415099023414393,-0.3471344055473152,0.014415099023414393,0.3471344055473152,0.003964001364342263,0.44428973332558125,-0.022393603228292404,-0.11066823044775372,-1.4415099023414393e-11,-3.4713440554731517e-10,N
5.540110349797544,1.0,3.1278912967506063,0.19778815028383437,1.240305583546645,-0.012137545107763619,-0.3471344055473152,0.012137545107763619,0.3471344055473152,0.002935686327381723,0.44428973332558125,-0.021497978316097868,-0.110980329114357,-1.213754510776362e-11,-3.4713440554731517e-10,N
6.298770534482181,1.0,3.1194468500688157,0.18934370360204364,1.240305583546645,-0.010219839697507817,-0.3471344055473152,0.010219839697507817,0.3471344055473152,0.002174129981462807,0.44428973332558125,-0.02063584611238799,-0.11128075656735659,-1.0219839697507817e-11,-3.4713440554731517e-10,N
7.161321298863802,1.0,3.1113629339833184,0.1812597875165463,1.240305583546645,-0.008605127520881446,-0.3471344055473152,0.008605127520881446,0.3471344055473152,0.0016101315498891317,0.44428973332558125,-0.01980613779307103,-0.11156988526018621,-8.605127520881446e-12,-3.4713440554731517e-10,N
8.141989371545888,1.0,3.103624155856117,0.17352100938934475,1.240305583546645,-0.007245536313909942,-0.3471344055473152,0.007245536313909942,0.3471344055473152,0.0011924418641262955,0.44428973332558125,-0.019007804004776994,-0.11184808086131168,-7.245536313909942e-12,-3.4713440554731517e-10,N
9.256949682858655,1.0,3.096215780228679,0.1661126337619066,1.240305583546645,-0.00610075752495184,-0.3471344055473152,0.00610075752495184,0.3471344055473152,0.0008831064762496599,0.44428973332558125,-0.018239815776544304,-0.11211570193653514,-6.10075752495184e-12,-3.4713440554731517e-10,N
10.524592150715018,1.0,3.0891237007640533,0.15902055429728107,1.240305583546645,-0.005136851264799157,-0.3471344055473152,0.005136851264799157,0.3471344055473152,0.0006540168303848579,0.44428973332558125,-0.017501165294068314,-0.11237309967919257,-5.136851264799157e-12,-3.4713440554731517e-10,N
11.965825,1.0,3.0823344133869015,0.15223126692012945,1.240305583546645,-0.004325240072031381,-0.3471344055473152,0.004325240072031381,0.3471344055473152,0.0004843561064608607,0.44428973332558125,-0.01679086654586771,-0.11262061768498384,-4.325240072031381e-12,-3.4713440554731517e-10,N
0.070542,10.0,3.2128284386894608,0.8719265656710506,0.6511043100982833,-4.202242826394356,-0.018222985579808303,4.202242826394356,0.018222985579808303,79.82346657028347,0.002332320068039295,-0.09226593299841081,-0.05671944807374032,-4.2022428263943554e-09,-1.8222985579808302e-11,N
0.08020198930869299,10.0,3.1756020558971656,0.834700182878755,0.6511043100982833,-3.53829770966474,-0.018222985579808303,3.53829770966474,0.018222985579808303,59.11619040360146,0.002332320068039295,-0.08936211467508065,-0.057384348728354684,-3.53829770966474e-09,-1.8222985579808302e-11,N
0.0911848131477943,10.0,3.1399650312347394,0.7990631582163289,0.6511043100982833,-2.9792544599239346,-0.018222985579808303,2.9792544599239346,0.018222985579808303,43.78065897147931,0.002332320068039295,-0.08651776645457414,-0.058035632239644454,-2.9792544599239346e-09,-1.8222985579808302e-11,N
0.10367161987460755,10.0,3.1058495080082063,0.764947634989796,0.6511043100982833,-2.5085388130942974,-0.018222985579808303,2.5085388130942974,0.018222985579808303,32.42336975523716,0.002332320068039295,-0.08373370364573506,-0.05867311192258886,-2.5085388130942974e-09,-1.8222985579808302e-11,N
0.11786836421987126,10.0,3.073190526624521,0.732288653606111,0.6511043100982833,-2.1121952023397186,-0.018222985579808303,2.1121952023397186,0.018222985579808303,24.01231345032233,0.002332320068039295,-0.08101059509847318,-0.05929663462754377,-2.1121952023397187e-09,-1.8222985579808302e-11,N
0.13400920426122376,10.0,3.041925900901579,0.7010240278831688,0.6511043100982833,-1.7784730096656556,-0.018222985579808303,1.7784730096656556,0.018222985579808303,17.783197785708172,0.002332320068039295,-0.07834896726272012,-0.05990607981084384,-1.7784730096656556e-09,-1.8222985579808302e-11,N
0.15236036357666524,10.0,3.011996099659096,0.6710942266406854,0.6511043100982833,-1.4974781888556221,-0.018222985579808303,1.4974781888556221,0.018222985579808303,13.169998140323761,0.002332320068039295,-0.07574920874830879,-0.060501358490705946,-1.4974781888556222e-09,-1.8222985579808302e-11,N
0.1732245222795538,10.0,2.983344133364894,0.6424422603464839,0.6511043100982833,-1.260879931216882,-0.018222985579808303,1.260879931216882,0.018222985579808303,9.75352425959783,0.002332320068039295,-0.07321157532388724,-0.06108241210260487,-1.260879931216882e-09,-1.8222985579808302e-11,N
0.19694580935993058,10.0,2.955915445620761,0.6150135726023506,0.6511043100982833,-1.0616636774926476,-0.018222985579808303,1.0616636774926476,0.018222985579808303,7.22332945448881,0.002332320068039295,-0.07073619529327219,-0.061649211268224764,-1.0616636774926475e-09,-1.8222985579808302e-11,N
0.22391547867479006,10.0,2.929657809281246,0.588755936262836,0.6511043100982833,-0.8939231533484822,-0.018222985579808303,0.8939231533484822,0.018222985579808303,5.349501064370859,0.002332320068039295,-0.06832307518863802,-0.0622017544918636,-8.939231533484821e-10,-1.8222985579808302e-11,N
0.2545783622058686,10.0,2.904521227007613,0.5636193539892028,0.6511043100982833,-0.7526852627940905,-0.018222985579808303,0.7526852627940905,0.018222985579808303,3.96176885160919,0.002332320068039295,-0.06597210572154345,-0.0627400667977991,-7.526852627940906e-10,-1.8222985579808302e-11,N
0.2894402070236121,10.0,2.8804578360675737,0.5395559630491634,0.6511043100982833,-0.6337626480590262,-0.018222985579808303,0.6337626480590262,0.018222985579808303,2.93403295834781,0.002332320068039295,-0.06368306793494542,-0.06326419832163377,-6.337626480590262e-10,-1.8222985579808302e-11,N
0.3290760169716427,10.0,2.857421817199545,0.5165199441811348,0.6511043100982833,-0.5336295446834978,-0.018222985579808303,0.5336295446834978,0.018222985579808303,2.17290551849702,0.002332320068039295,-0.061455639501955095,-0.0637742228680398,-5.336295446834977e-10,-1.8222985579808302e-11,N
0.37413953665769273,10.0,2.83536930736789,0.49446743434947965,0.6511043100982833,-0.4493172512315611,-0.018222985579808303,0.4493172512315611,0.018222985579808303,1.6092247290137953,0.002332320068039295,-0.059289401120075115,-0.06427023644664101,-4.493172512315611e-10,-1.8222985579808302e-11,N
0.4253740341779312,10.0,2.814258316243022,0.47335644322461184,0.6511043100982833,-0.3783261145595432,-0.018222985579808303,0.3783261145595432,0.018222985579808303,1.191770284729513,0.002332320068039295,-0.05718384295294309,-0.06475235579701731,-3.7832611455954316e-10,-1.8222985579808302e-11,N
0.4836245604226424,10.0,2.794048646247342,0.45314677322893143,0.6511043100982833,-0.31855142121831526,-0.018222985579808303,0.31855142121831526,0.018222985579808303,0.8826091135417102,0.002332320068039295,-0.05513837107511752,-0.06522071691301226,-3.1855142121831526e-10,-1.8222985579808302e-11,N
0.5498518871656335,10.0,2.7747018160147623,0.433799942996352,0.6511043100982833,-0.2682209978508838,-0.018222985579808303,0.2682209978508838,0.018222985579808303,0.653648490223673,0.002332320068039295,-0.053152313879111665,-0.06567547357568512,-2.6822099785088384e-10,-1.8222985579808302e-11,N
0.6251483538292478,10.0,2.7561809871180882,0.415279114099678,0.6511043100982833,-0.2258426705898103,-0.018222985579808303,0.2258426705898103,0.018222985579808303,0.4840833186700334,0.002332320068039295,-0.05122492840763941,-0.06611679590338725,-2.258426705898103e-10,-1.8222985579808302e-11,N
0.7107558842981536,10.0,2.7384508939247216,0.39754902090631117,0.6511043100982833,-0.19016002575418606,-0.018222985579808303,0.19016002575418606,0.018222985579808303,0.3585056233120114,0.002332320068039295,-0.04935540657782983,-0.06654486892657512,-1.9016002575418606e-10,-1.8222985579808302e-11,N
0.8080864709473952,10.0,2.721477776447138,0.3805759034287276,0.6511043100982833,-0.16011516025910924,-0.018222985579808303,0.16011516025910924,0.018222985579808303,0.2655044637758761,0.002332320068039295,-0.04754288126793874,-0.06695989119410789,-1.6011516025910924e-10,-1.8222985579808302e-11,N
0.9187454637439034,10.0,2.7052293160602727,0.3643274430418624,0.6511043100982833,-0.1348173173784706,-0.018222985579808303,0.1348173173784706,0.018222985579808303,0.19662905042793435,0.002332320068039295,-0.04578643224078987,-0.06736207341692986,-1.348173173784706e-10,-1.8222985579808302e-11,N
1.0445580485469468,10.0,2.689674573963412,0.34877270094500173,0.6511043100982833,-0.11351647798818117,-0.018222985579808303,0.11351647798818117,0.018222985579808303,0.14562084163235867,0.002332320068039295,-0.04408509188177719,-0.06775163715421356,-1.1351647798818116e-10,-1.8222985579808302e-11,N
1.1875993513349699,10.0,2.674783932269419,0.3338820592510087,0.6511043100982833,-0.09558112433484021,-0.018222985579808303,0.09558112433484021,0.018222985579808303,0.10784484526353531,0.002332320068039295,-0.04243785073271847,-0.0681288135462479,-9.558112433484021e-11,-1.8222985579808302e-11,N
1.3502286648915254,10.0,2.660529037609119,0.3196271645907087,0.6511043100982833,-0.08047951708000806,-0.018222985579808303,0.08047951708000806,0.018222985579808303,0.07986844822171009,0.002332320068039295,-0.040843662806141115,-0.06849384209760163,-8.047951708000805e-11,-1.8222985579808302e-11,N
1.5351283624779686,10.0,2.6468827471434624,0.3059808741250519,0.6511043100982833,-0.06776393053027109,-0.018222985579808303,0.06776393053027109,0.018222985579808303,0.05914950321228624,0.002332320068039295,-0.03930145066768521,-0.06884696951338211,-6.776393053027109e-11,-1.8222985579808302e-11,N
1.7453481403267475,10.0,2.6338190768806644,0.292917203862254,0.6511043100982833,-0.05705737866625555,-0.018222985579808303,0.05705737866625555,0.018222985579808303,0.04380532999149014,0.002332320068039295,-0.0378101102772065,-0.06918844859074566,-5.705737866625555e-11,-1.8222985579808302e-11,N
1.984355318681537,10.0,2.621313152199917,0.2804112791815063,0.6511043100982833,-0.04804243842983957,-0.018222985579808303,0.04804243842983957,0.018222985579808303,0.03244164078228066,0.002332320068039295,-0.03636851558184672,-0.06951853716720112,-4.804243842983957e-11,-1.8222985579808302e-11,N
2.2560920310388806,10.0,2.6093411604874563,0.2684392874690458,0.6511043100982833,-0.04045183890738308,-0.018222985579808303,0.04045183890738308,0.018222985579808303,0.024025844728278314,0.002332320068039295,-0.03497552285679902,-0.06983749712668477,-4.045183890738308e-11,-1.8222985579808302e-11,N
2.565040244858492,10.0,2.5978803057948103,0.2569784327763998,0.6511043100982833,-0.03406053740129312,-0.018222985579808303,0.03406053740129312,0.018222985579808303,0.017793218868961253,0.002332320068039295,-0.03362997479173517,-0.07014559346387231,-3.406053740129312e-11,-1.8222985579808302e-11,N
2.916295686179978,10.0,2.586908765432881,0.24600689241447032,0.6511043100982833,-0.02867904746483965,-0.018222985579808303,0.02867904746483965,0.018222985579808303,0.013177419620385851,0.002332320068039295,-0.03233070432287447,-0.07044309340673233,-2.867904746483965e-11,-1.8222985579808302e-11,N
3.315651887442858,10.0,2.576405648419218,0.23550377540080758,0.6511043100982833,-0.02414782109278463,-0.018222985579808303,0.02414782109278463,0.018222985579808303,0.009759020508348705,0.002332320068039295,-0.03107653821247017,-0.07073026559691489,-2.414782109278463e-11,-1.8222985579808302e-11,N
3.7696957447767265,10.0,2.5663509556993627,0.22544908268095212,0.6511043100982833,-0.02033251851352569,-0.018222985579808303,0.02033251851352569,0.018222985579808303,0.007227399902711902,0.002332320068039295,-0.0298663003790705,-0.0710073793272063,-2.033251851352569e-11,-1.8222985579808302e-11,N
4.285916160863152,10.0,2.556725542066514,0.2158236690481035,0.6511043100982833,-0.017120025343669302,-0.018222985579808303,0.017120025343669302,0.018222985579808303,0.005352515583816372,0.002332320068039295,-0.02869881498329011,-0.07127470383496574,-1.71200253436693e-11,-1.8222985579808302e-11,N
4.872827565301537,10.0,2.5475110797070157,0.20660920668860533,0.6511043100982833,-0.014415099023414393,-0.018222985579808303,0.014415099023414393,0.018222985579808303,0.003964001364342263,0.002332320068039295,-0.027572909275010236,-0.07153250765018888,-1.4415099023414393e-11,-1.8222985579808302e-11,N
5.540110349797544,10.0,2.538690023302245,0.19778815028383437,0.6511043100982833,-0.012137545107763619,-0.018222985579808303,0.012137545107763619,0.018222985579808303,0.002935686327381723,0.002332320068039295,-0.02648741620892646,-0.0717810579966137,-1.213754510776362e-11,-1.8222985579808302e-11,N
6.298770534482181,10.0,2.530245576620454,0.18934370360204364,0.6511043100982833,-0.010219839697507817,-0.018222985579808303,0.010219839697507817,0.018222985579808303,0.002174129981462807,0.002332320068039295,-0.025441176836191987,-0.07202062024409506,-1.0219839697507817e-11,-1.8222985579808302e-11,N
7.161321298863802,10.0,2.5221616605349566,0.1812597875165463,0.6511043100982833,-0.008605127520881446,-0.018222985579808303,0.008605127520881446,0.018222985579808303,0.0016101315498891317,0.002332320068039295,-0.02443304248057468,-0.07225145741031987,-8.605127520881446e-12,-1.8222985579808302e-11,N
8.141989371545888,10.0,2.514422882407755,0.17352100938934475,0.6511043100982833,-0.007245536313909942,-0.018222985579808303,0.007245536313909942,0.018222985579808303,0.0011924418641262955,0.002332320068039295,-0.0234618767080715,-0.07247382970981549,-7.245536313909942e-12,-1.8222985579808302e-11,N
9.256949682858655,10.0,2.507014506780317,0.1661126337619066,0.6511043100982833,-0.00610075752495184,-0.018222985579808303,0.00610075752495184,0.018222985579808303,0.0008831064762496599,0.002332320068039295,-0.022526557099316055,-0.07268799414811337,-6.10075752495184e-12,-1.8222985579808302e-11,N
10.524592150715018,10.0,2.4999224273156915,0.15902055429728107,0.6511043100982833,-0.005136851264799157,-0.018222985579808303,0.005136851264799157,0.018222985579808303,0.0006540168303848579,0.002332320068039295,-0.021625976834387824,-0.07289420415886808,-5.136851264799157e-12,-1.8222985579808302e-11,N
11.965825,10.0,2.4931331399385397,0.15223126692012945,0.6511043100982833,-0.004325240072031381,-0.018222985579808303,0.004325240072031381,0.018222985579808303,0.0004843561064608607,0.002332320068039295,-0.020759046099796643,-0.07309270928169337,-4.325240072031381e-12,-1.8222985579808302e-11,N
0.070542,100.0,2.9035244302687024,0.8719265656710506,0.3418003016775246,-4.202242826394356,-0.0009566242876972288,4.202242826394356,0.0009566242876972288,79.82346657028347,1.2243625030589052e-05,-0.1020947543506901,-0.03294700322561775,-4.2022428263943554e-09,-9.566242876972287e-13,N
0.08020198930869299,100.0,2.8662980474764073,0.834700182878755,0.3418003016775246,-3.53829770966474,-0.0009566242876972288,3.53829770966474,0.0009566242876972288,59.11619040360146,1.2243625030589052e-05,-0.09900523615517,-0.033374906302555504,-3.53829770966474e-09,-9.566242876972287e-13,N
0.0911848131477943,100.0,2.830661022813981,0.7990631582163289,0.3418003016775246,-2.9792544599239346,-0.0009566242876972288,2.9792544599239346,0.0009566242876972288,43.78065897147931,1.2243625030589052e-05,-0.09597149183826852,-0.033795084610528235,-2.9792544599239346e-09,-9.566242876972287e-13,N
0.10367161987460755,100.0,2.796545499587448,0.764947634989796,0.3418003016775246,-2.5085388130942974,-0.0009566242876972288,2.5085388130942974,0.0009566242876972288,32.42336975523716,1.2243625030589052e-05,-0.09299483320052414,-0.03420735646312037,-2.5085388130942974e-09,-9.566242876972287e-13,N
0.11786836421987126,100.0,2.763886518203763,0.732288653606111,0.3418003016775246,-2.1121952023397186,-0.0009566242876972288,2.1121952023397186,0.0009566242876972288,24.01231345032233,1.2243625030589052e-05,-0.09007641658697378,-0.03461156170474519,-2.1121952023397187e-09,-9.566242876972287e-13,N
0.13400920426122376,100.0,2.7326218924808208,0.7010240278831688,0.3418003016775246,-1.7784730096656556,-0.0009566242876972288,1.7784730096656556,0.0009566242876972288,17.783197785708172,1.2243625030589052e-05,-0.08721724490357056,-0.0350075614313678,-1.7784730096656556e-09,-9.566242876972287e-13,N
0.15236036357666524,100.0,2.7026920912383376,0.6710942266406854,0.3418003016775246,-1.4974781888556221,-0.0009566242876972288,1.4974781888556221,0.0009566242876972288,13.169998140323761,1.2243625030589052e-05,-0.08441817032795274,-0.035395237615059444,-1.4974781888556222e-09,-9.566242876972287e-13,N
0.1732245222795538,100.0,2.6740401249441357,0.6424422603464839,0.3418003016775246,-1.260879931216882,-0.0009566242876972288,1.260879931216882,0.0009566242876972288,9.75352425959783,1.2243625030589052e-05,-0.08167989765728889,-0.03577449264031571,-1.260879931216882e-09,-9.566242876972287e-13,N
0.19694580935993058,100.0,2.6466114372000025,0.6150135726023506,0.3418003016775246,-1.0616636774926476,-0.0009566242876972288,1.0616636774926476,0.0009566242876972288,7.22332945448881,1.2243625030589052e-05,-0.07900298823352701,-0.03614524876040341,-1.0616636774926475e-09,-9.566242876972287e-13,N
0.22391547867479006,100.0,2.620353800860488,0.588755936262836,0.3418003016775246,-0.8939231533484822,-0.0009566242876972288,0.8939231533484822,0.0009566242876972288,5.349501064370859,1.2243625030589052e-05,-0.07638786438486753,-0.036507447482209715,-8.939231533484821e-10,-9.566242876972287e-13,N
0.2545783622058686,100.0,2.5952172185868543,0.5636193539892028,0.3418003016775246,-0.7526852627940905,-0.0009566242876972288,0.7526852627940905,0.0009566242876972288,3.96176885160919,1.2243625030589052e-05,-0.07383481432161301,-0.03686104888815932,-7.526852627940906e-10,-9.566242876972287e-13,N
0.2894402070236121,100.0,2.571153827646815,0.5395559630491634,0.3418003016775246,-0.6337626480590262,-0.0009566242876972288,0.6337626480590262,0.0009566242876972288,2.93403295834781,1.2243625030589052e-05,-0.07134399742465926,-0.037206030903750145,-6.337626480590262e-10,-9.566242876972287e-13,N
0.3290760169716427,100.0,2.5481178087787866,0.5165199441811348,0.3418003016775246,-0.5336295446834978,-0.0009566242876972288,0.5336295446834978,0.0009566242876972288,2.17290551849702,1.2243625030589052e-05,-0.06891544986571761,-0.03754238851914392,-5.336295446834977e-10,-9.566242876972287e-13,N
0.37413953665769273,100.0,2.526065298947131,0.49446743434947965,0.3418003016775246,-0.4493172512315611,-0.0009566242876972288,0.4493172512315611,0.0009566242876972288,1.6092247290137953,1.2243625030589052e-05,-0.06654909049981876,-0.03787013297304514,-4.493172512315611e-10,-9.566242876972287e-13,N
