N_params_B,D_tokens_B,predicted_loss,N_term,D_term,dL_dN_B,dL_dD_B,N_marginal_benefit,D_marginal_benefit,d2L_dN_B2,d2L_dD_B2,elasticity_N,elasticity_D,dL_dN_individual,dL_dD_individual,fd_dL_dN_B,fd_d2L_dN_B2,fd_dL_dD_B,fd_d2L_dD_B2
0.070542,1.117678042992877,3.764004912548306,0.8719265656710506,1.2022807839571288,-4.202242826394356,-0.3010635289021562,4.202242826394356,0.3010635289021562,79.82346657028347,0.3447545814828088,-0.07875510801573808,-0.0893973582973035,-4.2022428263943554e-09,-3.010635289021562e-10,-4.202242848377946,79.82347959916349,-0.30106353036483285,0.34475462063060075
0.070542,1.3553868178082003,3.7008378452043655,0.8719265656710506,1.139113716613188,-4.202242826394356,-0.23521920902368526,4.202242826394356,0.23521920902368526,79.82346657028347,0.22211513133200658,-0.08009932503355631,-0.08614617244554505,-4.2022428263943554e-09,-2.352192090236853e-10,-4.202242848377946,79.82347959916349,-0.2352192101667671,0.2221151165727118
0.070542,1.643651709367924,3.6409895353836896,0.8719265656710506,1.0792654067925118,-4.202242826394356,-0.18377541941225786,4.202242826394356,0.18377541941225786,79.82346657028347,0.14310217823485172,-0.08141594766442309,-0.08296172766256886,-4.2022428263943554e-09,-1.8377541941225786e-10,-4.202242848377946,79.82347959916349,-0.18377542030737085,0.1431021456237542
0.070542,1.99322503820485,3.584285617677824,0.8719265656710506,1.0225614890866463,-4.202242826394356,-0.14358268153495263,4.202242826394356,0.14358268153495263,79.82346657028347,0.09219648068437712,-0.0827039597507198,-0.07984648167449289,-4.2022428263943554e-09,-1.4358268153495262e-10,-4.202242848377946,79.82347959916349,-0.1435826822325746,0.09219647444956608
0.070542,2.4171459380859606,3.530560887725923,0.8719265656710506,0.9688367591347453,-4.202242826394356,-0.11218032587111348,4.202242826394356,0.11218032587111348,79.82346657028347,0.059399452582997524,-0.08396247023810649,-0.0768025896268217,-4.2022428263943554e-09,-1.1218032587111349e-10,-4.202242848377946,79.82347959916349,-0.11218032641640963,0.05939945436273851
0.070542,2.931226717514774,3.479658820899134,0.8719265656710506,0.9179346923079563,-4.202242826394356,-0.08764584543217176,4.202242826394356,0.08764584543217176,79.82346657028347,0.03826930204894082,-0.0851907122845201,-0.07383190623946496,-4.2022428263943554e-09,-8.764584543217176e-11,-4.202242848377946,79.82347959916349,-0.08764584585862861,0.03826929660202091
0.070542,3.554642661036909,3.431431116273004,0.8719265656710506,0.8697069876818265,-4.202242826394356,-0.06847719653039638,4.202242826394356,0.06847719653039638,79.82346657028347,0.024655774011834514,-0.08638804143662324,-0.07093599021726356,-4.2022428263943554e-09,-6.847719653039638e-11,-4.202242848377946,79.82347959916349,-0.06847719686356152,0.02465577681876911
0.070542,4.310647270019593,3.3857372645592827,0.8719265656710506,0.8240131359681051,-4.202242826394356,-0.053500841044329936,4.202242826394356,0.053500841044329936,79.82346657028347,0.01588498246833012,-0.08755393295353564,-0.06811611072293673,-4.2022428263943554e-09,-5.350084104432994e-11,-4.202242848377946,79.82347959916349,-0.05350084130443344,0.015884980468943696
0.070542,5.227439621485609,3.3424441387383137,0.8719265656710506,0.7807200101471361,-4.202242826394356,-0.04179990036800194,4.202242826394356,0.04179990036800194,79.82346657028347,0.010234222129795554,-0.08868797836406236,-0.06537325570393071,-4.2022428263943554e-09,-4.179990036800194e-11,-4.202242848377946,79.82347959916349,-0.04179990057156598,0.0102342219113575
0.070542,6.339216197606768,3.3014256061993414,0.8719265656710506,0.7397014776081641,-4.202242826394356,-0.032658022503368904,4.202242826394356,0.032658022503368904,79.82346657028347,0.006593605174624262,-0.08978988134788574,-0.06270814185435931,-4.2022428263943554e-09,-3.2658022503368906e-11,-4.202242848377946,79.82347959916349,-0.03265802266242773,0.006593606624755315
0.070542,7.687446419243286,3.2625621612587183,0.8719265656710506,0.7008380326675407,-4.202242826394356,-0.025515525741467954,4.202242826394356,0.025515525741467954,79.82346657028347,0.004248063863325616,-0.09085945303342333,-0.060121225987823636,-4.2022428263943554e-09,-2.5515525741467955e-11,-4.202242848377946,79.82347959916349,-0.025515525865501744,0.004248063454870414
0.070542,9.322419461107367,3.2257405769853693,0.8719265656710506,0.6640164483941917,-4.202242826394356,-0.019935133971946847,4.202242826394356,0.019935133971946847,79.82346657028347,0.0027369013019378032,-0.09189660680541922,-0.05761271759601355,-4.2022428263943554e-09,-1.9935133971946848e-11,-4.202242848377946,79.82347959916349,-0.019935134068892982,0.0027369016115552625
0.070542,11.305120044971734,3.1908535753191294,0.8719265656710506,0.6291294467279519,-4.202242826394356,-0.01557520587685156,4.202242826394356,0.01557520587685156,79.82346657028347,0.0017633041728060922,-0.09290135271401886,-0.055182592371179465,-4.2022428263943554e-09,-1.557520587685156e-11,-4.202242848377946,79.82347959916349,-0.015575205952653394,0.0017633045493487855
0.070542,13.709503178270442,3.157799514520851,0.8719265656710506,0.5960753859296735,-4.202242826394356,-0.012168819053219565,4.202242826394356,0.012168819053219565,79.82346657028347,0.0011360444761504365,-0.09387379157428559,-0.0528306064773163,-4.2022428263943554e-09,-1.2168819053219565e-11,-4.202242848377946,79.82347959916349,-0.01216881911233734,0.0011360446531749392
0.070542,16.625252686158202,3.126482093043683,0.8719265656710506,0.5647579644525057,-4.202242826394356,-0.009507428557980204,4.202242826394356,0.009507428557980204,79.82346657028347,0.0007319196946821074,-0.09481410884107336,-0.05055631136468151,-4.2022428263943554e-09,-9.507428557980204e-12,-4.202242848377946,79.82347959916349,-0.009507428604153944,0.000731919756892843
0.070542,20.161126430657447,3.0968100689627676,0.8719265656710506,0.5350859403715899,-4.202242826394356,-0.0074280994227769615,4.202242826394356,0.0074280994227769615,79.82346657028347,0.00047155410788037716,-0.09572256833910295,-0.04835906893452446,-4.2022428263943554e-09,-7.428099422776961e-12,-4.202242848377946,79.82347959916349,-0.007428099458894082,0.0004715539953984351
0.070542,24.44901299403245,3.0686969941459172,0.8719265656710506,0.5069728655547395,-4.202242826394356,-0.005803531490998793,4.202242826394356,0.005803531490998793,79.82346657028347,0.00030380829792459155,-0.09659950592222435,-0.04623806687508981,-4.2022428263943554e-09,-5.803531490998793e-12,-4.202242848377946,79.82347959916349,-0.005803531519205938,0.0003038082833871013
0.070542,29.648851141244215,3.042060962390802,0.8719265656710506,0.48033683379962433,-4.202242826394356,-0.004534265880143972,4.202242826394356,0.004534265880143972,79.82346657028347,0.00019573465768906405,-0.09744532312940177,-0.0441923340055474,-4.2022428263943554e-09,-4.534265880143972e-12,-4.202242848377946,79.82347959916349,-0.004534265902158096,0.00019573468588407917
0.070542,35.95459555812005,3.0168243707948426,0.8719265656710506,0.45510024220366474,-4.202242826394356,-0.00354259593554811,4.202242826394356,0.00354259593554811,79.82346657028347,0.00012610602304932608,-0.09826048089813362,-0.04222075548100712,-4.2022428263943554e-09,-3.5425959355481098e-12,-4.202242848377946,79.82347959916349,-0.0035425959527779697,0.00012610596087102245
0.070542,43.601451388100436,2.9929136936625795,0.8719265656710506,0.431189565071402,-4.202242826394356,-0.002767809893442663,4.202242826394356,0.002767809893442663,79.82346657028347,8.124636299504802e-05,-0.09904549338900201,-0.04032208772875134,-4.2022428263943554e-09,-2.767809893442663e-12,-4.202242848377946,79.82347959916349,-0.0027678099069098063,8.124635763992965e-05
0.070542,52.87464741679016,2.970259268291808,0.8719265656710506,0.40853513970063016,-4.202242826394356,-0.0021624740008780612,4.202242826394356,0.0021624740008780612,79.82346657028347,5.234461717455907e-05,-0.099800921967997,-0.03849497300286513,-4.2022428263943554e-09,-2.162474000878061e-12,-4.202242848377946,79.82347959916349,-0.002162474011399466,5.234460465020004e-05
0.070542,64.12007514531668,2.9487950920143664,0.8719265656710506,0.387070963423189,-4.202242826394356,-0.001689528538629904,4.202242826394356,0.001689528538629904,79.82346657028347,3.3724081252943594e-05,-0.10052736938632506,-0.03673795346122297,-4.2022428263943554e-09,-1.689528538629904e-12,-4.202242848377946,79.82347959916349,-0.0016895285468450398,3.372409098595545e-05
0.070542,77.75719059141188,2.9284586299002817,0.8719265656710506,0.36673450130910396,-4.202242826394356,-0.0013200189605451172,4.202242826394356,0.0013200189605451172,79.82346657028347,2.172742332917296e-05,-0.10122547419070238,-0.035049484685013,-4.2022428263943554e-09,-1.3200189605451172e-12,-4.202242848377946,79.82347959916349,-0.0013200189669490797,2.1727417870031313e-05
0.070542,94.29466005719073,2.9091906325650063,0.8719265656710506,0.34746650397382856,-4.202242826394356,-0.0010313232457213309,4.202242826394356,0.0010313232457213309,79.82346657028347,1.39983331490723e-05,-0.10189590539075363,-0.033427948576415074,-4.2022428263943554e-09,-1.0313232457213309e-12,-4.202242848377946,79.82347959916349,-0.0010313232507332603,1.3998329124118205e-05
0.070542,114.34933345293979,2.890934963548956,0.8719265656710506,0.3292108349577785,-4.202242826394356,-0.0008057669389278654,4.202242826394356,0.0008057669389278654,79.82346657028347,9.018710041393375e-06,-0.10253935740415376,-0.03187166558451592,-4.2022428263943554e-09,-8.057669389278655e-13,-4.202242848377946,79.82347959916349,-0.000805766942845301,9.01871520182505e-06
0.070542,138.6692528845326,2.8736384357664124,0.8719265656710506,0.31191430717523483,-4.202242826394356,-0.0006295410896271181,4.202242826394356,0.0006295410896271181,79.82346657028347,5.810486859010076e-06,-0.10315654529462408,-0.03037890622291328,-4.2022428263943554e-09,-6.295410896271181e-13,-4.202242848377946,79.82347959916349,-0.0006295410926893784,5.810485123998944e-06
0.070542,168.16155472797897,2.8572506565472953,0.8719265656710506,0.2955265279561175,-4.202242826394356,-0.0004918568439358354,4.202242826394356,0.0004918568439358354,79.82346657028347,3.7435240055142786e-06,-0.10374820031285688,-0.02894790185464357,-4.2022428263943554e-09,-4.918568439358354e-13,-4.202242848377946,79.82347959916349,-0.0004918568463254249,3.7435222118635078e-06
0.070542,203.9263059423702,2.841723880820344,0.8719265656710506,0.2799997522291665,-4.202242826394356,-0.00038428493217148603,4.202242826394356,0.00038428493217148603,79.82346657028347,2.4118412656128398e-06,-0.10431506574591488,-0.02757685473101733,-4.2022428263943554e-09,-3.8428493217148604e-13,-4.202242848377946,79.82347959916349,-0.0003842849340397061,2.411840696052486e-06
0.070542,247.29753672039521,2.827012872009962,0.8719265656710506,0.26528874341878433,-4.202242826394356,-0.0003002396142592021,4.202242826394356,0.0003002396142592021,79.82346657028347,1.553877651631041e-06,-0.1048578930766418,-0.026263947280647786,-4.2022428263943554e-09,-3.002396142592021e-13,-4.202242848377946,79.82347959916349,-0.0003002396157147192,1.5538776233140892e-06
0.070542,299.893,2.8130747702414474,0.8719265656710506,0.25135064165026993,-4.202242826394356,-0.00023457548923695002,4.202242826394356,0.00023457548923695002,79.82346657028347,1.001117192355889e-06,-0.10537743845111786,-0.025007350653427064,-4.2022428263943554e-09,-2.3457548923695e-13,-4.202242848377946,79.82347959916349,-0.00023457549037856227,1.0011172199867804e-06
0.08020198930869299,0.134,4.701370151547578,0.834700182878755,2.1768724057486954,-3.53829770966474,-4.546708768677904,3.53829770966474,4.546708768677904,59.11619040360146,43.4271127604176,-0.06036081098360045,-0.1295917903427123,-3.53829770966474e-09,-4.5467087686779044e-09,-3.538297728167585,59.11617235380209,-4.546708790791364,43.42711186077002
0.08020198930869299,0.1624992409262676,4.5869986605548405,0.834700182878755,2.0625009147559576,-3.53829770966474,-3.552317493020029,3.53829770966474,3.552317493020029,59.11619040360146,27.97879817191351,-0.06186583779101838,-0.12584457482161832,-3.53829770966474e-09,-3.552317493020029e-09,-3.538297728167585,59.11617235380209,-3.5523175103218168,27.978793964003728
0.08020198930869299,0.19705972613144151,4.478636174921056,0.834700182878755,1.9541384291221735,-3.53829770966474,-2.77540529055822,3.53829770966474,2.77540529055822,59.11619040360146,18.025908180066246,-0.06336270775254622,-0.12211766821420746,-3.53829770966474e-09,-2.77540529055822e-09,-3.538297728167585,59.11617235380209,-2.77540530405747,18.025907839649417
0.08020198930869299,0.23897056651863752,4.375966985328366,0.834700182878755,1.851469239529483,-3.53829770966474,-2.168408241097251,3.53829770966474,2.168408241097251,59.11619040360146,11.613556941211405,-0.0648493272533705,-0.11841628320233054,-3.53829770966474e-09,-2.168408241097251e-09,-3.538297728167585,59.11617235380209,-2.16840825163613,11.613556019220834
0.08020198930869299,0.2897950422611845,4.278691969625574,0.834700182878755,1.7541942238266917,-3.53829770966474,-1.6941649264899823,3.53829770966474,1.6941649264899823,59.11619040360146,7.482269602144617,-0.06632366085150497,-0.11474548762914212,-3.53829770966474e-09,-1.6941649264899822e-09,-3.5382977281122137,59.1161861617753,-1.6941649347237013,7.4822704504074835
0.08020198930869299,0.35142891337043375,4.186527721348972,0.834700182878755,1.6620299755500898,-3.53829770966474,-1.323641343798085,3.53829770966474,1.323641343798085,59.11619040360146,4.8206039443879165,-0.06778374203385568,-0.1111101777186506,-3.53829770966474e-09,-1.323641343798085e-09,-3.538297728167585,59.11617235380209,-1.3236413502361302,4.820603252646514
0.08020198930869299,0.4261711318077503,4.099205724030112,0.834700182878755,1.5747079782312299,-3.53829770966474,-1.0341533929884241,3.53829770966474,1.0341533929884241,59.11619040360146,3.1057718612528524,-0.06922768316260768,-0.10751505331120688,-3.53829770966474e-09,-1.034153392988424e-09,-3.5382977281122137,59.1161861617753,-1.0341533980118294,3.1057723820978325
0.08020198930869299,0.5168095927122967,4.016471568884937,0.834700182878755,1.491973823086054,-3.53829770966474,-0.8079781167613735,3.53829770966474,0.8079781167613735,59.11619040360146,2.00095651196974,-0.07065368451252045,-0.1039645953624467,-3.53829770966474e-09,-8.079781167613735e-10,-3.538297728167585,59.11617235380209,-0.8079781206851033,2.000956490391631
0.08020198930869299,0.6267251232773262,3.938084213605012,0.834700182878755,1.4135864678061296,-3.53829770966474,-0.6312686701909447,3.53829770966474,0.6312686701909447,59.11619040360146,1.2891568156519335,-0.07206004231730917,-0.10046304590941267,-3.53829770966474e-09,-6.312686701909447e-10,-3.5382977281122137,59.1161861617753,-0.6312686732584893,1.2891567686972332
0.08020198930869299,0.7600175880745298,3.86381528009141,0.834700182878755,1.3393175342925274,-3.53829770966474,-0.49320659272550027,3.53829770966474,0.49320659272550027,59.11619040360146,0.8305654247856867,-0.07344515576189521,-0.0970143906612491,-3.53829770966474e-09,-4.932065927255003e-10,-3.5382977281398995,59.116179257788694,-0.4932065951261141,0.8305655331949743
0.08020198930869299,0.9216588145725657,3.7934483890851958,0.834700182878755,1.2689506432863136,-3.53829770966474,-0.38533948316224703,3.53829770966474,0.38533948316224703,59.11619040360146,0.535108620203488,-0.07480753287642293,-0.0936223443242806,-3.53829770966474e-09,-3.85339483162247e-10,-3.5382977281122137,59.1161861617753,-0.38533948503429355,0.5351087089840466
0.08020198930869299,1.117678042992877,3.726778529756011,0.834700182878755,1.2022807839571288,-3.53829770966474,-0.3010635289021562,3.53829770966474,0.3010635289021562,59.11619040360146,0.3447545814828088,-0.0761457953070485,-0.09029033872370229,-3.53829770966474e-09,-3.010635289021562e-10,-3.5382977281122137,59.1161861617753,-0.30106353036483285,0.34475462063060075
0.08020198930869299,1.3553868178082003,3.6636114624120704,0.834700182878755,1.139113716613188,-3.53829770966474,-0.23521920902368526,3.53829770966474,0.23521920902368526,59.11619040360146,0.22211513133200658,-0.0774586819571387,-0.08702151373772388,-3.53829770966474e-09,-2.352192090236853e-10,-3.5382977281398995,59.116179257788694,-0.2352192101667671,0.2221151165727118
0.08020198930869299,1.643651709367924,3.6037631525913945,0.834700182878755,1.0792654067925118,-3.53829770966474,-0.18377541941225786,3.53829770966474,0.18377541941225786,59.11619040360146,0.14310217823485172,-0.07874505151023725,-0.08381871101588834,-3.53829770966474e-09,-1.8377541941225786e-10,-3.538297728167585,59.11617235380209,-0.18377542030737085,0.1431021456237542
0.08020198930869299,1.99322503820485,3.5470592348855288,0.834700182878755,1.0225614890866463,-3.53829770966474,-0.14358268153495263,3.53829770966474,0.14358268153495263,59.11619040360146,0.09219648068437712,-0.08000388386258864,-0.08068447041237439,-3.53829770966474e-09,-1.4358268153495262e-10,-3.5382977281398995,59.116179257788694,-0.1435826822325746,0.09219647444956608
0.08020198930869299,2.4171459380859606,3.4933345049336277,0.834700182878755,0.9688367591347453,-3.53829770966474,-0.11218032587111348,3.53829770966474,0.11218032587111348,59.11619040360146,0.059399452582997524,-0.08123428050784277,-0.07762102902815865,-3.53829770966474e-09,-1.1218032587111349e-10,-3.5382977281398995,59.116179257788694,-0.11218032641640963,0.05939945436273851
0.08020198930869299,2.931226717514774,3.442432438106839,0.834700182878755,0.9179346923079563,-3.53829770966474,-0.08764584543217176,3.53829770966474,0.08764584543217176,59.11619040360146,0.03826930204894082,-0.08243546392956022,-0.07463032272355628,-3.53829770966474e-09,-8.764584543217176e-11,-3.538297728167585,59.11617235380209,-0.08764584585862861,0.03826929660202091
0.08020198930869299,3.554642661036909,3.394204733480709,0.834700182878755,0.8697069876818265,-3.53829770966474,-0.06847719653039638,3.53829770966474,0.06847719653039638,59.11619040360146,0.024655774011834514,-0.08360677606812879,-0.07171398993529188,-3.53829770966474e-09,-6.847719653039638e-11,-3.5382977281398995,59.116179257788694,-0.06847719686356152,0.02465577681876911
0.08020198930869299,4.310647270019593,3.3485108817669875,0.834700182878755,0.8240131359681051,-3.53829770966474,-0.053500841044329936,3.53829770966474,0.053500841044329936,59.11619040360146,0.01588498246833012,-0.08474767593759656,-0.06887337761010788,-3.53829770966474e-09,-5.350084104432994e-11,-3.5382977281398995,59.116179257788694,-0.05350084130443344,0.015884980468943696
0.08020198930869299,5.227439621485609,3.3052177559460185,0.834700182878755,0.7807200101471361,-3.53829770966474,-0.04179990036800194,3.53829770966474,0.04179990036800194,59.11619040360146,0.010234222129795554,-0.08585773647469752,-0.06610954905006051,-3.53829770966474e-09,-4.179990036800194e-11,-3.5382977281398995,59.116179257788694,-0.04179990057156598,0.0102342219113575
0.08020198930869299,6.339216197606768,3.2641992234070463,0.834700182878755,0.7397014776081641,-3.53829770966474,-0.032658022503368904,3.53829770966474,0.032658022503368904,59.11619040360146,0.006593605174624262,-0.08693664070702989,-0.06342329345298857,-3.53829770966474e-09,-3.2658022503368906e-11,-3.5382977281122137,59.1161861617753,-0.03265802266242773,0.006593606624755315
0.08020198930869299,7.687446419243286,3.225335778466423,0.834700182878755,0.7008380326675407,-3.53829770966474,-0.025515525741467954,3.53829770966474,0.025515525741467954,59.11619040360146,0.004248063863325616,-0.08798417733003751,-0.06081513692494441,-3.53829770966474e-09,-2.5515525741467955e-11,-3.5382977281398995,59.116179257788694,-0.025515525865501744,0.004248063454870414
0.08020198930869299,9.322419461107367,3.188514194193074,0.834700182878755,0.6640164483941917,-3.53829770966474,-0.019935133971946847,3.53829770966474,0.019935133971946847,59.11619040360146,0.0027369013019378032,-0.08900023578327552,-0.0582853547393073,-3.53829770966474e-09,-1.9935133971946848e-11,-3.5382977281398995,59.116179257788694,-0.019935134068892982,0.0027369016115552625
0.08020198930869299,11.305120044971734,3.153627192526834,0.834700182878755,0.6291294467279519,-3.53829770966474,-0.01557520587685156,3.53829770966474,0.01557520587685156,59.11619040360146,0.0017633041728060922,-0.08998480091558561,-0.055833984619428935,-3.53829770966474e-09,-1.557520587685156e-11,-3.5382977281398995,59.116179257788694,-0.015575205952653394,0.0017633045493487855
0.08020198930869299,13.709503178270442,3.120573131728556,0.834700182878755,0.5960753859296735,-3.53829770966474,-0.012168819053219565,3.53829770966474,0.012168819053219565,59.11619040360146,0.0011360444761504365,-0.09093794732646213,-0.05346084082749937,-3.53829770966474e-09,-1.2168819053219565e-11,-3.5382977281398995,59.116179257788694,-0.01216881911233734,0.0011360446531749392
0.08020198930869299,16.625252686158202,3.089255710251388,0.834700182878755,0.5647579644525057,-3.53829770966474,-0.009507428557980204,3.53829770966474,0.009507428557980204,59.11619040360146,0.0007319196946821074,-0.09185983346726967,-0.05116552885133461,-3.53829770966474e-09,-9.507428557980204e-12,-3.5382977281398995,59.116179257788694,-0.009507428604153944,0.000731919756892843
0.08020198930869299,20.161126430657447,3.0595836861704724,0.834700182878755,0.5350859403715899,-3.53829770966474,-0.0074280994227769615,3.53829770966474,0.0074280994227769615,59.11619040360146,0.00047155410788037716,-0.09275069558129842,-0.048947460492425876,-3.53829770966474e-09,-7.428099422776961e-12,-3.5382977281398995,59.116179257788694,-0.007428099458894082,0.0004715539953984351
0.08020198930869299,24.44901299403245,3.031470611353622,0.834700182878755,0.5069728655547395,-3.53829770966474,-0.005803531490998793,3.53829770966474,0.005803531490998793,59.11619040360146,0.00030380829792459155,-0.09361084155613525,-0.0468058691723053,-3.53829770966474e-09,-5.803531490998793e-12,-3.5382977281398995,59.116179257788694,-0.005803531519205938,0.0003038082833871013
0.08020198930869299,29.648851141244215,3.0048345795985067,0.834700182878755,0.48033683379962433,-3.53829770966474,-0.004534265880143972,3.53829770966474,0.004534265880143972,59.11619040360146,0.00019573465768906405,-0.09444064475569955,-0.04473982528954191,-3.53829770966474e-09,-4.534265880143972e-12,-3.5382977281398995,59.116179257788694,-0.004534265902158096,0.00019573468588407917
0.08020198930869299,35.95459555812005,2.9795979880025474,0.834700182878755,0.45510024220366474,-3.53829770966474,-0.00354259593554811,3.53829770966474,0.00354259593554811,59.11619040360146,0.00012610602304932608,-0.09524053789274534,-0.04274825147598513,-3.53829770966474e-09,-3.5425959355481098e-12,-3.538297728167585,59.11617235380209,-0.0035425959527779697,0.00012610596087102245
0.08020198930869299,43.601451388100436,2.9556873108702844,0.834700182878755,0.431189565071402,-3.53829770966474,-0.002767809893442663,3.53829770966474,0.002767809893442663,59.11619040360146,8.124636299504802e-05,-0.09601100699584744,-0.04082993761776176,-3.53829770966474e-09,-2.767809893442663e-12,-3.5382977281398995,59.116179257788694,-0.0027678099069098063,8.124635763992965e-05
0.08020198930869299,52.87464741679016,2.9330328854995127,0.834700182878755,0.40853513970063016,-3.53829770966474,-0.0021624740008780612,3.53829770966474,0.0021624740008780612,59.11619040360146,5.234461717455907e-05,-0.0967525855180363,-0.03898355552359594,-3.53829770966474e-09,-2.162474000878061e-12,-3.5382977281398995,59.116179257788694,-0.002162474011399466,5.234460465020004e-05
0.08020198930869299,64.12007514531668,2.9115687092220712,0.834700182878755,0.387070963423189,-3.53829770966474,-0.001689528538629904,3.53829770966474,0.001689528538629904,59.11619040360146,3.3724081252943594e-05,-0.0974658486274658,-0.03720767313990382,-3.53829770966474e-09,-1.689528538629904e-12,-3.5382977281398995,59.116179257788694,-0.0016895285468450398,3.372409098595545e-05
0.08020198930869299,77.75719059141188,2.8912322471079865,0.834700182878755,0.36673450130910396,-3.53829770966474,-0.0013200189605451172,3.53829770966474,0.0013200189605451172,59.11619040360146,2.172742332917296e-05,-0.09815140771391145,-0.03550076822851322,-3.53829770966474e-09,-1.3200189605451172e-12,-3.5382977281398995,59.116179257788694,-0.0013200189669490797,2.1727417870031313e-05
0.08020198930869299,94.29466005719073,2.871964249772711,0.834700182878755,0.34746650397382856,-3.53829770966474,-0.0010313232457213309,3.53829770966474,0.0010313232457213309,59.11619040360146,1.39983331490723e-05,-0.09880990513860427,-0.033861241438526875,-3.53829770966474e-09,-1.0313232457213309e-12,-3.5382977281398995,59.116179257788694,-0.0010313232507332603,1.3998329124118205e-05
0.08020198930869299,114.34933345293979,2.8537085807566607,0.834700182878755,0.3292108349577785,-3.53829770966474,-0.0008057669389278654,3.53829770966474,0.0008057669389278654,59.11619040360146,9.018710041393375e-06,-0.09944200924898243,-0.03228742871859271,-3.53829770966474e-09,-8.057669389278655e-13,-3.5382977281122137,59.1161861617753,-0.000805766942845301,9.01871520182505e-06
