run_id,N_params_B,D_tokens_B,val_loss,L_hat,epsilon_N,epsilon_D
30,0.070542,39.846,3.0039,3.003921356226969,-0.09868254801446633,-0.0411999243127554
31,0.070542,41.943,2.9975,2.9976190381982595,-0.09889002227772173,-0.040698117401862376
32,0.070542,44.04,2.9921,2.99170762809624,-0.09908542221292646,-0.04022551402284437
33,0.070542,46.137,2.9861,2.9861459261890038,-0.09926996898167872,-0.039779160617415626
34,0.070542,48.234,2.9807,2.9808987042618655,-0.09944471210770386,-0.03935651875863953
35,0.070542,50.332,2.9761,2.9759333205987115,-0.09961063691034268,-0.03895520530729238
36,0.070542,52.429,2.971,2.9712282006352146,-0.09976837639201673,-0.03857368925425175
37,0.070542,54.526,2.9668,2.966757980533076,-0.09991870432730222,-0.03821009911230877
38,0.070542,56.623,2.9621,2.962502552886759,-0.10006223055527604,-0.03786295989628466
39,0.070542,58.72,2.9582,2.958444197014669,-0.10019949464204102,-0.03753096658648652
40,0.070542,60.817,2.9546,2.9545672221677526,-0.10033097613871718,-0.0372129593182528
41,0.070542,62.915,2.951,2.9508559432455663,-0.10045716197907929,-0.03690776037088934
42,0.070542,65.012,2.9473,2.9473014335726897,-0.10057831550273891,-0.036614732818953416
43,0.070542,67.109,2.9439,2.9438907178275575,-0.10069484294114778,-0.036332894132146056
44,0.070542,69.206,2.9406,2.9406137509091503,-0.10080705545769142,-0.03606149171621855
45,0.070542,71.303,2.9372,2.9374614672735824,-0.1009152347256782,-0.035799844302995536
46,0.070542,73.4,2.9343,2.934425659880808,-0.10101963648981635,-0.03554733333642108
47,0.070542,75.497,2.9314,2.931498877079329,-0.10112049361004305,-0.03530339561061157
48,0.070542,77.595,2.9289,2.9286730107912744,-0.10121806441868955,-0.035067406310965485
49,0.070542,79.692,2.926,2.9259445593016595,-0.10131245054701217,-0.03483911962739536
50,0.070542,81.789,2.923,2.9233064845652734,-0.10140387777767737,-0.034617989471434144
51,0.070542,83.886,2.9208,2.9207535882972464,-0.10149251023958013,-0.03440361887329629
52,0.070542,85.983,2.9182,2.9182810917828603,-0.10157849917276077,-0.0341956420367802
53,0.070542,88.08,2.9158,2.915884592747515,-0.10166198422422158,-0.033993721205145634
54,0.070542,90.178,2.9137,2.9135589355992386,-0.10174313271839833,-0.033797451679723506
55,0.070542,92.275,2.9115,2.9113025777475547,-0.10182198708349206,-0.03360673084169155
56,0.070542,94.372,2.9093,2.909110911926155,-0.1018986977266109,-0.03342119490941697
57,0.070542,96.469,2.9068,2.9069807064599313,-0.10197336804087062,-0.03324059381149687
58,0.070542,98.566,2.9049,2.9049089569476476,-0.10204609433922822,-0.033064694600930304
59,0.070542,100.663,2.903,2.9028928658425515,-0.10211696647699393,-0.03289327994948112
60,0.070542,102.76,2.9011,2.9009298242497317,-0.10218606840798558,-0.0327261468025376
61,0.070542,104.858,2.8989,2.8990164953819284,-0.10225351043699224,-0.0325630283718023
62,0.070542,106.955,2.8971,2.8971524236298136,-0.10231930189442663,-0.032403902090304616
63,0.070542,109.052,2.8951,2.895334551242036,-0.10238354436118086,-0.032248522269770395
64,0.070542,111.149,2.8933,2.893560877286653,-0.10244630268346766,-0.03209673207013106
65,0.070542,113.246,2.892,2.891829523183664,-0.10250763784346416,-0.031948383997054214
66,0.070542,115.343,2.8904,2.8901387231209448,-0.1025676072556963,-0.03180333918509484
67,0.070542,117.441,2.8885,2.8884860366566882,-0.10262629270337771,-0.031661399829565624
68,0.070542,119.538,2.8871,2.8868714731866967,-0.10268368932279721,-0.03152257769406464
69,0.070542,121.635,2.8854,2.8852927594538063,-0.10273987362158167,-0.031386687733684325
70,0.070542,123.732,2.8836,2.883748501666984,-0.1027948911967154,-0.03125361966543578
71,0.070542,125.829,2.8823,2.882237382686436,-0.10284878520007676,-0.031123269120177394
72,0.070542,127.926,2.8811,2.8807581566135756,-0.10290159650750313,-0.030995537233706103
73,0.070542,130.023,2.8793,2.879309643844412,-0.10295336387362407,-0.03087033027227093
74,0.070542,132.121,2.8782,2.8778900567875,-0.103004148045339,-0.030747501310593093
75,0.070542,134.218,2.876,2.876499688083131,-0.10305393555077685,-0.030627082932367163
76,0.070542,136.315,2.8753,2.875136847716427,-0.10310278403025977,-0.030508935726026823
77,0.070542,138.412,2.8738,2.8738005795680763,-0.10315072506252397,-0.03039298331377071
78,0.070542,140.509,2.8724,2.872489974576377,-0.10319778870986858,-0.030279152985522823
79,0.070542,142.606,2.8712,2.8712041677596942,-0.10324400361220108,-0.030167375471469648
80,0.070542,144.703,2.8696,2.8699423354679525,-0.10328939707397088,-0.03005758473179897
81,0.070542,146.801,2.8687,2.8687031075803118,-0.10333401622644205,-0.029949666772641475
82,0.070542,148.898,2.8676,2.867486916732314,-0.1033778434132683,-0.029843664298458274
83,0.070542,150.995,2.8666,2.866292452647122,-0.10342092384668594,-0.02973946795682995
84,0.070542,153.092,2.865,2.865119033431657,-0.10346328023673704,-0.029637022820191723
85,0.070542,155.189,2.8638,2.863966007563253,-0.10350493430603389,-0.0295362763492222
86,0.070542,157.286,2.8628,2.8628327521482255,-0.10354590684527719,-0.029437178258564983
87,0.070542,159.384,2.8619,2.8617181445107236,-0.1035862368333381,-0.02933963427210781
88,0.070542,161.481,2.8607,2.860622676589192,-0.10362590490997461,-0.029243691215433208
89,0.070542,163.578,2.8595,2.8595452663091363,-0.10366494874556118,-0.029149257977219994
90,0.070542,165.675,2.8586,2.858485390176308,-0.1037033858862105,-0.029056292119623177
91,0.070542,167.772,2.8575,2.8574425462553026,-0.10374123317230935,-0.028964752911699556
92,0.070542,169.869,2.8566,2.8564162530253707,-0.10377850677525736,-0.028874601240549042
93,0.070542,171.966,2.8553,2.8554060483102255,-0.10381522223186891,-0.028785799528109206
94,0.070542,174.064,2.8544,2.8544110176621986,-0.10385141159885679,-0.02869827024052231
95,0.070542,176.161,2.8534,2.8534316830378614,-0.10388705474523721,-0.028612062067522804
96,0.070542,178.258,2.8522,2.852467156567897,-0.10392218286720618,-0.028527099556538846
97,0.070542,180.355,2.8516,2.851517044052332,-0.10395680926608848,-0.028443350536367203
98,0.070542,182.452,2.8506,2.850580966213645,-0.10399094675121448,-0.02836078402576513
99,0.070542,184.549,2.8497,2.8496585579680556,-0.10402460766349528,-0.02827937017643063
100,0.070542,186.647,2.8487,2.848749037343423,-0.10405781961895326,-0.028199042194966332
101,0.070542,188.744,2.8476,2.8478529325321,-0.10409056243082783,-0.02811984890601127
102,0.070542,190.841,2.8469,2.8469694804180583,-0.1041228631028455,-0.028041724997095358
103,0.070542,192.938,2.8461,2.8460983662347097,-0.10415473231156148,-0.02796464464540523
104,0.070542,195.035,2.8451,2.845239286359181,-0.10418618036406761,-0.02788858292172882
105,0.070542,197.132,2.8444,2.844391947803002,-0.10421721721456625,-0.027813515750368875
106,0.070542,199.229,2.8436,2.8435560677312024,-0.10424785248003425,-0.027739419871257553
107,0.070542,201.327,2.8431,2.842730982360296,-0.10427810978491586,-0.027666238145214298
108,0.070542,203.424,2.842,2.8419172142660365,-0.10430796927492729,-0.02759401859273404
109,0.070542,205.521,2.8412,2.8411141125316934,-0.10433745415575661,-0.0275227050874594
110,0.070542,207.618,2.8403,2.840321430637092,-0.10436657283575738,-0.027452277292555102
111,0.070542,209.715,2.8392,2.839538930176469,-0.1043953334526483,-0.027382715525755913
112,0.070542,211.812,2.8388,2.8387663805134054,-0.10442374388481274,-0.027314000732037044
113,0.070542,213.91,2.838,2.8380031969712887,-0.10445182506626599,-0.02724608227941459
114,0.070542,216.007,2.8377,2.8372498909379367,-0.1044795576217481,-0.02717900702979426
115,0.070542,218.104,2.8365,2.8365058871224855,-0.10450696217953878,-0.027112725090658523
116,0.070542,220.201,2.8358,2.8357709828608053,-0.10453404568252445,-0.027047219669619035
117,0.070542,222.298,2.8351,2.8350449817807153,-0.10456081486275243,-0.02698247448423285
118,0.070542,224.395,2.8341,2.8343276935494757,-0.10458727624974044,-0.026918473741904342
119,0.070542,226.492,2.8338,2.833618933633661,-0.10461343617838512,-0.026855202120757763
120,0.070542,228.59,2.8331,2.832918191028628,-0.1046393130611067,-0.026792615087656325
121,0.070542,230.687,2.8324,2.832225960067574,-0.10466488819997824,-0.026730757866276593
122,0.070542,232.784,2.8314,2.8315417363082616,-0.10469017979372518,-0.02666958644033405
123,0.070542,234.881,2.8311,2.830865356239227,-0.10471519347050781,-0.026609087197298223
124,0.070542,236.978,2.83,2.8301966611099307,-0.10473993469814023,-0.02654924691245936
125,0.070542,239.075,2.8297,2.829535496751458,-0.10476440879002234,-0.026490052734581274
126,0.070542,241.172,2.8293,2.8288817134054844,-0.10478862091080247,-0.026431492172204932
127,0.070542,243.27,2.8281,2.8282348589440285,-0.1048125874448163,-0.026373525597413523
128,0.070542,245.367,2.8275,2.827595408531529,-0.10483629043007171,-0.02631619645391717
129,0.070542,247.464,2.827,2.826962914659685,-0.10485974610078465,-0.026259465476885634
130,0.070542,249.561,2.8263,2.826337243653938,-0.1048829590782708,-0.026203321488989562
131,0.070542,251.658,2.8255,2.825718265504166,-0.1049059338598495,-0.026147753612803144
132,0.070542,253.755,2.8251,2.8251058537346863,-0.10492867482316565,-0.02609275126035057
133,0.070542,255.853,2.8243,2.8244995978285528,-0.10495119691128463,-0.026038278289638395
134,0.070542,257.95,2.824,2.8238999559014166,-0.10497348280630708,-0.025984376586544063
135,0.070542,260.047,2.8232,2.823306520862274,-0.10499554734036239,-0.025931010277389106
136,0.070542,262.144,2.823,2.8227191791833053,-0.10501739445201057,-0.025878169836188847
137,0.070542,264.241,2.822,2.822137820300213,-0.1050390279791561,-0.02582584598040899
138,0.070542,266.338,2.8215,2.8215623365120734,-0.10506045166239064,-0.025774029662880265
139,0.070542,268.435,2.8212,2.8209926228853273,-0.10508166914819993,-0.025722712064042627
140,0.070542,270.533,2.8202,2.8204283095203815,-0.10510269396564023,-0.025671860461890798
141,0.070542,272.63,2.8199,2.819869834660589,-0.10512350954072629,-0.025621514943037015
142,0.070542,274.727,2.8196,2.819316830817865,-0.10514412932495955,-0.02557164297305375
143,0.070542,276.824,2.8185,2.818769203245193,-0.1051645566179272,-0.02552223657140583
144,0.070542,278.921,2.8183,2.818226859538299,-0.10518479463931893,-0.025473287950801886
145,0.070542,281.018,2.8178,2.8176897095606224,-0.105204846531442,-0.025424789511111285
146,0.070542,283.116,2.8173,2.817157412858662,-0.1052247247933323,-0.025376711021584116
147,0.070542,285.213,2.8164,2.8166303910167536,-0.10524441347114097,-0.025329091068941687
148,0.070542,287.31,2.8159,2.816108305354314,-0.10526392500740563,-0.02528189955908344
149,0.070542,289.407,2.8157,2.8155910741131933,-0.105283262258144,-0.025235129584312
150,0.070542,291.504,2.8152,2.8150786174693243,-0.10530242801319523,-0.025188774396992412
151,0.070542,293.601,2.8146,2.814570857473446,-0.1053214249982141,-0.025142827404729264
152,0.070542,295.698,2.8142,2.8140677179940545,-0.10534025587659115,-0.025097282165722136
153,0.070542,297.796,2.8135,2.8135688879702765,-0.10535893211464895,-0.025052110946989625
154,0.070542,299.893,2.8131,2.8130747702440053,-0.10537743845387942,-0.025007350653469495
162,0.162405,0.134,4.5235,4.523354577418595,-0.049356596934305455,-0.13469184530530473
163,0.162405,0.268,4.1397,4.139486188139653,-0.05393359912838129,-0.12122823601672345
164,0.162405,0.537,3.8226,3.822538701518109,-0.058405527347552874,-0.10807371002863522
165,0.162405,1.074,3.5629,3.5622517682548267,-0.06267310768378694,-0.0955202892920107
166,0.162405,2.097,3.3548,3.354620976949425,-0.06655219477927955,-0.08410965175338583
167,0.162405,4.194,3.1771,3.1768463777902065,-0.07027641947984012,-0.07315455403983635
168,0.162405,6.291,3.0883,3.087766003936756,-0.07230385605125277,-0.06719069107944461
169,0.162405,8.389,3.0304,3.030397627157777,-0.07367263842467738,-0.06316431086474011
170,0.162405,10.486,2.9888,2.988995769149979,-0.07469310962995639,-0.060162515144408735
171,0.162405,12.583,2.9568,2.957034871544468,-0.07550042470482846,-0.05778773482314783
172,0.162405,14.68,2.9311,2.931255550783849,-0.07616442333350765,-0.055834531017333315
173,0.162405,16.777,2.9098,2.9098057784038285,-0.0767258730206601,-0.05418298292919801
174,0.162405,18.874,2.8916,2.891539626570531,-0.07721055821510094,-0.052757243589514606
175,0.162405,20.972,2.8757,2.8756953023408958,-0.0776359680689597,-0.051505867291884604
176,0.162405,23.069,2.8619,2.861766290667622,-0.07801384389656482,-0.05039431604354575
177,0.162405,25.166,2.8494,2.8493703704682973,-0.07835323585255874,-0.04939596810805562
178,0.162405,27.263,2.8385,2.83823066056315,-0.07866076276700405,-0.048491353680041156
179,0.162405,29.36,2.8281,2.8281369598450574,-0.07894150525186255,-0.04766552774276449
180,0.162405,31.457,2.8195,2.8189262209083945,-0.07919944375012797,-0.04690678151239914
181,0.162405,33.554,2.8106,2.8104696276081365,-0.07943775178193242,-0.04620577983171415
182,0.162405,35.652,2.8025,2.802660198239835,-0.07965909988260736,-0.04555466711253865
183,0.162405,37.749,2.7952,2.795421189584358,-0.07986538468708916,-0.04494786425513362
184,0.162405,39.846,2.7888,2.788679399301741,-0.08005846377482356,-0.044379907044534886
185,0.162405,41.943,2.7823,2.782377081273032,-0.08023980292651323,-0.0438464837723694
186,0.162405,44.04,2.7766,2.776465671171013,-0.08041064256142352,-0.0433439456485264
187,0.162405,46.137,2.771,2.7709039692637765,-0.080572041162406,-0.04286917906306043
188,0.162405,48.234,2.7656,2.7656567473366382,-0.08072490878833564,-0.04241950700674076
189,0.162405,50.332,2.7605,2.760691363673484,-0.08087010073140526,-0.041992413570808115
190,0.162405,52.429,2.7557,2.7559862437099873,-0.08100816510900138,-0.04158628642517742
191,0.162405,54.526,2.7514,2.7515160236078486,-0.08113977412926535,-0.04119914821712052
192,0.162405,56.623,2.7474,2.7472605959615315,-0.08126545730564591,-0.04082944134148784
193,0.162405,58.72,2.7432,2.743202240089442,-0.08138568327405415,-0.04047578726915966
194,0.162405,60.817,2.7391,2.7393252652425257,-0.0815008686633017,-0.04013696045395964
195,0.162405,62.915,2.7356,2.735613986320339,-0.08161143706130031,-0.039811714878975155
196,0.162405,65.012,2.7321,2.7320594766474624,-0.08171761653686857,-0.03949937966197045
197,0.162405,67.109,2.7285,2.72864876090233,-0.08181976070630899,-0.039198914612984394
198,0.162405,69.206,2.7254,2.725371793983923,-0.08191814018234907,-0.038909523703551704
199,0.162405,71.303,2.7222,2.722219510348355,-0.08201299998765549,-0.03863048618036903
200,0.162405,73.4,2.719,2.7191837029555805,-0.08210456263985715,-0.03836114749045863
201,0.162405,75.497,2.7163,2.716256920154102,-0.08219303078882872,-0.03810091152339291
202,0.162405,77.595,2.7135,2.7134310538660475,-0.08227862961563076,-0.037849115891501924
203,0.162405,79.692,2.7109,2.7107026023764322,-0.08236144698163081,-0.03760550214371366
204,0.162405,81.789,2.7082,2.7080645276400466,-0.08244167980116548,-0.03736949104113337
205,0.162405,83.886,2.7053,2.705511631372019,-0.08251947102344442,-0.03714066208750074
206,0.162405,85.983,2.7029,2.703039134857633,-0.08259495239618644,-0.036918627736614994
207,0.162405,88.08,2.7007,2.700642635822288,-0.08266824558985683,-0.036703030085303456
208,0.162405,90.178,2.6984,2.6983169786740113,-0.08273949666888536,-0.03649343947364249
209,0.162405,92.275,2.6961,2.696060620822327,-0.08280874211222272,-0.03628974859595064
210,0.162405,94.372,2.6945,2.6938689550009283,-0.08287611327720218,-0.0360915710543768
211,0.162405,96.469,2.6918,2.691738749534704,-0.08294170030698099,-0.03589864168578629
212,0.162405,98.566,2.6898,2.6896670000224203,-0.08300558718485752,-0.03571071344675022
213,0.162405,100.663,2.6878,2.687650908917324,-0.08306785227495588,-0.035527555823079496
214,0.162405,102.76,2.6858,2.6856878673245044,-0.08312856880535612,-0.03534895340865962
215,0.162405,104.858,2.6837,2.683774538456701,-0.0831878332063538,-0.0351746225462477
216,0.162405,106.955,2.682,2.6819104667045863,-0.08324565321635216,-0.035004540472726386
217,0.162405,109.052,2.68,2.680092594316809,-0.08330211767385091,-0.03483844586271311
218,0.162405,111.149,2.6783,2.6783189203614257,-0.08335728317166491,-0.034676172244024694
219,0.162405,113.246,2.6765,2.6765875662584366,-0.08341120293728461,-0.03451756304384225
220,0.162405,115.343,2.6749,2.674896766195717,-0.08346392709058285,-0.034362470830647
221,0.162405,117.441,2.6736,2.673244079731461,-0.08351552720581443,-0.034210685063180486
222,0.162405,119.538,2.6713,2.6716295162614694,-0.08356599869468774,-0.03406221923826068
223,0.162405,121.635,2.6702,2.670050802528579,-0.08361540853723345,-0.033916876328898116
224,0.162405,123.732,2.6683,2.668506544741757,-0.08366379655636212,-0.033774539192892354
225,0.162405,125.829,2.6669,2.6669954257612085,-0.08371120044380034,-0.03363509695708696
226,0.162405,127.926,2.6657,2.6655161996883483,-0.08375765590721167,-0.03349844458460185
227,0.162405,130.023,2.6641,2.664067686919185,-0.08380319680494955,-0.03336448247844693
228,0.162405,132.121,2.6625,2.6626480998622726,-0.08384787636043356,-0.03323305407777828
229,0.162405,134.218,2.6611,2.6612577311579035,-0.0838916825133869,-0.033104194858841744
230,0.162405,136.315,2.66,2.6598948907912,-0.08393466578003993,-0.03297775622420172
231,0.162405,138.412,2.6584,2.658558622642849,-0.0839768537609515,-0.032853656984659564
232,0.162405,140.509,2.6573,2.6572480176511495,-0.08401827273388712,-0.03273181984211652
233,0.162405,142.606,2.656,2.655962210834467,-0.08405894773572503,-0.03261217114864049
234,0.162405,144.703,2.6546,2.6547003785427252,-0.08409890263817658,-0.03249464068372892
235,0.162405,146.801,2.6538,2.6534611506550845,-0.08413817877585189,-0.03237910685839902
236,0.162405,148.898,2.6523,2.6522449598070867,-0.08417676046213846,-0.0322656158160462
237,0.162405,150.995,2.6507,2.6510504957218943,-0.08421468735841679,-0.032154050889623205
238,0.162405,153.092,2.6499,2.6498770765064297,-0.08425197932688085,-0.03204435365293581
239,0.162405,155.189,2.6486,2.648724050638026,-0.08428865536778618,-0.03193646821524898
240,0.162405,157.286,2.6477,2.6475907952229982,-0.08432473366783666,-0.0318303410789534
241,0.162405,159.384,2.6464,2.6464761875854963,-0.08436024843748294,-0.031725871611337574
242,0.162405,161.481,2.6454,2.6453807196639647,-0.08439518251911768,-0.03162311028284309
243,0.162405,163.578,2.6444,2.644303309383909,-0.08442956898186217,-0.03152195981806779
244,0.162405,165.675,2.6434,2.6432434332510804,-0.08446342317930128,-0.03142237505324327
245,0.162405,167.772,2.642,2.6422005893300753,-0.0844967598486539,-0.03132431263768941
246,0.162405,169.869,2.6411,2.6411742961001434,-0.08452959314281093,-0.031227730939572783
247,0.162405,171.966,2.6401,2.640164091384998,-0.08456193666033729,-0.031132589957653004
248,0.162405,174.064,2.6391,2.6391690607369713,-0.08459381855827454,-0.031038806865794098
249,0.162405,176.161,2.6385,2.638189726112634,-0.08462522102137225,-0.030946434068946004
250,0.162405,178.258,2.6373,2.63722519964267,-0.08465617145583372,-0.030855390949622065
251,0.162405,180.355,2.6361,2.6362750871271046,-0.08468668150708474,-0.030765643251893182
252,0.162405,182.452,2.6355,2.6353390092884177,-0.08471676239061104,-0.03067715798453247
253,0.162405,184.549,2.6347,2.6344166010428287,-0.0847464249125287,-0.030589903360505745
254,0.162405,186.647,2.6337,2.633507080418196,-0.08477569334392765,-0.03050380798450724
255,0.162405,188.744,2.6324,2.6326109756068727,-0.08480454983179944,-0.03041892437255502
256,0.162405,190.841,2.6317,2.631727523492831,-0.08483301811286595,-0.0303351827012285
257,0.162405,192.938,2.6311,2.630856409309482,-0.08486110753843586,-0.030252555462923186
258,0.162405,195.035,2.6299,2.629997329433954,-0.08488882713681165,-0.030171016100182406
259,0.162405,197.132,2.6292,2.629149990877775,-0.08491618562775792,-0.030090538963137847
260,0.162405,199.229,2.6284,2.628314110805975,-0.08494319143617621,-0.030011099269283952
261,0.162405,201.327,2.6274,2.627489025435069,-0.0849698653381159,-0.029932635904249372
262,0.162405,203.424,2.6267,2.626675257340809,-0.08499618978198936,-0.02985520049739937
263,0.162405,205.521,2.6254,2.6258721556064657,-0.08502218517833064,-0.029778733009554668
264,0.162405,207.618,2.6249,2.625079473711865,-0.08504785889507148,-0.02970321176736869
265,0.162405,209.715,2.6243,2.6242969732512416,-0.08507321806342732,-0.02962861579381458
266,0.162405,211.812,2.6234,2.623524423588178,-0.085098269587766,-0.029554924779155275
267,0.162405,213.91,2.623,2.6227612400460614,-0.08512303188706354,-0.029482084542534797
268,0.162405,216.007,2.6218,2.622007934012709,-0.08514748783651585,-0.02941014545790135
269,0.162405,218.104,2.6212,2.621263930197258,-0.08517165558822397,-0.02933905412943254
270,0.162405,220.201,2.6206,2.6205290259355776,-0.08519554122812593,-0.029268792654866493
271,0.162405,222.298,2.62,2.619803024855488,-0.08521915065767602,-0.029199343674614697
272,0.162405,224.395,2.6189,2.6190857366242484,-0.0852424896011051,-0.029130690350405188
273,0.162405,226.492,2.6186,2.6183769767084337,-0.08526556361233073,-0.02906281634495589
274,0.162405,228.59,2.6177,2.6176762341034006,-0.08528838890003702,-0.02899567397915701
275,0.162405,230.687,2.6169,2.616984003142347,-0.08531094893989363,-0.028929311860616324
276,0.162405,232.784,2.6164,2.6162997793830343,-0.08533325975406492,-0.02886368285888655
277,0.162405,234.881,2.6157,2.615623399314,-0.08535532627791484,-0.0287987724562092
278,0.162405,236.978,2.6149,2.6149547041847034,-0.08537715330644814,-0.028734566547703476
279,0.162405,239.075,2.6143,2.614293539826231,-0.08539874549949539,-0.028671051426114105
280,0.162405,241.172,2.6136,2.613639756480257,-0.08542010738666296,-0.028608213767250118
281,0.162405,243.27,2.613,2.612992902018801,-0.08544125339801202,-0.02854601112396013
282,0.162405,245.367,2.6125,2.6123534516063014,-0.08546216766009102,-0.02848449018924113
283,0.162405,247.464,2.612,2.611720957734457,-0.08548286447196116,-0.028423608901288172
284,0.162405,249.561,2.6109,2.6110952867287107,-0.08550334788750714,-0.02836335533528288
285,0.162405,251.658,2.6108,2.6104763085789386,-0.08552362185203262,-0.028303717885806712
286,0.162405,253.755,2.6096,2.609863896809459,-0.08554369020603941,-0.028244685255723614
287,0.162405,255.853,2.6092,2.6092576409033255,-0.08556356611503624,-0.028186218717661873
288,0.162405,257.95,2.6088,2.6086579989761893,-0.08558323427456424,-0.028128363290882016
289,0.162405,260.047,2.6081,2.608064563937046,-0.08560270775335921,-0.028071080532677522
290,0.162405,262.144,2.6074,2.607477222258078,-0.08562199000735816,-0.028014360277139657
291,0.162405,264.241,2.6069,2.606895863374986,-0.08564108440432973,-0.02795819261771429
292,0.162405,266.338,2.6063,2.606320379586846,-0.08565999422679799,-0.02790256789860039
293,0.162405,268.435,2.6057,2.6057506659601,-0.08567872267484773,-0.027847476706498817
294,0.162405,270.533,2.6053,2.605186352595154,-0.08569728167284368,-0.02779288396495973
295,0.162405,272.63,2.6047,2.6046278777353615,-0.08571565657306492,-0.02773883276139777
296,0.162405,274.727,2.604,2.6040748738926376,-0.08573385923226713,-0.02768528821824045
297,0.162405,276.824,2.6037,2.603527246319966,-0.08575189254660771,-0.027632241816214726
298,0.162405,278.921,2.603,2.6029849026130716,-0.0857697593422354,-0.027579685241983346
299,0.162405,281.018,2.6026,2.602447752635395,-0.08578746237749109,-0.02752761038167125
300,0.162405,283.116,2.602,2.6019154559334345,-0.08580501267228985,-0.02747598481933794
301,0.162405,285.213,2.6013,2.6013884340915263,-0.08582239612615275,-0.027424850032643024
302,0.162405,287.31,2.6008,2.6008663484290864,-0.08583962370978494,-0.027374173750400865
303,0.162405,289.407,2.6005,2.600349117187966,-0.08585669793063291,-0.0273239485967617
304,0.162405,291.504,2.5999,2.599836660544097,-0.08587362123814024,-0.02727416736649614
305,0.162405,293.601,2.5993,2.5993289005482185,-0.08589039602549277,-0.02722482301986122
306,0.162405,295.698,2.5989,2.5988257610688272,-0.08590702463129941,-0.027175908677656107
307,0.162405,297.796,2.5985,2.598326931045049,-0.0859235171683345,-0.027127394592365683
308,0.162405,299.893,2.5978,2.597832813318778,-0.08593986014957593,-0.0270793204371184
316,0.409009,0.134,4.3461,4.346382266296763,-0.037523378582097366,-0.14017611375950437
317,0.409009,0.268,3.9625,3.9625138770178205,-0.041158454532280314,-0.12664248610314807
318,0.409009,0.537,3.6458,3.6455663903962767,-0.044736792524313236,-0.11332009760935881
319,0.409009,1.074,3.3856,3.385279457132995,-0.04817650929737129,-0.10051380506200551
320,0.409009,2.097,3.1777,3.177648665827593,-0.05132441134686991,-0.08879395798853484
321,0.409009,4.194,2.9999,2.9998740666683745,-0.05436593124120529,-0.07747017869933909
322,0.409009,6.291,2.9109,2.910793692814924,-0.05602971713294059,-0.07127579402423735
323,0.409009,8.389,2.8533,2.8534253160359446,-0.05715619971695565,-0.06708182502266458
324,0.409009,10.486,2.8125,2.812023458028147,-0.05799771932028289,-0.06394879200408835
325,0.409009,12.583,2.7799,2.780062560422636,-0.058664488189062204,-0.06146636750276398
326,0.409009,14.68,2.754,2.754283239662017,-0.05921357139027609,-0.059422094508353805
327,0.409009,16.777,2.733,2.7328334672819965,-0.0596783335659943,-0.05769175425656023
328,0.409009,18.874,2.7147,2.714567315448699,-0.060079905299312855,-0.05619667619202149
329,0.409009,20.972,2.6988,2.6987229912190633,-0.06043263712927296,-0.054883432310835194
330,0.409009,23.069,2.6849,2.68479397954579,-0.06074616841488868,-0.05371613464325042
331,0.409009,25.166,2.6724,2.672398059346466,-0.06102793955802063,-0.05266708208211705
332,0.409009,27.263,2.6611,2.6612583494413182,-0.0612833952310589,-0.05171600375281015
333,0.409009,29.36,2.6512,2.6511646487232254,-0.061516717688322654,-0.05084732884649498
334,0.409009,31.457,2.6418,2.6419539097865625,-0.061731185633720424,-0.05004885053214473
