experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,L_hat,epsilon_N,epsilon_D,epsilon_Q_score,epsilon_impurity,dlnN_dlnQ_score,dlnD_dlnQ_score,loss_qscore_0_1,loss_qscore_1_0,relative_loss_reduction_qscore_0_1_to_1_0
N0.07_D0300_Q0.9,0.07,300.0,0.9,2.858,2.922422815224032,-0.10833227684702992,-0.025393457949830382,-0.11155904265684422,0.012395449184093799,-1.0297858210288577,-4.393219815798635,3.2122207632283986,2.886198071723486,0.10149448482402805
N0.07_D0300_Q1.0,0.07,300.0,1.0,2.837,2.886198071723486,-0.10969195793754856,-0.025712171869653355,-0.12551024773886818,0.0,-1.1442064678098418,-4.881355350887373,3.2122207632283986,2.886198071723486,0.10149448482402805
N0.07_D0600_Q0.1,0.07,600.0,0.1,3.1971,3.165509739606987,-0.10001318698271731,-0.019270326840257257,-0.011443573541190024,0.10299216187071021,-0.1144206467809842,-0.5938442889968779,3.165509739606987,2.8394870481020744,0.1029921618707102
N0.07_D0600_Q0.2,0.07,600.0,0.2,3.1469,3.129284996106441,-0.10117094412200915,-0.019493401008263224,-0.023152089723766197,0.09260835889506479,-0.2288412935619684,-1.187688577993756,3.165509739606987,2.8394870481020744,0.1029921618707102
N0.07_D0600_Q0.3,0.07,600.0,0.3,3.1946,3.0930602526058952,-0.10235581968252892,-0.019721700295638144,-0.03513485726961825,0.08198133362910924,-0.34326194034295254,-1.7815328669906336,3.165509739606987,2.8394870481020744,0.1029921618707102
N0.07_D0600_Q0.4,0.07,600.0,0.4,3.1242,3.0568355091053494,-0.10356877775722524,-0.019955410461748202,-0.047401626149190884,0.07110243922378631,-0.4576825871239367,-2.3753771559875116,3.165509739606987,2.8394870481020744,0.1029921618707102
N0.07_D0600_Q0.6,0.07,600.0,0.6,2.9753,2.9843860221042577,-0.10608303186586444,-0.020439851562913287,-0.07282853471147978,0.04855235647431986,-0.686523880685905,-3.563065733981267,3.165509739606987,2.8394870481020744,0.1029921618707102
N0.07_D0600_Q0.8,0.07,600.0,0.8,2.8695,2.911936535103166,-0.10872239613275429,-0.020948398621635177,-0.09952069508070496,0.024880173770176234,-0.9153651742478736,-4.750754311975024,3.165509739606987,2.8394870481020744,0.1029921618707102
N0.07_D0600_Q0.9,0.07,600.0,0.9,2.8303,2.8757117916026202,-0.1100919495505114,-0.021212281243333166,-0.11337112865654095,0.012596792072948991,-1.0297858210288575,-5.344598600971902,3.165509739606987,2.8394870481020744,0.1029921618707102
N0.07_D0600_Q1.0,0.07,600.0,1.0,2.747,2.8394870481020744,-0.1114964471116494,-0.021482896827797547,-0.1275749559229672,0.0,-1.1442064678098418,-5.93844288996878,3.165509739606987,2.8394870481020744,0.1029921618707102
N0.16_D0010_Q0.1,0.16,10.0,0.1,3.4765,3.4027024739908445,-0.07387380384869718,-0.05706569516791216,-0.010645874500470155,0.09581287050423139,-0.14410892557088628,-0.18655471503756063,3.4027024739908445,3.076679782485932,0.09581287050423136
N0.16_D0010_Q0.2,0.16,10.0,0.2,3.4324,3.3664777304902986,-0.07466871764586612,-0.05767974651048168,-0.021520857347403284,0.08608342938961314,-0.2882178511417725,-0.37310943007512126,3.4027024739908445,3.076679782485932,0.09581287050423136
N0.16_D0010_Q0.3,0.16,10.0,0.3,3.46,3.330252986989753,-0.07548092475289468,-0.058307156509265996,-0.03263242490170969,0.07614232477065595,-0.43232677671265873,-0.5596641451126818,3.4027024739908445,3.076679782485932,0.09581287050423136
N0.16_D0010_Q0.4,0.16,10.0,0.4,3.2484,3.294028243489207,-0.07631099569832815,-0.05894836588352353,-0.04398838239732237,0.06598257359598354,-0.576435702283545,-0.7462188601502425,3.4027024739908445,3.076679782485932,0.09581287050423136
N0.16_D0010_Q0.6,0.16,10.0,0.6,3.269,3.2215787564881153,-0.07802713952369694,-0.06027404474802832,-0.0674664434527776,0.0449776289685184,-0.8646535534253175,-1.1193282902253636,3.4027024739908445,3.076679782485932,0.09581287050423136
N0.16_D0010_Q0.8,0.16,10.0,0.8,3.2072,3.1491292694870237,-0.0798222472334466,-0.061660721269626566,-0.0920247862837251,0.02300619657093127,-1.15287140456709,-1.492437720300485,3.4027024739908445,3.076679782485932,0.09581287050423136
N0.16_D0010_Q0.9,0.16,10.0,0.9,3.0024,3.112904525986478,-0.08075113548155387,-0.06237826457794343,-0.10473263435588219,0.011636959372875797,-1.2969803301379763,-1.6789924353380457,3.4027024739908445,3.076679782485932,0.09581287050423136
N0.16_D0010_Q1.0,0.16,10.0,1.0,3.0121,3.076679782485932,-0.0817018971392502,-0.06311270455678303,-0.11773972613840411,0.0,-1.4410892557088624,-1.865547150375606,3.4027024739908445,3.076679782485932,0.09581287050423136
N0.16_D0050_Q0.1,0.16,50.0,0.1,3.2175,3.1516408907202256,-0.07975863489372105,-0.03908333442388476,-0.011493931179534738,0.10344538061581265,-0.14410892557088625,-0.2940877831680227,3.1516408907202256,2.825618199215313,0.10344538061581263
N0.16_D0050_Q0.2,0.16,50.0,0.2,3.1458,3.1154161472196797,-0.08068603462282536,-0.03953777893394316,-0.023255155516141386,0.09302062206456554,-0.28821785114177256,-0.5881755663360454,3.1516408907202256,2.825618199215313,0.10344538061581263
N0.16_D0050_Q0.3,0.16,50.0,0.3,3.0796,3.079191403719134,-0.08163525489693946,-0.04000291594969784,-0.035293106615710126,0.0823505821033236,-0.43232677671265873,-0.882263349504068,3.1516408907202256,2.825618199215313,0.10344538061581263
N0.16_D0050_Q0.4,0.16,50.0,0.4,3.002,3.042966660218588,-0.0826070749986526,-0.040479127335282854,-0.04761766729043778,0.07142650093565667,-0.576435702283545,-1.1763511326720908,3.1516408907202256,2.825618199215313,0.10344538061581263
N0.16_D0050_Q0.6,0.16,50.0,0.6,2.8375,2.9705171732174964,-0.08462182187851346,-0.04146639380730819,-0.07316855898458094,0.04877903932305396,-0.8646535534253176,-1.764526699008136,3.1516408907202256,2.825618199215313,0.10344538061581263
N0.16_D0050_Q0.8,0.16,50.0,0.8,2.894,2.8980676862164048,-0.08673730303630525,-0.04250302210050272,-0.09999695637982656,0.024999239094956636,-1.15287140456709,-2.3527022653441816,3.1516408907202256,2.825618199215313,0.10344538061581263
N0.16_D0050_Q0.9,0.16,50.0,0.9,2.6326,2.861842942715859,-0.08783520974093996,-0.043041018456140466,-0.1139205393275427,0.012657837703060297,-1.2969803301379763,-2.6467900485122042,3.1516408907202256,2.825618199215313,0.10344538061581263
N0.16_D0050_Q1.0,0.16,50.0,1.0,2.793,2.825618199215313,-0.08896126702074719,-0.04359280915950192,-0.12820112607784595,0.0,-1.4410892557088626,-2.940877831680227,3.1516408907202256,2.825618199215313,0.10344538061581263
N0.16_D0150_Q0.1,0.16,150.0,0.1,3.1249,3.0353214004381823,-0.08281514276636015,-0.029743520457733277,-0.011934401245059715,0.10740961120553742,-0.14410892557088625,-0.4012437351529713,3.0353214004381823,2.70929870893327,0.10740961120553741
N0.16_D0150_Q0.2,0.16,150.0,0.2,2.9746,2.9990966569376365,-0.08381542973534892,-0.03010277910212949,-0.024157103050846486,0.09662841220338594,-0.2882178511417725,-0.8024874703059426,3.0353214004381823,2.70929870893327,0.10740961120553741
N0.16_D0150_Q0.3,0.16,150.0,0.3,3.0125,2.9628719134370907,-0.08484017617470102,-0.030470822501738767,-0.0366786799013426,0.08558358643646605,-0.43232677671265873,-1.2037312054589135,3.0353214004381823,2.70929870893327,0.10740961120553741
N0.16_D0150_Q0.4,0.16,150.0,0.4,2.9738,2.926647169936545,-0.08589029032991581,-0.03084797685799828,-0.0495102298256626,0.07426534473849389,-0.576435702283545,-1.6049749406118852,3.0353214004381823,2.70929870893327,0.10740961120553741
N0.16_D0150_Q0.6,0.16,150.0,0.6,2.8802,2.854197682935453,-0.08807048531430013,-0.03163100604751293,-0.07615045807890185,0.050766972052601236,-0.8646535534253175,-2.407462410917827,3.0353214004381823,2.70929870893327,0.10740961120553741
N0.16_D0150_Q0.8,0.16,150.0,0.8,2.725,2.7817481959343615,-0.0903642448610067,-0.03245482258303547,-0.10417835389555324,0.026044588473888308,-1.15287140456709,-3.2099498812237703,3.0353214004381823,2.70929870893327,0.10740961120553741
N0.16_D0150_Q0.9,0.16,150.0,0.9,2.7204,2.7455234524338157,-0.09155652081436223,-0.03288303514205914,-0.11874700659209601,0.013194111843566222,-1.296980330137976,-3.6111936163767413,3.0353214004381823,2.70929870893327,0.10740961120553741
N0.16_D0150_Q1.0,0.16,150.0,1.0,2.6657,2.70929870893327,-0.09278067947629452,-0.03332269855370618,-0.1337052403306558,0.0,-1.4410892557088626,-4.012437351529712,3.0353214004381823,2.70929870893327,0.10740961120553741
N0.16_D0300_Q0.1,0.16,300.0,0.1,2.9719,2.9784948172111885,-0.08439516955562089,-0.024915410441942874,-0.012162097208033296,0.10945887487229966,-0.14410892557088625,-0.48813553508873725,2.9784948172111885,2.652472125706276,0.10945887487229965
N0.16_D0300_Q0.2,0.16,300.0,0.2,2.9407,2.9422700737106426,-0.08543422895304115,-0.025222164862801304,-0.024623669882799723,0.09849467953119889,-0.2882178511417725,-0.9762710701774745,2.9784948172111885,2.652472125706276,0.10945887487229965
N0.16_D0300_Q0.3,0.16,300.0,0.3,2.956,2.906045330210097,-0.08649919273657823,-0.02553656685893858,-0.03739591718405189,0.08725714009612107,-0.4323267767126588,-1.4644066052662117,2.9784948172111885,2.652472125706276,0.10945887487229965
N0.16_D0300_Q0.4,0.16,300.0,0.4,2.8482,2.869820586709551,-0.08759104185230274,-0.025858906028374335,-0.050490603723879514,0.07573590558581927,-0.576435702283545,-1.9525421403549488,2.9784948172111885,2.652472125706276,0.10945887487229965
N0.16_D0300_Q0.6,0.16,300.0,0.6,2.8081,2.7973710997084593,-0.08985957392112688,-0.02652862928259699,-0.07769739990018734,0.051798266600124904,-0.8646535534253175,-2.9288132105324234,2.9784948172111885,2.652472125706276,0.10945887487229965
N0.16_D0300_Q0.8,0.16,300.0,0.8,2.6978,2.7249216127073677,-0.09224873623770963,-0.02723396538232306,-0.10635093011590731,0.026587732528976823,-1.15287140456709,-3.905084280709898,2.9784948172111885,2.652472125706276,0.10945887487229965
N0.16_D0300_Q0.9,0.16,300.0,0.9,2.6348,2.688696869206822,-0.09349160107931088,-0.027600887894777368,-0.1212567676329726,0.013472974181441399,-1.2969803301379763,-4.393219815798635,2.9784948172111885,2.652472125706276,0.10945887487229965
N0.16_D0300_Q1.0,0.16,300.0,1.0,2.6071,2.652472125706276,-0.09476841346717023,-0.027977832509835068,-0.1365697424281141,0.0,-1.4410892557088626,-4.881355350887373,2.9784948172111885,2.652472125706276,0.10945887487229965
N0.16_D0600_Q0.1,0.16,600.0,0.1,2.98,2.931783793589777,-0.08573980648528298,-0.02080658452087058,-0.012355871391249836,0.11120284252124853,-0.14410892557088625,-0.5938442889968779,2.931783793589777,2.6057611020848643,0.1112028425212485
N0.16_D0600_Q0.2,0.16,600.0,0.2,2.9212,2.895559050089231,-0.08681244995204983,-0.021066884233068725,-0.025020897777532473,0.10008359111012989,-0.2882178511417725,-1.187688577993756,2.931783793589777,2.6057611020848643,0.1112028425212485
N0.16_D0600_Q0.3,0.16,600.0,0.3,2.8818,2.859334306588685,-0.08791227193681062,-0.021333779389728132,-0.038006829159928056,0.08868260137316546,-0.43232677671265873,-1.7815328669906338,2.931783793589777,2.6057611020848643,0.1112028425212485
N0.16_D0600_Q0.4,0.16,600.0,0.4,2.8627,2.8231095630881393,-0.08904031866340581,-0.021607523879277724,-0.05132601862029097,0.07698902793043645,-0.576435702283545,-2.375377155987512,2.931783793589777,2.6057611020848643,0.1112028425212485
N0.16_D0600_Q0.6,0.16,600.0,0.6,2.7288,2.7506600760870477,-0.09138554680179296,-0.022176643282299142,-0.07901683777388595,0.0526778918492573,-0.8646535534253176,-3.563065733981268,2.931783793589777,2.6057611020848643,0.1112028425212485
N0.16_D0600_Q0.8,0.16,600.0,0.8,2.658,2.678210589085956,-0.09385765859616974,-0.022776553698513696,-0.10820581069514462,0.02705145267378615,-1.15287140456709,-4.750754311975024,2.931783793589777,2.6057611020848643,0.1112028425212485
N0.16_D0600_Q0.9,0.16,600.0,0.9,2.5923,2.64198584558541,-0.09514455784806738,-0.02308884712617672,-0.12340062004861822,0.013711180005402022,-1.2969803301379763,-5.344598600971902,2.931783793589777,2.6057611020848643,0.1112028425212485
N0.16_D0600_Q1.0,0.16,600.0,1.0,2.5781,2.6057611020848643,-0.0964672375061379,-0.023409823429107898,-0.13901789949801036,0.0,-1.4410892557088626,-5.93844288996878,2.931783793589777,2.6057611020848643,0.1112028425212485
N0.41_D0010_Q0.1,0.41,10.0,0.1,3.228,3.1946735422248413,-0.060513001676241115,-0.060781666596403626,-0.011339106491400096,0.10205195842260087,-0.18738297848893698,-0.18655471503756063,3.1946735422248413,2.868650850719929,0.10205195842260084
N0.41_D0010_Q0.2,0.41,10.0,0.2,3.2291,3.1584487987242955,-0.06120703476142372,-0.06147878104159575,-0.02293831295614296,0.09175325182457184,-0.37476595697787396,-0.37310943007512126,3.1946735422248413,2.868650850719929,0.10205195842260084
N0.41_D0010_Q0.3,0.41,10.0,0.3,3.2054,3.1222240552237497,-0.06191717250152344,-0.06219207164296434,-0.034806672608846304,0.08121556942064136,-0.562148935466811,-0.5596641451126819,3.1946735422248413,2.868650850719929,0.10205195842260084
N0.41_D0010_Q0.4,0.41,10.0,0.4,3.0181,3.085999311723204,-0.06264398202595405,-0.06292210804785775,-0.04695366374572281,0.07043049561858422,-0.7495319139557479,-0.7462188601502425,3.1946735422248413,2.868650850719929,0.10205195842260084
N0.41_D0010_Q0.6,0.41,10.0,0.6,3.0836,3.013549824722112,-0.06415002129042996,-0.0644348338079221,-0.07212373235717691,0.04808248823811794,-1.1242978709336218,-1.1193282902253638,3.1946735422248413,2.868650850719929,0.10205195842260084
N0.41_D0010_Q0.8,0.41,10.0,0.8,2.9795,2.9411003377210205,-0.0657302584805702,-0.06602208691673711,-0.09853385288749561,0.0246334632218739,-1.4990638279114956,-1.492437720300485,3.1946735422248413,2.868650850719929,0.10205195842260084
N0.41_D0010_Q0.9,0.41,10.0,0.9,2.8227,2.9048755942204747,-0.06654993618326444,-0.06684540381495056,-0.11223292734241892,0.012470325260268767,-1.686446806400433,-1.6789924353380454,3.1946735422248413,2.868650850719929,0.10205195842260084
N0.41_D0010_Q1.0,0.41,10.0,1.0,2.9558,2.868650850719929,-0.0673903153348825,-0.06768951407213969,-0.12627798008758967,0.0,-1.8738297848893697,-1.8655471503756058,3.1946735422248413,2.868650850719929,0.10205195842260084
N0.41_D0050_Q0.1,0.41,50.0,0.1,2.976,2.9436119589542225,-0.06567417448744689,-0.04184540511235374,-0.012306222425259954,0.11075600182733959,-0.18738297848893698,-0.2940877831680227,2.9436119589542225,2.61758926744931,0.11075600182733956
N0.41_D0050_Q0.2,0.41,50.0,0.2,2.9489,2.9073872154536766,-0.06649244530901911,-0.04236678013210146,-0.024919104898033496,0.09967641959213398,-0.37476595697787396,-0.5881755663360455,2.9436119589542225,2.61758926744931,0.11075600182733956
N0.41_D0050_Q0.3,0.41,50.0,0.3,2.9676,2.871162471953131,-0.06733136396986548,-0.042901311270001644,-0.037850254579188274,0.08831726068477262,-0.562148935466811,-0.882263349504068,2.9436119589542225,2.61758926744931,0.11075600182733956
N0.41_D0050_Q0.4,0.41,50.0,0.4,2.8049,2.834937728452585,-0.06819172198227291,-0.04344950285142349,-0.05111187189331126,0.07666780783996689,-0.7495319139557479,-1.1763511326720908,2.9436119589542225,2.61758926744931,0.11075600182733956
N0.41_D0050_Q0.6,0.41,50.0,0.6,2.6958,2.7624882414514933,-0.06998012969427854,-0.04458901691153913,-0.07867851082293609,0.05245234054862406,-1.1242978709336218,-1.7645266990081359,2.9436119589542225,2.61758926744931,0.11075600182733956
N0.41_D0050_Q0.8,0.41,50.0,0.8,2.6518,2.6900387544504016,-0.07186487001195332,-0.045789910911961815,-0.10773002713248082,0.026932506783120203,-1.4990638279114958,-2.3527022653441816,2.9436119589542225,2.61758926744931,0.11075600182733956
N0.41_D0050_Q0.9,0.41,50.0,0.9,2.6355,2.653814010949856,-0.07284583042294736,-0.046414946340539186,-0.12285061807636706,0.013650068675151894,-1.6864468064004328,-2.6467900485122042,2.9436119589542225,2.61758926744931,0.11075600182733956
N0.41_D0050_Q1.0,0.41,50.0,1.0,2.6047,2.61758926744931,-0.07385394180045422,-0.047057281464191344,-0.1383897158771772,0.0,-1.87382978488937,-2.9408778316802273,2.9436119589542225,2.61758926744931,0.11075600182733956
N0.41_D0150_Q0.1,0.41,150.0,0.1,2.8727,2.827292468672179,-0.06837611869227175,-0.03193201452275954,-0.012812520778070961,0.11531268700263865,-0.187382978488937,-0.4012437351529713,2.827292468672179,2.5012697771672667,0.11531268700263862
N0.41_D0150_Q0.2,0.41,150.0,0.2,2.8815,2.7910677251716334,-0.0692635594873668,-0.03234645413850607,-0.02595762415497692,0.10383049661990768,-0.37476595697787396,-0.8024874703059424,2.827292468672179,2.5012697771672667,0.11531268700263862
N0.41_D0150_Q0.3,0.41,150.0,0.3,2.7186,2.7548429816710875,-0.07017433904651346,-0.032771793082364414,-0.0394484299920846,0.09204633664819739,-0.5621489354668109,-1.2037312054589135,2.827292468672179,2.5012697771672667,0.11531268700263862
N0.41_D0150_Q0.4,0.41,150.0,0.4,2.6566,2.7186182381705417,-0.07110939031505455,-0.033208467044818404,-0.05329875742306916,0.07994813613460373,-0.7495319139557479,-1.604974940611885,2.827292468672179,2.5012697771672667,0.11531268700263862
N0.41_D0150_Q0.6,0.41,150.0,0.6,2.6516,2.64616875116945,-0.07305629519291212,-0.03411768207520014,-0.08213703714368929,0.05475802476245953,-1.1242978709336218,-2.407462410917828,2.827292468672179,2.5012697771672667,0.11531268700263862
N0.41_D0150_Q0.8,0.41,150.0,0.8,2.5539,2.5737192641683584,-0.07511280974079428,-0.03507808540994897,-0.11259889609522297,0.028149724023805736,-1.499063827911496,-3.2099498812237703,2.827292468672179,2.5012697771672667,0.11531268700263862
N0.41_D0150_Q0.9,0.41,150.0,0.9,2.5112,2.5374945206678126,-0.07618510457505051,-0.035578852854416684,-0.12848212630587694,0.014275791811764102,-1.6864468064004328,-3.6111936163767413,2.827292468672179,2.5012697771672667,0.11531268700263862
N0.41_D0150_Q1.0,0.41,150.0,1.0,2.4068,2.5012697771672667,-0.07728845851831007,-0.03609412506953717,-0.14482541559979592,0.0,-1.8738297848893697,-4.012437351529712,2.827292468672179,2.5012697771672667,0.11531268700263862
N0.41_D0300_Q0.1,0.41,300.0,0.1,2.8085,2.7704658854451854,-0.0697786197012242,-0.02678626048416096,-0.013075325594462209,0.11767793035015987,-0.18738297848893698,-0.48813553508873725,2.7704658854451854,2.444443193940273,0.11767793035015986
N0.41_D0300_Q0.2,0.41,300.0,0.2,2.7682,2.7342411419446395,-0.07070308556552658,-0.02714113972304456,-0.026497109523253078,0.10598843809301231,-0.37476595697787396,-0.9762710701774745,2.7704658854451854,2.444443193940273,0.11767793035015986
N0.41_D0300_Q0.3,0.41,300.0,0.3,2.6832,2.6980163984440937,-0.07165237599266608,-0.027505548488442264,-0.04027930688794491,0.09398504940520479,-0.5621489354668109,-1.4644066052662117,2.7704658854451854,2.444443193940273,0.11767793035015986
N0.41_D0300_Q0.4,0.41,300.0,0.4,2.7891,2.661791654943548,-0.072627504506845,-0.027879875846853332,-0.05443663245884525,0.08165494868826786,-0.749531913955748,-1.952542140354949,2.7704658854451854,2.444443193940273,0.11767793035015986
N0.41_D0300_Q0.6,0.41,300.0,0.6,2.5211,2.589342167942456,-0.07465961347600128,-0.02865995146905806,-0.08393964447579537,0.055959762983863584,-1.1242978709336218,-2.928813210532423,2.7704658854451854,2.444443193940273,0.11767793035015986
N0.41_D0300_Q0.8,0.41,300.0,0.8,2.549,2.5168926809413645,-0.07680871213920411,-0.029484936498071226,-0.11514116203634749,0.028785290509086868,-1.4990638279114958,-3.9050842807098975,2.7704658854451854,2.444443193940273,0.11767793035015986
