dataset,role,scale_label,total_scale_tokens,log10_scale,index,original_mixture_sum,p_train_the_pile_arxiv,tokens_train_the_pile_arxiv,p_train_the_pile_freelaw,tokens_train_the_pile_freelaw,p_train_the_pile_nih_exporter,tokens_train_the_pile_nih_exporter,p_train_the_pile_pubmed_central,tokens_train_the_pile_pubmed_central,p_train_the_pile_wikipedia_en,tokens_train_the_pile_wikipedia_en,p_train_the_pile_dm_mathematics,tokens_train_the_pile_dm_mathematics,p_train_the_pile_github,tokens_train_the_pile_github,p_train_the_pile_philpapers,tokens_train_the_pile_philpapers,p_train_the_pile_stackexchange,tokens_train_the_pile_stackexchange,p_train_the_pile_enron_emails,tokens_train_the_pile_enron_emails,p_train_the_pile_gutenberg_pg_19,tokens_train_the_pile_gutenberg_pg_19,p_train_the_pile_pile_cc,tokens_train_the_pile_pile_cc,p_train_the_pile_ubuntu_irc,tokens_train_the_pile_ubuntu_irc,p_train_the_pile_europarl,tokens_train_the_pile_europarl,p_train_the_pile_hackernews,tokens_train_the_pile_hackernews,p_train_the_pile_pubmed_abstracts,tokens_train_the_pile_pubmed_abstracts,p_train_the_pile_uspto_backgrounds,tokens_train_the_pile_uspto_backgrounds
A4_A5_train_1m,fit,1M,1000000,6.0,11,1.0,0.0,0.0,0.924,924000.0,0.0,0.0,0.0,0.0,0.003,3000.0,0.0,0.0,0.004,4000.0,0.0,0.0,0.001,1000.0,0.0,0.0,0.019,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,49000.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,12,0.9980000000000001,0.0,0.0,0.5911823647294588,591182.3647294588,0.04609218436873747,46092.18436873747,0.1342685370741483,134268.5370741483,0.002004008016032064,2004.008016032064,0.0,0.0,0.0,0.0,0.013026052104208414,13026.052104208415,0.002004008016032064,2004.008016032064,0.0,0.0,0.1713426853707415,171342.6853707415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04008016032064128,40080.160320641284,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,13,1.0,0.0,0.0,0.006,6000.0,0.0,0.0,0.818,818000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,2000.0,0.0,0.0,0.161,161000.0,0.0,0.0,0.001,1000.0,0.012,12000.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,14,1.0010000000000001,0.0,0.0,0.00899100899100899,8991.00899100899,0.03396603396603397,33966.03396603397,0.1858141858141858,185814.1858141858,0.045954045954045945,45954.04595404595,0.01898101898101898,18981.01898101898,0.07192807192807192,71928.07192807192,0.007992007992007992,7992.007992007992,0.02597402597402597,25974.025974025968,0.0,0.0,0.0779220779220779,77922.07792207791,0.012987012987012984,12987.012987012984,0.03496503496503497,34965.03496503497,0.001998001998001998,1998.001998001998,0.10789210789210787,107892.10789210787,0.34365634365634357,343656.3436563436,0.020979020979020976,20979.020979020977
A4_A5_train_1m,fit,1M,1000000,6.0,15,0.998,0.003006012024048096,3006.012024048096,0.0,0.0,0.001002004008016032,1002.004008016032,0.01603206412825651,16032.064128256512,0.13026052104208416,130260.52104208416,0.008016032064128256,8016.032064128256,0.10020040080160321,100200.4008016032,0.001002004008016032,1002.004008016032,0.37975951903807614,379759.51903807616,0.0,0.0,0.033066132264529056,33066.13226452906,0.004008016032064128,4008.016032064128,0.0,0.0,0.003006012024048096,3006.012024048096,0.027054108216432865,27054.108216432865,0.21442885771543085,214428.85771543084,0.07915831663326653,79158.31663326653
A4_A5_train_1m,fit,1M,1000000,6.0,16,1.0,0.094,94000.0,0.07,70000.0,0.022,22000.0,0.131,131000.0,0.002,2000.0,0.222,222000.0,0.1,100000.0,0.006,6000.0,0.133,133000.0,0.0,0.0,0.04,40000.0,0.0,0.0,0.087,87000.0,0.02,20000.0,0.0,0.0,0.003,3000.0,0.07,70000.0
A4_A5_train_1m,fit,1M,1000000,6.0,17,0.9990000000000001,0.5335335335335335,533533.5335335335,0.17917917917917917,179179.17917917916,0.0030030030030030025,3003.0030030030025,0.0,0.0,0.001001001001001001,1001.001001001001,0.005005005005005005,5005.005005005005,0.013013013013013011,13013.013013013011,0.0,0.0,0.13113113113113112,131131.13113113111,0.001001001001001001,1001.001001001001,0.005005005005005005,5005.005005005005,0.028028028028028024,28028.028028028024,0.04304304304304304,43043.043043043035,0.0,0.0,0.001001001001001001,1001.001001001001,0.0,0.0,0.05605605605605605,56056.05605605605
A4_A5_train_1m,fit,1M,1000000,6.0,18,0.999,0.0,0.0,0.005005005005005005,5005.005005005005,0.025025025025025027,25025.02502502503,0.24024024024024024,240240.24024024024,0.018018018018018018,18018.018018018018,0.012012012012012012,12012.012012012012,0.028028028028028028,28028.028028028028,0.019019019019019017,19019.01901901902,0.1031031031031031,103103.1031031031,0.0,0.0,0.0,0.0,0.4294294294294294,429429.4294294294,0.08408408408408409,84084.0840840841,0.001001001001001001,1001.001001001001,0.002002002002002002,2002.002002002002,0.03303303303303304,33033.03303303304,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,19,0.999,0.15615615615615616,156156.15615615615,0.17817817817817816,178178.17817817815,0.03903903903903904,39039.03903903904,0.004004004004004004,4004.004004004004,0.06706706706706707,67067.06706706707,0.009009009009009009,9009.009009009009,0.0,0.0,0.001001001001001001,1001.001001001001,0.06106106106106106,61061.06106106106,0.002002002002002002,2002.002002002002,0.0,0.0,0.3863863863863864,386386.3863863864,0.02302302302302302,23023.023023023023,0.027027027027027025,27027.027027027027,0.04304304304304304,43043.043043043035,0.0,0.0,0.003003003003003003,3003.003003003003
A4_A5_train_1m,fit,1M,1000000,6.0,20,1.0,0.001,1000.0,0.0,0.0,0.016,16000.0,0.396,396000.0,0.04,40000.0,0.0,0.0,0.022,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,151000.0,0.227,227000.0,0.022,22000.0,0.006,6000.0,0.014,14000.0,0.104,104000.0,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,21,1.0010000000000001,0.7382617382617381,738261.7382617381,0.001998001998001998,1998.001998001998,0.0,0.0,0.03196803196803197,31968.031968031966,0.06093906093906093,60939.06093906093,0.0,0.0,0.013986013986013984,13986.013986013984,0.001998001998001998,1998.001998001998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06193806193806193,61938.06193806193,0.0,0.0,0.042957042957042946,42957.04295704295,0.0,0.0,0.045954045954045945,45954.04595404595
A4_A5_train_1m,fit,1M,1000000,6.0,22,1.0,0.004,4000.0,0.118,118000.0,0.011,11000.0,0.004,4000.0,0.0,0.0,0.026,26000.0,0.181,181000.0,0.02,20000.0,0.0,0.0,0.0,0.0,0.395,395000.0,0.0,0.0,0.0,0.0,0.072,72000.0,0.0,0.0,0.0,0.0,0.169,169000.0
A4_A5_train_1m,fit,1M,1000000,6.0,23,1.0,0.002,2000.0,0.024,24000.0,0.0,0.0,0.4,400000.0,0.006,6000.0,0.0,0.0,0.049,49000.0,0.0,0.0,0.002,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,148000.0,0.004,4000.0,0.0,0.0,0.12,120000.0,0.245,245000.0
A4_A5_train_1m,fit,1M,1000000,6.0,24,0.999,0.0,0.0,0.6946946946946947,694694.6946946947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,9009.009009009009,0.0,0.0,0.0,0.0,0.006006006006006006,6006.006006006006,0.009009009009009009,9009.009009009009,0.0,0.0,0.0,0.0,0.016016016016016016,16016.016016016016,0.0,0.0,0.0,0.0,0.2652652652652653,265265.2652652653
A4_A5_train_1m,fit,1M,1000000,6.0,25,0.999,0.0,0.0,0.2962962962962963,296296.2962962963,0.0,0.0,0.11311311311311312,113113.11311311311,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,9009.009009009009,0.5525525525525526,552552.5525525527,0.0,0.0,0.0,0.0,0.0,0.0,0.021021021021021023,21021.021021021024,0.001001001001001001,1001.001001001001,0.0,0.0,0.007007007007007007,7007.007007007007,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,26,0.9990000000000001,0.3773773773773773,377377.3773773773,0.0030030030030030025,3003.0030030030025,0.002002002002002002,2002.002002002002,0.5145145145145145,514514.5145145145,0.052052052052052045,52052.052052052044,0.0,0.0,0.001001001001001001,1001.001001001001,0.0,0.0,0.005005005005005005,5005.005005005005,0.0,0.0,0.0,0.0,0.001001001001001001,1001.001001001001,0.02002002002002002,20020.02002002002,0.0,0.0,0.0,0.0,0.014014014014014012,14014.014014014012,0.01001001001001001,10010.01001001001
A4_A5_train_1m,fit,1M,1000000,6.0,27,1.0,0.0,0.0,0.258,258000.0,0.0,0.0,0.234,234000.0,0.101,101000.0,0.011,11000.0,0.029,29000.0,0.008,8000.0,0.001,1000.0,0.001,1000.0,0.125,125000.0,0.004,4000.0,0.003,3000.0,0.0,0.0,0.066,66000.0,0.158,158000.0,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,28,0.999,0.013013013013013013,13013.013013013013,0.31931931931931934,319319.31931931933,0.0,0.0,0.0,0.0,0.003003003003003003,3003.003003003003,0.15315315315315314,153153.15315315314,0.014014014014014014,14014.014014014014,0.055055055055055056,55055.055055055054,0.33433433433433435,334334.33433433436,0.0,0.0,0.06506506506506507,65065.06506506507,0.02902902902902903,29029.029029029032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014014014014014014,14014.014014014014
A4_A5_train_1m,fit,1M,1000000,6.0,29,1.0010000000000001,0.001998001998001998,1998.001998001998,0.0,0.0,0.0,0.0,0.000999000999000999,999.000999000999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3006993006993007,300699.30069930066,0.010989010989010986,10989.010989010987,0.0,0.0,0.011988011988011986,11988.011988011986,0.0,0.0,0.000999000999000999,999.000999000999,0.6723276723276723,672327.6723276724
A4_A5_train_1m,fit,1M,1000000,6.0,30,1.001,0.0,0.0,0.0009990009990009992,999.0009990009992,0.0,0.0,0.0019980019980019984,1998.0019980019983,0.15084915084915085,150849.15084915084,0.0,0.0,0.14185814185814186,141858.14185814187,0.0,0.0,0.0,0.0,0.0,0.0,0.2787212787212788,278721.27872127877,0.0,0.0,0.003996003996003997,3996.0039960039967,0.0,0.0,0.0,0.0,0.0,0.0,0.4215784215784216,421578.4215784216
A4_A5_train_1m,fit,1M,1000000,6.0,31,1.0,0.082,82000.0,0.013,13000.0,0.0,0.0,0.006,6000.0,0.308,308000.0,0.001,1000.0,0.003,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,372000.0,0.062,62000.0,0.0,0.0,0.0,0.0,0.01,10000.0,0.142,142000.0,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,32,0.999,0.0,0.0,0.9449449449449449,944944.9449449448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028028028028028028,28028.028028028028,0.0,0.0,0.001001001001001001,1001.001001001001,0.0,0.0,0.007007007007007007,7007.007007007007,0.019019019019019017,19019.01901901902
A4_A5_train_1m,fit,1M,1000000,6.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,385000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,400000.0,0.214,214000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,1000.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,34,1.0010000000000001,0.0,0.0,0.01898101898101898,18981.01898101898,0.001998001998001998,1998.001998001998,0.016983016983016984,16983.016983016983,0.0,0.0,0.0,0.0,0.7712287712287712,771228.7712287712,0.000999000999000999,999.000999000999,0.042957042957042946,42957.04295704295,0.000999000999000999,999.000999000999,0.023976023976023973,23976.02397602397,0.0,0.0,0.020979020979020976,20979.020979020977,0.1008991008991009,100899.1008991009,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,3000.0,0.346,346000.0,0.194,194000.0,0.0,0.0,0.0,0.0,0.445,445000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,36,0.999,0.5775775775775776,577577.5775775776,0.0,0.0,0.016016016016016016,16016.016016016016,0.13613613613613615,136136.13613613616,0.0,0.0,0.007007007007007007,7007.007007007007,0.0,0.0,0.0,0.0,0.13213213213213215,132132.13213213216,0.0,0.0,0.06606606606606608,66066.06606606608,0.0,0.0,0.06406406406406406,64064.06406406406,0.001001001001001001,1001.001001001001,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,37,0.9980000000000002,0.005010020040080159,5010.02004008016,0.013026052104208413,13026.052104208413,0.040080160320641274,40080.16032064128,0.18436873747494986,184368.73747494986,0.3426853707414829,342685.37074148294,0.06813627254509017,68136.27254509016,0.029058116232464924,29058.116232464923,0.0,0.0,0.013026052104208413,13026.052104208413,0.0,0.0,0.0060120240480961915,6012.024048096191,0.0030060120240480957,3006.0120240480956,0.0,0.0,0.0020040080160320635,2004.0080160320636,0.024048096192384766,24048.096192384764,0.07715430861723445,77154.30861723445,0.19238476953907813,192384.76953907812
A4_A5_train_1m,fit,1M,1000000,6.0,38,0.999,0.009009009009009009,9009.009009009009,0.015015015015015015,15015.015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486486486486487,648648.6486486486,0.0,0.0,0.06606606606606608,66066.06606606608,0.0,0.0,0.008008008008008008,8008.008008008008,0.25325325325325326,253253.25325325326
A4_A5_train_1m,fit,1M,1000000,6.0,39,1.0,0.0,0.0,0.042,42000.0,0.046,46000.0,0.007,7000.0,0.37,370000.0,0.02,20000.0,0.002,2000.0,0.006,6000.0,0.457,457000.0,0.0,0.0,0.008,8000.0,0.004,4000.0,0.0,0.0,0.0,0.0,0.014,14000.0,0.0,0.0,0.024,24000.0
A4_A5_train_1m,fit,1M,1000000,6.0,40,1.0010000000000001,0.04095904095904095,40959.040959040954,0.48651348651348647,486513.4865134865,0.0,0.0,0.35964035964035956,359640.3596403596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042957042957042946,42957.04295704295,0.0,0.0,0.0,0.0,0.03796203796203796,37962.03796203796,0.0,0.0,0.0,0.0,0.000999000999000999,999.000999000999,0.030969030969030965,30969.030969030966,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,41,1.0,0.034,34000.0,0.0,0.0,0.002,2000.0,0.005,5000.0,0.02,20000.0,0.011,11000.0,0.783,783000.0,0.016,16000.0,0.001,1000.0,0.0,0.0,0.061,61000.0,0.022,22000.0,0.011,11000.0,0.015,15000.0,0.001,1000.0,0.01,10000.0,0.008,8000.0
A4_A5_train_1m,fit,1M,1000000,6.0,42,1.0010000000000001,0.005994005994005993,5994.005994005993,0.000999000999000999,999.000999000999,0.000999000999000999,999.000999000999,0.02597402597402597,25974.025974025968,0.10889110889110888,108891.10889110889,0.011988011988011986,11988.011988011986,0.37562437562437556,375624.37562437553,0.0,0.0,0.0,0.0,0.0,0.0,0.029970029970029965,29970.029970029966,0.000999000999000999,999.000999000999,0.0,0.0,0.11388611388611387,113886.11388611388,0.11888111888111887,118881.11888111886,0.021978021978021973,21978.021978021974,0.18381618381618378,183816.1838161838
A4_A5_train_1m,fit,1M,1000000,6.0,43,1.001,0.3266733266733267,326673.3266733267,0.0,0.0,0.032967032967032975,32967.032967032974,0.0,0.0,0.14485514485514486,144855.14485514487,0.08291708291708293,82917.08291708292,0.006993006993006994,6993.006993006994,0.0,0.0,0.13086913086913088,130869.13086913088,0.0019980019980019984,1998.0019980019983,0.19980019980019983,199800.19980019983,0.034965034965034975,34965.034965034974,0.0,0.0,0.018981018981018984,18981.018981018984,0.003996003996003997,3996.0039960039967,0.0,0.0,0.014985014985014986,14985.014985014986
A4_A5_train_1m,fit,1M,1000000,6.0,44,1.0000000000000002,0.002999999999999999,2999.999999999999,0.18999999999999995,189999.99999999994,0.0,0.0,0.5059999999999999,505999.9999999999,0.0,0.0,0.05099999999999998,50999.999999999985,0.05699999999999999,56999.999999999985,0.0019999999999999996,1999.9999999999995,0.13999999999999999,140000.0,0.0,0.0,0.004999999999999999,4999.999999999999,0.003999999999999999,3999.999999999999,0.0,0.0,0.041999999999999996,41999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,45,1.0010000000000001,0.903096903096903,903096.903096903,0.023976023976023973,23976.02397602397,0.016983016983016984,16983.016983016983,0.0,0.0,0.0,0.0,0.001998001998001998,1998.001998001998,0.0,0.0,0.000999000999000999,999.000999000999,0.044955044955044945,44955.04495504495,0.001998001998001998,1998.001998001998,0.000999000999000999,999.000999000999,0.004995004995004994,4995.004995004994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,46,1.0010000000000001,0.007992007992007992,7992.007992007992,0.021978021978021973,21978.021978021974,0.0,0.0,0.3506493506493506,350649.3506493506,0.2777222777222777,277722.2777222777,0.001998001998001998,1998.001998001998,0.05194805194805194,51948.051948051936,0.007992007992007992,7992.007992007992,0.05194805194805194,51948.051948051936,0.0,0.0,0.02797202797202797,27972.02797202797,0.0929070929070929,92907.0929070929,0.02797202797202797,27972.02797202797,0.0,0.0,0.04095904095904095,40959.040959040954,0.03796203796203796,37962.03796203796,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,47,1.0010000000000001,0.0,0.0,0.0,0.0,0.01898101898101898,18981.01898101898,0.0,0.0,0.5464535464535464,546453.5464535464,0.003996003996003996,3996.003996003996,0.0,0.0,0.000999000999000999,999.000999000999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016983016983016984,16983.016983016983,0.0029970029970029966,2997.0029970029964,0.03196803196803197,31968.031968031966,0.0,0.0,0.3776223776223776,377622.3776223776
A4_A5_train_1m,fit,1M,1000000,6.0,48,0.9999999999999999,0.11800000000000001,118000.00000000001,0.0,0.0,0.0030000000000000005,3000.0000000000005,0.20400000000000001,204000.00000000003,0.04000000000000001,40000.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.36600000000000005,366000.00000000006,0.0,0.0,0.0030000000000000005,3000.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26600000000000007,266000.00000000006
A4_A5_train_1m,fit,1M,1000000,6.0,49,1.0,0.708,708000.0,0.164,164000.0,0.012,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,44000.0
A4_A5_train_1m,fit,1M,1000000,6.0,50,1.0000000000000002,0.5459999999999999,545999.9999999999,0.017999999999999995,17999.999999999996,0.0,0.0,0.05699999999999999,56999.999999999985,0.12999999999999998,129999.99999999997,0.005999999999999998,5999.999999999998,0.0,0.0,0.013999999999999997,13999.999999999996,0.0,0.0,0.016999999999999998,16999.999999999996,0.0,0.0,0.005999999999999998,5999.999999999998,0.0009999999999999998,999.9999999999998,0.0,0.0,0.10999999999999997,109999.99999999997,0.016999999999999998,16999.999999999996,0.07799999999999999,77999.99999999999
A4_A5_train_1m,fit,1M,1000000,6.0,51,0.9990000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6726726726726726,672672.6726726727,0.0,0.0,0.1301301301301301,130130.13013013011,0.0,0.0,0.0,0.0,0.004004004004004004,4004.004004004004,0.0,0.0,0.0,0.0,0.0,0.0,0.19319319319319317,193193.19319319318,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,52,0.9990000000000001,0.06406406406406406,64064.06406406406,0.5815815815815815,581581.5815815815,0.01101101101101101,11011.011011011009,0.002002002002002002,2002.002002002002,0.0,0.0,0.01101101101101101,11011.011011011009,0.0,0.0,0.0,0.0,0.04904904904904905,49049.04904904905,0.0,0.0,0.027027027027027025,27027.027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14914914914914912,149149.14914914913,0.1051051051051051,105105.10510510509
A4_A5_train_1m,fit,1M,1000000,6.0,53,0.9990000000000001,0.0,0.0,0.6426426426426426,642642.6426426426,0.001001001001001001,1001.001001001001,0.004004004004004004,4004.004004004004,0.001001001001001001,1001.001001001001,0.002002002002002002,2002.002002002002,0.014014014014014012,14014.014014014012,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009007,9009.009009009007,0.0,0.0,0.0,0.0,0.027027027027027025,27027.027027027027,0.0,0.0,0.016016016016016016,16016.016016016016,0.2832832832832832,283283.28328328324
A4_A5_train_1m,fit,1M,1000000,6.0,54,1.001,0.09890109890109891,98901.09890109891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029970029970029974,2997.0029970029973,0.006993006993006994,6993.006993006994,0.0,0.0,0.0009990009990009992,999.0009990009992,0.0,0.0,0.0,0.0,0.8271728271728273,827172.8271728272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06293706293706294,62937.06293706294
A4_A5_train_1m,fit,1M,1000000,6.0,55,1.0,0.108,108000.0,0.497,497000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,1000.0,0.088,88000.0,0.002,2000.0,0.029,29000.0,0.013,13000.0,0.0,0.0,0.0,0.0,0.007,7000.0,0.255,255000.0,0.0,0.0
