axis,source_recipe_id,N0_B,lambda_Q,lambda_p,delta_QA,gain_quality,gain_residual,gain_total,quality_up_loss_not_improved,observed_joint_row,N_required_B,required_status,N_required_ratio,required_in_B1,N_scale_equivalent_B,scale_status,N_scale_ratio,scale_is_expansion,scale_in_B1,quality_cost_ceiling_FLOPs,quality_cost_ceiling_per_token
Q_A_topsis_0_1,53,0.1,0.0,0.0,-0.01324147239124962,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,54,0.1,0.0,0.0,0.030982475294283218,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,55,0.1,0.0,0.0,0.0013550323175890444,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,56,0.1,0.0,0.0,0.003693691396118859,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,57,0.1,0.0,0.0,0.023385795582867686,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,58,0.1,0.0,0.0,0.012915458559731308,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,59,0.1,0.0,0.0,0.026343890763545708,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,60,0.1,0.0,0.0,0.009679738676595884,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,61,0.1,0.0,0.0,0.006439946020613041,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,62,0.1,0.0,0.0,0.00390203841421477,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,63,0.1,0.0,0.0,0.01741926832990215,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,64,0.1,0.0,0.0,0.023125248556799316,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,65,0.1,0.0,0.0,0.026893839809216002,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,66,0.1,0.0,0.0,0.022239261166033142,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,67,0.1,0.0,0.0,-0.00982054430099788,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,68,0.1,0.0,0.0,0.016909382519661786,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,69,0.1,0.0,0.0,0.03254136034325017,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,70,0.1,0.0,0.0,0.0250558691864885,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,71,0.1,0.0,0.0,-0.04310743480240142,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,72,0.1,0.0,0.0,-0.0038671530663119125,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,73,0.1,0.0,0.0,-0.006506031890793573,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,74,0.1,0.0,0.0,0.02392429115422301,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,75,0.1,0.0,0.0,-0.012426778074876577,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,76,0.1,0.0,0.0,0.010708303228300298,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,77,0.1,0.0,0.0,0.008012595439561898,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,78,0.1,0.0,0.0,0.008438407689033034,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,79,0.1,0.0,0.0,0.024306830961377757,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,80,0.1,0.0,0.0,-0.0028435437622432724,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,81,0.1,0.0,0.0,-0.0056768395881883205,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,82,0.1,0.0,0.0,0.0022877932659594036,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,83,0.1,0.0,0.0,0.005619425730617578,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,84,0.1,0.0,0.0,0.019849854582181248,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,85,0.1,0.0,0.0,-0.06299959699363578,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,86,0.1,0.0,0.0,-0.01795836019761976,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,87,0.1,0.0,0.0,-0.0033839821524674907,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,88,0.1,0.0,0.0,0.01778820378194801,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,89,0.1,0.0,0.0,-0.007890746460076592,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,90,0.1,0.0,0.0,0.015286957349144425,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,91,0.1,0.0,0.0,0.012836146376612678,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,92,0.1,0.0,0.0,-0.0186420888175034,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,93,0.1,0.0,0.0,-0.047273063647239266,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,94,0.1,0.0,0.0,-0.043039348270412336,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,95,0.1,0.0,0.0,-0.0016108861324086732,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,96,0.1,0.0,0.0,0.013883528536537848,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,97,0.1,0.0,0.0,0.015576221638293197,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,98,0.1,0.0,0.0,0.0035555030464787807,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,99,0.1,0.0,0.0,0.0062497302403397015,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,100,0.1,0.0,0.0,0.004423200376172276,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,101,0.1,0.0,0.0,0.02219845874008841,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,102,0.1,0.0,0.0,-0.003208747838213011,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,103,0.1,0.0,0.0,0.024259815661268225,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,104,0.1,0.0,0.0,-0.028998323105738022,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,105,0.1,0.0,0.0,0.005049474206760496,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,106,0.1,0.0,0.0,0.0061734459180797785,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,107,0.1,0.0,0.0,0.008957308512790862,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,108,0.1,0.0,0.0,0.023404798412267835,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,109,0.1,0.0,0.0,-0.005307843846147131,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,110,0.1,0.0,0.0,0.012705714876264262,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,111,0.1,0.0,0.0,-0.05654137605137832,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,112,0.1,0.0,0.0,0.008068514971104723,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,113,0.1,0.0,0.0,0.005759110636394227,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,114,0.1,0.0,0.0,-0.054765259852326054,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,115,0.1,0.0,0.0,-0.0009665880520516312,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,116,0.1,0.0,0.0,-0.0810259027296355,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,117,0.1,0.0,0.0,-0.006889273327114087,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,118,0.1,0.0,0.0,-0.004542416533085292,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,119,0.1,0.0,0.0,-0.0018300633109507025,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,120,0.1,0.0,0.0,-0.08099396916479407,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,121,0.1,0.0,0.0,-0.005177496420631811,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,122,0.1,0.0,0.0,-0.022590472450140675,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,123,0.1,0.0,0.0,0.014046292637454716,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,124,0.1,0.0,0.0,0.02671510494985896,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,125,0.1,0.0,0.0,0.017845374386605273,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,126,0.1,0.0,0.0,0.017876055196521357,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,127,0.1,0.0,0.0,-0.06956341848064451,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,128,0.1,0.0,0.0,0.009639405601133855,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,129,0.1,0.0,0.0,0.010790027299787508,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,130,0.1,0.0,0.0,-0.0032876481198249596,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,131,0.1,0.0,0.0,0.020401050986507907,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,132,0.1,0.0,0.0,-0.0009269452326376992,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,133,0.1,0.0,0.0,0.003051116466551651,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,134,0.1,0.0,0.0,0.012580975849653009,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,135,0.1,0.0,0.0,0.02083872493216754,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,136,0.1,0.0,0.0,0.0001709764581381279,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,137,0.1,0.0,0.0,0.01822944949397398,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,138,0.1,0.0,0.0,-0.06311555296903404,-0.0,-0.0,-0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,139,0.1,0.0,0.0,0.002799422431404186,0.0,0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,140,0.1,0.0,0.0,0.01203418072524054,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,141,0.1,0.0,0.0,-0.0031042831102446877,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,142,0.1,0.0,0.0,-0.0002873269319978444,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,143,0.1,0.0,0.0,-0.014188316520988842,-0.0,0.0,0.0,False,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,144,0.1,0.0,0.0,0.009320404107739377,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,145,0.1,0.0,0.0,0.022736091799400282,0.0,-0.0,0.0,True,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
