axis,N0_B,D_B,lambda_Q,t_QA,delta_QB,gain,observed_joint_row,N_required_B,required_status,N_required_ratio,required_in_B1,N_scale_equivalent_B,scale_status,N_scale_ratio,scale_is_expansion,scale_in_B1,quality_cost_ceiling_FLOPs,quality_cost_ceiling_per_token
Q_A_topsis_0_1,0.1,100.0,0.0,0.005209723599317303,0.03749716820978299,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.005499152688168264,0.0395803442214376,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.005788581777019225,0.04166352023309221,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.006078010865870186,0.04374669624474682,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.0063674399547211475,0.04582987225640143,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.006656869043572109,0.047913048268056035,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.006946298132423071,0.049996224279710656,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.007235727221274032,0.05207940029136526,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.007525156310124993,0.05416257630301988,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.007814585398975954,0.05624575231467448,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.008104014487826916,0.0583289283263291,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.008393443576677876,0.0604121043379837,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.008682872665528838,0.06249528034963832,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.008972301754379798,0.06457845636129292,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.00926173084323076,0.06666163237294753,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.009551159932081723,0.06874480838460215,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.009840589020932683,0.07082798439625676,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.010130018109783645,0.07291116040791137,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.010419447198634605,0.07499433641956597,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.010708876287485567,0.07707751243122059,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.010998305376336528,0.0791606884428752,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.01128773446518749,0.08124386445452982,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.01157716355403845,0.08332704046618442,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.011866592642889412,0.08541021647783903,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.012156021731740373,0.08749339248949364,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.012445450820591335,0.08957656850114826,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.012734879909442295,0.09165974451280286,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.013024308998293257,0.09374292052445747,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.013313738087144217,0.09582609653611207,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.01360316717599518,0.0979092725477667,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.013892596264846142,0.09999244855942131,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.014182025353697102,0.10207562457107591,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.0,0.014471454442548062,0.10415880058273051,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0,0.0,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.00028942908885096127,0.0020831760116546104,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0005788581777019225,0.004166352023309221,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0008682872665528839,0.006249528034963832,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.001157716355403845,0.008332704046618442,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0014471454442548063,0.010415880058273052,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0017365745331057677,0.012499056069927664,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.002026003621956729,0.014582232081582274,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.00231543271080769,0.016665408093236883,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0026048617996586513,0.018748584104891493,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0028942908885096126,0.020831760116546104,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0031837199773605738,0.022914936128200714,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0034731490662115354,0.024998112139855328,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0037625781550624966,0.02708128815150994,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.004052007243913458,0.02916446416316455,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.004341436332764419,0.03124764017481916,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.00463086542161538,0.033330816186473766,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0049202945104663415,0.03541399219812838,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.005209723599317303,0.03749716820978299,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.005499152688168264,0.0395803442214376,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.005788581777019225,0.04166352023309221,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.006078010865870186,0.04374669624474682,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.0063674399547211475,0.04582987225640143,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.006656869043572109,0.047913048268056035,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.006946298132423071,0.049996224279710656,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.007235727221274032,0.05207940029136526,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.007525156310124993,0.05416257630301988,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.007814585398975954,0.05624575231467448,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.008104014487826916,0.0583289283263291,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.008393443576677876,0.0604121043379837,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.008682872665528838,0.06249528034963832,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.008972301754379798,0.06457845636129292,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.00926173084323076,0.06666163237294753,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.009551159932081723,0.06874480838460215,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.009840589020932683,0.07082798439625676,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.010130018109783645,0.07291116040791137,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.010419447198634605,0.07499433641956597,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.010708876287485567,0.07707751243122059,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.010998305376336528,0.0791606884428752,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.01128773446518749,0.08124386445452982,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.01157716355403845,0.08332704046618442,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.011866592642889412,0.08541021647783903,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.012156021731740373,0.08749339248949364,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.012445450820591335,0.08957656850114826,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.012734879909442295,0.09165974451280286,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.013024308998293257,0.09374292052445747,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.013313738087144217,0.09582609653611207,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.01360316717599518,0.0979092725477667,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.013892596264846142,0.09999244855942131,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.014182025353697102,0.10207562457107591,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,0.0,0.014471454442548062,0.10415880058273051,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0,0.0,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.00028942908885096127,0.0020831760116546104,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0005788581777019225,0.004166352023309221,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0008682872665528839,0.006249528034963832,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.001157716355403845,0.008332704046618442,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0014471454442548063,0.010415880058273052,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0017365745331057677,0.012499056069927664,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.002026003621956729,0.014582232081582274,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.00231543271080769,0.016665408093236883,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0026048617996586513,0.018748584104891493,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0028942908885096126,0.020831760116546104,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0031837199773605738,0.022914936128200714,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0034731490662115354,0.024998112139855328,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0037625781550624966,0.02708128815150994,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.004052007243913458,0.02916446416316455,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.004341436332764419,0.03124764017481916,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.00463086542161538,0.033330816186473766,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0049202945104663415,0.03541399219812838,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.005209723599317303,0.03749716820978299,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.005499152688168264,0.0395803442214376,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.005788581777019225,0.04166352023309221,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.006078010865870186,0.04374669624474682,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.0063674399547211475,0.04582987225640143,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.006656869043572109,0.047913048268056035,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.006946298132423071,0.049996224279710656,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.007235727221274032,0.05207940029136526,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.007525156310124993,0.05416257630301988,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.007814585398975954,0.05624575231467448,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.008104014487826916,0.0583289283263291,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.008393443576677876,0.0604121043379837,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.008682872665528838,0.06249528034963832,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.008972301754379798,0.06457845636129292,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.00926173084323076,0.06666163237294753,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.009551159932081723,0.06874480838460215,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.009840589020932683,0.07082798439625676,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.010130018109783645,0.07291116040791137,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.010419447198634605,0.07499433641956597,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.010708876287485567,0.07707751243122059,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.010998305376336528,0.0791606884428752,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.01128773446518749,0.08124386445452982,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.01157716355403845,0.08332704046618442,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.011866592642889412,0.08541021647783903,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.012156021731740373,0.08749339248949364,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.012445450820591335,0.08957656850114826,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.012734879909442295,0.09165974451280286,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.013024308998293257,0.09374292052445747,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.013313738087144217,0.09582609653611207,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.01360316717599518,0.0979092725477667,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.013892596264846142,0.09999244855942131,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.014182025353697102,0.10207562457107591,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,10.0,100.0,0.0,0.014471454442548062,0.10415880058273051,0.0,False,10.0,FINITE,1.0,True,10.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,0.5,0.0,0.0,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
