dataset,role,scale,loss_observed,index,mixture_domain,proportion_raw,proportion_normalized,mapping_type_A16,quality_domain_proxy,mapping_confidence,domain_quality_score_0_1,weighted_quality_contribution
A4_A5_train_1m,train,1m,True,50,arxiv,0.546,0.5459999999999999,direct,arxiv,official,0.004619364375461937,0.002522172949002217
A4_A5_train_1m,train,1m,True,51,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,52,arxiv,0.064,0.06406406406406406,direct,arxiv,official,0.004619364375461937,0.0002959352552848488
A4_A5_train_1m,train,1m,True,53,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,54,arxiv,0.099,0.09890109890109891,direct,arxiv,official,0.004619364375461937,0.000456860212957774
A4_A5_train_1m,train,1m,True,55,arxiv,0.108,0.108,direct,arxiv,official,0.004619364375461937,0.0004988913525498891
A4_A5_train_1m,train,1m,True,56,arxiv,0.053,0.052894211576846296,direct,arxiv,official,0.004619364375461937,0.00024433763662623016
A4_A5_train_1m,train,1m,True,57,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,58,arxiv,0.019,0.019,direct,arxiv,official,0.004619364375461937,8.776792313377679e-05
A4_A5_train_1m,train,1m,True,59,arxiv,0.278,0.2782782782782783,direct,arxiv,official,0.004619364375461937,0.001285468765143562
A4_A5_train_1m,train,1m,True,60,arxiv,0.311,0.311,direct,arxiv,official,0.004619364375461937,0.0014366223207686623
A4_A5_train_1m,train,1m,True,61,arxiv,0.022,0.022022022022022022,direct,arxiv,official,0.004619364375461937,0.00010172774400416677
A4_A5_train_1m,train,1m,True,62,arxiv,0.11,0.11,direct,arxiv,official,0.004619364375461937,0.0005081300813008131
A4_A5_train_1m,train,1m,True,63,arxiv,0.029,0.029,direct,arxiv,official,0.004619364375461937,0.00013396156688839616
A4_A5_train_1m,train,1m,True,64,arxiv,0.601,0.6003996003996003,direct,arxiv,official,0.004619364375461937,0.002773464525127496
A4_A5_train_1m,train,1m,True,65,arxiv,0.091,0.091,direct,arxiv,official,0.004619364375461937,0.00042036215816703624
A4_A5_train_1m,train,1m,True,66,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,67,arxiv,0.003,0.0029970029970029966,direct,arxiv,official,0.004619364375461937,1.38442488775083e-05
A4_A5_train_1m,train,1m,True,68,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,69,arxiv,0.001,0.001,direct,arxiv,official,0.004619364375461937,4.6193643754619364e-06
A4_A5_train_1m,train,1m,True,70,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,71,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,72,arxiv,0.038,0.038,direct,arxiv,official,0.004619364375461937,0.00017553584626755358
A4_A5_train_1m,train,1m,True,73,arxiv,0.001,0.0009990009990009992,direct,arxiv,official,0.004619364375461937,4.614749625836102e-06
A4_A5_train_1m,train,1m,True,74,arxiv,0.626,0.6266266266266266,direct,arxiv,official,0.004619364375461937,0.002894616715754927
A4_A5_train_1m,train,1m,True,75,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,76,arxiv,0.561,0.5615615615615616,direct,arxiv,official,0.004619364375461937,0.002594057472106253
A4_A5_train_1m,train,1m,True,77,arxiv,0.001,0.001,direct,arxiv,official,0.004619364375461937,4.6193643754619364e-06
A4_A5_train_1m,train,1m,True,78,arxiv,0.471,0.471,direct,arxiv,official,0.004619364375461937,0.002175720620842572
A4_A5_train_1m,train,1m,True,79,arxiv,0.659,0.659,direct,arxiv,official,0.004619364375461937,0.0030441611234294165
A4_A5_train_1m,train,1m,True,80,arxiv,0.001,0.001,direct,arxiv,official,0.004619364375461937,4.6193643754619364e-06
A4_A5_train_1m,train,1m,True,81,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,82,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,83,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,84,arxiv,0.154,0.15384615384615385,direct,arxiv,official,0.004619364375461937,0.0007106714423787596
A4_A5_train_1m,train,1m,True,85,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,86,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,87,arxiv,0.179,0.17882117882117884,direct,arxiv,official,0.004619364375461937,0.0008260401830246622
A4_A5_train_1m,train,1m,True,88,arxiv,0.716,0.716,direct,arxiv,official,0.004619364375461937,0.0033074648928307464
A4_A5_train_1m,train,1m,True,89,arxiv,0.064,0.06406406406406406,direct,arxiv,official,0.004619364375461937,0.0002959352552848488
A4_A5_train_1m,train,1m,True,90,arxiv,0.576,0.5765765765765766,direct,arxiv,official,0.004619364375461937,0.002663417297563639
A4_A5_train_1m,train,1m,True,91,arxiv,0.169,0.16916916916916916,direct,arxiv,official,0.004619364375461937,0.0007814540334865538
A4_A5_train_1m,train,1m,True,92,arxiv,0.018,0.018018018018018018,direct,arxiv,official,0.004619364375461937,8.323179054886372e-05
A4_A5_train_1m,train,1m,True,93,arxiv,0.007,0.007007007007007006,direct,arxiv,official,0.004619364375461937,3.2367918546780335e-05
A4_A5_train_1m,train,1m,True,94,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,95,arxiv,0.002,0.002002002002002002,direct,arxiv,official,0.004619364375461937,9.247976727651525e-06
A4_A5_train_1m,train,1m,True,96,arxiv,0.553,0.5535535535535535,direct,arxiv,official,0.004619364375461937,0.0025570655651956462
A4_A5_train_1m,train,1m,True,97,arxiv,0.046,0.04590818363273453,direct,arxiv,official,0.004619364375461937,0.00021206662801521864
A4_A5_train_1m,train,1m,True,98,arxiv,0.013,0.012987012987012984,direct,arxiv,official,0.004619364375461937,5.9991745135869296e-05
A4_A5_train_1m,train,1m,True,99,arxiv,0.068,0.06793206793206794,direct,arxiv,official,0.004619364375461937,0.00031380297455685483
A4_A5_train_1m,train,1m,True,100,arxiv,0.232,0.23223223223223222,direct,arxiv,official,0.004619364375461937,0.001072765300407577
A4_A5_train_1m,train,1m,True,101,arxiv,0.009,0.00899100899100899,direct,arxiv,official,0.004619364375461937,4.15327466325249e-05
A4_A5_train_1m,train,1m,True,102,arxiv,0.01,0.01,direct,arxiv,official,0.004619364375461937,4.6193643754619364e-05
A4_A5_train_1m,train,1m,True,103,arxiv,0.004,0.003996003996003997,direct,arxiv,official,0.004619364375461937,1.8458998503344408e-05
A4_A5_train_1m,train,1m,True,104,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,105,arxiv,0.009,0.00899100899100899,direct,arxiv,official,0.004619364375461937,4.15327466325249e-05
A4_A5_train_1m,train,1m,True,106,arxiv,0.028,0.028028028028028028,direct,arxiv,official,0.004619364375461937,0.00012947167418712134
A4_A5_train_1m,train,1m,True,107,arxiv,0.009,0.008991008991008992,direct,arxiv,official,0.004619364375461937,4.153274663252491e-05
A4_A5_train_1m,train,1m,True,108,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,109,arxiv,0.005,0.004995004995004994,direct,arxiv,official,0.004619364375461937,2.3073748129180497e-05
A4_A5_train_1m,train,1m,True,110,arxiv,0.001,0.001,direct,arxiv,official,0.004619364375461937,4.6193643754619364e-06
A4_A5_train_1m,train,1m,True,111,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,112,arxiv,0.148,0.14814814814814814,direct,arxiv,official,0.004619364375461937,0.0006843502778462129
A4_A5_train_1m,train,1m,True,113,arxiv,0.005,0.005,direct,arxiv,official,0.004619364375461937,2.3096821877309682e-05
A4_A5_train_1m,train,1m,True,114,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,115,arxiv,0.109,0.10910910910910909,direct,arxiv,official,0.004619364375461937,0.000504014731657008
A4_A5_train_1m,train,1m,True,116,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,117,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,118,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,119,arxiv,0.351,0.35064935064935066,direct,arxiv,official,0.004619364375461937,0.0016197771186684713
A4_A5_train_1m,train,1m,True,120,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,121,arxiv,0.132,0.13186813186813187,direct,arxiv,official,0.004619364375461937,0.0006091469506103652
A4_A5_train_1m,train,1m,True,122,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,123,arxiv,0.018,0.017982017982017984,direct,arxiv,official,0.004619364375461937,8.306549326504982e-05
A4_A5_train_1m,train,1m,True,124,arxiv,0.714,0.7132867132867133,direct,arxiv,official,0.004619364375461937,0.003294931232846976
A4_A5_train_1m,train,1m,True,125,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,126,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,127,arxiv,0.059,0.059059059059059046,direct,arxiv,official,0.004619364375461937,0.00027281531346571994
A4_A5_train_1m,train,1m,True,128,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,129,arxiv,0.228,0.22822822822822822,direct,arxiv,official,0.004619364375461937,0.0010542693469522738
A4_A5_train_1m,train,1m,True,130,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,131,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,132,arxiv,0.041,0.041,direct,arxiv,official,0.004619364375461937,0.00018939393939393942
A4_A5_train_1m,train,1m,True,133,arxiv,0.011,0.011022044088176352,direct,arxiv,official,0.004619364375461937,5.091483780569268e-05
A4_A5_train_1m,train,1m,True,134,arxiv,0.01,0.01,direct,arxiv,official,0.004619364375461937,4.6193643754619364e-05
A4_A5_train_1m,train,1m,True,135,arxiv,0.46,0.4604604604604604,direct,arxiv,official,0.004619364375461937,0.0021270346473598505
A4_A5_train_1m,train,1m,True,136,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,137,arxiv,0.106,0.10589410589410587,direct,arxiv,official,0.004619364375461937,0.0004891634603386265
A4_A5_train_1m,train,1m,True,138,arxiv,0.008,0.008,direct,arxiv,official,0.004619364375461937,3.695491500369549e-05
A4_A5_train_1m,train,1m,True,139,arxiv,0.157,0.157,direct,arxiv,official,0.004619364375461937,0.000725240206947524
A4_A5_train_1m,train,1m,True,140,arxiv,0.052,0.05194805194805194,direct,arxiv,official,0.004619364375461937,0.00023996698054347718
A4_A5_train_1m,train,1m,True,141,arxiv,0.034,0.034,direct,arxiv,official,0.004619364375461937,0.00015705838876570587
A4_A5_train_1m,train,1m,True,142,arxiv,0.001,0.001002004008016032,direct,arxiv,official,0.004619364375461937,4.628621618699335e-06
A4_A5_train_1m,train,1m,True,143,arxiv,0.002,0.0020020020020020016,direct,arxiv,official,0.004619364375461937,9.247976727651524e-06
A4_A5_train_1m,train,1m,True,144,arxiv,0.001,0.001002004008016032,direct,arxiv,official,0.004619364375461937,4.628621618699335e-06
A4_A5_train_1m,train,1m,True,145,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,146,arxiv,0.031,0.030969030969030965,direct,arxiv,official,0.004619364375461937,0.0001430572384009191
A4_A5_train_1m,train,1m,True,147,arxiv,0.006,0.006,direct,arxiv,official,0.004619364375461937,2.7716186252771622e-05
A4_A5_train_1m,train,1m,True,148,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,149,arxiv,0.234,0.23376623376623382,direct,arxiv,official,0.004619364375461937,0.0010798514124456477
A4_A5_train_1m,train,1m,True,150,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,151,arxiv,0.056,0.05605605605605605,direct,arxiv,official,0.004619364375461937,0.0002589433483742427
A4_A5_train_1m,train,1m,True,152,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,153,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,154,arxiv,0.056,0.056,direct,arxiv,official,0.004619364375461937,0.00025868440502586844
A4_A5_train_1m,train,1m,True,155,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,156,arxiv,0.008,0.008,direct,arxiv,official,0.004619364375461937,3.695491500369549e-05
A4_A5_train_1m,train,1m,True,157,arxiv,0.116,0.11588411588411587,direct,arxiv,official,0.004619364375461937,0.0005353109565969876
A4_A5_train_1m,train,1m,True,158,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,159,arxiv,0.094,0.09409409409409408,direct,arxiv,official,0.004619364375461937,0.0004346549061996216
A4_A5_train_1m,train,1m,True,160,arxiv,0.001,0.001001001001001001,direct,arxiv,official,0.004619364375461937,4.623988363825763e-06
A4_A5_train_1m,train,1m,True,161,arxiv,0.008,0.008008008008008008,direct,arxiv,official,0.004619364375461937,3.69919069106061e-05
A4_A5_train_1m,train,1m,True,162,arxiv,0.261,0.261,direct,arxiv,official,0.004619364375461937,0.0012056541019955654
A4_A5_train_1m,train,1m,True,163,arxiv,0.237,0.23723723723723722,direct,arxiv,official,0.004619364375461937,0.0010958852422267057
A4_A5_train_1m,train,1m,True,164,arxiv,0.486,0.4864864864864864,direct,arxiv,official,0.004619364375461937,0.00224725834481932
A4_A5_train_1m,train,1m,True,165,arxiv,0.001,0.001002004008016032,direct,arxiv,official,0.004619364375461937,4.628621618699335e-06
A4_A5_train_1m,train,1m,True,166,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,167,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,168,arxiv,0.212,0.2122122122122122,direct,arxiv,official,0.004619364375461937,0.0009802855331310617
A4_A5_train_1m,train,1m,True,169,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,170,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,171,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,172,arxiv,0.026,0.02597402597402597,direct,arxiv,official,0.004619364375461937,0.00011998349027173859
A4_A5_train_1m,train,1m,True,173,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,174,arxiv,0.001,0.001001001001001001,direct,arxiv,official,0.004619364375461937,4.623988363825763e-06
A4_A5_train_1m,train,1m,True,175,arxiv,0.001,0.001,direct,arxiv,official,0.004619364375461937,4.6193643754619364e-06
A4_A5_train_1m,train,1m,True,176,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,177,arxiv,0.002,0.002,direct,arxiv,official,0.004619364375461937,9.238728750923873e-06
A4_A5_train_1m,train,1m,True,178,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,179,arxiv,0.001,0.001002004008016032,direct,arxiv,official,0.004619364375461937,4.628621618699335e-06
A4_A5_train_1m,train,1m,True,180,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,181,arxiv,0.083,0.08308308308308308,direct,arxiv,official,0.004619364375461937,0.0003837910341975383
A4_A5_train_1m,train,1m,True,182,arxiv,0.057,0.05694305694305694,direct,arxiv,official,0.004619364375461937,0.0002630407286726577
A4_A5_train_1m,train,1m,True,183,arxiv,0.235,0.23476523476523478,direct,arxiv,official,0.004619364375461937,0.0010844661620714837
A4_A5_train_1m,train,1m,True,184,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,185,arxiv,0.168,0.168,direct,arxiv,official,0.004619364375461937,0.0007760532150776054
A4_A5_train_1m,train,1m,True,186,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,187,arxiv,0.083,0.08291708291708293,direct,arxiv,official,0.004619364375461937,0.0003830242189443964
A4_A5_train_1m,train,1m,True,188,arxiv,0.402,0.402,direct,arxiv,official,0.004619364375461937,0.0018569844789356987
A4_A5_train_1m,train,1m,True,189,arxiv,0.001,0.001,direct,arxiv,official,0.004619364375461937,4.6193643754619364e-06
A4_A5_train_1m,train,1m,True,190,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,191,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,192,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,193,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,194,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,195,arxiv,0.018,0.01798201798201798,direct,arxiv,official,0.004619364375461937,8.30654932650498e-05
A4_A5_train_1m,train,1m,True,196,arxiv,0.461,0.4605394605394605,direct,arxiv,official,0.004619364375461937,0.002127399577510442
A4_A5_train_1m,train,1m,True,197,arxiv,0.03,0.029970029970029965,direct,arxiv,official,0.004619364375461937,0.000138442488775083
A4_A5_train_1m,train,1m,True,198,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,199,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,200,arxiv,0.001,0.0009999999999999998,direct,arxiv,official,0.004619364375461937,4.619364375461936e-06
A4_A5_train_1m,train,1m,True,201,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,202,arxiv,0.129,0.129,direct,arxiv,official,0.004619364375461937,0.0005958980044345898
A4_A5_train_1m,train,1m,True,203,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,204,arxiv,0.112,0.11188811188811187,direct,arxiv,official,0.004619364375461937,0.0005168519580936432
A4_A5_train_1m,train,1m,True,205,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,206,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,207,arxiv,0.025,0.025,direct,arxiv,official,0.004619364375461937,0.00011548410938654842
A4_A5_train_1m,train,1m,True,208,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,209,arxiv,0.028,0.028,direct,arxiv,official,0.004619364375461937,0.00012934220251293422
A4_A5_train_1m,train,1m,True,210,arxiv,0.49,0.4904904904904905,direct,arxiv,official,0.004619364375461937,0.0022657542982746233
A4_A5_train_1m,train,1m,True,211,arxiv,0.011,0.01101101101101101,direct,arxiv,official,0.004619364375461937,5.086387200208338e-05
A4_A5_train_1m,train,1m,True,212,arxiv,0.276,0.2757242757242757,direct,arxiv,official,0.004619364375461937,0.0012736708967307636
A4_A5_train_1m,train,1m,True,213,arxiv,0.022,0.022,direct,arxiv,official,0.004619364375461937,0.0001016260162601626
A4_A5_train_1m,train,1m,True,214,arxiv,0.041,0.040999999999999995,direct,arxiv,official,0.004619364375461937,0.00018939393939393937
A4_A5_train_1m,train,1m,True,215,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,216,arxiv,0.413,0.4125874125874125,direct,arxiv,official,0.004619364375461937,0.0019058915954703092
A4_A5_train_1m,train,1m,True,217,arxiv,0.656,0.656,direct,arxiv,official,0.004619364375461937,0.0030303030303030307
A4_A5_train_1m,train,1m,True,218,arxiv,0.49,0.49,direct,arxiv,official,0.004619364375461937,0.002263488543976349
A4_A5_train_1m,train,1m,True,219,arxiv,0.033,0.033,direct,arxiv,official,0.004619364375461937,0.00015243902439024393
A4_A5_train_1m,train,1m,True,220,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,221,arxiv,0.058,0.058,direct,arxiv,official,0.004619364375461937,0.0002679231337767923
A4_A5_train_1m,train,1m,True,222,arxiv,0.0,0.0,direct,arxiv,official,0.004619364375461937,0.0
