dataset,role,scale,loss_observed,index,mixture_sum_raw,mapped_share_direct_near_direct,quality_score_mapped_0_1,quality_score_proxy_0_1,proxy_low_share,proxy_middle_share,proxy_high_share,loss_mean_13_domains,p_arxiv,p_freelaw,p_nih_exporter,p_pubmed_central,p_wikipedia_en,p_dm_mathematics,p_github,p_philpapers,p_stackexchange,p_enron_emails,p_gutenberg_pg_19,p_pile_cc,p_ubuntu_irc,p_europarl,p_hackernews,p_pubmed_abstracts,p_uspto_backgrounds,metric/the_pile_arxiv_val_loss,metric/the_pile_freelaw_val_loss,metric/the_pile_pubmed_central_val_loss,metric/the_pile_wikipedia_en_val_loss,metric/the_pile_dm_mathematics_val_loss,metric/the_pile_github_val_loss,metric/the_pile_stackexchange_val_loss,metric/the_pile_gutenberg_pg_19_val_loss,metric/the_pile_pile_cc_val_loss,metric/the_pile_ubuntu_irc_val_loss,metric/the_pile_hackernews_val_loss,metric/the_pile_pubmed_abstracts_val_loss,metric/the_pile_uspto_backgrounds_val_loss,quality_score_soft_proxy_0_1,quality_score_soft_low_0_1,quality_score_soft_high_0_1,quality_score_soft_range_width
A4_A5_train_1m,train,1m,True,11,1.0,0.027,0.1467438276533537,0.006890186587003,0.9883399153539344,0.0095397961181247,0.0021202885279407,6.063049664864173,0.0,0.924,0.0,0.0,0.003,0.0,0.004,0.0,0.001,0.0,0.019,0.0,0.0,0.0,0.0,0.049,0.0,7.649549961090088,3.8723204135894775,6.194097995758057,6.082755088806152,6.095431327819824,6.030669212341309,6.349047660827637,5.227353572845459,6.076876163482666,8.171777725219727,5.95081901550293,5.37153434753418,5.747413158416748,0.1852795014181993,0.006890186587003065,0.4979055333466406,0.49101534675963754
A4_A5_train_1m,train,1m,True,12,0.998,0.1753507014028056,0.0130588571428571,0.0050969520023176,0.9909473102579094,0.0079114754795458,0.0011412142625447,5.737708825331468,0.0,0.5911823647294588,0.0460921843687374,0.1342685370741483,0.002004008016032,0.0,0.0,0.0130260521042084,0.002004008016032,0.0,0.1713426853707415,0.0,0.0,0.0,0.0,0.0400801603206412,0.0,6.068508148193359,4.028927326202393,4.410226821899414,5.977132320404053,5.78095817565918,6.723077297210693,6.378947734832764,4.868281841278076,5.962575435638428,7.836051940917969,5.869334697723389,5.124939918518066,5.561253070831299,0.14368204360563028,0.005074867792924224,0.42092309619238466,0.41584822839946045
A4_A5_train_1m,train,1m,True,13,1.0,0.161,0.1798236514522821,0.0357729729229263,0.9310320788223744,0.0663898965093982,0.0025780246682272,5.631498850308931,0.0,0.006,0.0,0.818,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.161,0.0,0.001,0.012,0.0,0.0,5.616719722747803,5.331273078918457,3.885855674743652,5.94351863861084,5.511852741241455,6.898706912994385,6.376709938049316,5.554836273193359,5.542590618133545,7.0256781578063965,5.158526420593262,4.978461265563965,5.384755611419678,0.1349544633764942,0.03526824689953451,0.45486995788381746,0.41960171098428295
A4_A5_train_1m,train,1m,True,14,1.001,0.2347652347652347,0.3059662888674391,0.1013485751105576,0.83387258669555,0.1295576763877845,0.0365697369166653,4.817876852475679,0.0,0.0089910089910089,0.0339660339660339,0.1858141858141858,0.0459540459540459,0.0189810189810189,0.0719280719280719,0.0079920079920079,0.0259740259740259,0.0,0.0779220779220779,0.0129870129870129,0.0349650349650349,0.0019980019980019,0.1078921078921078,0.3436563436563435,0.0209790209790209,5.436479568481445,5.218822956085205,4.133479595184326,5.507219314575195,2.3308768272399902,4.662861347198486,4.974141597747803,5.0477824211120605,5.597803115844727,5.373387336730957,4.832281112670898,4.571138381958008,4.946125507354736,0.19139986563652378,0.10032658195479138,0.46030167620764006,0.3599750942528487
A4_A5_train_1m,train,1m,True,15,0.998,0.6503006012024047,0.4047821089431905,0.2709633455866733,0.5375539033430894,0.3829655021404746,0.0794805945164358,4.961122586176946,0.003006012024048,0.0,0.001002004008016,0.0160320641282565,0.1302605210420841,0.0080160320641282,0.1002004008016032,0.001002004008016,0.3797595190380761,0.0,0.033066132264529,0.0040080160320641,0.0,0.003006012024048,0.0270541082164328,0.2144288577154308,0.0791583166332665,4.835928916931152,5.9763712882995605,4.696907997131348,5.286471366882324,2.612511157989502,4.265994071960449,4.273486614227295,5.212732315063477,5.70292329788208,7.151707649230957,4.99690580368042,4.784799575805664,4.6978535652160645,0.31116914374420424,0.26944443430616943,0.440754948601333,0.17131051429516359
A4_A5_train_1m,train,1m,True,16,1.0,0.369,0.2784171384627257,0.1307167744144179,0.7807866593800462,0.1769931324110714,0.0422202082088822,4.79795071711907,0.094,0.07,0.022,0.131,0.002,0.222,0.1,0.006,0.133,0.0,0.04,0.0,0.087,0.02,0.0,0.003,0.07,4.263101577758789,4.731163024902344,4.446780204772949,6.137884616851807,1.8533507585525515,4.429530620574951,4.592880725860596,5.278256893157959,5.888399600982666,5.00335693359375,5.570482730865479,5.373453140258789,4.804718494415283,0.1998884001855535,0.120612081619978,0.42306307409274585,0.30245099247276785
A4_A5_train_1m,train,1m,True,17,0.999,0.7117117117117118,0.0913499734976825,0.0738398247148474,0.8630776586992492,0.1261650331718062,0.0107573081289444,5.027804338015043,0.5335335335335335,0.1791791791791791,0.003003003003003,0.0,0.001001001001001,0.005005005005005,0.013013013013013,0.0,0.1311311311311311,0.001001001001001,0.005005005005005,0.028028028028028,0.043043043043043,0.0,0.001001001001001,0.0,0.056056056056056,3.779206991195679,4.426825046539307,5.9820075035095215,6.0802001953125,2.6709392070770264,4.874502658843994,4.626718521118164,5.488972187042236,5.748971939086914,5.351980686187744,5.358956336975098,6.06849479675293,4.903680324554443,0.12008554784070669,0.07383982471484742,0.2113643955524046,0.1375245708375572
A4_A5_train_1m,train,1m,True,18,0.999,0.5785785785785785,0.2420883927519447,0.1575915573554436,0.7040229395822928,0.2767710061245272,0.01920605429318,4.846522661355825,0.0,0.005005005005005,0.025025025025025,0.2402402402402402,0.018018018018018,0.012012012012012,0.028028028028028,0.019019019019019,0.1031031031031031,0.0,0.0,0.4294294294294294,0.084084084084084,0.001001001001001,0.002002002002002,0.033033033033033,0.0,5.161006927490234,5.229340553283691,4.228277683258057,5.453532695770264,2.4409642219543457,4.761942863464356,4.659525871276856,5.3418684005737305,5.253754138946533,5.025073528289795,5.077229022979736,5.035791397094727,5.336487293243408,0.20700511132081018,0.15705408148860667,0.3540017427533772,0.19694766126477053
A4_A5_train_1m,train,1m,True,19,0.999,0.6706706706706707,0.1904926870196313,0.1544932178977873,0.7187470174865276,0.2535195292313701,0.0277334532821022,4.862268686294556,0.1561561561561561,0.1781781781781781,0.039039039039039,0.004004004004004,0.067067067067067,0.009009009009009,0.0,0.001001001001001,0.061061061061061,0.002002002002002,0.0,0.3863863863863864,0.023023023023023,0.027027027027027,0.043043043043043,0.0,0.003003003003003,4.140886306762695,4.335186004638672,5.162656307220459,5.283300876617432,2.4845540523529053,5.453387260437012,4.819840431213379,5.22469425201416,5.247750759124756,5.317441940307617,4.833442211151123,5.59989070892334,5.306461811065674,0.19736561244655404,0.14085027693748065,0.2949418921953481,0.15409161525786746
A4_A5_train_1m,train,1m,True,20,1.0,0.441,0.1645448674894495,0.0844703540094759,0.8511444332900021,0.1287704254010437,0.020085141308954,5.18797335257897,0.001,0.0,0.016,0.396,0.04,0.0,0.022,0.0,0.0,0.0,0.151,0.227,0.022,0.006,0.014,0.104,0.001,5.3710455894470215,5.678719520568848,4.048504829406738,5.386486530303955,5.511875629425049,5.1697998046875,5.506645202636719,4.875679969787598,5.347065448760986,5.458584308624268,4.99979829788208,4.78153657913208,5.3079118728637695,0.14876208308531091,0.08144199786912504,0.35634063656284726,0.2748986386937222
A4_A5_train_1m,train,1m,True,21,1.001,0.813186813186813,0.0508297082828794,0.0604937814292828,0.9007339772630284,0.077544482615377,0.0217215401215943,5.312407071773823,0.7382617382617381,0.0019980019980019,0.0,0.0319680319680319,0.0609390609390609,0.0,0.0139860139860139,0.0019980019980019,0.0,0.0,0.0,0.0,0.0619380619380619,0.0,0.0429570429570429,0.0,0.0459540459540459,3.7148549556732178,5.775569438934326,4.841148376464844,5.580223083496094,5.613797664642334,5.322590827941895,5.57145357131958,5.821041584014893,5.878022193908691,5.166763305664063,5.064894676208496,5.783607482910156,4.927324771881104,0.08236628586403756,0.060490394041136375,0.13616976277948406,0.07567936873834769
A4_A5_train_1m,train,1m,True,22,1.0,0.5800000000000001,0.15794671252471,0.1292808557777847,0.8143338768883898,0.1127705346676509,0.0728955884439592,5.267660049291758,0.004,0.118,0.011,0.004,0.0,0.026,0.181,0.02,0.0,0.0,0.395,0.0,0.0,0.072,0.0,0.0,0.169,5.313518524169922,4.5764875411987305,5.541999340057373,6.369202136993408,2.23321795463562,4.412414073944092,5.349352836608887,4.759934902191162,6.061858177185059,7.594740867614746,5.767696857452393,5.863641262054443,4.635516166687012,0.163694909071962,0.09290667433822863,0.3048220932643318,0.21191541892610316
A4_A5_train_1m,train,1m,True,23,1.0,0.059,0.479791807958341,0.0601408362673224,0.8986454471509809,0.0824274331633933,0.0189271196856257,5.236186431004451,0.002,0.024,0.0,0.4,0.006,0.0,0.049,0.0,0.002,0.0,0.0,0.0,0.148,0.004,0.0,0.12,0.245,5.221972465515137,5.052719593048096,4.056276798248291,6.020731449127197,5.561578273773193,4.91853141784668,5.417336463928223,6.032251834869385,5.977203845977783,4.856312274932861,5.783515453338623,4.762035846710205,4.409957885742188,0.171441116644276,0.05812193217375513,0.5060063666695421,0.447884434495787
A4_A5_train_1m,train,1m,True,24,0.999,0.018018018018018,0.251284212189718,0.0165450963917718,0.9736950692456824,0.0195196687250911,0.0067852620292262,6.004401573768029,0.0,0.6946946946946947,0.0,0.0,0.0,0.0,0.009009009009009,0.0,0.0,0.006006006006006,0.009009009009009,0.0,0.0,0.016016016016016,0.0,0.0,0.2652652652652653,7.729341983795166,3.967174530029297,6.752795219421387,6.444605350494385,5.99164342880249,5.654896259307861,6.138266563415527,5.350730895996094,6.081203937530518,7.689416885375977,5.8698577880859375,5.93467378616333,4.452613830566406,0.1754887962785877,0.008461396317428461,0.503030796616031,0.4945694002986025
A4_A5_train_1m,train,1m,True,25,0.999,0.5525525525525526,0.385,0.2184838255865424,0.5852987239208278,0.3924349009852593,0.0222663750939127,5.220030491168682,0.0,0.2962962962962963,0.0,0.1131131131131131,0.0,0.0,0.0,0.009009009009009,0.5525525525525526,0.0,0.0,0.0,0.021021021021021,0.001001001001001,0.0,0.007007007007007,0.0,5.003495216369629,4.26286506652832,4.548320293426514,6.2719340324401855,5.054658889770508,4.913228511810303,4.174592971801758,5.677281379699707,5.843257427215576,5.450659275054932,5.52943229675293,5.509744644165039,5.620926380157471,0.291138825911393,0.21796332056822684,0.4398794294294294,0.22191610886120258
A4_A5_train_1m,train,1m,True,26,0.999,0.4364364364364363,0.0705132304329648,0.036863379692412,0.9421686635709122,0.0419359134733512,0.0158954229557363,5.404111513724694,0.3773773773773773,0.003003003003003,0.002002002002002,0.5145145145145145,0.052052052052052,0.0,0.001001001001001,0.0,0.005005005005005,0.0,0.0,0.001001001001001,0.02002002002002,0.0,0.0,0.014014014014014,0.01001001001001,3.882284879684448,5.688676834106445,4.025252342224121,5.573357582092285,5.430081844329834,6.123146057128906,5.667730808258057,6.119208812713623,5.942705631256104,5.740989685058594,5.928955554962158,4.998274326324463,5.132785320281982,0.10362114750527848,0.03686337969241193,0.31686758605482745,0.2800042063624155
A4_A5_train_1m,train,1m,True,27,1.0,0.26,0.2585851179507644,0.0824756549686938,0.8705593039854214,0.0939300820917697,0.0355106139228089,4.946193236571092,0.0,0.258,0.0,0.234,0.101,0.011,0.029,0.008,0.001,0.001,0.125,0.004,0.003,0.0,0.066,0.158,0.001,5.64911413192749,4.26276159286499,4.184984683990479,5.313239574432373,2.4710938930511475,5.107607364654541,5.51455545425415,4.910590171813965,5.607277870178223,6.157212257385254,4.921019554138184,4.804058074951172,5.396997451782227,0.18705501707015926,0.08246209186655558,0.4428931306671989,0.3604310388006433
A4_A5_train_1m,train,1m,True,28,0.999,0.4584584584584584,0.3112946907801896,0.1446521325104597,0.7293705397242927,0.2519546555304952,0.018674804745212,5.129373101087717,0.013013013013013,0.3193193193193193,0.0,0.0,0.003003003003003,0.1531531531531531,0.014014014014014,0.055055055055055,0.3343343343343343,0.0,0.065065065065065,0.029029029029029,0.0,0.0,0.0,0.0,0.014014014014014,4.687304496765137,4.21182918548584,6.05892276763916,5.891059398651123,1.8401778936386108,4.645040035247803,4.333330154418945,5.055291175842285,5.706452369689941,7.238473415374756,5.458417892456055,6.303548336029053,5.252003192901611,0.2268982965836247,0.14455879284359266,0.4176292476249517,0.27307045478135905
A4_A5_train_1m,train,1m,True,29,1.001,0.3136863136863136,0.0091318976235361,0.0109253654743768,0.9812216620063224,0.0157059450386014,0.0030723929550761,6.132923419658955,0.0019980019980019,0.0,0.0,0.0009990009990009,0.0,0.0,0.0,0.0,0.0,0.0,0.3006993006993007,0.0109890109890109,0.0,0.0119880119880119,0.0,0.0009990009990009,0.6723276723276723,5.658636569976807,6.026126384735107,5.763899326324463,6.317204475402832,5.946868896484375,8.14659309387207,7.142147064208984,4.7790937423706055,5.957272052764893,8.297920227050781,5.942418098449707,5.617604732513428,4.1322197914123535,0.08887592037598657,0.00487470385529412,0.35127169415963055,0.34639699030433646
A4_A5_train_1m,train,1m,True,30,1.001,0.5714285714285714,0.2594763130370657,0.1502355909061186,0.780488233183536,0.1385523518206907,0.0809594149957732,5.525556601010836,0.0,0.0009990009990009,0.0,0.0019980019980019,0.1508491508491508,0.0,0.1418581418581418,0.0,0.0,0.0,0.2787212787212788,0.0,0.0039960039960039,0.0,0.0,0.0,0.4215784215784216,6.861634254455566,5.755373954772949,5.65870475769043,5.272236347198486,5.643309116363525,4.5067949295043945,5.427286148071289,4.814216136932373,5.754676342010498,6.341269493103027,5.69641637802124,5.775506496429443,4.324811458587647,0.20134562316862983,0.1502355909061186,0.3658364645926088,0.21560087368649022
A4_A5_train_1m,train,1m,True,31,1.0,0.827,0.2061314472918848,0.17299816438937,0.7336904335913532,0.1866228040385534,0.0796867623700932,5.268221598405105,0.082,0.013,0.0,0.006,0.308,0.001,0.003,0.0,0.0,0.0,0.372,0.062,0.0,0.0,0.01,0.142,0.001,4.4081878662109375,5.024968147277832,4.978406429290772,5.005675315856934,3.812377452850342,5.920037746429443,5.920503616333008,4.698957443237305,5.51257848739624,7.735177040100098,5.13293981552124,4.934744834899902,5.402326583862305,0.19427754695677246,0.17299816438936996,0.25829415691038876,0.0852959925210188
A4_A5_train_1m,train,1m,True,32,0.999,0.028028028028028,0.1798236514522821,0.0083992365014778,0.9835329840164376,0.0161355589641687,0.0003314570193934,6.351518722680899,0.0,0.9449449449449449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028028028028028,0.0,0.001001001001001,0.0,0.007007007007007,0.019019019019019,8.051161766052246,3.874768495559693,6.909854412078857,6.266665935516357,6.403696537017822,7.658684730529785,7.126642227172852,5.534601211547852,5.833001613616943,7.933407306671143,5.835553646087647,5.917235374450684,5.224470138549805,0.187807037500555,0.007894005246831324,0.4984616739145784,0.4905676686677471
A4_A5_train_1m,train,1m,True,33,1.0,0.999,0.2322472116576517,0.2320195838103695,0.6523317681465962,0.2312972960860684,0.1163709357673353,5.77667471078726,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.4,0.214,0.0,0.0,0.0,0.001,0.0,6.746493816375732,5.766384124755859,6.5935959815979,5.976674556732178,5.557881832122803,4.100144386291504,5.102885246276856,4.755634784698486,5.5495219230651855,7.391046047210693,5.420259475708008,6.314382076263428,5.821866989135742,0.2321377103662021,0.2320195838103695,0.23252261444599404,0.0005030306356245406
A4_A5_train_1m,train,1m,True,34,1.001,0.8381618381618381,0.4795598201644824,0.4572701321608549,0.3449915879154713,0.3954765598473477,0.2595318522371809,5.556892028221717,0.0,0.0189810189810189,0.0019980019980019,0.0169830169830169,0.0,0.0,0.7712287712287712,0.0009990009990009,0.0429570429570429,0.0009990009990009,0.0239760239760239,0.0,0.0209790209790209,0.1008991008991009,0.0,0.0,0.0,5.771609783172607,5.322272777557373,5.388720512390137,6.635139465332031,5.31644344329834,3.774742603302002,4.6902689933776855,5.525582313537598,6.194097995758057,5.430849552154541,5.701431751251221,6.310952663421631,6.177484512329102,0.44562108157749936,0.40634203650616896,0.4841058832347656,0.07776384672859665
A4_A5_train_1m,train,1m,True,35,1.0,0.7909999999999999,0.4386496839443742,0.3500397985993933,0.4055695514822053,0.4887812998368024,0.1056491486809921,5.203048513485835,0.0,0.0,0.0,0.003,0.346,0.194,0.0,0.0,0.445,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,5.152310848236084,6.016092777252197,5.6132493019104,5.003716468811035,1.8262804746627808,4.939427852630615,4.213974952697754,5.9329681396484375,5.653165340423584,5.710831165313721,5.641227722167969,6.202215671539307,5.734169960021973,0.3712900050204096,0.3500397985993934,0.45307075,0.10303095140060664
A4_A5_train_1m,train,1m,True,36,0.999,0.7757757757757757,0.0692623944526218,0.0664956940234498,0.874331749584901,0.1183451127832982,0.0073231376318007,5.13854692532466,0.5775775775775776,0.0,0.016016016016016,0.1361361361361361,0.0,0.007007007007007,0.0,0.0,0.1321321321321321,0.0,0.066066066066066,0.0,0.064064064064064,0.001001001001001,0.0,0.0,0.0,3.753798723220825,6.316792964935303,4.444733619689941,6.496055603027344,2.555508136749268,5.468338489532471,4.637434482574463,5.210977077484131,6.027653694152832,5.130958557128906,5.644321918487549,5.471099853515625,5.643436908721924,0.0926129275369985,0.06599046276880333,0.1675595152159978,0.10156905244719447
A4_A5_train_1m,train,1m,True,37,0.9980000000000002,0.3987975951903807,0.4866610568373103,0.201729588091511,0.6941272247445525,0.2082863743278725,0.0975864009275748,4.969163656234741,0.0050100200400801,0.0130260521042084,0.0400801603206412,0.1843687374749498,0.3426853707414829,0.0681362725450901,0.0290581162324649,0.0,0.0130260521042084,0.0,0.0060120240480961,0.003006012024048,0.0,0.002004008016032,0.0240480961923847,0.0771543086172344,0.1923847695390781,5.026422023773193,5.072512626647949,4.223289489746094,4.998081684112549,2.0003106594085693,5.011911392211914,5.214371204376221,5.35777759552002,5.670432090759277,7.577400207519531,5.103034973144531,4.877068042755127,4.46651554107666,0.2726313867878714,0.20071811309473384,0.4992796599411315,0.2985615468463977
A4_A5_train_1m,train,1m,True,38,0.999,0.6576576576576577,0.1774235927252024,0.1510438248913472,0.7161135561232985,0.2656852379707087,0.0182012059059928,5.545954630925105,0.009009009009009,0.015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486486486486487,0.0,0.066066066066066,0.0,0.008008008008008,0.2532532532532532,5.007805824279785,4.905384063720703,6.044830799102783,5.689024925231934,5.543165683746338,6.600042343139648,6.009766578674316,5.248143672943115,5.204901218414307,6.734470844268799,5.271415710449219,5.445953369140625,4.392505168914795,0.1718015945161288,0.11769856208468084,0.2904740744949529,0.17277551241027206
A4_A5_train_1m,train,1m,True,39,1.0,0.841,0.4346224438932426,0.3685929186763508,0.375352542713878,0.512109077219542,0.1125383800665798,4.993031996947068,0.0,0.042,0.046,0.007,0.37,0.02,0.002,0.006,0.457,0.0,0.008,0.004,0.0,0.0,0.014,0.0,0.024,5.11309814453125,4.777293682098389,5.109024524688721,4.968809604644775,2.236644506454468,4.740827083587647,4.21690845489502,5.307089805603027,5.59416389465332,7.238756656646728,5.03219747543335,5.572150707244873,5.002451419830322,0.39058619122305044,0.36858274634974725,0.44623382531421707,0.07765107896446982
A4_A5_train_1m,train,1m,True,40,1.001,0.1218781218781218,0.1932597761850873,0.0269607037213043,0.9488726477907702,0.0483332969758507,0.002794055233379,5.374926933875451,0.0409590409590409,0.4865134865134864,0.0,0.3596403596403595,0.0,0.0,0.0,0.0,0.0429570429570429,0.0,0.0,0.0379620379620379,0.0,0.0,0.0009990009990009,0.0309690309690309,0.0,4.483772277832031,4.084653377532959,4.152863502502441,6.1054534912109375,5.35400390625,5.705118656158447,5.056640148162842,5.576696872711182,5.732850074768066,7.658815860748291,5.443605422973633,5.044731616973877,5.474844932556152,0.16409640487232838,0.026960703721304307,0.46933270998459586,0.44237200626329154
