dataset,role,scale,loss_observed,index,mixture_sum_raw,mapped_share_direct_near_direct,quality_score_mapped_0_1,quality_score_proxy_0_1,proxy_low_share,proxy_middle_share,proxy_high_share,loss_mean_13_domains,p_arxiv,p_freelaw,p_nih_exporter,p_pubmed_central,p_wikipedia_en,p_dm_mathematics,p_github,p_philpapers,p_stackexchange,p_enron_emails,p_gutenberg_pg_19,p_pile_cc,p_ubuntu_irc,p_europarl,p_hackernews,p_pubmed_abstracts,p_uspto_backgrounds,metric/the_pile_arxiv_val_loss,metric/the_pile_freelaw_val_loss,metric/the_pile_pubmed_central_val_loss,metric/the_pile_wikipedia_en_val_loss,metric/the_pile_dm_mathematics_val_loss,metric/the_pile_github_val_loss,metric/the_pile_stackexchange_val_loss,metric/the_pile_gutenberg_pg_19_val_loss,metric/the_pile_pile_cc_val_loss,metric/the_pile_ubuntu_irc_val_loss,metric/the_pile_hackernews_val_loss,metric/the_pile_pubmed_abstracts_val_loss,metric/the_pile_uspto_backgrounds_val_loss
A4_A5_train_1m,train,1m,True,11,1.0,0.027,0.14674382765335375,0.006890186587003098,0.9883399153539345,0.009539796118124706,0.0021202885279407455,6.063049664864173,0.0,0.924,0.0,0.0,0.003,0.0,0.004,0.0,0.001,0.0,0.019,0.0,0.0,0.0,0.0,0.049,0.0,7.649549961090088,3.8723204135894775,6.194097995758057,6.082755088806152,6.095431327819824,6.030669212341309,6.349047660827637,5.227353572845459,6.076876163482666,8.171777725219727,5.95081901550293,5.37153434753418,5.747413158416748
A4_A5_train_1m,train,1m,True,12,0.9980000000000001,0.17535070140280562,0.013058857142857141,0.005096952002317675,0.9909473102579094,0.007911475479545894,0.0011412142625447281,5.737708825331468,0.0,0.5911823647294588,0.04609218436873747,0.1342685370741483,0.002004008016032064,0.0,0.0,0.013026052104208414,0.002004008016032064,0.0,0.1713426853707415,0.0,0.0,0.0,0.0,0.04008016032064128,0.0,6.068508148193359,4.028927326202393,4.410226821899414,5.977132320404053,5.78095817565918,6.723077297210693,6.378947734832764,4.868281841278076,5.962575435638428,7.836051940917969,5.869334697723389,5.124939918518066,5.561253070831299
A4_A5_train_1m,train,1m,True,13,1.0,0.161,0.17982365145228216,0.03577297292292637,0.9310320788223744,0.06638989650939828,0.0025780246682272283,5.631498850308931,0.0,0.006,0.0,0.818,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.161,0.0,0.001,0.012,0.0,0.0,5.616719722747803,5.331273078918457,3.885855674743652,5.94351863861084,5.511852741241455,6.898706912994385,6.376709938049316,5.554836273193359,5.542590618133545,7.0256781578063965,5.158526420593262,4.978461265563965,5.384755611419678
A4_A5_train_1m,train,1m,True,14,1.0010000000000001,0.2347652347652347,0.30596628886743915,0.1013485751105576,0.83387258669555,0.12955767638778454,0.03656973691666531,4.817876852475679,0.0,0.00899100899100899,0.03396603396603397,0.1858141858141858,0.045954045954045945,0.01898101898101898,0.07192807192807192,0.007992007992007992,0.02597402597402597,0.0,0.0779220779220779,0.012987012987012984,0.03496503496503497,0.001998001998001998,0.10789210789210787,0.34365634365634357,0.020979020979020976,5.436479568481445,5.218822956085205,4.133479595184326,5.507219314575195,2.3308768272399902,4.662861347198486,4.974141597747803,5.0477824211120605,5.597803115844727,5.373387336730957,4.832281112670898,4.571138381958008,4.946125507354736
A4_A5_train_1m,train,1m,True,15,0.998,0.6503006012024047,0.4047821089431905,0.2709633455866733,0.5375539033430894,0.3829655021404746,0.07948059451643588,4.961122586176946,0.003006012024048096,0.0,0.001002004008016032,0.01603206412825651,0.13026052104208416,0.008016032064128256,0.10020040080160321,0.001002004008016032,0.37975951903807614,0.0,0.033066132264529056,0.004008016032064128,0.0,0.003006012024048096,0.027054108216432865,0.21442885771543085,0.07915831663326653,4.835928916931152,5.9763712882995605,4.696907997131348,5.286471366882324,2.612511157989502,4.265994071960449,4.273486614227295,5.212732315063477,5.70292329788208,7.151707649230957,4.99690580368042,4.784799575805664,4.6978535652160645
A4_A5_train_1m,train,1m,True,16,1.0,0.369,0.27841713846272576,0.13071677441441792,0.7807866593800462,0.17699313241107145,0.042220208208882226,4.79795071711907,0.094,0.07,0.022,0.131,0.002,0.222,0.1,0.006,0.133,0.0,0.04,0.0,0.087,0.02,0.0,0.003,0.07,4.263101577758789,4.731163024902344,4.446780204772949,6.137884616851807,1.8533507585525515,4.429530620574951,4.592880725860596,5.278256893157959,5.888399600982666,5.00335693359375,5.570482730865479,5.373453140258789,4.804718494415283
A4_A5_train_1m,train,1m,True,17,0.9990000000000001,0.7117117117117118,0.09134997349768252,0.07383982471484749,0.8630776586992492,0.1261650331718062,0.010757308128944404,5.027804338015043,0.5335335335335335,0.17917917917917917,0.0030030030030030025,0.0,0.001001001001001001,0.005005005005005005,0.013013013013013011,0.0,0.13113113113113112,0.001001001001001001,0.005005005005005005,0.028028028028028024,0.04304304304304304,0.0,0.001001001001001001,0.0,0.05605605605605605,3.779206991195679,4.426825046539307,5.9820075035095215,6.0802001953125,2.6709392070770264,4.874502658843994,4.626718521118164,5.488972187042236,5.748971939086914,5.351980686187744,5.358956336975098,6.06849479675293,4.903680324554443
A4_A5_train_1m,train,1m,True,18,0.999,0.5785785785785785,0.2420883927519447,0.15759155735544364,0.7040229395822928,0.2767710061245272,0.019206054293180053,4.846522661355825,0.0,0.005005005005005005,0.025025025025025027,0.24024024024024024,0.018018018018018018,0.012012012012012012,0.028028028028028028,0.019019019019019017,0.1031031031031031,0.0,0.0,0.4294294294294294,0.08408408408408409,0.001001001001001001,0.002002002002002002,0.03303303303303304,0.0,5.161006927490234,5.229340553283691,4.228277683258057,5.453532695770264,2.4409642219543457,4.761942863464356,4.659525871276856,5.3418684005737305,5.253754138946533,5.025073528289795,5.077229022979736,5.035791397094727,5.336487293243408
A4_A5_train_1m,train,1m,True,19,0.999,0.6706706706706707,0.19049268701963132,0.1544932178977873,0.7187470174865276,0.25351952923137017,0.027733453282102208,4.862268686294556,0.15615615615615616,0.17817817817817816,0.03903903903903904,0.004004004004004004,0.06706706706706707,0.009009009009009009,0.0,0.001001001001001001,0.06106106106106106,0.002002002002002002,0.0,0.3863863863863864,0.02302302302302302,0.027027027027027025,0.04304304304304304,0.0,0.003003003003003003,4.140886306762695,4.335186004638672,5.162656307220459,5.283300876617432,2.4845540523529053,5.453387260437012,4.819840431213379,5.22469425201416,5.247750759124756,5.317441940307617,4.833442211151123,5.59989070892334,5.306461811065674
A4_A5_train_1m,train,1m,True,20,1.0,0.441,0.16454486748944955,0.08447035400947595,0.8511444332900021,0.12877042540104375,0.02008514130895408,5.18797335257897,0.001,0.0,0.016,0.396,0.04,0.0,0.022,0.0,0.0,0.0,0.151,0.227,0.022,0.006,0.014,0.104,0.001,5.3710455894470215,5.678719520568848,4.048504829406738,5.386486530303955,5.511875629425049,5.1697998046875,5.506645202636719,4.875679969787598,5.347065448760986,5.458584308624268,4.99979829788208,4.78153657913208,5.3079118728637695
A4_A5_train_1m,train,1m,True,21,1.0010000000000001,0.813186813186813,0.05082970828287944,0.060493781429282883,0.9007339772630284,0.07754448261537701,0.02172154012159436,5.312407071773823,0.7382617382617381,0.001998001998001998,0.0,0.03196803196803197,0.06093906093906093,0.0,0.013986013986013984,0.001998001998001998,0.0,0.0,0.0,0.0,0.06193806193806193,0.0,0.042957042957042946,0.0,0.045954045954045945,3.7148549556732178,5.775569438934326,4.841148376464844,5.580223083496094,5.613797664642334,5.322590827941895,5.57145357131958,5.821041584014893,5.878022193908691,5.166763305664063,5.064894676208496,5.783607482910156,4.927324771881104
A4_A5_train_1m,train,1m,True,22,1.0,0.5800000000000001,0.15794671252471001,0.12928085577778473,0.8143338768883898,0.11277053466765095,0.07289558844395921,5.267660049291758,0.004,0.118,0.011,0.004,0.0,0.026,0.181,0.02,0.0,0.0,0.395,0.0,0.0,0.072,0.0,0.0,0.169,5.313518524169922,4.5764875411987305,5.541999340057373,6.369202136993408,2.23321795463562,4.412414073944092,5.349352836608887,4.759934902191162,6.061858177185059,7.594740867614746,5.767696857452393,5.863641262054443,4.635516166687012
A4_A5_train_1m,train,1m,True,23,1.0,0.059000000000000004,0.47979180795834103,0.06014083626732243,0.8986454471509809,0.08242743316339333,0.018927119685625767,5.236186431004451,0.002,0.024,0.0,0.4,0.006,0.0,0.049,0.0,0.002,0.0,0.0,0.0,0.148,0.004,0.0,0.12,0.245,5.221972465515137,5.052719593048096,4.056276798248291,6.020731449127197,5.561578273773193,4.91853141784668,5.417336463928223,6.032251834869385,5.977203845977783,4.856312274932861,5.783515453338623,4.762035846710205,4.409957885742188
A4_A5_train_1m,train,1m,True,24,0.999,0.018018018018018018,0.251284212189718,0.016545096391771853,0.9736950692456825,0.019519668725091102,0.006785262029226299,6.004401573768029,0.0,0.6946946946946947,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.006006006006006006,0.009009009009009009,0.0,0.0,0.016016016016016016,0.0,0.0,0.2652652652652653,7.729341983795166,3.967174530029297,6.752795219421387,6.444605350494385,5.99164342880249,5.654896259307861,6.138266563415527,5.350730895996094,6.081203937530518,7.689416885375977,5.8698577880859375,5.93467378616333,4.452613830566406
A4_A5_train_1m,train,1m,True,25,0.999,0.5525525525525526,0.385,0.21848382558654247,0.5852987239208278,0.39243490098525935,0.022266375093912792,5.220030491168682,0.0,0.2962962962962963,0.0,0.11311311311311312,0.0,0.0,0.0,0.009009009009009009,0.5525525525525526,0.0,0.0,0.0,0.021021021021021023,0.001001001001001001,0.0,0.007007007007007007,0.0,5.003495216369629,4.26286506652832,4.548320293426514,6.2719340324401855,5.054658889770508,4.913228511810303,4.174592971801758,5.677281379699707,5.843257427215576,5.450659275054932,5.52943229675293,5.509744644165039,5.620926380157471
A4_A5_train_1m,train,1m,True,26,0.9990000000000001,0.4364364364364363,0.07051323043296488,0.036863379692412,0.9421686635709122,0.041935913473351266,0.01589542295573636,5.404111513724694,0.3773773773773773,0.0030030030030030025,0.002002002002002002,0.5145145145145145,0.052052052052052045,0.0,0.001001001001001001,0.0,0.005005005005005005,0.0,0.0,0.001001001001001001,0.02002002002002002,0.0,0.0,0.014014014014014012,0.01001001001001001,3.882284879684448,5.688676834106445,4.025252342224121,5.573357582092285,5.430081844329834,6.123146057128906,5.667730808258057,6.119208812713623,5.942705631256104,5.740989685058594,5.928955554962158,4.998274326324463,5.132785320281982
A4_A5_train_1m,train,1m,True,27,1.0,0.26,0.25858511795076444,0.08247565496869382,0.8705593039854214,0.09393008209176976,0.03551061392280893,4.946193236571092,0.0,0.258,0.0,0.234,0.101,0.011,0.029,0.008,0.001,0.001,0.125,0.004,0.003,0.0,0.066,0.158,0.001,5.64911413192749,4.26276159286499,4.184984683990479,5.313239574432373,2.4710938930511475,5.107607364654541,5.51455545425415,4.910590171813965,5.607277870178223,6.157212257385254,4.921019554138184,4.804058074951172,5.396997451782227
A4_A5_train_1m,train,1m,True,28,0.999,0.45845845845845845,0.3112946907801896,0.1446521325104597,0.7293705397242927,0.25195465553049523,0.018674804745212072,5.129373101087717,0.013013013013013013,0.31931931931931934,0.0,0.0,0.003003003003003003,0.15315315315315314,0.014014014014014014,0.055055055055055056,0.33433433433433435,0.0,0.06506506506506507,0.02902902902902903,0.0,0.0,0.0,0.0,0.014014014014014014,4.687304496765137,4.21182918548584,6.05892276763916,5.891059398651123,1.8401778936386108,4.645040035247803,4.333330154418945,5.055291175842285,5.706452369689941,7.238473415374756,5.458417892456055,6.303548336029053,5.252003192901611
A4_A5_train_1m,train,1m,True,29,1.0010000000000001,0.31368631368631367,0.009131897623536162,0.010925365474376843,0.9812216620063223,0.015705945038601475,0.0030723929550761048,6.132923419658955,0.001998001998001998,0.0,0.0,0.000999000999000999,0.0,0.0,0.0,0.0,0.0,0.0,0.3006993006993007,0.010989010989010986,0.0,0.011988011988011986,0.0,0.000999000999000999,0.6723276723276723,5.658636569976807,6.026126384735107,5.763899326324463,6.317204475402832,5.946868896484375,8.14659309387207,7.142147064208984,4.7790937423706055,5.957272052764893,8.297920227050781,5.942418098449707,5.617604732513428,4.1322197914123535
A4_A5_train_1m,train,1m,True,30,1.001,0.5714285714285714,0.2594763130370657,0.15023559090611865,0.780488233183536,0.13855235182069076,0.08095941499577328,5.525556601010836,0.0,0.0009990009990009992,0.0,0.0019980019980019984,0.15084915084915085,0.0,0.14185814185814186,0.0,0.0,0.0,0.2787212787212788,0.0,0.003996003996003997,0.0,0.0,0.0,0.4215784215784216,6.861634254455566,5.755373954772949,5.65870475769043,5.272236347198486,5.643309116363525,4.5067949295043945,5.427286148071289,4.814216136932373,5.754676342010498,6.341269493103027,5.69641637802124,5.775506496429443,4.324811458587647
A4_A5_train_1m,train,1m,True,31,1.0,0.827,0.2061314472918848,0.17299816438937,0.7336904335913532,0.18662280403855344,0.07968676237009326,5.268221598405105,0.082,0.013,0.0,0.006,0.308,0.001,0.003,0.0,0.0,0.0,0.372,0.062,0.0,0.0,0.01,0.142,0.001,4.4081878662109375,5.024968147277832,4.978406429290772,5.005675315856934,3.812377452850342,5.920037746429443,5.920503616333008,4.698957443237305,5.51257848739624,7.735177040100098,5.13293981552124,4.934744834899902,5.402326583862305
A4_A5_train_1m,train,1m,True,32,0.999,0.028028028028028028,0.17982365145228216,0.00839923650147782,0.9835329840164376,0.016135558964168715,0.0003314570193934631,6.351518722680899,0.0,0.9449449449449449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028028028028028028,0.0,0.001001001001001001,0.0,0.007007007007007007,0.019019019019019017,8.051161766052246,3.874768495559693,6.909854412078857,6.266665935516357,6.403696537017822,7.658684730529785,7.126642227172852,5.534601211547852,5.833001613616943,7.933407306671143,5.835553646087647,5.917235374450684,5.224470138549805
A4_A5_train_1m,train,1m,True,33,1.0,0.999,0.23224721165765172,0.23201958381036952,0.6523317681465962,0.23129729608606842,0.11637093576733532,5.77667471078726,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.4,0.214,0.0,0.0,0.0,0.001,0.0,6.746493816375732,5.766384124755859,6.5935959815979,5.976674556732178,5.557881832122803,4.100144386291504,5.102885246276856,4.755634784698486,5.5495219230651855,7.391046047210693,5.420259475708008,6.314382076263428,5.821866989135742
A4_A5_train_1m,train,1m,True,34,1.0010000000000001,0.8381618381618381,0.4795598201644824,0.4572701321608549,0.3449915879154713,0.3954765598473477,0.25953185223718095,5.556892028221717,0.0,0.01898101898101898,0.001998001998001998,0.016983016983016984,0.0,0.0,0.7712287712287712,0.000999000999000999,0.042957042957042946,0.000999000999000999,0.023976023976023973,0.0,0.020979020979020976,0.1008991008991009,0.0,0.0,0.0,5.771609783172607,5.322272777557373,5.388720512390137,6.635139465332031,5.31644344329834,3.774742603302002,4.6902689933776855,5.525582313537598,6.194097995758057,5.430849552154541,5.701431751251221,6.310952663421631,6.177484512329102
A4_A5_train_1m,train,1m,True,35,1.0,0.7909999999999999,0.43864968394437426,0.3500397985993933,0.40556955148220536,0.48878129983680246,0.10564914868099212,5.203048513485835,0.0,0.0,0.0,0.003,0.346,0.194,0.0,0.0,0.445,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,5.152310848236084,6.016092777252197,5.6132493019104,5.003716468811035,1.8262804746627808,4.939427852630615,4.213974952697754,5.9329681396484375,5.653165340423584,5.710831165313721,5.641227722167969,6.202215671539307,5.734169960021973
A4_A5_train_1m,train,1m,True,36,0.999,0.7757757757757757,0.0692623944526218,0.06649569402344986,0.874331749584901,0.11834511278329826,0.007323137631800723,5.13854692532466,0.5775775775775776,0.0,0.016016016016016016,0.13613613613613615,0.0,0.007007007007007007,0.0,0.0,0.13213213213213215,0.0,0.06606606606606608,0.0,0.06406406406406406,0.001001001001001001,0.0,0.0,0.0,3.753798723220825,6.316792964935303,4.444733619689941,6.496055603027344,2.555508136749268,5.468338489532471,4.637434482574463,5.210977077484131,6.027653694152832,5.130958557128906,5.644321918487549,5.471099853515625,5.643436908721924
A4_A5_train_1m,train,1m,True,37,0.9980000000000002,0.3987975951903807,0.4866610568373103,0.20172958809151106,0.6941272247445525,0.2082863743278725,0.09758640092757481,4.969163656234741,0.005010020040080159,0.013026052104208413,0.040080160320641274,0.18436873747494986,0.3426853707414829,0.06813627254509017,0.029058116232464924,0.0,0.013026052104208413,0.0,0.0060120240480961915,0.0030060120240480957,0.0,0.0020040080160320635,0.024048096192384766,0.07715430861723445,0.19238476953907813,5.026422023773193,5.072512626647949,4.223289489746094,4.998081684112549,2.0003106594085693,5.011911392211914,5.214371204376221,5.35777759552002,5.670432090759277,7.577400207519531,5.103034973144531,4.877068042755127,4.46651554107666
A4_A5_train_1m,train,1m,True,38,0.999,0.6576576576576577,0.17742359272520244,0.15104382489134724,0.7161135561232985,0.2656852379707087,0.018201205905992876,5.545954630925105,0.009009009009009009,0.015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486486486486487,0.0,0.06606606606606608,0.0,0.008008008008008008,0.25325325325325326,5.007805824279785,4.905384063720703,6.044830799102783,5.689024925231934,5.543165683746338,6.600042343139648,6.009766578674316,5.248143672943115,5.204901218414307,6.734470844268799,5.271415710449219,5.445953369140625,4.392505168914795
A4_A5_train_1m,train,1m,True,39,1.0,0.841,0.43462244389324267,0.36859291867635086,0.375352542713878,0.512109077219542,0.11253838006657987,4.993031996947068,0.0,0.042,0.046,0.007,0.37,0.02,0.002,0.006,0.457,0.0,0.008,0.004,0.0,0.0,0.014,0.0,0.024,5.11309814453125,4.777293682098389,5.109024524688721,4.968809604644775,2.236644506454468,4.740827083587647,4.21690845489502,5.307089805603027,5.59416389465332,7.238756656646728,5.03219747543335,5.572150707244873,5.002451419830322
A4_A5_train_1m,train,1m,True,40,1.0010000000000001,0.12187812187812186,0.19325977618508738,0.026960703721304383,0.9488726477907702,0.04833329697585071,0.00279405523337903,5.374926933875451,0.04095904095904095,0.48651348651348647,0.0,0.35964035964035956,0.0,0.0,0.0,0.0,0.042957042957042946,0.0,0.0,0.03796203796203796,0.0,0.0,0.000999000999000999,0.030969030969030965,0.0,4.483772277832031,4.084653377532959,4.152863502502441,6.1054534912109375,5.35400390625,5.705118656158447,5.056640148162842,5.576696872711182,5.732850074768066,7.658815860748291,5.443605422973633,5.044731616973877,5.474844932556152
A4_A5_train_1m,train,1m,True,41,1.0,0.921,0.4408807208454975,0.4160504215615165,0.412788567586069,0.34232202170482906,0.24488941070910195,5.1798697618337775,0.034,0.0,0.002,0.005,0.02,0.011,0.783,0.016,0.001,0.0,0.061,0.022,0.011,0.015,0.001,0.01,0.008,4.69763708114624,6.14774751663208,5.504880428314209,5.891500949859619,2.5461370944976807,3.768294095993042,4.877947807312012,5.280606746673584,5.879600524902344,5.807758808135986,5.5165696144104,5.912353515625,5.507272720336914
A4_A5_train_1m,train,1m,True,42,1.0010000000000001,0.5214785214785214,0.46646632470869787,0.3232659869332464,0.5234421042358168,0.30658381766187315,0.16997407810230977,5.084016616527851,0.005994005994005993,0.000999000999000999,0.000999000999000999,0.02597402597402597,0.10889110889110888,0.011988011988011986,0.37562437562437556,0.0,0.0,0.0,0.029970029970029965,0.000999000999000999,0.0,0.11388611388611387,0.11888111888111887,0.021978021978021973,0.18381618381618378,5.103385925292969,5.81681489944458,4.879493713378906,5.411044597625732,2.4963607788085938,4.072724342346191,5.021194934844971,5.245903015136719,5.814209938049316,7.312902450561523,4.897205829620361,5.433531761169434,4.587443828582764
A4_A5_train_1m,train,1m,True,43,1.001,0.8441558441558442,0.16086498983152908,0.14708782640662557,0.7557326933348059,0.19435896051713714,0.049908346148057,5.076522203592154,0.3266733266733267,0.0,0.032967032967032975,0.0,0.14485514485514486,0.08291708291708293,0.006993006993006994,0.0,0.13086913086913088,0.0019980019980019984,0.19980019980019983,0.034965034965034975,0.0,0.018981018981018984,0.003996003996003997,0.0,0.014985014985014986,3.9178929328918457,5.826865196228027,5.672890663146973,5.243008136749268,1.9641127586364744,4.958409309387207,4.631067276000977,4.851532936096191,5.635731220245361,7.241580486297607,5.190623760223389,5.716239929199219,5.144834041595459
A4_A5_train_1m,train,1m,True,44,1.0000000000000002,0.20899999999999996,0.3977392636599888,0.10758658634637643,0.819465242062468,0.14589634318231062,0.0346384147552211,5.084354584033672,0.002999999999999999,0.18999999999999995,0.0,0.5059999999999999,0.0,0.05099999999999998,0.05699999999999999,0.0019999999999999996,0.13999999999999999,0.0,0.004999999999999999,0.003999999999999999,0.0,0.041999999999999996,0.0,0.0,0.0,4.936156749725342,4.4209465980529785,4.081094264984131,6.294333934783936,2.0349221229553223,4.572906017303467,4.647099018096924,5.561471462249756,5.9413371086120605,7.266517639160156,5.63517951965332,5.1906046867370605,5.514040470123291
