dataset,role,scale_label,total_scale_tokens,log10_scale,index,original_mixture_sum,p_train_the_pile_arxiv,tokens_train_the_pile_arxiv,p_train_the_pile_freelaw,tokens_train_the_pile_freelaw,p_train_the_pile_nih_exporter,tokens_train_the_pile_nih_exporter,p_train_the_pile_pubmed_central,tokens_train_the_pile_pubmed_central,p_train_the_pile_wikipedia_en,tokens_train_the_pile_wikipedia_en,p_train_the_pile_dm_mathematics,tokens_train_the_pile_dm_mathematics,p_train_the_pile_github,tokens_train_the_pile_github,p_train_the_pile_philpapers,tokens_train_the_pile_philpapers,p_train_the_pile_stackexchange,tokens_train_the_pile_stackexchange,p_train_the_pile_enron_emails,tokens_train_the_pile_enron_emails,p_train_the_pile_gutenberg_pg_19,tokens_train_the_pile_gutenberg_pg_19,p_train_the_pile_pile_cc,tokens_train_the_pile_pile_cc,p_train_the_pile_ubuntu_irc,tokens_train_the_pile_ubuntu_irc,p_train_the_pile_europarl,tokens_train_the_pile_europarl,p_train_the_pile_hackernews,tokens_train_the_pile_hackernews,p_train_the_pile_pubmed_abstracts,tokens_train_the_pile_pubmed_abstracts,p_train_the_pile_uspto_backgrounds,tokens_train_the_pile_uspto_backgrounds,p_sum_normalized,mapping_version,quality_score_version,quality_topsis_critic_mapped_raw_0_100,quality_topsis_critic_mapped_mass,quality_topsis_critic_mapped_renorm_0_100,quality_critic_sum_mapped_raw_0_100,quality_critic_sum_mapped_mass,quality_critic_sum_mapped_renorm_0_100,quality_equal_sum_mapped_raw_0_100,quality_equal_sum_mapped_mass,quality_equal_sum_mapped_renorm_0_100,quality_topsis_no_3_cost_mapped_raw_0_100,quality_topsis_no_3_cost_mapped_mass,quality_topsis_no_3_cost_mapped_renorm_0_100,quality_topsis_no_dsir_mapped_raw_0_100,quality_topsis_no_dsir_mapped_mass,quality_topsis_no_dsir_mapped_renorm_0_100,quality_topsis_weight_squared_mapped_raw_0_100,quality_topsis_weight_squared_mapped_mass,quality_topsis_weight_squared_mapped_renorm_0_100,quality_score_model_primary,quality_mapped_raw_0_100,quality_mapped_mass,quality_mapped_renorm_0_100,quality_unmapped_mass,quality_feature_status
A4_A5_train_1m,fit,1M,1000000,6.0,11,1.0,0.0,0.0,0.924,924000.0,0.0,0.0,0.0,0.0,0.003,3000.0,0.0,0.0,0.004,4000.0,0.0,0.0,0.001,1000.0,0.0,0.0,0.019,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,49000.0,0.0,0.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,1.516114113361941,0.027,56.152374568960774,1.5828238609885692,0.027,58.6231059625396,1.5562723295931002,0.027,57.639715910855564,1.3918362487596627,0.027,51.54949069480232,1.5715670997839526,0.027,58.20618888088713,1.5329089520846058,0.027,56.77440563276318,TOPSIS_CRITIC,1.516114113361941,0.027,56.152374568960774,0.973,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,12,0.998,0.0,0.0,0.5911823647294588,591182.3647294588,0.0460921843687374,46092.18436873747,0.1342685370741483,134268.5370741483,0.002004008016032,2004.008016032064,0.0,0.0,0.0,0.0,0.0130260521042084,13026.052104208416,0.002004008016032,2004.008016032064,0.0,0.0,0.1713426853707415,171342.6853707415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400801603206412,40080.16032064128,0.0,0.0,0.9999999999999996,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,9.846231024777698,0.17535070140280548,56.15164892987514,10.334719072083345,0.17535070140280548,58.937426479652494,9.878435837419218,0.17535070140280548,56.33530837568221,8.96866473401233,0.17535070140280548,51.147013740253215,10.613244618863963,0.17535070140280548,60.525817883578526,10.122325714623999,0.17535070140280548,57.72617750397005,TOPSIS_CRITIC,9.846231024777698,0.17535070140280548,56.15164892987514,0.8246492985971945,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,13,1.0,0.0,0.0,0.006,6000.0,0.0,0.0,0.818,818000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,2000.0,0.0,0.0,0.161,161000.0,0.0,0.0,0.001,1000.0,0.012,12000.0,0.0,0.0,0.0,0.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,10.358049302523733,0.161,64.33570995356357,10.970400101924161,0.161,68.13913106785193,11.345100984108038,0.161,70.46646573980148,9.811854128178188,0.161,60.94319334272166,9.921640661063226,0.161,61.62509727368463,10.139148498139377,0.161,62.976077628194886,TOPSIS_CRITIC,10.358049302523733,0.161,64.33570995356357,0.839,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,14,1.001,0.0,0.0,0.0089910089910089,8991.00899100899,0.0339660339660339,33966.03396603397,0.1858141858141858,185814.1858141858,0.0459540459540459,45954.04595404595,0.0189810189810189,18981.01898101898,0.0719280719280719,71928.07192807192,0.0079920079920079,7992.007992007992,0.0259740259740259,25974.025974025968,0.0,0.0,0.0779220779220779,77922.07792207791,0.0129870129870129,12987.012987012984,0.0349650349650349,34965.03496503497,0.0019980019980019,1998.001998001998,0.1078921078921078,107892.10789210787,0.3436563436563435,343656.3436563436,0.0209790209790209,20979.020979020977,0.999999999999999,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,13.322805788518075,0.2347652347652345,56.74948338002812,13.838041820606321,0.2347652347652345,58.94416962734869,14.106956232168224,0.2347652347652345,60.08963058893791,12.374710101493662,0.2347652347652345,52.710999198277314,13.08426445383,0.2347652347652345,55.73339880120785,13.174955674830905,0.2347652347652345,56.11970481066277,TOPSIS_CRITIC,13.322805788518075,0.2347652347652345,56.74948338002812,0.7652347652347655,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,15,0.998,0.003006012024048,3006.012024048096,0.0,0.0,0.001002004008016,1002.004008016032,0.0160320641282565,16032.064128256512,0.1302605210420841,130260.52104208416,0.0080160320641282,8016.032064128256,0.1002004008016032,100200.4008016032,0.001002004008016,1002.004008016032,0.3797595190380761,379759.51903807616,0.0,0.0,0.033066132264529,33066.13226452906,0.0040080160320641,4008.016032064128,0.0,0.0,0.003006012024048,3006.012024048096,0.0270541082164328,27054.108216432865,0.2144288577154308,214428.85771543084,0.0791583166332665,79158.31663326653,0.9999999999999996,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,38.754775292278644,0.6503006012024045,59.59517063435147,40.44982944432946,0.6503006012024045,62.201740809616055,41.92677543544653,0.6503006012024045,64.47291507638776,36.700476080610066,0.6503006012024045,56.4361712302756,36.75760953276917,0.6503006012024045,56.52402821834153,37.97635910394168,0.6503006012024045,58.39816084088415,TOPSIS_CRITIC,38.754775292278644,0.6503006012024045,59.59517063435147,0.3496993987975955,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,16,1.0,0.094,94000.0,0.07,70000.0,0.022,22000.0,0.131,131000.0,0.002,2000.0,0.222,222000.0,0.1,100000.0,0.006,6000.0,0.133,133000.0,0.0,0.0,0.04,40000.0,0.0,0.0,0.087,87000.0,0.02,20000.0,0.0,0.0,0.003,3000.0,0.07,70000.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,21.70129234194886,0.369,58.81109035758499,22.7271538235254,0.369,61.59120277378157,23.210331604431047,0.369,62.90062765428468,20.35507053519644,0.369,55.162792778310134,21.274798599651596,0.369,57.65528075786341,21.386726316013856,0.369,57.95860790247658,TOPSIS_CRITIC,21.70129234194886,0.369,58.81109035758499,0.631,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,17,0.999,0.5335335335335335,533533.5335335335,0.1791791791791791,179179.17917917916,0.003003003003003,3003.0030030030025,0.0,0.0,0.001001001001001,1001.001001001001,0.005005005005005,5005.005005005005,0.013013013013013,13013.013013013013,0.0,0.0,0.1311311311311311,131131.13113113111,0.001001001001001,1001.001001001001,0.005005005005005,5005.005005005005,0.028028028028028,28028.028028028024,0.043043043043043,43043.04304304304,0.0,0.0,0.001001001001001,1001.001001001001,0.0,0.0,0.056056056056056,56056.05605605605,0.9999999999999997,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,44.9401709281412,0.7117117117117115,63.143784468654104,48.11061626517229,0.7117117117117115,67.59846082828007,47.882403858683226,0.7117117117117115,67.27780795333973,42.64415178691755,0.7117117117117115,59.91773225756771,45.95924452204246,0.7117117117117115,64.5756473664141,44.84196765523388,0.7117117117117115,63.005802654822304,TOPSIS_CRITIC,44.9401709281412,0.7117117117117115,63.143784468654104,0.28828828828828845,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,18,0.999,0.0,0.0,0.005005005005005,5005.005005005005,0.025025025025025,25025.02502502503,0.2402402402402402,240240.24024024024,0.018018018018018,18018.018018018018,0.012012012012012,12012.012012012012,0.028028028028028,28028.028028028028,0.019019019019019,19019.01901901902,0.1031031031031031,103103.1031031031,0.0,0.0,0.0,0.0,0.4294294294294294,429429.4294294294,0.084084084084084,84084.0840840841,0.001001001001001,1001.001001001001,0.002002002002002,2002.002002002002,0.033033033033033,33033.03303303304,0.0,0.0,0.9999999999999996,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,36.506933192350935,0.5785785785785785,63.0976232857415,38.515045342172925,0.5785785785785785,66.56839151700822,39.9014321082676,0.5785785785785785,68.96458594491234,34.582630680057704,0.5785785785785785,59.771709427989016,34.81640712759494,0.5785785785785785,60.17576249215804,35.715725886627915,0.5785785785785785,61.73012138536556,TOPSIS_CRITIC,36.506933192350935,0.5785785785785785,63.0976232857415,0.42142142142142147,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,19,0.999,0.1561561561561561,156156.15615615615,0.1781781781781781,178178.17817817815,0.039039039039039,39039.03903903904,0.004004004004004,4004.004004004004,0.067067067067067,67067.06706706707,0.009009009009009,9009.009009009009,0.0,0.0,0.001001001001001,1001.001001001001,0.061061061061061,61061.06106106106,0.002002002002002,2002.002002002002,0.0,0.0,0.3863863863863864,386386.3863863864,0.023023023023023,23023.023023023023,0.027027027027027,27027.027027027027,0.043043043043043,43043.04304304304,0.0,0.0,0.003003003003003,3003.003003003003,0.9999999999999996,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,42.67721038647982,0.6706706706706704,63.63363160610949,45.307902848599326,0.6706706706706704,67.55611185932946,46.3160710398885,0.6706706706706704,69.05933577440094,40.518742846151284,0.6706706706706704,60.415259855679324,41.65542349422432,0.6706706706706704,62.11010159810465,42.04043840512277,0.6706706706706704,62.684176069727854,TOPSIS_CRITIC,42.67721038647982,0.6706706706706704,63.63363160610949,0.32932932932932957,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,20,1.0,0.001,1000.0,0.0,0.0,0.016,16000.0,0.396,396000.0,0.04,40000.0,0.0,0.0,0.022,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,151000.0,0.227,227000.0,0.022,22000.0,0.006,6000.0,0.014,14000.0,0.104,104000.0,0.001,1000.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,26.710446354183812,0.441,60.56790556504266,28.129846327070588,0.441,63.786499607869814,28.426457736040316,0.441,64.45908783682611,24.977000728624887,0.441,56.637189860827405,26.5523359704963,0.441,60.20937861790544,26.55056699766445,0.441,60.20536734164274,TOPSIS_CRITIC,26.710446354183812,0.441,60.56790556504266,0.5589999999999999,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,21,1.001,0.7382617382617381,738261.7382617381,0.0019980019980019,1998.001998001998,0.0,0.0,0.0319680319680319,31968.031968031966,0.0609390609390609,60939.06093906093,0.0,0.0,0.0139860139860139,13986.013986013984,0.0019980019980019,1998.001998001998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619380619380619,61938.06193806193,0.0,0.0,0.0429570429570429,42957.04295704295,0.0,0.0,0.0459540459540459,45954.04595404595,0.9999999999999993,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,51.59366510336895,0.8131868131868129,63.44626384333211,55.45141125361639,0.8131868131868129,68.19024897404181,54.77379033008357,0.8131868131868129,67.35695837888659,48.98040031648492,0.8131868131868129,60.23265444324499,53.49226453769842,0.8131868131868129,65.7810280125751,51.65069066901722,0.8131868131868129,63.51638987676445,TOPSIS_CRITIC,51.59366510336895,0.8131868131868129,63.44626384333211,0.18681318681318715,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,22,1.0,0.004,4000.0,0.118,118000.0,0.011,11000.0,0.004,4000.0,0.0,0.0,0.026,26000.0,0.181,181000.0,0.02,20000.0,0.0,0.0,0.0,0.0,0.395,395000.0,0.0,0.0,0.0,0.0,0.072,72000.0,0.0,0.0,0.0,0.0,0.169,169000.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,31.74624979166066,0.5800000000000001,54.73491343389768,32.945808426753445,0.5800000000000001,56.80311797716111,32.585477069174594,0.5800000000000001,56.18185701581826,28.922045124748223,0.5800000000000001,49.86559504266934,32.76707427749669,0.5800000000000001,56.494955650856355,31.949790052536546,0.5800000000000001,55.08584491816645,TOPSIS_CRITIC,31.74624979166066,0.5800000000000001,54.73491343389768,0.41999999999999993,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,23,1.0,0.002,2000.0,0.024,24000.0,0.0,0.0,0.4,400000.0,0.006,6000.0,0.0,0.0,0.049,49000.0,0.0,0.0,0.002,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,148000.0,0.004,4000.0,0.0,0.0,0.12,120000.0,0.245,245000.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,3.150474876473257,0.059000000000000004,53.39787926225859,3.2065954215199857,0.059000000000000004,54.3490749410167,3.416874022295956,0.059000000000000004,57.91311902196536,2.9035787700826794,0.059000000000000004,49.21319949292677,2.9151155191820988,0.059000000000000004,49.40873761325591,3.02161776428206,0.059000000000000004,51.21386041156033,TOPSIS_CRITIC,3.150474876473257,0.059000000000000004,53.39787926225859,0.941,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,24,0.999,0.0,0.0,0.6946946946946947,694694.6946946947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009,9009.009009009009,0.0,0.0,0.0,0.0,0.006006006006006,6006.006006006006,0.009009009009009,9009.009009009009,0.0,0.0,0.0,0.0,0.016016016016016,16016.016016016016,0.0,0.0,0.0,0.0,0.2652652652652653,265265.2652652653,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,0.970575928046903,0.018018018018018,53.86696400660317,0.9996758879404325,0.018018018018018,55.48201178069406,1.010912554328447,0.018018018018018,56.10564676522886,0.8845441865814587,0.018018018018018,49.092202355271006,0.972277638448101,0.018018018018018,53.961408933869656,0.9632178695721847,0.018018018018018,53.4585917612563,TOPSIS_CRITIC,0.970575928046903,0.018018018018018,53.86696400660317,0.9819819819819819,partial_mapped_proxy
A4_A5_train_1m,fit,1M,1000000,6.0,25,0.999,0.0,0.0,0.2962962962962963,296296.2962962963,0.0,0.0,0.1131131131131131,113113.11311311313,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009,9009.009009009009,0.5525525525525526,552552.5525525527,0.0,0.0,0.0,0.0,0.0,0.0,0.021021021021021,21021.021021021024,0.001001001001001,1001.001001001001,0.0,0.0,0.007007007007007,7007.007007007007,0.0,0.0,1.0,A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,33.92002610756112,0.5525525525525526,61.38787333596658,35.56837792124604,0.5525525525525526,64.37103178138548,36.82350026752923,0.5525525525525526,66.64253037547408,32.324230338267476,0.5525525525525526,58.49982990566885,32.086324602193805,0.5525525525525526,58.06927224201378,33.28563888931971,0.5525525525525526,60.23977038121447,TOPSIS_CRITIC,33.92002610756112,0.5525525525525526,61.38787333596658,0.44744744744744736,partial_mapped_proxy
