direction_id,to_index,from_index,to_domain,from_domain,simplex_limit,hull_limit,safe_hull_limit,safe_hull_limit_pp,lp_status,lp_objective,lp_dual_objective,lp_duality_gap,delta_upper_price,safe_min_weight,observed_joint_support
06_from_04,6,4,github,wikipedia_en,0.07507775607983627,0.07507775607983627,0.07432697851903791,7.432697851903791,0,-0.07507775607983627,-0.07507775607983627,0.0,-1.0,1.9531250000000017e-05,False
06_from_05,6,5,github,dm_mathematics,0.025462854097050385,0.025462854097050385,0.02520822555607988,2.520822555607988,0,-0.025462854097050385,-0.025462854097050385,0.0,-1.0,1.9531250000000017e-05,False
06_from_07,6,7,github,philpapers,0.005487697351193022,0.005487697351193022,0.005432820377681092,0.5432820377681091,0,-0.005487697351193022,-0.005487697351193022,0.0,-1.0,1.9531250000000017e-05,False
06_from_08,6,8,github,stackexchange,0.09943242344413017,0.09943242344413017,0.09843809920968886,9.843809920968887,0,-0.09943242344413017,-0.09943242344413017,0.0,-1.0,1.9531250000000017e-05,False
06_from_09,6,9,github,enron_emails,0.0022110330434062142,0.0022110330434062142,0.002188922712972152,0.2188922712972152,0,-0.0022110330434062142,-0.0022110330434062142,0.0,-1.0,1.9531250000000017e-05,False
06_from_10,6,10,github,gutenberg_pg_19,0.04691494424753535,0.04691494424753535,0.046445794805059996,4.644579480506,0,-0.04691494424753535,-0.04691494424753535,0.0,-1.0,1.9531250000000017e-05,False
06_from_11,6,11,github,pile_cc,0.11948759779188559,0.11948759779188559,0.11829272181396673,11.829272181396673,0,-0.11948759779188559,-0.11948759779188559,0.0,-1.0,1.9531250000000017e-05,False
06_from_12,6,12,github,ubuntu_irc,0.019599998284005875,0.019599998284005875,0.019403998301165817,1.9403998301165817,0,-0.019599998284005875,-0.019599998284005875,0.0,-1.0,1.9531250000000017e-05,False
06_from_13,6,13,github,europarl,0.012737064754031515,0.012737064754031515,0.0126096941064912,1.26096941064912,0,-0.012737064754031515,-0.012737064754031515,0.0,-1.0,1.9531250000000017e-05,False
06_from_14,6,14,github,hackernews,0.01165082237810866,0.01165082237810866,0.011534314154327574,1.1534314154327574,0,-0.01165082237810866,-0.01165082237810866,0.0,-1.0,1.9531250000000017e-05,False
06_from_15,6,15,github,pubmed_abstracts,0.0661811661125716,0.0661811661125716,0.06551935445144588,6.551935445144588,0,-0.0661811661125716,-0.0661811661125716,0.0,-1.0,1.9531250000000017e-05,False
06_from_16,6,16,github,uspto_backgrounds,0.07556475309333585,0.07556475309333585,0.07480910556240249,7.480910556240248,0,-0.07556475309333585,-0.07556475309333585,0.0,-1.0,1.9531250000000017e-05,False
07_from_00,7,0,philpapers,arxiv,0.11302252583269276,0.04011464338182629,0.03971349694800803,3.9713496948008027,0,-0.04011464338182629,-0.040114643381826305,1.3877787807814457e-17,0.0,1.9531250000000017e-05,False
07_from_01,7,1,philpapers,freelaw,0.09682483215202778,0.04016303797155321,0.03976140759183768,3.9761407591837683,0,-0.04016303797155321,-0.04016303797155325,4.163336342344337e-17,0.0,1.9531250000000017e-05,False
07_from_02,7,2,philpapers,nih_exporter,0.005889680217095936,0.005889680217095936,0.005830783414924977,0.5830783414924977,0,-0.005889680217095936,-0.005889680217095936,0.0,-1.0,1.9531250000000017e-05,False
07_from_03,7,3,philpapers,pubmed_central,0.11375419105058356,0.03973503328567521,0.039337682952818455,3.9337682952818454,0,-0.03973503328567521,-0.039735033285675146,6.245004513516506e-17,0.0,1.9531250000000017e-05,False
07_from_04,7,4,philpapers,wikipedia_en,0.07507775607983627,0.04070089243172827,0.040293883507410984,4.029388350741098,0,-0.04070089243172827,-0.04070089243172824,2.7755575615628914e-17,0.0,1.9531250000000017e-05,False
07_from_05,7,5,philpapers,dm_mathematics,0.025462854097050385,0.025462854097050385,0.02520822555607988,2.520822555607988,0,-0.025462854097050385,-0.025462854097050385,0.0,-1.0,1.9531250000000017e-05,False
07_from_06,7,6,philpapers,github,0.11070066007050916,0.03958725003442031,0.03919137753407611,3.919137753407611,0,-0.03958725003442031,-0.03958725003442032,6.938893903907228e-18,0.0,1.9531250000000017e-05,False
07_from_08,7,8,philpapers,stackexchange,0.09943242344413017,0.04076850525100485,0.0403608201984948,4.036082019849481,0,-0.04076850525100485,-0.04076850525100492,6.938893903907228e-17,0.0,1.9531250000000017e-05,False
07_from_09,7,9,philpapers,enron_emails,0.0022110330434062142,0.0022110330434062142,0.002188922712972152,0.2188922712972152,0,-0.0022110330434062142,-0.0022110330434062142,0.0,-1.0,1.9531250000000017e-05,False
07_from_10,7,10,philpapers,gutenberg_pg_19,0.04691494424753535,0.038520882919087646,0.03813567408989677,3.813567408989677,0,-0.038520882919087646,-0.03852088291908764,6.938893903907228e-18,0.0,1.9531250000000017e-05,False
07_from_11,7,11,philpapers,pile_cc,0.11948759779188559,0.040454071955658345,0.04004953123610176,4.004953123610176,0,-0.040454071955658345,-0.04045407195565848,1.3183898417423734e-16,0.0,1.9531250000000017e-05,False
07_from_12,7,12,philpapers,ubuntu_irc,0.019599998284005875,0.019599998284005875,0.019403998301165817,1.9403998301165817,0,-0.019599998284005875,-0.019599998284005875,0.0,-1.0,1.9531250000000017e-05,False
07_from_13,7,13,philpapers,europarl,0.012737064754031515,0.012737064754031515,0.0126096941064912,1.26096941064912,0,-0.012737064754031515,-0.012737064754031515,0.0,-1.0,1.9531250000000017e-05,False
07_from_14,7,14,philpapers,hackernews,0.01165082237810866,0.01165082237810866,0.011534314154327574,1.1534314154327574,0,-0.01165082237810866,-0.01165082237810866,0.0,-1.0,1.9531250000000017e-05,False
07_from_15,7,15,philpapers,pubmed_abstracts,0.0661811661125716,0.03866904560257515,0.038282355146549395,3.8282355146549394,0,-0.03866904560257515,-0.03866904560257518,3.469446951953614e-17,0.0,1.9531250000000017e-05,False
07_from_16,7,16,philpapers,uspto_backgrounds,0.07556475309333585,0.03919197607985459,0.038800056319056045,3.8800056319056044,0,-0.03919197607985459,-0.03919197607985457,2.0816681711721685e-17,0.0,1.9531250000000017e-05,False
08_from_00,8,0,stackexchange,arxiv,0.11302252583269276,0.11302252583269276,0.11189230057436583,11.189230057436584,0,-0.11302252583269276,-0.11302252583269276,0.0,-1.0,1.9531250000000017e-05,False
08_from_01,8,1,stackexchange,freelaw,0.09682483215202778,0.09682483215202778,0.0958565838305075,9.58565838305075,0,-0.09682483215202778,-0.09682483215202778,0.0,-1.0,1.9531249789246392e-05,False
08_from_02,8,2,stackexchange,nih_exporter,0.005889680217095936,0.005889680217095936,0.005830783414924977,0.5830783414924977,0,-0.005889680217095936,-0.005889680217095936,0.0,-1.0,1.9531250000000017e-05,False
08_from_03,8,3,stackexchange,pubmed_central,0.11375419105058356,0.11375419105058356,0.11261664914007771,11.26166491400777,0,-0.11375419105058356,-0.11375419105058356,0.0,-1.0,1.9531250000000017e-05,False
