path,column,dtype,missing,meaning
experiments/runs/q2-model-finalization-20260925/mixture_coefficients.csv,quality_domain,float64,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-model-finalization-20260925/mixture_transfer.csv,axis,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/mixture_transfer.csv,matched_rows,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/mixture_transfer.csv,spearman_A6_A8,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/mixture_validation.csv,axis,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/mixture_validation.csv,dataset,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/mixture_validation.csv,model,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/mixture_validation.csv,n,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/mixture_validation.csv,mae,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/mixture_validation.csv,rmse,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/mixture_validation.csv,r2,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/mixture_validation.csv,centered_rmse,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/mixture_validation.csv,spearman,float64,8,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/quality_increment_summary.csv,protocol,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/quality_increment_summary.csv,model,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/quality_increment_summary.csv,n,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/quality_increment_summary.csv,mae,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/quality_increment_summary.csv,rmse,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/quality_increment_summary.csv,r2,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/quality_validation_folds.csv,protocol,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/quality_validation_folds.csv,fold,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/quality_validation_folds.csv,model,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/quality_validation_folds.csv,n,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/quality_validation_folds.csv,mae,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/quality_validation_folds.csv,rmse,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/quality_validation_folds.csv,r2,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_external.csv,source,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_external.csv,n,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_external.csv,mae,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/scale_external.csv,rmse,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/scale_external.csv,r2,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_oof_predictions.csv,fold,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_oof_predictions.csv,model,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_oof_predictions.csv,source_row,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_oof_predictions.csv,actual,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_oof_predictions.csv,predicted,float64,0,model prediction; never an observed training target
experiments/runs/q2-model-finalization-20260925/scale_oof_summary.csv,model,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_oof_summary.csv,n,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_oof_summary.csv,mae,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/scale_oof_summary.csv,rmse,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/scale_oof_summary.csv,r2,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_parameters_by_fold.csv,fold,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_parameters_by_fold.csv,E,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_parameters_by_fold.csv,A,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_parameters_by_fold.csv,B,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_parameters_by_fold.csv,alpha,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_parameters_by_fold.csv,beta,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_validation.csv,fold,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_validation.csv,model,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_validation.csv,n,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scale_validation.csv,mae,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/scale_validation.csv,rmse,float64,0,error metric; see protocol/axis/model columns
experiments/runs/q2-model-finalization-20260925/scale_validation.csv,r2,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,A_recipe_index,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_arxiv,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_freelaw,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_nih_exporter,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_pubmed_central,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_wikipedia_en,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_dm_mathematics,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_github,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_philpapers,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_stackexchange,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_enron_emails,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_gutenberg_pg_19,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_pile_cc,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_ubuntu_irc,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_europarl,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_hackernews,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_pubmed_abstracts,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,p_uspto_backgrounds,float64,0,normalized mixture fraction
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,N_params_B,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,D_tokens_B,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,quality_axis,object,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,Q_A,float64,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,Q_B_assumed,float64,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,quality_map_clipped,bool,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,scale_loss,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,delta_Q,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,delta_p_remaining,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,lambda_Q_assumed,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,lambda_p_assumed,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,predicted_loss_scenario,float64,0,model prediction; never an observed training target
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,observed_joint_row,bool,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,status,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,N_params_B_outside_B1_range,bool,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,D_tokens_B_outside_B1_range,bool,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_predictions.csv,variant,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_summary.csv,quality_axis,object,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-model-finalization-20260925/scenario_summary.csv,variant,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_summary.csv,size,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_summary.csv,min,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_summary.csv,mean,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-model-finalization-20260925/scenario_summary.csv,max,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_domain_quality_for_q2.csv,mixture_domain,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_domain_quality_for_q2.csv,mapping_type_A16,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_domain_quality_for_q2.csv,candidate_quality_domains,object,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-quality-scaling-linkage-20260925/q1_domain_quality_for_q2.csv,candidate_weights,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_domain_quality_for_q2.csv,q_soft_0_1,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_domain_quality_for_q2.csv,q_semantic_range_low_0_1,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_domain_quality_for_q2.csv,q_semantic_range_high_0_1,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_domain_quality_for_q2.csv,q_semantic_range_width,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_domain_quality_for_q2.csv,mapping_confidence,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_domain_quality_for_q2.csv,q_topsis_domain_0_1,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_domain_quality_for_q2.csv,q_topsis_source,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,dataset,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,role,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,scale,object,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,loss_observed,bool,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,index,int64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,Q_A_topsis_0_1,float64,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,quality_score_soft_proxy_0_1,float64,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,quality_score_soft_low_0_1,float64,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,quality_score_soft_high_0_1,float64,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,quality_score_soft_range_width,float64,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,mapped_share_direct_near_direct,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,quality_provenance,object,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,Q_A_source,object,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,Q_A_soft_source,object,0,quality proxy or assumed quality; see data.md
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,loss_mean_13_domains,float64,0,source/stage-specific field; defined by producing script and run report
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,p_arxiv,float64,0,normalized mixture fraction
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,p_freelaw,float64,0,normalized mixture fraction
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,p_nih_exporter,float64,0,normalized mixture fraction
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,p_pubmed_central,float64,0,normalized mixture fraction
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,p_wikipedia_en,float64,0,normalized mixture fraction
experiments/runs/q2-quality-scaling-linkage-20260925/q1_to_q2_quality_linkage.csv,p_dm_mathematics,float64,0,normalized mixture fraction
