recipe,role,index,mapped_mass,unmapped_mass,q_partial_raw,q_scenario_low,q_scenario_mid,q_scenario_high,status
A4_A5_train_1m,fit,15,0.649,0.349,38.67726574169411,56.72105697050684,60.10163353594645,61.13042851548779,conditional_scenario_only
A4_A5_train_1m,fit,16,0.369,0.631,21.70129234194886,54.324880494902544,60.43704041694377,62.297125322647474,conditional_scenario_only
A4_A5_train_1m,fit,17,0.7110000000000001,0.28800000000000003,44.895230757213064,59.785236126548504,62.57493827797144,63.42391522383937,conditional_scenario_only
A4_A5_train_1m,fit,18,0.578,0.42100000000000004,36.470426259158586,58.23671883030518,62.31472093360052,63.55576014960885,conditional_scenario_only
A4_A5_train_1m,fit,19,0.67,0.32899999999999996,42.63453317609335,59.64429625425779,62.83114350362635,63.80098175081576,conditional_scenario_only
A4_A5_train_1m,fit,20,0.441,0.5589999999999999,26.71044635418381,55.61153316480363,61.026267548989125,62.67410821822584,conditional_scenario_only
A4_A5_train_1m,fit,21,0.8140000000000001,0.18700000000000006,51.64525876847233,61.31342197703388,63.12479108229809,63.67603652978872,conditional_scenario_only
A4_A5_train_1m,fit,22,0.5800000000000001,0.41999999999999993,31.74624979166066,53.46084095527483,57.52915659276662,58.76724797215735,conditional_scenario_only
A4_A5_train_1m,fit,23,0.059000000000000004,0.941,3.150474876473257,51.8014993644755,60.916463685617806,63.690377942776564,conditional_scenario_only
A4_A5_train_1m,fit,24,0.018,0.981,0.9696053521188568,51.68868614141769,61.19110909470207,64.08293681656471,conditional_scenario_only
A4_A5_train_1m,fit,25,0.552,0.44699999999999995,33.886106081453555,56.99663524844293,61.326485462630615,62.64416843069647,conditional_scenario_only
A4_A5_train_1m,fit,26,0.436,0.5630000000000002,27.676333211428414,56.78422565217791,62.23770589957761,63.89733791528471,conditional_scenario_only
A4_A5_train_1m,fit,27,0.26,0.74,14.993328190652116,53.252369764639,60.42035445926739,62.601753556289154,conditional_scenario_only
A4_A5_train_1m,fit,28,0.4580000000000001,0.5409999999999999,27.748732215070667,55.71919369010702,60.959571689828586,62.55435129994855,conditional_scenario_only
A4_A5_train_1m,fit,29,0.314,0.687,17.70120619339793,53.22007316816684,59.874675175206974,61.899838931496106,conditional_scenario_only
A4_A5_train_1m,fit,30,0.5720000000000001,0.4289999999999998,32.20091002872791,54.38081386013381,58.536307689857566,59.80092959880667,conditional_scenario_only
A4_A5_train_1m,fit,31,0.827,0.17300000000000004,49.043808676872146,57.98815217997989,59.663910763994366,60.17388649883865,conditional_scenario_only
A4_A5_train_1m,fit,32,0.028,0.971,1.8013998786997798,52.00346659267447,61.40902488792333,64.27137424361,conditional_scenario_only
A4_A5_train_1m,fit,33,0.999,0.0010000000000000009,56.08589202235892,56.13759342989133,56.147279895694886,56.15022773231248,conditional_scenario_only
A4_A5_train_1m,fit,34,0.8390000000000001,0.16200000000000003,43.897945660009725,52.27357368026091,53.842781140436315,54.320330672487025,conditional_scenario_only
A4_A5_train_1m,fit,35,0.7909999999999999,0.20900000000000007,48.45851742897215,59.26411160324683,61.288582956189174,61.90468080926694,conditional_scenario_only
A4_A5_train_1m,fit,36,0.7749999999999999,0.2240000000000001,48.6499271185257,60.2310424057866,62.40081074578222,63.06112614812395,conditional_scenario_only
A4_A5_train_1m,fit,37,0.398,0.6000000000000002,24.042407389314487,55.06325190876333,60.87513139089445,62.643833361452636,conditional_scenario_only
A4_A5_train_1m,fit,38,0.657,0.34199999999999997,42.26430128626623,59.94618266235206,63.2589539671668,64.26711409038496,conditional_scenario_only
A4_A5_train_1m,fit,39,0.841,0.15900000000000003,51.47059949381937,59.69112329147331,61.23127135423806,61.69997737643598,conditional_scenario_only
A4_A5_train_1m,fit,40,0.122,0.8790000000000001,7.702792275086277,53.148329496078816,61.662732937400904,64.25388132426866,conditional_scenario_only
A4_A5_train_1m,fit,41,0.921,0.07899999999999996,48.770297704169586,52.854708899230346,53.61993969771095,53.852818790501104,conditional_scenario_only
A4_A5_train_1m,fit,42,0.522,0.4790000000000001,28.22821356846292,52.99318777648957,57.633004896390915,59.04501863621987,conditional_scenario_only
A4_A5_train_1m,fit,43,0.8450000000000001,0.1559999999999998,51.604598295372355,59.67001787042904,61.18110653578313,61.640969048128255,conditional_scenario_only
A4_A5_train_1m,fit,44,0.20900000000000002,0.7910000000000001,12.270375017386856,53.1661883755269,60.82818282613643,63.15992159065564,conditional_scenario_only
A4_A5_train_1m,fit,45,0.9550000000000001,0.04600000000000004,60.87173844445214,63.25000319094322,63.69558061790661,63.831181102316066,conditional_scenario_only
A4_A5_train_1m,fit,46,0.511,0.4900000000000001,30.929725204939345,56.263414895822564,61.00978313956298,62.4542230821855,conditional_scenario_only
A4_A5_train_1m,fit,47,0.547,0.45400000000000007,33.422196085472436,56.89463510518872,61.292290580001264,62.6306084043903,conditional_scenario_only
A4_A5_train_1m,fit,48,0.527,0.47299999999999986,32.6158539114599,57.070619674292054,61.65231799937209,63.04664471949546,conditional_scenario_only
A4_A5_train_1m,fit,49,0.7799999999999999,0.22000000000000008,49.846721710077155,61.2210313672084,63.35205384398981,64.00057789986114,conditional_scenario_only
A4_A5_train_1m,fit,50,0.682,0.31800000000000017,43.197980498370455,59.63902809367834,62.719324219207834,63.656736263603676,conditional_scenario_only
A4_A5_train_1m,fit,51,0.806,0.19300000000000006,42.9811122352726,52.95948388902864,54.82897178911415,55.39790425631037,conditional_scenario_only
A4_A5_train_1m,fit,52,0.14,0.8590000000000001,8.608074860538252,53.0195839308825,61.34025805613355,63.87244971064936,conditional_scenario_only
A4_A5_train_1m,fit,53,0.024,0.9750000000000001,1.2892132967013554,51.69808564080571,61.14238979926878,64.01653050142585,conditional_scenario_only
A4_A5_train_1m,fit,54,0.9349999999999999,0.06599999999999995,60.015639167540954,63.42793206468032,64.06723880771474,64.26179602447614,conditional_scenario_only
A4_A5_train_1m,fit,55,0.23800000000000002,0.762,14.760575013188836,54.15704755288885,61.53813449519537,63.78438599780427,conditional_scenario_only
A4_A5_train_1m,fit,56,0.6359999999999999,0.3660000000000003,38.835141430693774,57.757856587557576,61.30310307165756,62.382011273698055,conditional_scenario_only
A4_A5_train_1m,fit,57,0.999,0.0019999999999998908,63.1172309068947,63.22063372195952,63.240006653566624,63.24590232680182,conditional_scenario_only
A4_A5_train_1m,fit,58,1.0,0.0,62.12913637558805,62.12913637558805,62.12913637558805,62.12913637558805,conditional_scenario_only
A4_A5_train_1m,fit,59,0.29200000000000004,0.707,18.61316619417659,55.166061319593794,62.01439264270496,64.09851313134602,conditional_scenario_only
A4_A5_train_1m,fit,60,0.809,0.19099999999999995,49.791690079958485,59.666658918649695,61.516773887128096,62.07981068108912,conditional_scenario_only
A4_A5_train_1m,fit,61,0.33499999999999996,0.664,20.5433662050536,54.87310080657697,61.30491410013541,63.26227761421981,conditional_scenario_only
A4_A5_train_1m,fit,62,0.42400000000000004,0.576,25.496466327320288,55.27647706599116,60.85588136883703,62.553835260572896,conditional_scenario_only
A4_A5_train_1m,fit,63,0.37200000000000005,0.6279999999999999,23.038882285377433,55.50736621573387,61.59046674036444,63.44170813621535,conditional_scenario_only
A4_A5_train_1m,fit,64,0.648,0.3530000000000001,40.95022159738744,59.20081845632984,62.62014088498365,63.66072721099539,conditional_scenario_only
A4_A5_train_1m,fit,65,0.9480000000000001,0.051999999999999935,60.378786145807965,63.067259337493525,63.570955559278225,63.72424306339327,conditional_scenario_only
A4_A5_train_1m,fit,66,0.625,0.3760000000000001,40.02939541616232,59.46912464835026,63.111235790485765,64.21962235870222,conditional_scenario_only
A4_A5_train_1m,fit,67,0.611,0.3900000000000001,36.27833241556308,56.44188135320482,60.21960301659006,61.36925929745288,conditional_scenario_only
A4_A5_train_1m,fit,68,0.67,0.32999999999999996,41.654191406896366,58.71565589259322,61.912189607765335,62.884975691572336,conditional_scenario_only
A4_A5_train_1m,fit,69,0.891,0.10899999999999999,57.3226442182668,62.95809763930001,64.01392241188717,64.33523660320523,conditional_scenario_only
A4_A5_train_1m,fit,70,0.001,0.999,0.06433570995356357,51.71404183483586,61.390821172584175,64.33570995356357,conditional_scenario_only
A4_A5_train_1m,fit,71,0.51,0.49,26.45937481821682,51.79306450910003,56.53943275284044,57.98387269546296,conditional_scenario_only
A4_A5_train_1m,fit,72,0.359,0.641,20.062043582592032,53.20264581086987,59.41167039094661,61.30123366282628,conditional_scenario_only
A4_A5_train_1m,fit,73,0.289,0.712,16.64721245085021,53.458614613929484,60.35537826605841,62.45423793778747,conditional_scenario_only
A4_A5_train_1m,fit,74,0.954,0.04500000000000015,60.31979898635171,62.64636232531038,63.08225328647021,63.21490593426208,conditional_scenario_only
A4_A5_train_1m,fit,75,0.361,0.639,21.02291093575581,54.06011034896881,60.249761997438455,62.13342959608293,conditional_scenario_only
A4_A5_train_1m,fit,76,0.5840000000000001,0.41500000000000004,37.12383489345322,58.579919019405324,62.59980232787936,63.8231545241821,conditional_scenario_only
A4_A5_train_1m,fit,77,0.063,0.937,3.8645551535699796,52.30877401144257,61.38499246937067,64.14711538005905,conditional_scenario_only
A4_A5_train_1m,fit,78,0.509,0.491,32.243885852699336,57.62927695111496,62.38533166065893,63.832719439899044,conditional_scenario_only
A4_A5_train_1m,fit,79,0.8260000000000001,0.17399999999999993,52.33706982036089,61.33311473100105,63.01855978081907,63.531483352280944,conditional_scenario_only
A4_A5_train_1m,fit,80,0.807,0.19299999999999995,48.50939759902506,58.48776925278109,60.3572571528666,60.92618962006282,conditional_scenario_only
A4_A5_train_1m,fit,81,0.277,0.723,17.002719115569494,54.38283676150533,61.386151537473324,63.51743741199596,conditional_scenario_only
A4_A5_train_1m,fit,82,0.612,0.388,37.41222478179008,57.47237090436699,61.23071963614511,62.374480243772744,conditional_scenario_only
A4_A5_train_1m,fit,83,0.99,0.009000000000000008,60.77158708636934,61.23689975416107,61.32407794639304,61.35060847595141,conditional_scenario_only
A4_A5_train_1m,fit,84,0.746,0.2549999999999999,46.79790876348667,59.98176768425242,62.45181646415814,63.20351480164537,conditional_scenario_only
A4_A5_train_1m,fit,85,0.757,0.24399999999999988,39.29160293504473,51.90674637295391,54.27024402902057,54.98951616371423,conditional_scenario_only
A4_A5_train_1m,fit,86,0.188,0.81,9.837904450832681,51.716044552088604,59.56208185296562,61.94982951321917,conditional_scenario_only
A4_A5_train_1m,fit,87,0.653,0.34799999999999986,38.70587080653899,56.6979606278193,60.068850727455356,61.0946978703791,conditional_scenario_only
A4_A5_train_1m,fit,88,0.782,0.21799999999999997,49.42866420835427,60.69957105042067,62.81122059559498,63.45384897823112,conditional_scenario_only
A4_A5_train_1m,fit,89,0.485,0.5140000000000001,28.852214999266586,55.42673847092776,60.40558189395342,61.92076991539827,conditional_scenario_only
A4_A5_train_1m,fit,90,0.9229999999999999,0.07600000000000007,57.65763838417158,61.5869453566351,62.32311675770504,62.54715234064241,conditional_scenario_only
A4_A5_train_1m,fit,91,0.42000000000000004,0.5790000000000001,25.430727368021945,55.36584232929007,60.9743060295466,62.681103431135256,conditional_scenario_only
A4_A5_train_1m,fit,92,0.338,0.6609999999999998,17.69397288308679,51.86860326201291,58.27135715816068,60.219877162392294,conditional_scenario_only
A4_A5_train_1m,fit,93,0.52,0.4790000000000001,27.447014236681397,52.21198844470805,56.85180556460939,58.26381930443835,conditional_scenario_only
A4_A5_train_1m,fit,94,0.6920000000000001,0.30799999999999994,37.124907161175685,53.048940681159415,56.03237214865339,56.94030582687326,conditional_scenario_only
A4_A5_train_1m,fit,95,0.638,0.3610000000000001,38.68247540630686,57.346683525508574,60.8434976805908,61.90766669954331,conditional_scenario_only
A4_A5_train_1m,fit,96,0.659,0.3400000000000001,40.83413696185983,58.41261552288084,61.70601389608848,62.70827834607145,conditional_scenario_only
A4_A5_train_1m,fit,97,0.6020000000000001,0.3999999999999999,37.483492379547314,58.16405539251319,62.03864171393394,63.217776360972735,conditional_scenario_only
A4_A5_train_1m,fit,98,0.706,0.29500000000000015,43.31217491279162,58.56409013485397,61.421597546901765,62.29120934909288,conditional_scenario_only
A4_A5_train_1m,fit,99,0.8320000000000001,0.16900000000000004,51.1169974247311,59.85453529770919,61.49154801850946,61.98973240688335,conditional_scenario_only
A4_A5_train_1m,fit,100,0.765,0.2340000000000001,46.91457005074047,59.01269941332552,61.27933241135666,61.96912617987435,conditional_scenario_only
A4_A5_train_1m,fit,101,0.34,0.661,21.836309436671513,56.01093981559764,62.413693711745424,64.36221371597703,conditional_scenario_only
A4_A5_train_1m,fit,102,0.32699999999999996,0.673,19.242181359384023,54.037228628699125,60.556220114489534,62.54011415813231,conditional_scenario_only
A4_A5_train_1m,fit,103,0.05,0.9509999999999998,3.082239448452967,52.25027801177935,61.462106990957174,64.26549961429191,conditional_scenario_only
A4_A5_train_1m,fit,104,0.97,0.030000000000000027,56.069239223752355,57.6202814497248,57.91087542383136,57.999310522359266,conditional_scenario_only
A4_A5_train_1m,fit,105,0.41600000000000004,0.5850000000000001,25.368836750009322,55.61416015647193,61.28074265154978,63.005227072844015,conditional_scenario_only
A4_A5_train_1m,fit,106,0.488,0.511,29.85774672394679,56.27716597301071,61.22694999862571,62.733294510217775,conditional_scenario_only
A4_A5_train_1m,fit,107,0.55,0.45099999999999985,33.559958544786035,56.87729334190506,61.245889419306955,62.57536373384319,conditional_scenario_only
A4_A5_train_1m,fit,108,0.739,0.2620000000000001,47.32537581315022,60.87114458664288,63.40899862717347,64.18133182098387,conditional_scenario_only
A4_A5_train_1m,fit,109,0.356,0.6450000000000001,21.7970137982312,55.1444216566387,61.39219209992966,63.293546718279714,conditional_scenario_only
A4_A5_train_1m,fit,110,0.076,0.924,4.889040606112494,52.66114116606369,61.611435568545616,64.33523660320523,conditional_scenario_only
A4_A5_train_1m,fit,111,0.7960000000000002,0.20299999999999996,42.26709511034097,52.76248083942115,54.72883339754218,55.32724423091437,conditional_scenario_only
A4_A5_train_1m,fit,112,0.355,0.644,22.743242756216116,56.03894920709119,62.2770331845786,64.17543996631105,conditional_scenario_only
A4_A5_train_1m,fit,113,0.981,0.019000000000000017,60.233876173879516,61.2162029169954,61.40024576726288,61.456254662997225,conditional_scenario_only
A4_A5_train_1m,fit,114,0.777,0.2220000000000001,41.29412294253663,52.771835414732706,54.92223082312122,55.57665055222775,conditional_scenario_only
A4_A5_train_1m,fit,115,0.527,0.4720000000000001,32.2525400859976,56.65560444129735,61.22761630057383,62.61899518407961,conditional_scenario_only
A4_A5_train_1m,fit,116,0.93,0.06999999999999995,48.30850680988074,51.927605337149764,52.6056579433984,52.81200650663018,conditional_scenario_only
A4_A5_train_1m,fit,117,0.266,0.7339999999999999,16.573270813796576,54.52210394258897,61.63196984239604,63.79568191971222,conditional_scenario_only
A4_A5_train_1m,fit,118,0.8590000000000001,0.1419999999999998,51.47835920138755,58.81995907099043,60.19543721509479,60.61403001479356,conditional_scenario_only
A4_A5_train_1m,fit,119,0.534,0.46699999999999986,32.9884881221126,57.13304543975026,61.656624970008984,63.033264670426775,conditional_scenario_only
A4_A5_train_1m,fit,120,0.926,0.07399999999999995,48.081555088060995,51.907459245459684,52.62425771492252,52.842397624624695,conditional_scenario_only
A4_A5_train_1m,fit,121,0.5920000000000001,0.40900000000000003,35.739628766465685,56.885504447223305,60.84726896087602,62.05293413747319,conditional_scenario_only
A4_A5_train_1m,fit,122,0.8300000000000001,0.17000000000000015,48.313180082089644,57.10241936260015,58.74911854920397,59.250250774195464,conditional_scenario_only
A4_A5_train_1m,fit,123,0.452,0.5489999999999999,27.86091163060412,56.244984365899796,61.56285409204977,63.18121639511052,conditional_scenario_only
A4_A5_train_1m,fit,124,0.933,0.06799999999999984,59.31726887136061,62.8329645835648,63.49164425820633,63.69209714820292,conditional_scenario_only
A4_A5_train_1m,fit,125,0.16699999999999998,0.8320000000000001,10.027961893717928,53.043532960686974,61.10267250924213,63.55527257508282,conditional_scenario_only
A4_A5_train_1m,fit,126,0.682,0.31799999999999995,43.40495991190765,59.84600750721553,62.92630363274502,63.86371567714086,conditional_scenario_only
A4_A5_train_1m,fit,127,0.879,0.1200000000000001,46.32262410087031,52.52679300476008,53.68916890118631,54.04290929529794,conditional_scenario_only
A4_A5_train_1m,fit,128,0.289,0.7110000000000001,18.300787583892795,55.06048833943966,61.94756552576504,64.0434773608765,conditional_scenario_only
A4_A5_train_1m,fit,129,0.671,0.32800000000000007,41.20229308483565,58.16035475546768,61.337515539032694,62.30440594960451,conditional_scenario_only
A4_A5_train_1m,fit,130,0.944,0.05500000000000016,56.99315667950395,59.83673409378677,60.369489712982116,60.53162072694995,conditional_scenario_only
A4_A5_train_1m,fit,131,0.0,0.999,0.0,51.6497061248823,61.326485462630615,64.27137424361,conditional_scenario_only
A4_A5_train_1m,fit,132,0.506,0.494,30.751565921334063,56.29206124234693,61.077175349301555,62.53340663839447,conditional_scenario_only
A4_A5_train_1m,fit,133,0.124,0.874,7.642263479129316,52.829293662459776,61.29526477476411,63.87167397854387,conditional_scenario_only
A4_A5_train_1m,fit,134,0.21000000000000002,0.79,12.195241479215433,53.03935342982306,60.69166141462903,63.02045234253065,conditional_scenario_only
A4_A5_train_1m,fit,135,0.785,0.21400000000000008,49.473805269009254,60.537906480946006,62.610810162906105,63.24164719907186,conditional_scenario_only
A4_A5_train_1m,fit,136,0.431,0.5680000000000001,25.014065799837613,54.380465278249176,59.88237785466663,61.55674905346173,conditional_scenario_only
A4_A5_train_1m,fit,137,0.808,0.19300000000000006,50.67353667988847,60.65190833364451,62.52139623373002,63.09032870092624,conditional_scenario_only
A4_A5_train_1m,fit,138,0.954,0.04600000000000004,51.62064203005799,53.99890677654906,54.44448420351245,54.58008468792191,conditional_scenario_only
A4_A5_train_1m,fit,139,0.658,0.34199999999999997,40.1508676712491,57.83274904733493,61.145520352149674,62.153680475367835,conditional_scenario_only
A4_A5_train_1m,fit,140,0.368,0.6330000000000001,22.071116077341493,54.79810704536001,60.92963989900834,62.79562047794724,conditional_scenario_only
A4_A5_train_1m,fit,141,0.17700000000000002,0.823,10.301508570636196,52.851766969813504,60.82372832613669,63.24979786241901,conditional_scenario_only
A4_A5_train_1m,fit,142,0.42000000000000004,0.578,25.147435765436278,55.03084931917198,60.62962655362496,62.33347611859602,conditional_scenario_only
A4_A5_train_1m,fit,143,0.633,0.3660000000000002,36.78253253303422,55.705247689898016,59.25049417399801,60.3294023760385,conditional_scenario_only
A4_A5_train_1m,fit,144,0.265,0.7330000000000001,15.780570335115868,53.67770205637586,60.77788149037938,62.93864573107797,conditional_scenario_only
A4_A5_train_1m,fit,145,0.109,0.89,6.659998854326316,52.67425155817541,61.29520612333658,63.91878071299789,conditional_scenario_only
A4_A5_train_1m,fit,146,0.8310000000000001,0.17000000000000004,52.04407568357486,60.83331496408536,62.48001415068918,62.981146375680666,conditional_scenario_only
A4_A5_train_1m,fit,147,0.29700000000000004,0.703,18.050744078758893,54.39683357404644,61.20641903394339,63.27874817611408,conditional_scenario_only
A4_A5_train_1m,fit,148,0.6420000000000001,0.357,36.95489436698265,55.4122968560547,58.87036514792272,59.92274282040484,conditional_scenario_only
A4_A5_train_1m,fit,149,0.40900000000000003,0.5919999999999999,25.607746667057683,56.21497992624718,61.94936768194989,63.69448695956731,conditional_scenario_only
A4_A5_train_1m,fit,150,0.0,1.0,0.0,51.70140753241471,61.38787333596658,64.33570995356357,conditional_scenario_only
A4_A5_train_1m,fit,151,0.367,0.6320000000000001,22.570210747810794,55.2455003082969,61.36734669614168,63.230379438462975,conditional_scenario_only
A4_A5_train_1m,fit,152,0.327,0.673,19.97059706359094,54.76564433290605,61.28463581869646,63.26852986233922,conditional_scenario_only
A4_A5_train_1m,fit,153,0.196,0.804,11.7396021427873,53.30753379884873,61.095452304904434,63.46551294545241,conditional_scenario_only
A4_A5_train_1m,fit,154,0.44999999999999996,0.55,26.431341566434618,54.86711570926271,60.19467190121624,61.81598204089458,conditional_scenario_only
A4_A5_train_1m,fit,155,0.387,0.612,22.31749103569872,53.95875244553652,59.88686951731026,61.690945527279624,conditional_scenario_only
A4_A5_train_1m,fit,156,0.20400000000000001,0.796,11.160276271715366,52.314596667517485,60.02502344714477,62.37150139475197,conditional_scenario_only
A4_A5_train_1m,fit,157,0.703,0.29800000000000015,40.5468358889808,55.95385533364039,58.84042214309885,59.71887745514275,conditional_scenario_only
A4_A5_train_1m,fit,158,0.989,0.01100000000000001,52.141841366529974,52.710556849386535,52.8171079732256,52.849534176019176,conditional_scenario_only
A4_A5_train_1m,fit,159,0.884,0.1150000000000001,54.8874785797229,60.8331404459506,61.94708401335907,62.28608522438272,conditional_scenario_only
A4_A5_train_1m,fit,160,0.913,0.08600000000000008,55.3611846354289,59.80750568321657,60.64054174232203,60.89405569143537,conditional_scenario_only
A4_A5_train_1m,fit,161,0.14100000000000001,0.8580000000000001,8.477892533677867,52.8377001964897,61.1486878559372,63.67793167383541,conditional_scenario_only
A4_A5_train_1m,fit,162,0.732,0.268,41.459660876229734,55.31563809491688,57.91161093026878,58.701631143784766,conditional_scenario_only
A4_A5_train_1m,fit,163,0.481,0.518,29.11679817906081,55.89812728085163,60.9157165670915,62.44269593500674,conditional_scenario_only
A4_A5_train_1m,fit,164,0.9420000000000001,0.05700000000000005,58.99908570134741,61.946065930695056,62.49819448149751,62.66622116870054,conditional_scenario_only
A4_A5_train_1m,fit,165,0.5740000000000001,0.42399999999999993,32.04071497345037,53.9621117671942,58.0691732679002,59.31905599376132,conditional_scenario_only
A4_A5_train_1m,fit,166,0.838,0.16100000000000003,46.337688545906204,54.661615158624976,56.22113615299683,56.69573784842994,conditional_scenario_only
A4_A5_train_1m,fit,167,0.491,0.509,30.522496451926123,56.83851288592521,61.76892397993311,63.26937281828998,conditional_scenario_only
A4_A5_train_1m,fit,168,0.878,0.121,53.53136381028955,59.78723412171173,60.9592964839415,61.31598471467074,conditional_scenario_only
A4_A5_train_1m,fit,169,0.9359999999999999,0.06400000000000006,56.87783640215094,60.18672648422549,60.806660295652804,60.99532183917901,conditional_scenario_only
A4_A5_train_1m,fit,170,0.32,0.6819999999999999,19.54448720484693,54.804847141953765,61.41101681997613,63.421441393177275,conditional_scenario_only
A4_A5_train_1m,fit,171,0.861,0.138,53.10280572255606,60.23759996202929,61.57433224291945,61.981133696147836,conditional_scenario_only
A4_A5_train_1m,fit,172,0.5820000000000001,0.41900000000000004,33.733269651787616,55.39615940786938,59.454788579557615,60.68993212233075,conditional_scenario_only
A4_A5_train_1m,fit,173,0.049,0.953,2.7318820918656948,52.00332347025691,61.23452538104184,64.04381367761177,conditional_scenario_only
A4_A5_train_1m,fit,174,0.443,0.556,23.154106776655926,51.90008936467851,57.28576435145335,58.92476151083727,conditional_scenario_only
A4_A5_train_1m,fit,175,0.7609999999999999,0.2390000000000001,46.626705162187335,58.983341562434454,61.29840688948335,62.00293984108903,conditional_scenario_only
A4_A5_train_1m,fit,176,0.784,0.21499999999999997,40.935253346272304,52.05105596574147,54.133646113505115,54.76743098628847,conditional_scenario_only
A4_A5_train_1m,fit,177,0.7020000000000001,0.29799999999999993,43.009668920267,58.416688364926586,61.30325517438504,62.18171048642894,conditional_scenario_only
A4_A5_train_1m,fit,178,0.994,0.006999999999999895,52.010279905856514,52.37218975858341,52.439995019208276,52.46062987553145,conditional_scenario_only
A4_A5_train_1m,fit,179,0.597,0.401,32.23099264176833,52.963257062266635,56.84752984949093,58.02961233314733,conditional_scenario_only
A4_A5_train_1m,fit,180,0.333,0.6659999999999999,20.442161820876873,54.87529923746507,61.326485462630615,63.28974464995021,conditional_scenario_only
A4_A5_train_1m,fit,181,0.256,0.7430000000000001,15.49805681764335,53.91220261422749,61.10924670626653,63.29948931314109,conditional_scenario_only
A4_A5_train_1m,fit,182,0.652,0.3490000000000001,39.94721538637973,57.991006615192475,61.37158318063207,62.40037816017342,conditional_scenario_only
A4_A5_train_1m,fit,183,0.974,0.026999999999999913,61.06279970225975,62.458737705634945,62.720272282330846,62.79986387100596,conditional_scenario_only
A4_A5_train_1m,fit,184,0.95,0.049000000000000044,59.562146142927574,62.095515112015896,62.57015193638994,62.714595930652195,conditional_scenario_only
A4_A5_train_1m,fit,185,0.25,0.75,15.006294736919559,53.78235038623059,61.04719973889449,63.25807720209223,conditional_scenario_only
A4_A5_train_1m,fit,186,0.6859999999999999,0.31600000000000006,43.51647737657359,59.85412215681664,62.915045350739035,63.846561721899675,conditional_scenario_only
A4_A5_train_1m,fit,187,0.95,0.050999999999999934,60.80168172287816,63.438453507031305,63.93246326301245,64.0828029305099,conditional_scenario_only
A4_A5_train_1m,fit,188,0.9020000000000001,0.09799999999999986,57.15534464231439,62.222082580491026,63.17135622923911,63.46024421776361,conditional_scenario_only
A4_A5_train_1m,fit,189,0.941,0.05900000000000005,57.771411132021406,60.821794176433876,61.393295658843435,61.56721801928166,conditional_scenario_only
A4_A5_train_1m,fit,190,0.746,0.2530000000000001,45.00852799405967,58.088984099760594,60.539659948059224,61.285462612311264,conditional_scenario_only
A4_A5_train_1m,fit,191,0.008,0.991,0.4136112602593177,51.64970612488229,61.248993736202195,64.17029982424081,conditional_scenario_only
A4_A5_train_1m,fit,192,0.25,0.75,14.178903259668996,52.95495890898003,60.219808261643934,62.430685724841666,conditional_scenario_only
A4_A5_train_1m,fit,193,0.8190000000000001,0.18099999999999994,46.88356666451426,56.241521427881324,57.99477173832421,58.528330166109264,conditional_scenario_only
A4_A5_train_1m,fit,194,0.678,0.32100000000000006,38.34507262219044,54.94122444009557,58.050579963035716,58.99683551728435,conditional_scenario_only
A4_A5_train_1m,fit,195,0.239,0.7620000000000001,13.914051418215308,53.31052395791533,60.69161090022185,62.93786240283075,conditional_scenario_only
