pair,role,target,ilr_coordinate,pearson_r,absolute_r,bootstrap_ci95_low,bootstrap_ci95_high,bootstrap_reps
A6_A8_1m_vs_60m,validation,metric/the_pile_freelaw_val_loss,ilr_8,-0.15461953321159083,0.15461953321159083,-0.26892999109070403,-0.02922401164558925,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_freelaw_val_loss,ilr_9,0.018301442901754273,0.018301442901754273,-0.09879137523914917,0.13994835652086784,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_freelaw_val_loss,ilr_10,0.14406240903844447,0.14406240903844447,0.032458024388308165,0.2573772617856697,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_freelaw_val_loss,ilr_11,-0.051450516943614466,0.051450516943614466,-0.1725987635606566,0.06526556568849602,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_freelaw_val_loss,ilr_12,0.12209649283367695,0.12209649283367695,-0.005127793790493318,0.24472276395713552,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_freelaw_val_loss,ilr_13,0.07383437930080229,0.07383437930080229,-0.05172398105820911,0.18880132363261942,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_freelaw_val_loss,ilr_14,-0.062176796276439364,0.062176796276439364,-0.18200638567072433,0.07589254433418714,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_freelaw_val_loss,ilr_15,-0.1337834065118032,0.1337834065118032,-0.2469277152332566,-0.015386658291978439,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_freelaw_val_loss,ilr_16,-0.016131214051525122,0.016131214051525122,-0.128225392569158,0.10503366659245958,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_1,0.14266102490682617,0.14266102490682617,0.024832566033347672,0.24817762589449163,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_2,0.08395899962387336,0.08395899962387336,-0.03918629583529455,0.2109453888342094,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_3,0.8568561911649774,0.8568561911649774,0.8334077384861032,0.8814055326747577,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_4,-0.2513419120503851,0.2513419120503851,-0.3610069153703051,-0.14041597334714495,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_5,-0.037152654031107984,0.037152654031107984,-0.15564803822361167,0.07516503056111168,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_6,-0.28244149645304933,0.28244149645304933,-0.3911283889678003,-0.16359037382302347,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_7,-0.18953901430439113,0.18953901430439113,-0.2989478658672015,-0.07118196243324328,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_8,-0.1624823161971529,0.1624823161971529,-0.27669716191706784,-0.0363806412331374,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_9,-0.09059104279806204,0.09059104279806204,-0.19755452595620546,0.029238453691576665,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_10,-0.026583906335452278,0.026583906335452278,-0.1443060108707544,0.08920799670587862,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_11,-0.17694998723597896,0.17694998723597896,-0.29444277343164527,-0.06158875565547822,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_12,0.02790647006904443,0.02790647006904443,-0.0891934088571505,0.1455209333392371,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_13,0.01120739288768835,0.01120739288768835,-0.10391593799936061,0.13297292664308039,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_14,-0.08562344539945431,0.08562344539945431,-0.21652652883858037,0.036791309014905876,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_15,0.07007027018129001,0.07007027018129001,-0.05209577634164994,0.18768218287025337,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pubmed_central_val_loss,ilr_16,-0.13037516710599364,0.13037516710599364,-0.25147794126166984,0.001013646127824474,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_1,0.13314148002731588,0.13314148002731588,0.009199948231250893,0.24909664434014972,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_2,0.07262404629143246,0.07262404629143246,-0.04927570210018242,0.17515302104329183,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_3,-0.13272541228541565,0.13272541228541565,-0.24851408786976353,-0.018657712463037705,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_4,0.6767550025686144,0.6767550025686144,0.6069494972539865,0.7445072615468168,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_5,-0.05373614933485708,0.05373614933485708,-0.17725449822113476,0.059211864341826015,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_6,-0.365550372538417,0.365550372538417,-0.4667182959519685,-0.2519721564463996,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_7,0.020028928215198683,0.020028928215198683,-0.1013438141058588,0.1379340394456775,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_8,-0.1362525476722373,0.1362525476722373,-0.25647886060385927,-0.02152995956247608,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_9,0.05786179872099033,0.05786179872099033,-0.04921013388653952,0.1660599416478896,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_10,-0.07439909157396894,0.07439909157396894,-0.19468834758470613,0.05112186963965106,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_11,0.3120261220530959,0.3120261220530959,0.20891619296579567,0.41197560382517623,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_12,-0.018543577494361863,0.018543577494361863,-0.13845650296201775,0.10395192014125641,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_13,-0.07440838200249811,0.07440838200249811,-0.19694584309390217,0.044635359107618816,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_14,-0.0682755269300836,0.0682755269300836,-0.18434990011950506,0.040648218221511115,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_15,-0.11114196395878663,0.11114196395878663,-0.23495637907166092,0.007415653738390188,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_wikipedia_en_val_loss,ilr_16,-0.07748640468989884,0.07748640468989884,-0.19418891900255428,0.030103165124965508,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_1,-0.009212800429425527,0.009212800429425527,-0.12367467004469432,0.11449401437332166,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_2,0.0884126779549601,0.0884126779549601,-0.03518644800434605,0.21838817698144575,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_3,0.07914854241881049,0.07914854241881049,-0.04744886575126613,0.20403484108293835,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_4,0.005986816346244097,0.005986816346244097,-0.11271328830531198,0.11942203114395926,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_5,0.8639560670276549,0.8639560670276549,0.8406703166467375,0.8857326347823506,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_6,-0.21876713626493388,0.21876713626493388,-0.33826439335019914,-0.09644228139835703,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_7,-0.1379358586365796,0.1379358586365796,-0.2525691155812415,-0.020932363499774263,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_8,-0.1558273750807865,0.1558273750807865,-0.2679428226919521,-0.030448604462734365,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_9,-0.04276412202006644,0.04276412202006644,-0.15761175955796178,0.07623868234207852,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_10,-0.07688169185102253,0.07688169185102253,-0.19138658692424443,0.0416427424048609,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_11,-0.008579767066566357,0.008579767066566357,-0.12734440385878257,0.10161537708406312,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_12,0.02987315560229902,0.02987315560229902,-0.09022681666191847,0.15676928209360022,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_13,0.009658280759236335,0.009658280759236335,-0.10796981868267029,0.1285323307173315,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_14,-0.17306540912163665,0.17306540912163665,-0.28097526583314014,-0.051550579588461744,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_15,0.007859724976472594,0.007859724976472594,-0.108259989221831,0.1339673043150179,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_dm_mathematics_val_loss,ilr_16,0.024853580467658412,0.024853580467658412,-0.09581255839422058,0.1378924721656768,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_1,0.12955173303841086,0.12955173303841086,-0.000906633672877879,0.26354423578976677,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_2,0.17226390153037072,0.17226390153037072,0.058369181491448874,0.2732351256086811,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_3,-0.13364386145187587,0.13364386145187587,-0.2562164713074465,-0.011237618051654494,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_4,-0.03725443416737202,0.03725443416737202,-0.1564017837655168,0.07876404751177853,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_5,0.1245326278045877,0.1245326278045877,0.006983492723004572,0.23621890997445955,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_6,0.8139674518563784,0.8139674518563784,0.76442540971177,0.8554102969315265,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_7,-0.09095008255187133,0.09095008255187133,-0.188781806205727,0.015330602386857852,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_8,0.06190221782704815,0.06190221782704815,-0.057659711898897216,0.17791276432484265,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_9,-0.02456219004321274,0.02456219004321274,-0.13969687926271113,0.08972282970414186,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_10,-0.1063759156067794,0.1063759156067794,-0.23086549473691875,0.011532939754405233,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_11,-0.15233276033444096,0.15233276033444096,-0.2606518754457828,-0.04362432765387908,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_12,-0.09767237178468757,0.09767237178468757,-0.21819253651162632,0.021875915371895725,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_13,0.044030171450886606,0.044030171450886606,-0.09306174949541421,0.16674126796110042,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_14,-0.09341553823798712,0.09341553823798712,-0.21665407806158735,0.030868431335232028,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_15,-0.004920236796305778,0.004920236796305778,-0.12286808839757625,0.11973272528390298,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_github_val_loss,ilr_16,-0.12016073120044764,0.12016073120044764,-0.2493598954462551,0.007314114100110952,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_1,0.06914338349791503,0.06914338349791503,-0.06930977607041904,0.2056219953831183,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_2,0.12224034282289813,0.12224034282289813,0.008120817667538334,0.23512408435177265,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_3,-0.19392386031266085,0.19392386031266085,-0.3155559488947909,-0.06816732957943746,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_4,0.007189703153456781,0.007189703153456781,-0.11432098038320064,0.12734352467739476,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_5,0.06926432764606028,0.06926432764606028,-0.038183095965078406,0.1787985375084294,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_6,0.28521025126178773,0.28521025126178773,0.17962614826510015,0.3800884831537981,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_7,0.02918859578639057,0.02918859578639057,-0.07486767625510572,0.1444641888230659,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_8,0.6573374407575695,0.6573374407575695,0.5930995861813767,0.7180416092446926,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_9,-0.09435915083978774,0.09435915083978774,-0.21094288689424445,0.010104416462930027,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_10,-0.1768019745169016,0.1768019745169016,-0.29233750682283344,-0.04873553102903861,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_11,-0.03862386572170102,0.03862386572170102,-0.15340848503365798,0.07763359016590547,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_12,-0.033471426533412944,0.033471426533412944,-0.1508825492141865,0.09860003780899189,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_13,0.018647243016413073,0.018647243016413073,-0.10726598937633185,0.13966887219012514,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_14,-0.011297362196455234,0.011297362196455234,-0.13731645856742425,0.1084267549991138,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_15,-0.0717700381196932,0.0717700381196932,-0.18146498875897002,0.04510864375640374,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_stackexchange_val_loss,ilr_16,-0.16790803605324459,0.16790803605324459,-0.28789040909264874,-0.034689738950755715,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_1,0.30755871387212735,0.30755871387212735,0.17473973455428035,0.41738408470719823,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_2,-0.11297354179329548,0.11297354179329548,-0.2279886792020436,0.006626355188851169,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_3,-0.16132077376627038,0.16132077376627038,-0.28829549063646054,-0.04351965190619569,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_4,-0.09279335806718104,0.09279335806718104,-0.21433825693985564,0.04429887661926354,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_5,0.008308483539087249,0.008308483539087249,-0.10681072464947629,0.12412671891537,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_6,-0.06619818938540051,0.06619818938540051,-0.17563179955600958,0.0479039763235573,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_7,-0.06103218183407144,0.06103218183407144,-0.2084801693628308,0.06986674502330135,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_8,-0.1312100732227623,0.1312100732227623,-0.25921553103025363,-0.0073025011112250226,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_9,0.13021820099771686,0.13021820099771686,0.03277116158344681,0.2209927801622586,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_10,0.6088085524708797,0.6088085524708797,0.5457344148218339,0.6647774340056921,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_11,0.27418860364336584,0.27418860364336584,0.16506318725158758,0.3677132238644741,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_12,-0.08196347558183757,0.08196347558183757,-0.20627816183885161,0.04833663130046199,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_13,-0.0480739186004606,0.0480739186004606,-0.181916023134443,0.06879371183346802,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_14,0.1519900438453607,0.1519900438453607,0.05112576810294319,0.24120832661983452,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_15,-0.011337619872652102,0.011337619872652102,-0.14983426664413038,0.12867065321047602,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_gutenberg_pg_19_val_loss,ilr_16,-0.04341939923018101,0.04341939923018101,-0.16286478691681391,0.07071870265061896,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_1,0.22923971072505608,0.22923971072505608,0.10305516633833459,0.3423043072284994,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_2,0.07840723039872322,0.07840723039872322,-0.03929732867255059,0.20433155193380306,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_3,-0.18187091743034306,0.18187091743034306,-0.29036480582526514,-0.0710035598023746,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_4,0.12501780612426966,0.12501780612426966,0.014378777763908121,0.23614320022079013,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_5,-0.047937343286472846,0.047937343286472846,-0.17264997407525387,0.06862003254401668,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_6,-0.22256658716026728,0.22256658716026728,-0.3301840023458821,-0.1136637186649612,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_7,0.0979729932505643,0.0979729932505643,-0.025223995242267688,0.2125336853819757,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_8,-0.07536817824752302,0.07536817824752302,-0.2032060525630404,0.047604790470641006,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_9,0.08622316172602663,0.08622316172602663,-0.011202077958199767,0.17880068991799744,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_10,0.027237054028333284,0.027237054028333284,-0.10825900136202986,0.1671376516104398,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_11,0.16970210361005533,0.16970210361005533,0.04732624262949535,0.27926703327505936,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_12,0.15571508238740248,0.15571508238740248,0.046701883526177115,0.2819594412289538,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_13,0.09915027187116682,0.09915027187116682,-0.020546157950569494,0.2132821996218984,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_14,0.039839646937886476,0.039839646937886476,-0.06956569518796764,0.15491819193400502,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_15,0.02559233091628053,0.02559233091628053,-0.09650561470032368,0.14341502749537305,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_pile_cc_val_loss,ilr_16,-0.02831675817700128,0.02831675817700128,-0.13577992745950904,0.08400487416727662,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_1,0.1644332693207763,0.1644332693207763,0.029327395757905276,0.2789685971412586,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_2,-0.06374536102916732,0.06374536102916732,-0.18221587239034764,0.07234319019515081,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_3,-0.10883028950349795,0.10883028950349795,-0.2261697186271284,0.009141830519532225,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_4,-0.07228307208011997,0.07228307208011997,-0.19210347438129474,0.04490716697473365,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_5,0.09868726109756637,0.09868726109756637,-0.013430872331441352,0.22088297777416527,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_6,-0.25126176847780424,0.25126176847780424,-0.3579600543818644,-0.12446600733909363,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_7,0.04617892007577377,0.04617892007577377,-0.07797401472825932,0.17766131659057438,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_8,-0.019693680055377864,0.019693680055377864,-0.14322955875182458,0.10152235597674109,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_9,0.060093814553127296,0.060093814553127296,-0.05643756861529274,0.17776855390700666,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_10,-0.006455354839158475,0.006455354839158475,-0.13687796431312063,0.11144390773660678,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_11,-0.040244060695506234,0.040244060695506234,-0.1630332000085935,0.07873994422277487,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_12,0.8865349790391123,0.8865349790391123,0.857944039657508,0.9106353141583945,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_13,0.048459435985234674,0.048459435985234674,-0.07805927003382118,0.1657325993693159,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_14,-0.14272121744271982,0.14272121744271982,-0.2632202507928909,-0.03102644200421685,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_15,0.010733844400174991,0.010733844400174991,-0.1138081100166534,0.1366511942093177,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_ubuntu_irc_val_loss,ilr_16,0.02670756963834201,0.02670756963834201,-0.09569494485813089,0.15213573352419923,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_hackernews_val_loss,ilr_1,0.10616545122551253,0.10616545122551253,-0.018271956693775463,0.23923850084634862,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_hackernews_val_loss,ilr_2,-0.07941678654598297,0.07941678654598297,-0.19430760603040834,0.04228764757845197,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_hackernews_val_loss,ilr_3,-0.1930153800498291,0.1930153800498291,-0.3157915854222948,-0.055195458986526454,1000
A6_A8_1m_vs_60m,validation,metric/the_pile_hackernews_val_loss,ilr_4,-0.05616229162384645,0.05616229162384645,-0.17677219384655796,0.08214207557596097,1000
