dataset,source_id,group,fold
A6_A7_test_1m,A6_A7_test_1m_78,recipe_5b7d17132c806e00,1
A6_A7_test_1m,A6_A7_test_1m_79,recipe_6a2a40e48412edc8,2
A6_A7_test_1m,A6_A7_test_1m_80,recipe_e899388d485580c4,4
A6_A7_test_1m,A6_A7_test_1m_81,recipe_277acf188b077069,1
A6_A7_test_1m,A6_A7_test_1m_82,recipe_aa784f3f22c22597,3
A6_A7_test_1m,A6_A7_test_1m_83,recipe_14ac4ad11214377a,2
A6_A7_test_1m,A6_A7_test_1m_84,recipe_9ad4f07609e77c07,0
A6_A7_test_1m,A6_A7_test_1m_85,recipe_ad629855a8ecfce9,4
A6_A7_test_1m,A6_A7_test_1m_86,recipe_ad695d832c941883,2
A6_A7_test_1m,A6_A7_test_1m_87,recipe_92826b33fda8bf3e,3
A6_A7_test_1m,A6_A7_test_1m_88,recipe_2a41ecf36c41187b,2
A6_A7_test_1m,A6_A7_test_1m_89,recipe_8f6e4ffb32ae0aaf,3
A6_A7_test_1m,A6_A7_test_1m_90,recipe_7315ec39e8ffe5e2,2
A6_A7_test_1m,A6_A7_test_1m_91,recipe_6686f7c643ede2f7,2
A6_A7_test_1m,A6_A7_test_1m_92,recipe_50c346851680b33e,3
A6_A7_test_1m,A6_A7_test_1m_93,recipe_f0e4277658461dc9,4
A6_A7_test_1m,A6_A7_test_1m_94,recipe_02d9b4aba5ace5e3,4
A6_A7_test_1m,A6_A7_test_1m_95,recipe_dfe35ab7226d844e,2
A6_A7_test_1m,A6_A7_test_1m_96,recipe_737387f8d0d5b4dc,2
A6_A7_test_1m,A6_A7_test_1m_97,recipe_f0fe1db56afc34ba,4
A6_A7_test_1m,A6_A7_test_1m_98,recipe_a037a12a07c24ec5,4
A6_A7_test_1m,A6_A7_test_1m_99,recipe_0f488c56daaf7f3f,0
A6_A7_test_1m,A6_A7_test_1m_100,recipe_119ea9cfb480e80b,2
A6_A7_test_1m,A6_A7_test_1m_101,recipe_9a32e1eca85b7a03,0
A6_A7_test_1m,A6_A7_test_1m_102,recipe_aa3601b854b5e02c,0
A6_A7_test_1m,A6_A7_test_1m_103,recipe_ada695ef06fe21e7,0
A6_A7_test_1m,A6_A7_test_1m_104,recipe_a1296f9bd4d031cc,3
A6_A7_test_1m,A6_A7_test_1m_105,recipe_18dc26a35a965eec,1
A6_A7_test_1m,A6_A7_test_1m_106,recipe_a827ecd9f29dfd26,2
A6_A7_test_1m,A6_A7_test_1m_107,recipe_4f0ac4e753550cf6,2
A6_A7_test_1m,A6_A7_test_1m_108,recipe_7fa55a6ec7d18a06,3
A6_A7_test_1m,A6_A7_test_1m_109,recipe_7836ef484ac80784,3
A6_A7_test_1m,A6_A7_test_1m_110,recipe_f8dce7471bb0ebe0,2
A6_A7_test_1m,A6_A7_test_1m_111,recipe_bf4ed421eb7eff83,0
A6_A7_test_1m,A6_A7_test_1m_112,recipe_43265588c086652c,3
A6_A7_test_1m,A6_A7_test_1m_113,recipe_41d79469c6d1ff85,3
A6_A7_test_1m,A6_A7_test_1m_114,recipe_b4d206881f250e05,2
A6_A7_test_1m,A6_A7_test_1m_115,recipe_e87f284d1a36cb2b,1
A6_A7_test_1m,A6_A7_test_1m_116,recipe_df3ceb5754527ff0,3
A6_A7_test_1m,A6_A7_test_1m_117,recipe_55340bbe3169134f,4
A6_A7_test_1m,A6_A7_test_1m_118,recipe_5e365649cd785378,0
A6_A7_test_1m,A6_A7_test_1m_119,recipe_1c295c62ee3cdd40,2
A6_A7_test_1m,A6_A7_test_1m_120,recipe_341b64aeec5f8d7e,1
A6_A7_test_1m,A6_A7_test_1m_121,recipe_75bbe60913774a89,1
A6_A7_test_1m,A6_A7_test_1m_122,recipe_711a43aaefa42f49,1
A6_A7_test_1m,A6_A7_test_1m_123,recipe_ce556d81d3c168d1,4
A6_A7_test_1m,A6_A7_test_1m_124,recipe_263fbd2b6b828a82,4
A6_A7_test_1m,A6_A7_test_1m_125,recipe_77b4415ef08b1451,3
A6_A7_test_1m,A6_A7_test_1m_126,recipe_9f206dbcea680ab1,0
A6_A7_test_1m,A6_A7_test_1m_127,recipe_6140e8d133fcf2fe,1
A6_A7_test_1m,A6_A7_test_1m_128,recipe_74a1a2d551cc19f1,2
A6_A7_test_1m,A6_A7_test_1m_129,recipe_459f5dba618897e3,3
A6_A7_test_1m,A6_A7_test_1m_130,recipe_b4c8df2030dbb611,2
A6_A7_test_1m,A6_A7_test_1m_131,recipe_9e79bbac0cfb2999,3
A6_A7_test_1m,A6_A7_test_1m_132,recipe_8632bcad9ba316d1,0
A6_A7_test_1m,A6_A7_test_1m_133,recipe_e8122f3abbec5d60,1
A6_A7_test_1m,A6_A7_test_1m_134,recipe_780f49ef9dd5c4ff,2
A6_A7_test_1m,A6_A7_test_1m_135,recipe_dfa241e71a8ef275,2
A6_A7_test_1m,A6_A7_test_1m_136,recipe_c014952c08c58594,4
A6_A7_test_1m,A6_A7_test_1m_137,recipe_5f61c990b3c154ec,1
A6_A7_test_1m,A6_A7_test_1m_138,recipe_4f6bc59118b97435,0
A6_A7_test_1m,A6_A7_test_1m_139,recipe_a518cdafb18aa63f,1
A6_A7_test_1m,A6_A7_test_1m_140,recipe_d94ef86b5425bd0f,4
A6_A7_test_1m,A6_A7_test_1m_141,recipe_2aeb6833a7b1264c,3
A6_A7_test_1m,A6_A7_test_1m_142,recipe_8a6289ab96f3cad3,3
A6_A7_test_1m,A6_A7_test_1m_143,recipe_1c603f8ceecce352,1
A6_A7_test_1m,A6_A7_test_1m_144,recipe_066436c8ef98c89a,1
A6_A7_test_1m,A6_A7_test_1m_145,recipe_62fb82279ffde5e1,2
A6_A7_test_1m,A6_A7_test_1m_146,recipe_eca95f3d49490377,4
A6_A7_test_1m,A6_A7_test_1m_147,recipe_e390f10cda7c3956,2
A6_A7_test_1m,A6_A7_test_1m_148,recipe_17924f1bcc859b86,1
A6_A7_test_1m,A6_A7_test_1m_149,recipe_7eac6c73a6ea87c2,0
A6_A7_test_1m,A6_A7_test_1m_150,recipe_5aeaaa8bd95b6f89,0
A6_A7_test_1m,A6_A7_test_1m_151,recipe_9411bbad2c4524d5,2
A6_A7_test_1m,A6_A7_test_1m_152,recipe_809faa53e04cb044,2
A6_A7_test_1m,A6_A7_test_1m_153,recipe_23f01b633f29a8fd,2
A6_A7_test_1m,A6_A7_test_1m_154,recipe_50122e1cd8abb7f6,4
A6_A7_test_1m,A6_A7_test_1m_155,recipe_3ca39a7cf8c830e3,4
A6_A7_test_1m,A6_A7_test_1m_156,recipe_8155e512d1c6e790,2
A6_A7_test_1m,A6_A7_test_1m_157,recipe_493225dd5daacc38,3
A6_A7_test_1m,A6_A7_test_1m_158,recipe_8ee60af8a0ccce99,3
A6_A7_test_1m,A6_A7_test_1m_159,recipe_ab4336827b69f46b,1
A6_A7_test_1m,A6_A7_test_1m_160,recipe_2e9f3ebd9fb5c39a,2
A6_A7_test_1m,A6_A7_test_1m_161,recipe_2ef824bc70764cba,1
A6_A7_test_1m,A6_A7_test_1m_162,recipe_63e88597d8037f7d,4
A6_A7_test_1m,A6_A7_test_1m_163,recipe_c631f5434b10ecb9,4
A6_A7_test_1m,A6_A7_test_1m_164,recipe_18c7cc8f755b6679,0
A6_A7_test_1m,A6_A7_test_1m_165,recipe_aac2f18add7fde92,0
A6_A7_test_1m,A6_A7_test_1m_166,recipe_0853caa7b6d1b51e,1
A6_A7_test_1m,A6_A7_test_1m_167,recipe_75064a5557e05fbe,3
A6_A7_test_1m,A6_A7_test_1m_168,recipe_1609710dfafd8f5b,2
A6_A7_test_1m,A6_A7_test_1m_169,recipe_b3ae7686f84eed30,0
A6_A7_test_1m,A6_A7_test_1m_170,recipe_25361914aca83b35,4
A6_A7_test_1m,A6_A7_test_1m_171,recipe_9564fb452025df7a,3
A6_A7_test_1m,A6_A7_test_1m_172,recipe_90ae509d7134acea,3
A6_A7_test_1m,A6_A7_test_1m_173,recipe_baf15c19c0829bcf,0
A6_A7_test_1m,A6_A7_test_1m_174,recipe_20c765305b93451a,4
A6_A7_test_1m,A6_A7_test_1m_175,recipe_5aea9cc510a3f225,4
A6_A7_test_1m,A6_A7_test_1m_176,recipe_e7339bb391e49174,0
A6_A7_test_1m,A6_A7_test_1m_177,recipe_304a1292971ec2e6,0
A6_A7_test_1m,A6_A7_test_1m_178,recipe_bd49348e8a9d1578,1
A6_A7_test_1m,A6_A7_test_1m_179,recipe_e173455c2628754b,0
A6_A7_test_1m,A6_A7_test_1m_180,recipe_53da732e428e4812,2
A6_A7_test_1m,A6_A7_test_1m_181,recipe_d39b28ee40c9d32a,0
A6_A7_test_1m,A6_A7_test_1m_182,recipe_c55869cd02eff3ba,1
A6_A7_test_1m,A6_A7_test_1m_183,recipe_24d96f41077c22b8,2
A6_A7_test_1m,A6_A7_test_1m_184,recipe_ba68ee1820ab69bd,4
A6_A7_test_1m,A6_A7_test_1m_185,recipe_3fa863ac87cdccb2,3
A6_A7_test_1m,A6_A7_test_1m_186,recipe_46ae8dad7a113c7d,0
A6_A7_test_1m,A6_A7_test_1m_187,recipe_4291c64a15f7cf6b,4
A6_A7_test_1m,A6_A7_test_1m_188,recipe_e58709bd3ce846e9,0
A6_A7_test_1m,A6_A7_test_1m_189,recipe_194715cbf60843df,0
A6_A7_test_1m,A6_A7_test_1m_190,recipe_7e3ac56dc63fe7b5,2
A6_A7_test_1m,A6_A7_test_1m_191,recipe_d42fa03138816eb0,3
A6_A7_test_1m,A6_A7_test_1m_192,recipe_5632c44d7406e830,3
A6_A7_test_1m,A6_A7_test_1m_193,recipe_062f181540a25e8e,3
A6_A7_test_1m,A6_A7_test_1m_194,recipe_4a66850e696a7f35,2
A6_A7_test_1m,A6_A7_test_1m_195,recipe_eb4052c3cc9b7148,0
A6_A7_test_1m,A6_A7_test_1m_196,recipe_a5559a91a6719c2d,3
A6_A7_test_1m,A6_A7_test_1m_197,recipe_a8b6ba4e211d9f08,3
A6_A7_test_1m,A6_A7_test_1m_198,recipe_f32c6f210d5d273f,0
A6_A7_test_1m,A6_A7_test_1m_199,recipe_fa80e64d6335466f,1
A6_A7_test_1m,A6_A7_test_1m_200,recipe_959f4fdc06d0c0a4,1
A6_A7_test_1m,A6_A7_test_1m_201,recipe_f5d023351bd034ec,2
A6_A7_test_1m,A6_A7_test_1m_202,recipe_47050027a4125a6a,0
A6_A7_test_1m,A6_A7_test_1m_203,recipe_89e7a80aab3ec0c6,4
A6_A7_test_1m,A6_A7_test_1m_204,recipe_adf5ece3a7480236,1
A6_A7_test_1m,A6_A7_test_1m_205,recipe_57805eb8772289a7,3
A6_A7_test_1m,A6_A7_test_1m_206,recipe_3d1fac4c1c260094,4
A6_A7_test_1m,A6_A7_test_1m_207,recipe_3e05df3725f4e740,2
A6_A7_test_1m,A6_A7_test_1m_208,recipe_bb3c09e6dc2ff13f,0
A6_A7_test_1m,A6_A7_test_1m_209,recipe_1f9d16d428006ef7,0
A6_A7_test_1m,A6_A7_test_1m_210,recipe_233fff1bb1d3ac81,1
A6_A7_test_1m,A6_A7_test_1m_211,recipe_412a728598ff299a,4
A6_A7_test_1m,A6_A7_test_1m_212,recipe_ff2706ed03378d54,1
A6_A7_test_1m,A6_A7_test_1m_213,recipe_8d7d22d0ebaa76a6,3
A6_A7_test_1m,A6_A7_test_1m_214,recipe_c3be314e7c7d02bf,1
A6_A7_test_1m,A6_A7_test_1m_215,recipe_f32eee4b86c53a19,4
A6_A7_test_1m,A6_A7_test_1m_216,recipe_b322a203701417ac,1
A6_A7_test_1m,A6_A7_test_1m_217,recipe_4e114cea122bca5d,3
A6_A7_test_1m,A6_A7_test_1m_218,recipe_4ac85c81e6334b85,1
A6_A7_test_1m,A6_A7_test_1m_219,recipe_5d68583dba138c73,4
A6_A7_test_1m,A6_A7_test_1m_220,recipe_132464e829232b13,0
A6_A7_test_1m,A6_A7_test_1m_221,recipe_543872177defcc8d,0
A6_A7_test_1m,A6_A7_test_1m_222,recipe_745d9da6d784ae2b,3
A6_A7_test_1m,A6_A7_test_1m_223,recipe_605fb01830d724c3,3
A6_A7_test_1m,A6_A7_test_1m_224,recipe_f8bc4a04096b28ca,2
A6_A7_test_1m,A6_A7_test_1m_225,recipe_6a3311eeec56f800,2
A6_A7_test_1m,A6_A7_test_1m_226,recipe_8bb3b328220722c8,3
A6_A7_test_1m,A6_A7_test_1m_227,recipe_e29ac2756a060099,1
A6_A7_test_1m,A6_A7_test_1m_228,recipe_a94611285a5dee1f,0
A6_A7_test_1m,A6_A7_test_1m_229,recipe_ae8b8f86427b2600,1
A6_A7_test_1m,A6_A7_test_1m_230,recipe_2a75bde6f4a351a4,1
A6_A7_test_1m,A6_A7_test_1m_231,recipe_9723711998f4be0c,3
A6_A7_test_1m,A6_A7_test_1m_232,recipe_6c4759b2c43a9ee6,1
A6_A7_test_1m,A6_A7_test_1m_233,recipe_f25ce1f22f1f2d10,4
A6_A7_test_1m,A6_A7_test_1m_234,recipe_e2a85521c2c163f8,4
A6_A7_test_1m,A6_A7_test_1m_235,recipe_2ddfa37e0b1f8348,1
A6_A7_test_1m,A6_A7_test_1m_236,recipe_4c5d34fc86dc7826,2
A6_A7_test_1m,A6_A7_test_1m_237,recipe_37d503c8b1436638,1
A6_A7_test_1m,A6_A7_test_1m_238,recipe_74f373de445b93cb,3
A6_A7_test_1m,A6_A7_test_1m_239,recipe_033c94defb28ecec,0
A6_A7_test_1m,A6_A7_test_1m_240,recipe_d54b3fa66834f4ed,1
A6_A7_test_1m,A6_A7_test_1m_241,recipe_1096aa016022e47e,0
A6_A7_test_1m,A6_A7_test_1m_242,recipe_6e85c33e64b57d98,3
A6_A7_test_1m,A6_A7_test_1m_243,recipe_b30bc599605d3750,0
A6_A7_test_1m,A6_A7_test_1m_244,recipe_b5c2656e2bf0d12f,2
A6_A7_test_1m,A6_A7_test_1m_245,recipe_84598bccc27fc2c7,4
A6_A7_test_1m,A6_A7_test_1m_246,recipe_40164114463a36a6,4
A6_A7_test_1m,A6_A7_test_1m_247,recipe_42a7260d1cc2b6b5,4
A6_A7_test_1m,A6_A7_test_1m_248,recipe_3a62cc1a9495d613,0
A6_A7_test_1m,A6_A7_test_1m_249,recipe_c9b999d3c91818d9,3
A6_A7_test_1m,A6_A7_test_1m_250,recipe_08939d608cc76fa5,0
A6_A7_test_1m,A6_A7_test_1m_251,recipe_d170f657a5d4593a,3
A6_A7_test_1m,A6_A7_test_1m_252,recipe_cab36e083c84ddc3,2
A6_A7_test_1m,A6_A7_test_1m_253,recipe_791145e875c43dce,4
A6_A7_test_1m,A6_A7_test_1m_254,recipe_96007f36354038d7,4
A6_A7_test_1m,A6_A7_test_1m_255,recipe_8423564cf8c10eb6,0
A6_A7_test_1m,A6_A7_test_1m_256,recipe_dd64a66512087829,4
A10_A11_test_1b,A10_A11_test_1b_0,recipe_1fe93d01e4798d89,2
A10_A11_test_1b,A10_A11_test_1b_1,recipe_56a7b674e8de4b44,3
A10_A11_test_1b,A10_A11_test_1b_2,recipe_ce3a2b6c99b50605,3
A10_A11_test_1b,A10_A11_test_1b_3,recipe_0716d6d5fb1bf8fe,3
A10_A11_test_1b,A10_A11_test_1b_4,recipe_1f48f4fa31b45be3,0
A10_A11_test_1b,A10_A11_test_1b_5,recipe_6728b4ab1be19971,3
A10_A11_test_1b,A10_A11_test_1b_6,recipe_29b55dccc0c53864,0
A10_A11_test_1b,A10_A11_test_1b_7,recipe_0d68773457335e42,2
A10_A11_test_1b,A10_A11_test_1b_8,recipe_223bccc2126d292a,3
A10_A11_test_1b,A10_A11_test_1b_9,recipe_fe7ad34209e5ac31,0
A10_A11_test_1b,A10_A11_test_1b_10,recipe_baccba5b05c8c92d,1
A10_A11_test_1b,A10_A11_test_1b_11,recipe_b5026e1c53db78cb,1
A10_A11_test_1b,A10_A11_test_1b_12,recipe_ee7a8b9939c95d4d,3
A10_A11_test_1b,A10_A11_test_1b_13,recipe_9d20a3acac80fc0b,3
A10_A11_test_1b,A10_A11_test_1b_14,recipe_bc329350438210b9,2
A10_A11_test_1b,A10_A11_test_1b_15,recipe_9a0eb0939c2c001d,0
A10_A11_test_1b,A10_A11_test_1b_16,recipe_760a617f7836c5bb,3
A10_A11_test_1b,A10_A11_test_1b_17,recipe_062d850da8c8b37e,4
A10_A11_test_1b,A10_A11_test_1b_18,recipe_7ae1d07d454c58e7,1
A10_A11_test_1b,A10_A11_test_1b_19,recipe_ba7a0891deb875fc,0
A10_A11_test_1b,A10_A11_test_1b_20,recipe_6f50f860d48553b3,2
A10_A11_test_1b,A10_A11_test_1b_21,recipe_e41671aa1387b41b,1
A10_A11_test_1b,A10_A11_test_1b_22,recipe_852e367073cfa22c,4
A10_A11_test_1b,A10_A11_test_1b_23,recipe_3b71eef64a33acca,0
A10_A11_test_1b,A10_A11_test_1b_24,recipe_2c8c8c3bef69ff2f,0
A10_A11_test_1b,A10_A11_test_1b_25,recipe_4a8d6172b57e7798,0
A10_A11_test_1b,A10_A11_test_1b_26,recipe_dc01650b472d8aad,0
A10_A11_test_1b,A10_A11_test_1b_27,recipe_65862535c2a02fde,1
A10_A11_test_1b,A10_A11_test_1b_28,recipe_a114b5ab56d559fc,0
A10_A11_test_1b,A10_A11_test_1b_29,recipe_16da077463b034cf,4
A10_A11_test_1b,A10_A11_test_1b_30,recipe_e140bcde5166a45c,1
A10_A11_test_1b,A10_A11_test_1b_31,recipe_16ff577e53475465,1
A10_A11_test_1b,A10_A11_test_1b_32,recipe_9591c4af1fe8e967,2
A10_A11_test_1b,A10_A11_test_1b_33,recipe_27c3b260d2daa2d5,2
A10_A11_test_1b,A10_A11_test_1b_34,recipe_6d632e8aa7a19c68,1
A10_A11_test_1b,A10_A11_test_1b_35,recipe_9ab172dcd9c437b9,2
A10_A11_test_1b,A10_A11_test_1b_36,recipe_cf6d96bc260871f8,4
A10_A11_test_1b,A10_A11_test_1b_37,recipe_75465f533babacd0,3
A10_A11_test_1b,A10_A11_test_1b_38,recipe_bcf539423aa400dd,4
A10_A11_test_1b,A10_A11_test_1b_39,recipe_71b240af2fb7c489,4
A10_A11_test_1b,A10_A11_test_1b_40,recipe_154adf01d5026f27,2
A10_A11_test_1b,A10_A11_test_1b_41,recipe_6d8e7965bb0c0726,0
A10_A11_test_1b,A10_A11_test_1b_42,recipe_48e3de3d84f25ca4,2
A10_A11_test_1b,A10_A11_test_1b_43,recipe_8d40e830555a62fc,1
A10_A11_test_1b,A10_A11_test_1b_44,recipe_f6dc3fbbe3d54740,3
A10_A11_test_1b,A10_A11_test_1b_45,recipe_0ff4fdd8817f826e,4
A10_A11_test_1b,A10_A11_test_1b_46,recipe_e1e3e1f109362799,1
A10_A11_test_1b,A10_A11_test_1b_47,recipe_fabcc9896c250bf0,4
A10_A11_test_1b,A10_A11_test_1b_48,recipe_07096990b865cc25,4
A10_A11_test_1b,A10_A11_test_1b_49,recipe_07ba2c7179fe53f0,3
A10_A11_test_1b,A10_A11_test_1b_50,recipe_0cb304156da36166,1
A10_A11_test_1b,A10_A11_test_1b_51,recipe_d967edd9d906acf3,2
A10_A11_test_1b,A10_A11_test_1b_52,recipe_f0d1569ebcd4b8ec,1
A10_A11_test_1b,A10_A11_test_1b_53,recipe_4dd1c053d9ff0c9c,2
A10_A11_test_1b,A10_A11_test_1b_54,recipe_2379e101f8386708,3
A10_A11_test_1b,A10_A11_test_1b_55,recipe_b79352eb14f36c9a,1
A10_A11_test_1b,A10_A11_test_1b_56,recipe_53b7b98f7e0da663,2
A10_A11_test_1b,A10_A11_test_1b_57,recipe_d99c9c26cfe246e1,4
A10_A11_test_1b,A10_A11_test_1b_58,recipe_bb6661fb7d5befe7,2
A10_A11_test_1b,A10_A11_test_1b_59,recipe_efc34b62e3be77ba,3
A10_A11_test_1b,A10_A11_test_1b_60,recipe_e0133014879272d1,4
A10_A11_test_1b,A10_A11_test_1b_61,recipe_b35487bd1cffa14d,4
A10_A11_test_1b,A10_A11_test_1b_62,recipe_b73f258807719f11,0
A10_A11_test_1b,A10_A11_test_1b_63,recipe_e6ca641fff5a2b3d,0
